nID,Name,catID,RAJ2000,DEJ2000,CHB,12+logOHPG16S,12+logOHPG16R,12+logOHN2,12+logOHO3N2,12+logOHIZI,IZIchi2,12+logOHKK04,12+logOHT04,logNOPG16,r/r25,r/app,Ref
2857,NGC3381,111,162.1193189,34.7259027,0.093549,8.397812,8.484184,8.550035,8.647401,8.44319,0.100226,9.015417,8.907157,-0.94390702,1.17714527538707,0.562814952011982,CALIFA
2858,NGC3381,60,162.1198133,34.7276972,0.135993,8.324474,8.564284,8.473807,8.57095,8.41083,0.170713,9.080523,8.820669,-0.65689903,1.27418115066661,0.60920960068518,CALIFA
2859,NGC3381,98,162.1124661,34.7120944,0.0,8.284781,8.426155,8.688085,8.728388,8.41083,0.304399,9.022896,9.001927,-0.99309772,0.488685932843826,0.233649792929756,CALIFA
2860,NGC3381,96,162.1074244,34.7146944,0.0,8.366527,8.525889,8.691682,8.684554,8.50792,0.330707,9.031912,8.950015,-0.88478286,0.283154122622622,0.135381228866118,CALIFA
2861,NGC3381,15,162.1166439,34.7142083,0.072843,8.41059,8.531052,8.541618,8.545015,8.49174,0.369022,9.001961,8.791416,-0.87305754,0.716546731739224,0.342594259918808,CALIFA
2862,NGC3381,44,162.1154189,34.7169222,0.175496,8.437081,8.529726,8.642593,8.70993,8.54029,0.0505489,9.015621,8.979855,-0.90655043,0.69812751989503,0.333787693688672,CALIFA
2863,NGC3381,63,162.121005,34.7244333,0.109383,8.413531,8.507039,8.611621,8.620783,8.50792,0.448776,8.928589,8.876883,-0.98976428,1.1779732623506,0.563210827910134,CALIFA
2864,NGC3381,72,162.1101744,34.7149916,0.119875,8.414037,8.527661,8.648281,8.654507,8.5241,0.682056,8.946485,8.915291,-0.96228038,0.407037834111898,0.194612325141789,CALIFA
2865,NGC3381,95,162.1220661,34.7172361,0.002159,8.353771,8.446496,8.580997,8.662229,8.50792,0.275,8.904205,8.924161,-1.0539995,1.02946371506056,0.492205663569751,CALIFA
2866,NGC3381,101,162.1177244,34.7256388,0.109871,8.480238,,8.720538,8.644139,8.54029,1.04389,8.99873,8.903431,,1.11294828878502,0.532121184055548,CALIFA
2867,NGC3381,33,162.109855,34.7178527,0.069431,8.413386,8.578441,8.603157,8.694953,8.49174,0.0446899,9.096,8.962179,-0.72336722,0.504072249274684,0.24100627570613,CALIFA
2868,NGC3381,68,162.1147383,34.7122638,0.051481,8.36568,8.408857,8.556205,8.576869,8.47556,0.735027,8.726178,8.827335,-1.16350207,0.610503497568548,0.291893026180823,CALIFA
2869,NGC3381,25,162.1145605,34.7226166,0.022836,8.44567,8.604905,8.614653,8.681523,8.50792,0.0273975,9.100464,8.946484,-0.64331133,0.873155143435133,0.417471641289025,CALIFA
2870,NGC3381,17,162.1074522,34.7189972,0.163644,8.39314,8.521395,8.565316,8.719453,8.42701,0.0471433,9.085118,8.991201,-0.83238479,0.505350475163175,0.24161741917086,CALIFA
2871,NGC3381,3,162.1087689,34.7210777,0.165879,8.453051,8.608893,8.599159,8.720416,8.79921,0.0939956,9.122868,8.992354,-0.59601413,0.647040682898519,0.309362131004252,CALIFA
2872,NGC3381,8,162.1157522,34.7207499,0.127468,8.450637,8.574256,8.60007,8.722205,8.79921,0.098284,9.106432,8.994496,-0.72151274,0.834964293425249,0.399211888763117,CALIFA
2873,NGC3381,48,162.1144717,34.7262027,0.244978,8.35187,8.456044,8.5267,8.623398,8.44319,0.149261,8.986114,8.879845,-0.99352792,1.04917719509766,0.501631043387392,CALIFA
2874,NGC3381,19,162.1068189,34.7161527,0.138734,8.394995,8.515291,8.557484,8.653486,8.44319,0.0546024,9.05026,8.91412,-0.87349541,0.334414169239621,0.159889606277217,CALIFA
2875,NGC3381,54,162.1121105,34.7250055,0.228156,8.442362,8.636858,8.622421,8.655995,8.5241,0.106808,9.095758,8.916998,-0.46500134,0.931411917779778,0.445325283777096,CALIFA
2876,NGC3381,100,162.12058,34.7188611,0.049208,8.400112,8.54505,8.62536,8.666153,8.54029,0.342119,9.027365,8.928682,-0.87328837,0.986781606706941,0.47179855727022,CALIFA
2877,NGC3381,6,162.1114383,34.7205972,0.148163,8.470556,8.602549,8.652709,8.739727,8.75066,0.053108,9.109241,9.015661,-0.67979876,0.682927400795706,0.326520235304107,CALIFA
2878,NGC3381,81,162.1216689,34.7182999,0.106026,8.317101,8.337524,8.502132,8.604524,8.44319,0.262483,8.754203,8.858503,-1.20183913,1.02760622840511,0.491317564806826,CALIFA
2879,NGC3381,66,162.1189967,34.7241055,0.030607,8.414254,8.460667,8.578729,8.62797,8.49174,0.170384,8.8995,8.885031,-1.04663836,1.08958607288267,0.520951276061266,CALIFA
2880,NGC3381,93,162.1108689,34.7292249,0.0,8.396548,8.594535,8.667971,8.664797,8.45937,0.295942,9.09041,8.927119,-0.62923558,1.15568757243763,0.552555626924174,CALIFA
2881,NGC3381,84,162.1180217,34.7231694,0.0,8.395852,8.439748,8.710178,8.705072,8.47556,0.176878,8.883611,8.9741,-1.06936998,1.01581909542372,0.485681918279596,CALIFA
2882,NGC3381,86,162.1062328,34.7220777,0.08377,8.401131,8.537392,8.651205,8.727762,8.55647,0.222061,9.031348,9.001173,-0.88502483,0.678629084002028,0.324465130458046,CALIFA
2883,NGC3381,23,162.1110994,34.7176638,0.024677,8.424457,8.548217,8.628,8.724165,8.50792,0.0368456,9.067303,8.996847,-0.82999517,0.538468637066882,0.257451825588056,CALIFA
2884,NGC3381,76,162.1217578,34.7198166,0.0,8.340769,8.465518,8.528504,8.608947,8.42701,0.183069,9.012629,8.863497,-0.95806524,1.06465871037211,0.509033042493574,CALIFA
2885,NGC3381,104,162.1203689,34.7203916,0.0,8.396198,8.601768,8.647009,8.626743,8.5241,0.968807,9.060237,8.883639,-0.71638353,1.01605768204791,0.485795990962256,CALIFA
2886,NGC3381,46,162.1167439,34.7181361,0.126105,8.457627,8.582587,8.65922,8.680627,8.55647,0.137207,9.056013,8.945442,-0.79506614,0.790267312775372,0.377841434711666,CALIFA
2887,NGC3381,77,162.1083105,34.7134972,0.085821,8.454866,8.512499,8.625233,8.676681,8.54029,0.0855196,8.979454,8.940859,-0.95154809,0.282960082774558,0.135288454821945,CALIFA
2888,NGC3381,21,162.1135383,34.7283249,0.134926,8.396806,8.50103,8.505148,8.551821,8.44319,0.0890575,9.013848,8.799102,-0.90087038,1.14457227417347,0.547241197014843,CALIFA
2889,NGC3381,55,162.1054328,34.7212027,0.025804,8.421579,8.554448,8.63351,8.723209,8.50792,0.0530795,9.069417,8.9957,-0.81986971,0.620927410869961,0.29687689213788,CALIFA
2890,NGC3381,90,162.1085411,34.7151277,0.044415,8.387746,8.552329,8.658972,8.738304,8.55647,0.288751,9.052677,9.01393,-0.84757912,0.342421571481397,0.163718093552897,CALIFA
2891,NGC3381,50,162.1088661,34.7242333,0.215006,8.436986,8.558076,8.623928,8.653561,8.5241,0.145576,9.038079,8.914207,-0.84152528,0.833278056054181,0.398405667453885,CALIFA
2892,NGC3381,82,162.11603,34.7119277,0.0,8.303995,8.381681,8.479634,8.666271,8.32992,0.0478711,9.024298,8.928818,-1.03314137,0.681605510417294,0.32588821503826,CALIFA
2893,NGC3381,94,162.1201883,34.7298305,0.268325,8.120166,8.067694,8.37693,8.479045,8.45937,1.36072,8.146368,8.716015,-1.52465243,1.38665597597185,0.662985897230997,CALIFA
2894,NGC3381,45,162.1156939,34.7156833,0.074413,8.417503,8.562827,8.633268,8.664409,8.5241,0.330368,9.043082,8.926672,-0.83272655,0.685833341524995,0.327909619372753,CALIFA
2895,NGC3381,24,162.1176717,34.7172638,0.040954,8.42506,8.566863,8.623567,8.664109,8.5241,0.181106,9.056782,8.926326,-0.80613197,0.812816328164152,0.388622536483307,CALIFA
2896,NGC3381,20,162.1156383,34.7220555,0.068956,8.42792,8.571446,8.596109,8.684352,8.47556,0.0336485,9.089867,8.949779,-0.74279827,0.883993808181979,0.42265380759162,CALIFA
2897,NGC3381,64,162.116105,34.7253888,0.174421,8.411614,8.501874,8.648576,8.688383,8.55647,0.34846,8.924001,8.954484,-0.99871695,1.05173700463744,0.502854935725422,CALIFA
2898,NGC3381,5,162.11778,34.7191416,0.210168,8.450631,8.553311,8.569923,8.658345,8.75066,0.0829296,9.078423,8.919695,-0.77998081,0.86484928756456,0.413500457807293,CALIFA
2899,NGC3381,22,162.1196717,34.7230444,0.030777,8.407015,8.508791,8.533087,8.615999,8.42701,0.0410772,9.041877,8.871468,-0.88104688,1.07379449807694,0.513401031752161,CALIFA
2900,NGC3381,30,162.1180328,34.7153194,0.162461,8.417301,8.52534,8.590666,8.624023,8.50792,0.210086,9.004522,8.880554,-0.9093266,0.799047952416634,0.382039621105191,CALIFA
2901,NGC3381,99,162.1141161,34.7136444,0.27043,8.425937,8.457993,8.696826,8.65771,8.55647,1.27645,8.512374,8.918966,-1.18742724,0.580083663832157,0.277348740422271,CALIFA
2902,NGC3381,88,162.109255,34.7119305,0.0,8.267417,8.548501,8.517642,8.559853,8.42701,0.508641,9.067346,8.808163,-0.6818145,0.316351247854275,0.151253389112478,CALIFA
2903,NGC3381,115,162.121505,34.7141166,0.038338,8.427325,8.567142,8.631591,8.683594,8.54029,0.118701,9.062549,8.948896,-0.80402914,0.973012631782356,0.465215355414454,CALIFA
2904,NGC3381,32,162.1172828,34.7303111,0.09129,8.339641,8.464784,8.515375,8.597696,8.45937,0.278235,8.993669,8.8508,-0.97595552,1.33372182620956,0.637677100108687,CALIFA
2905,NGC3381,53,162.1168133,34.7163472,0.097609,8.416951,8.607395,8.619852,8.664333,8.5241,0.212053,9.092172,8.926584,-0.64642334,0.752912294999342,0.359981309052911,CALIFA
2906,NGC3381,52,162.1160411,34.7299944,0.012361,8.343211,8.492787,8.514642,8.619509,8.42701,0.154413,9.045063,8.875441,-0.89679735,1.2882542628281,0.615938216185268,CALIFA
2907,NGC3381,7,162.1088105,34.7225694,0.147277,8.426885,8.574389,8.581704,8.719986,8.78302,0.110142,9.11322,8.991838,-0.70179611,0.734050814782474,0.350963286124823,CALIFA
2908,NGC3381,11,162.1142105,34.7150305,0.151318,8.417819,8.502171,8.582425,8.712344,8.44319,0.0733433,9.046747,8.982723,-0.90082983,0.601127209269508,0.287410049135072,CALIFA
2909,NGC3381,14,162.1154522,34.7181777,0.22486,8.468899,8.550766,8.667345,8.719139,8.63738,0.0341319,9.027411,8.990825,-0.87601494,0.73369065124219,0.350791085267478,CALIFA
2910,NGC3381,85,162.1201355,34.7129527,0.0,8.181877,8.224863,8.407403,8.528095,8.29755,0.35015,8.879078,8.772254,-1.254166,0.899179548255174,0.429914391097552,CALIFA
2911,NGC3381,89,162.1091522,34.7284249,0.0,8.333122,8.485679,8.581926,8.655393,8.45937,0.242215,9.029235,8.916307,-0.92730515,1.09002178582878,0.521159598488399,CALIFA
2912,NGC3381,69,162.11653,34.7275666,0.130301,8.38908,8.501773,8.593487,8.611527,8.49174,0.68538,8.941778,8.866412,-0.98409808,1.17207181552416,0.560389236912087,CALIFA
2913,NGC3381,9,162.1101355,34.7204888,0.139773,8.468252,8.60778,8.636654,8.698825,8.70211,0.0487805,9.101532,8.96673,-0.65537997,0.643145652602808,0.307499844900062,CALIFA
2914,NGC3381,58,162.1138355,34.7240694,0.033971,8.448126,8.581267,8.69213,8.735527,8.57265,0.140688,9.060039,9.010558,-0.8076216,0.922687829326038,0.44115413555342,CALIFA
2915,NGC3381,67,162.1197383,34.7119666,0.0,8.245209,8.320253,8.441555,8.632593,8.28137,0.105814,9.00038,8.890281,-1.10673783,0.881618982261814,0.42151835934726,CALIFA
2916,NGC3381,109,162.1231383,34.7204833,0.0,,,8.792072,8.823503,8.47556,0.193789,9.059825,9.12231,,1.14536367471607,0.547619580267716,CALIFA
2917,NGC3381,112,162.123005,34.7170138,0.182484,,,8.761569,8.68039,8.60502,0.442969,8.873369,8.945167,,1.07406849717637,0.513532035794926,CALIFA
2918,NGC3381,110,162.1144911,34.7312583,0.048686,,8.02565,8.274539,8.473348,8.249,0.475864,8.400332,8.70939,-1.45826059,1.32808067350681,0.634979960550744,CALIFA
2919,NGC3381,105,162.1229772,34.7184972,0.380281,,,8.527214,8.696321,8.42701,0.0414883,7.889666,8.963785,,1.09552268049968,0.523789678084318,CALIFA
2920,NGC3381,75,162.1039272,34.7226972,1.089504,,,8.511122,,8.96103,0.0848227,,,,0.718015932667742,0.343296712086242,CALIFA
2921,NGC3381,108,162.1183383,34.7285472,0.216506,,,8.631731,8.710647,8.57265,0.571215,8.325833,8.980707,,1.27066633028715,0.607529099981858,CALIFA
2922,NGC3381,87,162.1048967,34.7246666,0.017964,8.46172,8.418854,8.573009,8.66443,8.76684,0.16081,8.856417,8.926696,-1.09763764,0.840113287598847,0.401673718215535,CALIFA
2923,NGC3381,38,162.1117189,34.7187916,0.008848,8.446152,8.616648,8.654575,8.7126,8.54029,0.0653491,9.105967,8.983028,-0.63653514,0.607819342034222,0.290609681720431,CALIFA
2924,NGC3381,27,162.1102883,34.7219222,0.14546,8.463105,8.575349,8.668007,8.721594,8.6212,0.0450516,9.064913,8.993764,-0.80312216,0.723741431600891,0.34603417913868,CALIFA
2925,NGC3381,28,162.117855,34.7271361,0.379169,8.426665,8.459506,8.515214,8.510144,8.47556,0.165261,8.874479,8.751814,-1.04798441,1.18770068685377,0.567861689676665,CALIFA
2926,NGC3381,65,162.1220467,34.7159249,0.080862,8.308631,8.446491,8.478047,8.684787,8.37846,0.0522645,9.070299,8.950286,-0.92893223,1.01260595985675,0.48414565867108,CALIFA
2927,NGC3381,113,162.1189633,34.7133527,0.0,8.235554,8.319509,8.520851,8.627017,8.29755,0.237229,8.980846,8.883949,-1.12080899,0.836141765252057,0.39977485984541,CALIFA
2928,NGC3381,78,162.1103939,34.7120166,0.0,8.271896,8.418221,8.493448,8.540801,8.41083,0.516465,8.990261,8.786651,-1.00873463,0.377398095029512,0.180441017081435,CALIFA
2929,NGC3381,26,162.1095022,34.7269388,0.138168,8.390711,8.528129,8.536212,8.591781,8.45937,0.142292,9.0421,8.844133,-0.84563511,1.00295704926567,0.479532335859673,CALIFA
2930,NGC3381,56,162.1059772,34.7172638,0.125708,8.427425,8.526653,8.617282,8.634601,8.50792,0.306705,8.977464,8.892565,-0.93612497,0.382079235877496,0.182679157196174,CALIFA
2931,NGC3381,97,162.1113661,34.7128499,0.083891,8.332008,8.348728,8.579327,8.668108,8.50792,0.357872,8.603025,8.930938,-1.2282578,0.430577019917612,0.205866845723616,CALIFA
2932,NGC3381,80,162.111505,34.7154972,0.037546,8.416577,8.555181,8.634362,8.700937,8.54029,0.149129,9.056446,8.969218,-0.8327679,0.481050702915546,0.229999248128247,CALIFA
2933,NGC3381,79,162.1223717,34.7250416,0.0,8.319705,8.352858,8.433017,8.548168,8.29755,0.252493,8.976695,8.794978,-1.09094376,1.25406464760727,0.599591528098286,CALIFA
2934,NGC3381,16,162.1102189,34.7162333,0.150317,8.419949,8.585044,8.580401,8.715948,8.42701,0.0962059,9.117223,8.987015,-0.66655832,0.449420611974336,0.214876315991125,CALIFA
2935,NGC3381,61,162.1051967,34.7230388,0.103324,8.408727,8.481318,8.55771,8.592141,8.47556,0.17546,8.945099,8.844539,-0.99774122,0.736512187920947,0.352140114196751,CALIFA
2936,NGC3381,107,162.1225383,34.7217805,0.048992,8.416498,8.491905,8.678243,8.680627,8.55647,0.546365,8.802946,8.945442,-1.06770738,1.15251549344739,0.551038997225187,CALIFA
2937,NGC3381,40,162.1056217,34.7200416,0.130477,8.42308,8.564964,8.600469,8.628864,8.50792,0.21717,9.050853,8.886046,-0.80102354,0.548924306330776,0.262450874658763,CALIFA
2938,NGC3381,51,162.1054105,34.7186416,0.348319,8.423246,8.394667,8.559601,8.630598,8.44319,0.0403161,8.772247,8.888014,-1.15255234,0.460809747023401,0.220321672337639,CALIFA
2939,NGC3381,71,162.1212939,34.7214611,0.069392,8.411002,8.551901,8.548791,8.588278,8.47556,0.153758,9.051371,8.840186,-0.79161473,1.08819130003647,0.520284409338089,CALIFA
2940,NGC3381,73,162.1096244,34.7141194,0.079113,8.442643,8.541996,8.660668,8.632169,8.5241,0.74584,8.927389,8.889799,-0.96145561,0.359398376663648,0.171835018450568,CALIFA
2941,NGC3381,103,162.1074689,34.7250583,0.0,8.380726,8.511563,8.631288,8.71546,8.45937,0.0753265,9.05572,8.986433,-0.87942632,0.870537102431533,0.41621990740994,CALIFA
2942,NGC3381,42,162.1156217,34.7131861,0.10281,8.367374,8.517402,8.554268,8.61079,8.47556,0.377191,9.026527,8.865578,-0.88905237,0.657572444334245,0.314397561151224,CALIFA
2943,NGC3381,91,162.1095605,34.7128694,0.0,8.296591,8.388776,8.581537,8.649131,8.41083,0.233193,8.952928,8.909135,-1.07539162,0.336046233731369,0.160669926529789,CALIFA
2944,NGC3381,36,162.1133522,34.7253722,0.237212,8.396635,8.479906,8.575764,8.659257,8.45937,0.0926822,8.981383,8.920743,-0.97773924,0.978540220885065,0.467858198112488,CALIFA
2945,NGC3381,62,162.1209994,34.7229972,0.0,8.432817,8.595101,8.720681,8.701924,8.55647,0.503164,9.057921,8.970382,-0.78114985,1.12543406971936,0.538090867105145,CALIFA
2946,NGC3381,43,162.1128522,34.7155861,0.037611,8.408384,8.576973,8.63441,8.725104,8.5241,0.0841854,9.092294,8.997976,-0.75223563,0.545835315155849,0.260973970782723,CALIFA
4019,NGC4254,VCC0307,184.70583,14.41656,0.380919,,,8.681935,8.791856,,,,9.080828,,0.0205514307389181,0.00733388107567518,Gavazzi04
2947,NGC3381,10,162.1107939,34.7258583,0.290107,8.44357,8.495743,8.568034,8.667267,8.76684,0.112865,9.024095,8.929967,-0.926426,0.955873496603001,0.457020817539488,CALIFA
2948,NGC3381,92,162.1180855,34.7246249,0.21663,8.415448,8.5025,8.643095,8.568439,8.50792,2.14363,8.717675,8.81784,-1.09752095,1.07933337845055,0.516049273015884,CALIFA
2949,NGC3381,74,162.1042994,34.7200249,0.26791,8.380869,8.401138,8.535017,8.5801,8.45937,0.274272,8.784775,8.830975,-1.14707312,0.546300508774821,0.26119638846541,CALIFA
2950,NGC3381,31,162.1074022,34.7174861,0.19201,8.417657,8.501914,8.593222,8.696093,8.45937,0.0489479,9.023342,8.963518,-0.92376004,0.41944642691135,0.200545103114893,CALIFA
2951,NGC3381,2,162.1088661,34.7196861,0.201976,8.452853,8.551762,8.594791,8.710191,8.79921,0.105763,9.08751,8.980166,-0.78864291,0.571049193374312,0.273029192815444,CALIFA
2952,NGC3381,83,162.1168383,34.7238944,0.0,8.457513,8.579235,8.744124,8.71144,8.57265,0.598244,8.991933,8.981649,-0.8843558,1.00508673158293,0.48055057640844,CALIFA
2953,NGC3381,41,162.1187911,34.7305833,0.110973,8.333656,8.442187,8.473586,8.658682,8.3461,0.0542948,9.057381,8.920082,-0.94508334,1.38558080784217,0.662471839440543,CALIFA
2954,NGC3381,49,162.1056633,34.7242083,0.168137,8.408083,8.417053,8.492304,8.609952,8.36228,0.118569,8.968059,8.864632,-1.04123598,0.810631397795925,0.387577880818407,CALIFA
2955,NGC3381,70,162.1152633,34.7241888,0.043843,8.421347,8.597777,8.67153,8.682221,8.54029,0.640156,9.065673,8.947297,-0.75814742,0.968953690414967,0.463274700391942,CALIFA
2956,NGC3381,18,162.12283,34.7241166,0.314378,8.383777,8.489866,8.479671,8.565215,8.37846,0.042785,9.038225,8.814207,-0.88941644,1.23927764988568,0.592521590693709,CALIFA
2957,NGC3381,39,162.1232633,34.7230249,0.22966,8.335994,8.403179,8.432918,8.490423,8.39464,0.21394,8.927616,8.729179,-1.06642556,1.22168118239947,0.584108393774941,CALIFA
2958,NGC3381,57,162.1103078,34.7234527,0.229762,8.424842,,8.648748,8.663733,8.5241,0.426932,9.000298,8.925893,,0.809547881903391,0.387059831807965,CALIFA
2959,NGC3381,1,162.1133189,34.7203277,0.153502,8.540379,8.583615,8.620265,8.771357,8.92867,0.130364,9.123065,9.054773,-0.69414756,0.729353295163628,0.348717315016468,CALIFA
2960,NGC3381,29,162.1121994,34.7269861,0.103853,8.397262,8.529016,8.547854,8.612981,8.45937,0.0905429,9.047208,8.868056,-0.84696222,1.04421661363798,0.499259297542122,CALIFA
2961,NGC3381,47,162.1086939,34.7175416,0.116517,8.417777,8.542545,8.627516,8.726122,8.50792,0.0439518,9.062024,8.9992,-0.84366702,0.454427792096244,0.217270341519623,CALIFA
2962,NGC3381,34,162.1084494,34.7263555,0.060696,8.389873,8.518549,8.565291,8.636395,8.47556,0.137515,9.035116,8.894605,-0.88485086,0.957546228647541,0.457820581702045,CALIFA
2963,NGC3381,102,162.12098,34.7150416,0.0,8.211961,8.289921,8.443492,8.677983,8.18427,0.200761,9.057718,8.94237,-1.09878048,0.949678039750085,0.454058654903938,CALIFA
2964,NGC3381,37,162.1147161,34.7292249,0.179834,8.366349,8.464584,8.521748,8.609365,8.42701,0.158285,8.994327,8.863969,-0.97726984,1.21798550555495,0.582341422246965,CALIFA
2965,NGC3381,13,162.1172605,34.7216361,0.161614,8.402585,8.574126,8.581502,8.699939,8.45937,0.0386874,9.104981,8.968042,-0.70978786,0.926881364736422,0.443159142480012,CALIFA
2966,NGC3381,59,162.1114133,34.7141805,0.023088,8.41696,8.608895,8.642384,8.707027,8.54029,0.132843,9.103612,8.976414,-0.65527186,0.44770739480023,0.214057195138507,CALIFA
2967,NGC3381,4,162.1189383,34.7172638,0.128097,8.406322,8.479766,8.523107,8.581392,8.44319,0.0462442,8.989445,8.832429,-0.96129195,0.874289459760936,0.418013978927226,CALIFA
2968,NGC3381,35,162.1139828,34.7163444,0.09633,8.420048,8.576854,8.620746,8.706041,8.50792,0.0436828,9.090958,8.975246,-0.7454632,0.616989179592764,0.294993950844539,CALIFA
2969,NGC3381,12,162.1171994,34.7203611,0.129957,8.428,8.540475,8.60078,8.700804,8.45937,0.0624644,9.067935,8.969061,-0.83221039,0.878327990721144,0.419944875356149,CALIFA
2970,NGC3381,NGC3381,162.1033,34.7114,0.0,,,8.622453,,7.35897,3.76264,,,,0.00270256694236395,0.00129214729547769,Gavazzi13
2971,NGC3381,19,162.10335,34.7114,0.258481,8.486403,8.488109,8.606221,8.714389,8.44319,0.0546024,8.987595,8.985157,-0.96636565,0.0,0.0,HRS
2972,NGC3381,2025-53431-0540,162.10341,34.711414,0.268685,8.568568,,8.604282,8.78586,8.94485,0.0272125,,9.073145,,0.00324476689024448,0.00155138312985415,SDSS
2973,NGC3381,NGC3381,162.10335,34.7114,0.0,,,8.52772,,7.35897,3.76264,,,,0.0,0.0,UZW
2974,NGC3395,50,162.4724483,32.9941887,0.001725,8.350623,8.445438,8.465283,8.440171,8.44319,1.36149,8.846195,8.670293,-1.0533947,1.49251499484646,0.269429405191044,CALIFA
2975,NGC3395,12,162.468815,32.985647,0.101292,8.36223,8.466478,8.513813,8.486366,8.47556,1.79787,8.851733,8.724495,-1.04712896,0.6683735578639,0.120655062604056,CALIFA
2976,NGC3395,57,162.4640816,32.9880664,0.0,8.310351,8.429258,8.522274,8.532441,8.47556,1.90694,8.851045,8.777184,-1.09248131,0.670839117755755,0.121100146464131,CALIFA
2977,NGC3395,30,162.4650011,32.9847192,0.0,8.267579,8.381838,8.395758,8.384127,8.41083,2.10951,8.818404,8.601695,-1.11151498,0.417233063236019,0.0753190798363014,CALIFA
2978,NGC3395,66,162.4617816,32.9904803,0.0,8.216407,8.328924,8.471871,8.490794,8.45937,2.11988,8.806798,8.729607,-1.19302392,0.973756951849371,0.175782995308807,CALIFA
2979,NGC3395,29,162.470365,32.9853609,0.061566,8.338532,8.439129,8.484975,8.48564,8.47556,1.35813,8.865439,8.723655,-1.0665359,0.75805961203789,0.136845225057007,CALIFA
2980,NGC3395,53,162.4645566,32.9838581,0.004282,8.231274,8.357418,8.354861,8.371602,8.41083,1.66672,8.85426,8.585822,-1.11854962,0.374338146378278,0.0675756722493717,CALIFA
2981,NGC3395,2,162.4643288,32.9951276,0.087533,8.330611,8.422402,8.408207,8.406817,8.41083,0.727872,8.885124,8.629912,-1.03909336,1.5581644365204,0.281280468719657,CALIFA
2982,NGC3395,31,162.4751122,32.9907776,0.038439,8.258884,8.359811,8.411367,8.442925,8.45937,1.62925,8.829396,8.673576,-1.1517573,1.26302777080644,0.2280022795102,CALIFA
2983,NGC3395,36,162.4641733,32.9902276,0.095377,8.337458,8.430093,8.479939,8.472318,8.45937,1.50146,8.833907,8.70819,-1.08879878,0.931568602975967,0.16816713765766,CALIFA
2984,NGC3395,17,162.4627538,32.9954998,0.165315,8.30623,8.359396,8.378706,8.366987,8.39464,1.11388,8.771822,8.579919,-1.15241719,1.6239062655805,0.293148210056256,CALIFA
2985,NGC3395,21,162.4675788,32.983722,0.272884,8.288614,8.310095,8.356749,8.352508,8.39464,1.04485,8.714688,8.561185,-1.22146475,0.579437716110575,0.104600328798029,CALIFA
2986,NGC3395,25,162.4617844,32.9948026,0.050615,8.304736,8.359369,8.404712,8.413099,8.41083,1.00583,8.789408,8.637613,-1.16224264,1.54538641053162,0.278973774345691,CALIFA
2987,NGC3395,16,162.4664427,32.9909276,0.0685,8.410736,8.514299,8.558909,8.552905,8.49174,0.583273,8.958763,8.800325,-0.94383547,1.03144821821238,0.186197445840007,CALIFA
2988,NGC3395,44,162.4708816,32.983747,0.049142,8.289922,8.418105,8.481908,8.510794,8.45937,1.90888,8.870045,8.752557,-1.09001188,0.806162767471438,0.145528825959527,CALIFA
2989,NGC3395,4,162.4687511,32.9901026,0.09092,8.408572,8.500835,8.52541,8.52818,8.47556,0.334951,8.961689,8.77235,-0.94618494,0.982829022169152,0.177420689079757,CALIFA
2990,NGC3395,55,162.4592733,32.9935026,0.0,8.297464,8.400187,8.421223,8.391124,8.41083,2.0865,8.781569,8.610467,-1.11295651,1.41945573339612,0.256240718025936,CALIFA
2991,NGC3395,54,162.4636122,32.9849581,0.119331,8.223304,8.338803,8.359373,8.350839,8.41083,2.86152,8.760057,8.559005,-1.173026,0.356289976559888,0.064317609398582,CALIFA
2992,NGC3395,35,162.4751955,32.989147,0.03371,8.259843,8.352664,8.435909,8.474743,8.45937,1.82784,8.79401,8.711014,-1.1788498,1.16510234005355,0.210324741494214,CALIFA
2993,NGC3395,1,162.4693316,32.9927192,0.113942,8.363767,8.410618,8.385772,8.3917,8.39464,0.156571,8.892288,8.611187,-1.04091952,1.27542137318651,0.230239577580214,CALIFA
2994,NGC3395,62,162.465015,32.9868553,0.0,8.312524,8.42341,8.53863,8.533827,8.47556,1.74752,8.845074,8.778755,-1.09957306,0.563171152807872,0.101663882269664,CALIFA
2995,NGC3395,46,162.4631705,32.9913053,0.0,8.301332,8.43891,8.492407,8.516608,8.45937,1.52232,8.917979,8.75919,-1.04157316,1.07012853097744,0.193180031406571,CALIFA
2996,NGC3395,64,162.4596288,32.9925331,0.0,8.134802,8.181723,8.334459,8.359364,8.41083,2.1526,8.658101,8.570096,-1.35727946,1.28188736398982,0.231406820832123,CALIFA
2997,NGC3395,6,162.4700011,32.9896109,0.06917,8.37752,8.462229,8.489534,8.498861,8.45937,0.458519,8.922298,8.73889,-1.01016316,0.973234653417791,0.175688709786558,CALIFA
2998,NGC3395,32,162.4729066,32.9910859,0.028032,8.319919,8.402842,8.456338,8.469088,8.45937,1.177,8.834978,8.70442,-1.11384938,1.20140114112752,0.216877415615598,CALIFA
2999,NGC3395,40,162.4763372,32.9912748,0.0,8.226681,8.34692,8.401706,8.423369,8.45937,2.58084,8.801825,8.650103,-1.1715481,1.35094363411071,0.243872886397713,CALIFA
3000,NGC3395,27,162.4653455,32.9927081,0.091546,8.374142,8.466962,8.514936,8.499586,8.47556,1.15477,8.874435,8.739722,-1.03753253,1.24316921804847,0.22441740560541,CALIFA
