nID,Name,catID,RAJ2000,DEJ2000,CHB,12+logOHPG16S,12+logOHPG16R,12+logOHN2,12+logOHO3N2,12+logOHIZI,IZIchi2,12+logOHKK04,12+logOHT04,logNOPG16,r/r25,r/app,Ref
155,ESO358-054,ESO358-054-97,55.7532685,-36.27091,0.011255,8.150151,,8.34637,8.518088,8.32992,0.48244,,8.760876,,0.408132530412054,0.213413114165767,MUSE
156,ESO358-054,ESO358-054-6,55.7698476,-36.2740838,0.085611,8.060778,,8.264325,8.355015,8.37846,1.28261,,8.564451,,0.611343632353778,0.319672505091199,MUSE
157,ESO358-054,ESO358-054-54,55.7595395,-36.2758489,0.01421,8.136765,,8.355313,8.469631,8.42701,1.51141,,8.705054,,0.276471585220299,0.144567407848231,MUSE
158,ESO358-054,ESO358-054-128,55.7470694,-36.2709688,0.069328,8.109526,,8.316377,8.370528,8.45937,3.09863,,8.584451,,0.754235266128192,0.39439075536457,MUSE
159,ESO358-054,ESO358-054-55,55.7595155,-36.274183,0.014734,8.194897,,8.344377,8.435393,8.39464,0.848408,,8.66458,,0.130722008743375,0.068354735036098,MUSE
160,ESO358-054,ESO358-054-120,55.7491358,-36.2709492,0.035373,8.114966,,8.308127,8.390539,8.42701,1.84791,,8.609736,,0.636925805863267,0.333049462106306,MUSE
161,ESO358-054,ESO358-054-20,55.7656907,-36.2724576,0.044781,8.062525,,8.361042,8.554595,8.47556,1.23339,,8.802233,,0.352692808689762,0.184423600271119,MUSE
162,ESO358-054,ESO358-054-127,55.7470932,-36.2726347,0.0,8.059062,,8.342324,8.491585,8.45937,1.6062,,8.730518,,0.733342981368815,0.38346614823258,MUSE
163,ESO358-054,ESO358-054-34,55.7635279,-36.2658135,0.07887,8.076245,,8.305333,8.291858,8.42701,7.43883,,8.478863,,0.636941744921094,0.333057796663624,MUSE
164,ESO358-054,ESO358-054-11,55.7677812,-36.2741037,0.085237,8.108576,,8.274686,8.284199,8.39464,3.68423,,8.467973,,0.494184292163556,0.258409709845846,MUSE
165,ESO358-054,ESO358-054-132,55.7450031,-36.2709883,0.077655,8.064431,,8.372167,8.46682,8.47556,4.89406,,8.701769,,0.872447247076364,0.456203978045897,MUSE
166,ESO358-054,ESO358-054-64,55.7575449,-36.2808666,0.066841,8.09624,,8.185096,8.167821,8.32992,3.16934,,8.285809,,0.722793369812631,0.377949740478532,MUSE
167,ESO358-054,ESO358-054-12,55.767757,-36.2724377,0.028224,8.058554,,8.289175,8.349794,8.44319,2.5382,,8.557638,,0.473223453028398,0.247449255527623,MUSE
168,ESO358-054,ESO358-054-45,55.7614858,-36.2674992,0.0,8.171465,,8.470869,8.587551,8.49174,1.46463,,8.839367,,0.463851353356012,0.242548570509116,MUSE
169,ESO358-054,ESO358-054-69,55.7574251,-36.2725367,0.025727,8.218768,,8.400513,8.4194,8.45937,2.73118,,8.64529,,0.130995057129503,0.0684975124479911,MUSE
170,ESO358-054,ESO358-054-104,55.7513451,-36.2809256,0.0,8.113151,,8.532267,8.608282,8.32992,0.605034,,8.862745,,0.856951427079913,0.44810119045713,MUSE
171,ESO358-054,ESO358-054-78,55.7554783,-36.2808863,0.0,8.060727,,8.272933,8.414433,8.29755,0.733224,,8.639242,,0.750984121588302,0.39269072699349,MUSE
172,ESO358-054,ESO358-054-41,55.7615819,-36.2741632,0.023633,8.154751,,8.356554,8.56789,8.32992,0.327305,,8.81722,,0.173856598603249,0.0909098769674821,MUSE
173,ESO358-054,ESO358-054-118,55.7491834,-36.2742812,0.039196,8.106085,,8.288171,8.384605,8.39464,1.29748,,8.602296,,0.622777690002441,0.325651391037606,MUSE
174,ESO358-054,ESO358-054-126,55.7471169,-36.2743007,0.110624,8.045397,,8.317975,8.518805,8.41083,0.936205,,8.761693,,0.741145442043034,0.387546066657509,MUSE
175,ESO358-054,ESO358-054-56,55.7594915,-36.272517,0.015531,8.200484,,8.403058,8.436805,8.45937,3.16905,,8.666271,,0.0179848867808739,0.00940432435500779,MUSE
176,ESO358-054,ESO358-054-79,55.7554544,-36.2792203,0.03076,8.093543,,8.24386,8.295527,8.37846,1.54065,,8.484037,,0.615332165654522,0.321758115154691,MUSE
177,ESO358-054,ESO358-054-7,55.7698234,-36.2724178,0.081736,8.137691,,8.331586,8.257672,8.28137,0.779373,,8.429307,,0.593788152316938,0.310492718168666,MUSE
178,ESO358-054,ESO358-054-66,55.757497,-36.2775347,0.01282,8.076212,,8.329745,8.382304,8.45937,4.45796,,8.599398,,0.438830346442148,0.229465048351106,MUSE
179,ESO358-054,ESO358-054-42,55.7615579,-36.2724972,0.0265,8.211822,,8.362777,8.375321,8.44319,2.60622,,8.590559,,0.112176495147572,0.0586572580761314,MUSE
180,ESO358-054,ESO358-054-65,55.757521,-36.2792006,0.053652,8.087845,,8.225121,8.204701,8.36228,4.15092,,8.34723,,0.579835816524189,0.303197020792104,MUSE
181,ESO358-054,ESO358-054-57,55.7594675,-36.270851,0.015953,8.167075,,8.476922,8.59984,8.5241,2.44933,,8.853218,,0.161685752261322,0.084545723104909,MUSE
182,ESO358-054,ESO358-054-105,55.7513213,-36.2792596,0.026774,8.091241,,8.284063,8.319892,8.42701,2.12917,,8.517737,,0.742142667796466,0.388067517504251,MUSE
183,ESO358-054,ESO358-054-53,55.7595635,-36.2775149,0.040848,8.05426,,8.32819,8.454048,8.45937,2.56406,,8.68676,,0.4223366337351,0.220840461162692,MUSE
184,ESO358-054,ESO358-054-68,55.7574491,-36.2742027,0.007326,8.256401,,8.420803,8.441016,8.45937,2.25067,,8.671301,,0.181788427364288,0.0950574421596369,MUSE
185,ESO358-054,ESO358-054-30,55.7636243,-36.2724774,0.033858,8.140583,,8.357555,8.497074,8.42701,0.902467,,8.736837,,0.232249593114433,0.12144366164648,MUSE
186,ESO358-054,ESO358-054-82,55.7553827,-36.2742224,0.062739,8.181467,,8.339089,8.384735,8.44319,1.84594,,8.602459,,0.279468514259589,0.146134506551594,MUSE
187,ESO358-054,ESO358-054-84,55.7553348,-36.2708904,0.0,8.1599,,8.386237,8.456883,8.44319,2.39401,,8.690104,,0.301107759357952,0.157449700368601,MUSE
188,ESO358-054,ESO358-054-40,55.761606,-36.2758292,0.035327,8.153962,,8.305365,8.27854,8.39464,5.44956,,8.459852,,0.300752698440132,0.157264038480503,MUSE
189,ESO358-054,ESO358-054-29,55.7636484,-36.2741434,0.042203,8.164609,,8.343362,8.360409,8.44319,3.67585,,8.571447,,0.269184870914581,0.140757173975305,MUSE
190,ESO358-054,ESO358-054-4,55.769896,-36.2774158,0.043421,8.052337,,8.264746,8.339373,8.32992,1.0959,,8.543905,,0.737431324338807,0.38560394892228,MUSE
191,ESO358-054,ESO358-054-61,55.7593715,-36.264187,0.071215,8.04001,,8.288659,8.418455,8.39464,1.22583,,8.644142,,0.745154897758606,0.389642617083191,MUSE
192,ESO358-054,ESO358-054-121,55.749112,-36.2692832,0.119148,8.205019,,8.393877,8.401615,8.45937,2.90685,,8.6235,,0.691708853782859,0.361695600281592,MUSE
193,ESO358-054,ESO358-054-116,55.7492309,-36.2776132,0.0,8.100593,,8.338044,8.399998,8.45937,3.16218,,8.621502,,0.735094161877659,0.384381843155211,MUSE
194,ESO358-054,ESO358-054-93,55.753364,-36.277574,0.009602,8.089325,,8.300494,8.406041,8.42701,1.72431,,8.628958,,0.55522268992716,0.2903267798654,MUSE
195,ESO358-054,ESO358-054-92,55.7533878,-36.27924,0.109759,8.067191,,8.18352,8.17389,8.29755,1.87219,,8.296176,,0.670936412646951,0.350833659560613,MUSE
196,ESO358-054,ESO358-054-22,55.7656424,-36.2691256,0.052202,8.025933,,8.295409,8.500768,8.36228,0.840029,,8.741079,,0.461893128549587,0.241524611811793,MUSE
197,ESO358-054,ESO358-054-67,55.7574731,-36.2758687,0.0,8.128506,,8.381707,8.462627,8.45937,3.1189,,8.696856,,0.30251918493831,0.158187736927984,MUSE
198,ESO358-054,ESO358-054-21,55.7656665,-36.2707916,0.0,8.029542,,8.328552,8.59037,8.39464,0.551015,,8.842543,,0.384157339592206,0.200876450816691,MUSE
199,ESO358-054,ESO358-054-95,55.7533162,-36.274242,0.03456,8.150359,,8.42232,8.502694,8.47556,2.98076,,8.743287,,0.390198988387204,0.20403563806093,MUSE
200,ESO358-054,ESO358-054-96,55.7532924,-36.272576,0.019801,8.172477,,8.369399,8.378701,8.45937,4.76707,,8.594846,,0.371647569349034,0.194335073136264,MUSE
201,ESO358-054,ESO358-054-28,55.7636724,-36.2758094,0.081376,8.147515,,8.343212,8.350054,8.44319,4.97085,,8.557977,,0.365464971494654,0.191102183416825,MUSE
202,ESO358-054,ESO358-054-32,55.7635761,-36.2691455,0.019216,8.098643,,8.354386,8.535271,8.42701,0.882179,,8.780391,,0.380328330374218,0.198874256136068,MUSE
203,ESO358-054,ESO358-054_full,55.7577293,-36.2730854,0.04135,8.129834,,8.303416,8.341595,8.42701,2.54197,,8.546848,,0.116384750822868,0.0608577612998364,MUSE
204,ESO358-054,ESO358-054-131,55.7450268,-36.2726543,0.241607,,,8.483819,8.603205,8.49174,0.972715,,8.857014,,0.853937750325942,0.446525334348565,MUSE
205,ESO358-054,ESO358-054-115,55.7492547,-36.2792792,0.0,,,8.684089,8.643904,8.57265,0.994534,,8.903163,,0.824920623240596,0.43135223494094,MUSE
206,ESO358-054,ESO358-054-73,55.7573293,-36.2658727,0.008636,,,8.434569,,8.66975,0.90837,,,,0.615993065553921,0.322103700706375,MUSE
207,ESO358-054,ESO358-054-122,55.7490882,-36.2676172,0.141707,,,8.580271,,8.6212,0.287001,,,,0.770604677889077,0.402950345401231,MUSE
208,ESO358-054,ESO358-054-37,55.7616781,-36.2808271,0.003564,7.628965,,8.195959,8.385039,8.20046,0.60526,,8.602841,,0.725693071403893,0.379465998803047,MUSE
209,ESO358-054,ESO358-054-35,55.7635039,-36.2641475,0.019684,8.091808,,8.271684,8.287975,8.41083,3.77087,,8.473358,,0.774656946176775,0.405069282585287,MUSE
210,ESO358-054,ESO358-054-19,55.7657148,-36.2741236,0.036869,8.158108,,8.353242,8.456377,8.41083,1.09892,,8.689508,,0.379198119159828,0.198283266991722,MUSE
211,ESO358-054,ESO358-054-106,55.7512975,-36.2775936,0.01698,8.063767,,8.312713,8.391244,8.45937,3.39055,,8.610617,,0.640131915910158,0.334725941873245,MUSE
212,ESO358-054,ESO358-054-94,55.7533401,-36.275908,0.0,8.09976,,8.358143,8.492417,8.44319,1.24379,,8.731478,,0.457134615331255,0.239036378091002,MUSE
213,ESO358-054,ESO358-054-52,55.7595875,-36.2791809,0.060509,8.108518,,8.233336,8.251586,8.36228,1.8381,,8.420217,,0.568228142999777,0.297127350843072,MUSE
214,ESO358-054,ESO358-054-91,55.7534117,-36.280906,0.012372,7.951463,,8.274843,8.417693,8.42701,2.00451,,8.643215,,0.796631829386781,0.416559982075821,MUSE
215,ESO358-054,ESO358-054-5,55.7698718,-36.2757498,0.051447,8.044471,,8.250927,8.388789,8.36228,0.963524,,8.607547,,0.661423671187338,0.345859432739976,MUSE
216,ESO358-054,ESO358-054-43,55.7615339,-36.2708312,0.011433,8.196983,,8.423973,8.421597,8.47556,5.91997,,8.647956,,0.193712774833329,0.101292701390734,MUSE
217,ESO358-054,ESO358-054-111,55.7511783,-36.2692636,0.044314,8.137598,,8.39275,8.502478,8.45937,1.36039,,8.74304,,0.586076292389695,0.306460175010635,MUSE
218,ESO358-054,ESO358-054-9,55.7678295,-36.2774357,0.028361,8.011102,,8.237686,8.234142,8.39464,3.96702,,8.393688,,0.642280331878956,0.335849351815505,MUSE
219,ESO358-054,ESO358-054-133,55.7449794,-36.2693223,0.018732,8.058477,,8.345387,8.530717,8.45937,1.26582,,8.775229,,0.914167576602665,0.478019601121178,MUSE
220,ESO358-054,ESO358-054-110,55.7512021,-36.2709296,0.035026,8.182681,,8.275263,8.323546,8.3461,0.783,,8.522696,,0.521128559031781,0.272498907527432,MUSE
221,ESO358-054,ESO358-054-108,55.7512498,-36.2742616,0.086261,8.12629,,8.305541,8.355249,8.44319,2.36643,,8.564756,,0.505475019664875,0.264313648242574,MUSE
222,ESO358-054,ESO358-054-10,55.7678054,-36.2757697,0.058682,8.060081,,8.247216,8.370308,8.3461,0.940733,,8.58417,,0.55414740827493,0.289764513471746,MUSE
223,ESO358-054,ESO358-054-17,55.765763,-36.2774556,0.046736,8.008115,,8.265705,8.282088,8.44319,6.94335,,8.464951,,0.557081432340424,0.291298719069673,MUSE
224,ESO358-054,ESO358-054-39,55.76163,-36.2774952,0.041919,8.089723,,8.326277,8.447558,8.42701,1.63203,,8.679082,,0.439615359095157,0.229875532648373,MUSE
225,ESO358-054,ESO358-054-129,55.7470457,-36.2693028,0.133123,8.080057,,8.36424,8.41118,8.45937,4.68047,,8.635266,,0.801581809063058,0.419148333895523,MUSE
226,ESO358-054,ESO358-054-125,55.7471407,-36.2759667,0.0,8.23658,,8.535215,8.59783,8.44319,0.636404,,8.850951,,0.776778375840469,0.406178581348008,MUSE
227,ESO358-054,ESO358-054-47,55.7614377,-36.2641673,0.049503,8.068173,,8.358255,8.620859,8.41083,0.643507,,8.876969,,0.750418069001773,0.392394737244399,MUSE
228,ESO358-054,ESO358-054-18,55.7657389,-36.2757896,0.079931,8.038675,,8.266967,8.424669,8.37846,0.944942,,8.651675,,0.453622922233901,0.237200108487243,MUSE
229,ESO358-054,ESO358-054-13,55.7677329,-36.2707718,0.045126,8.177789,,8.343311,8.445898,8.36228,0.649906,,8.677111,,0.49623221141518,0.259480569903503,MUSE
230,ESO358-054,ESO358-054-44,55.7615098,-36.2691652,0.0,8.115733,,8.437736,8.688433,8.58883,0.641173,,8.954542,,0.324113310303562,0.169479337568667,MUSE
231,ESO358-054,ESO358-054-62,55.7593475,-36.262521,0.816146,8.080922,,8.361366,8.429238,8.44319,1.72728,,8.657189,,0.891063570952787,0.46593848180813,MUSE
232,ESO358-054,ESO358-054-83,55.7553588,-36.2725564,0.010552,8.197952,,8.414168,8.435697,8.47556,4.48848,,8.664945,,0.251182146927984,0.131343522518589,MUSE
233,ESO358-054,ESO358-054-107,55.7512736,-36.2759276,0.0381,8.116038,,8.321852,8.361257,8.44319,3.45963,,8.572543,,0.557983203978617,0.291770256815951,MUSE
234,ESO358-054,ESO358-054-81,55.7554066,-36.2758884,0.0,8.118247,,8.357366,8.455409,8.44319,2.44233,,8.688367,,0.368369808776022,0.192621127201423,MUSE
235,ESO358-054,ESO358-054-58,55.7594435,-36.269185,0.0,8.169659,,8.445153,8.400774,8.45937,8.55428,,8.622461,,0.307481423159576,0.160782498759303,MUSE
236,ESO358-054,ESO358-054-51,55.7596115,-36.2808469,0.064692,8.025639,,8.234899,8.303457,8.37846,1.47104,,8.495129,,0.714129822409522,0.373419558507608,MUSE
237,ESO358-054,ESO358-054-109,55.751226,-36.2725956,0.051537,8.135052,,8.30617,8.377006,8.42701,1.57789,,8.592698,,0.49218716022645,0.257365406551356,MUSE
238,ESO358-054,ESO358-054-38,55.7616541,-36.2791612,0.0,8.020777,,8.320895,8.454624,8.44319,1.40666,,8.687441,,0.581940244297364,0.304297429240695,MUSE
239,ESO358-054,ESO358-054-119,55.7491596,-36.2726152,0.008947,8.108391,,8.30496,8.414264,8.37846,1.19085,,8.639036,,0.612757282692079,0.320411704979857,MUSE
240,ESO358-054,ESO358-054-70,55.7574012,-36.2708707,0.009082,8.202776,,8.438507,8.498032,8.45937,2.93598,,8.737938,,0.20941818830742,0.10950508572428,MUSE
241,ESO358-054,ESO358-054-117,55.7492071,-36.2759472,0.0,8.085982,,8.323665,8.463707,8.41083,1.02323,,8.698124,,0.665444262272379,0.347961805867106,MUSE
242,ESO358-054,ESO358-054-27,55.7636965,-36.2774754,0.060244,8.065942,,8.338051,8.430199,8.45937,2.8506,,8.658345,,0.48708542819949,0.254697703199179,MUSE
243,ESO358-054,ESO358-054-31,55.7636002,-36.2708114,0.019365,8.144652,,8.372175,8.446526,8.45937,2.70062,,8.677857,,0.279289968168762,0.146041144532087,MUSE
244,ESO358-060,Lee2003,56.29875,-35.5730278,0.0,7.463892,7.491376,7.957732,8.074608,7.87681,0.20386,7.713037,8.112328,-1.28228886,0.292231175973563,0.141881909951958,Lee03
245,ESO358-063,ESO358-063,56.5792083,-34.9435556,0.0,,,8.772494,8.725803,8.76684,0.117143,,8.998815,,0.00781143348860748,0.00357170366941451,6df
246,ESO359-002,ESO359-002,57.6530417,-35.9093333,0.0,,,9.569924,,8.79921,1.13965,,,,0.00963244991760212,0.00129359320543513,6df
247,ESO377-039,ESO377-039,169.8407917,-36.5958056,0.0,,,8.572857,8.563558,8.44319,0.449131,,8.81234,,0.0411380407005614,0.0169664776167007,6df
248,ESO405-014,ESO405-014,335.69592,-34.83367,0.983787,,,8.231324,8.202674,,,,8.343949,,0.0491551394483919,0.0303410350391463,2df
249,ESO407-002,5275701,346.17313,-34.05788,0.0,,,9.177444,,8.96103,3.03317,,,,0.0397416544320744,0.0167723539230479,GAMA
250,ESO407-018,5014040,351.63837,-32.38867,0.0,,,8.716131,,8.39464,0.740518,,,,1.69586602683284,0.517684789333264,GAMA
251,ESO410-018,ESO410-018,8.54717,-30.77386,0.476244,,,8.393348,8.479838,,,,8.716934,,0.0747866557837644,0.0304137455391566,2df
252,ESO411-016,ESO411-016,11.91492,-27.94764,0.0,,,8.43809,8.360112,8.45937,0.356029,8.87663,8.571063,,0.00769206713606656,0.00302964100485108,2df
253,ESO411-016,ESO411-016,11.914875,-27.9475278,0.0,,,8.408607,8.468055,8.249,0.340031,,8.703213,,0.0098938086607789,0.0038968313565935,6df
254,ESO428-014,ESO428-014-109,109.139364,-29.3327913,0.220062,,,8.839258,,8.55647,0.573663,,,,0.68888293385941,0.296139332561589,MUSE
255,ESO428-014,ESO428-014-125,109.1380896,-29.3339025,0.134047,,,9.056879,,8.50792,3.22938,,,,0.703907040594292,0.30259794653229,MUSE
256,ESO471-006,Lee2003,355.9391667,-31.9576111,0.068163,7.631196,7.639348,8.118331,8.237478,8.08718,0.367247,8.03997,8.398816,-1.45699606,0.211778469460613,0.100820435369985,Lee03
257,ESO495-021,He2-10,,,0.0,8.529611,8.522998,8.596538,8.55263,8.70211,0.0352489,8.936612,8.800016,-0.95033355,,,DGS
258,ESO495-021,Guseva2011,129.0633,-26.4095,0.62461,8.546939,8.503548,8.525936,8.503969,8.73448,0.279197,8.932779,8.744749,-0.95691824,0.0103394076542237,0.00496582003660536,Gus11
259,ESO495-021,ESO495-021-84,129.0599354,-26.4082995,0.275336,8.47008,,8.613368,8.576891,8.5241,0.333237,,8.82736,,0.21485015155549,0.103188424631475,MUSE
260,ESO495-021,ESO495-021-85,129.0599354,-26.4066328,0.258503,8.479004,,8.657413,8.601826,8.54029,0.627024,,8.855458,,0.267948692848215,0.128690639950185,MUSE
261,ESO495-021,ESO495-021-83,129.0599354,-26.4099662,0.225219,8.458687,,8.631694,8.591543,8.5241,0.551071,,8.843865,,0.202669939961371,0.0973385016178034,MUSE
262,ESO495-021,ESO495-021-107,129.0562137,-26.4066328,0.0,8.443137,,8.657872,8.599238,8.50792,0.0923976,,8.852539,,0.464766756407069,0.223218597089699,MUSE
263,ESO495-021,ESO495-021_full,129.0632173,-26.4096426,0.394795,8.530771,,8.600086,8.553143,8.65356,0.112345,,8.800595,,0.0193346895951345,0.00928608216292183,MUSE
264,ESO495-021,ESO495-021-26,129.06924,-26.4132992,0.014243,8.407796,,8.626091,8.592623,8.50792,0.753161,,8.845082,,0.442662276630598,0.212602237599521,MUSE
265,ESO495-021,ESO495-021-16,129.0711008,-26.4116324,0.041417,8.398057,,8.614507,8.638515,8.50792,0.706688,,8.897019,,0.496287360352595,0.23835734119122,MUSE
266,ESO495-021,ESO495-021-97,129.0580746,-26.4049661,0.225268,8.474991,,8.668233,8.61713,8.54029,0.597337,,8.872748,,0.423249073839553,0.203278447048031,MUSE
267,ESO495-021,ESO495-021-52,129.0655178,-26.4066327,0.319339,8.444043,,8.591865,8.588412,8.50792,0.236979,,8.840337,,0.204248536423622,0.0980966713509369,MUSE
268,ESO495-021,ESO495-021-50,129.065518,-26.409966,0.34368,8.427983,,8.49133,8.550696,8.39464,0.0566901,,8.797833,,0.140725574587353,0.0675878059284382,MUSE
269,ESO495-021,ESO495-021-108,129.0562138,-26.4049661,0.0,8.45484,,8.713222,8.616982,8.50792,0.23175,,8.87258,,0.514905980727368,0.247299508982933,MUSE
270,ESO495-021,ESO495-021-63,129.063657,-26.4066328,0.333632,8.49096,,8.628206,8.55786,8.5241,0.367455,,8.805915,,0.164049087349345,0.0787896436807401,MUSE
271,ESO495-021,ESO495-021-74,129.0617962,-26.4066328,0.372686,8.498823,,8.66002,8.614842,8.55647,0.287239,,8.87016,,0.192193748118671,0.092306986747747,MUSE
272,ESO495-021,ESO495-021-103,129.0562135,-26.4132994,0.0,8.423082,,8.635635,8.581581,8.50792,0.22262,,8.832642,,0.474375001469718,0.227833253697152,MUSE
273,ESO495-021,ESO495-021-104,129.0562136,-26.4116328,0.010114,8.449356,,8.647698,8.615577,8.54029,0.221119,,8.870991,,0.438121308344903,0.210421297254309,MUSE
274,ESO495-021,ESO495-021-92,129.0580744,-26.4132995,0.031515,8.477168,,8.680792,8.580905,8.54029,0.253451,,8.831881,,0.382592161977308,0.183751708737296,MUSE
275,ESO495-021,ESO495-021-82,129.0599354,-26.4116328,0.131098,8.490213,,8.66932,8.622693,8.54029,0.406123,,8.879047,,0.237781527826194,0.114201926715947,MUSE
276,ESO495-021,ESO495-021-93,129.0580745,-26.4116328,0.17828,8.467641,,8.645149,8.594174,8.5241,0.566054,,8.846829,,0.334407800977895,0.160609680363537,MUSE
277,ESO495-021,ESO495-021-69,129.0617963,-26.4149661,0.11593,8.472908,,8.696442,8.622856,8.54029,0.587762,,8.879231,,0.348713468678438,0.167480419353633,MUSE
278,ESO495-021,ESO495-021-75,129.0617962,-26.4049661,0.309182,8.499847,,8.700825,8.620091,8.54029,0.419359,,8.876099,,0.285757447475737,0.13724384469013,MUSE
279,ESO495-021,ESO495-021-86,129.0599354,-26.4049662,0.090273,8.489581,,8.731964,8.612443,8.54029,1.78149,,8.867447,,0.343486318166039,0.164969918789491,MUSE
280,ESO495-021,ESO495-021-70,129.0617963,-26.4132995,0.151321,8.494514,,8.67051,8.62648,8.55647,0.233502,,8.88334,,0.252126163292525,0.121091381179753,MUSE
281,ESO495-021,ESO495-021-17,129.0711006,-26.4099657,0.037428,8.344617,,8.561478,8.595941,8.49174,1.27365,,8.848822,,0.471194670910567,0.226305801666841,MUSE
282,ESO495-021,ESO495-021-72,129.0617963,-26.4099661,0.486863,8.516609,,8.540489,8.513052,8.68593,0.107013,,8.755135,,0.0956664455225761,0.045946766767897,MUSE
283,ESO495-021,ESO495-021-59,129.0636572,-26.4132994,0.180255,8.504323,,8.690778,8.614274,8.54029,0.579271,,8.869516,,0.243748219376835,0.117067614717165,MUSE
284,ESO495-021,ESO495-021-106,129.0562137,-26.4082994,0.0,8.430931,,8.640622,8.602355,8.50792,0.659784,,8.856055,,0.432941687002846,0.20793362404298,MUSE
285,ESO495-021,ESO495-021-96,129.0580745,-26.4066328,0.168418,8.43565,,8.624445,8.570275,8.50792,1.16871,,8.819908,,0.362610540344634,0.174154917471709,MUSE
286,ESO495-021,ESO495-021-95,129.0580745,-26.4082995,0.102522,8.463197,,8.653913,8.606545,8.54029,0.191168,,8.860784,,0.323084225603033,0.155171183366126,MUSE
287,ESO495-021,ESO495-021-79,129.0599354,-26.4166328,0.10662,8.485831,,8.658471,8.555607,8.5241,0.492059,,8.803375,,0.475644301754294,0.228442874383019,MUSE
288,ESO495-021,ESO495-021-38,129.067379,-26.4116326,0.221386,8.405763,,8.565946,8.579213,8.49174,0.433291,,8.829975,,0.289337208597787,0.138963135591566,MUSE
289,ESO495-021,ESO495-021-105,129.0562136,-26.4099661,0.226384,8.416364,,8.613424,8.579542,8.50792,0.790148,,8.830346,,0.42357905872142,0.203436932484814,MUSE
290,ESO495-021,ESO495-021-71,129.0617963,-26.4116328,0.152103,8.484216,,8.62536,8.615869,8.55647,0.0723343,,8.871321,,0.161507266927895,0.0775688558754413,MUSE
