galaxy,split,r,vobs,errv,vn,v_v6,v_mond,v_tau_proxy,gas_frac,log_sbdisk,bulge_frac,total_gas_fraction,log_sb_peak,rparent_raw,rparent_cd,resid_v6,resid_mond,resid_tau_proxy,accepted_population_support_tier,accepted_population_caveat,scale_radius_kpc,accepted_exp_disk_kernel,v_tau_narrow_accepted_exp_disk,beta_delta_v2_amplitude,accepted_endpoint_claim_boundary
NGC0100,train,7.98,86.1,5.53,36.096383475356646,77.21887116919257,83.00873508764684,77.3416767242391,0.2489430705993151,0.2068258760318497,0.0,0.1353722904856278,2.1542413301672982,-0.4160993481557315,-0.0385603106334526,8.881128830807427,3.0912649123531537,8.758323275760901,CAVEATED,edgedisk_component_orientation_caveat;large_distance_error,1.2193294483812045,0.10681332969752279,76.5214086731287,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0100,train,8.44,87.5,10.2,35.79872832936947,77.47963579327394,83.67623062834294,77.59157770504311,0.2749117776578101,0.1038037209559568,0.0,0.1353722904856278,2.1542413301672982,-0.4129804745995221,-0.0354414370772432,10.020364206726056,3.8237693716570647,9.908422294956893,CAVEATED,edgedisk_component_orientation_caveat;large_distance_error,1.2193294483812045,0.0997949557697793,76.83040745159742,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0100,train,8.9,89.0,7.77,35.618557663105896,77.86861916835484,84.44778288969299,77.96316327659358,0.307766412480231,-0.0177287669604316,0.0,0.1353722904856278,2.1542413301672982,-0.407623644614319,-0.0300846070920401,11.13138083164516,4.552217110307012,11.036836723406424,CAVEATED,edgedisk_component_orientation_caveat;large_distance_error,1.2193294483812045,0.09356723775738177,77.26313025995616,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0100,train,9.35,90.4,5.16,35.5555734027733,78.3831379011194,85.31123115239538,78.42028863741025,0.3442018771098343,-0.0757207139381183,0.0,0.1353722904856278,2.1542413301672982,-0.3893816070149728,-0.0118425694926939,12.016862098880608,5.088768847604626,11.979711362589754,CAVEATED,edgedisk_component_orientation_caveat;large_distance_error,1.2193294483812045,0.08814452528493455,77.81664039355539,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0100,train,9.62,91.2,13.7,35.674418005063515,78.91527299356467,86.01968204228665,78.89947178315639,0.3676200970861046,-0.0809219076239261,0.0,0.1353722904856278,2.1542413301672982,-0.3725188532045669,0.0050201843177119,12.284727006435332,5.180317957713356,12.300528216843617,CAVEATED,edgedisk_component_orientation_caveat;large_distance_error,1.2193294483812045,0.08517287447833582,78.37165760724854,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,1.08,34.6,0.9,15.944061590448024,32.11481978398863,33.813608696138004,32.19611925066213,0.0324015560173728,1.819675519994293,0.0,0.2780788625868493,1.819675519994293,-0.2727047643763203,-0.0577929597506899,2.485180216011372,0.786391303861997,2.4038807493378727,CAVEATED,bar_component_present,4.0018082876406345,0.12049632325562422,30.172793152911854,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,1.61,47.0,0.8,21.37233843078478,41.705546356220175,43.52358497148196,41.83070861402883,0.0389870896478225,1.7350397050337207,0.0,0.2780788625868493,1.819675519994293,-0.2812872654792666,-0.0663754608536362,5.294453643779825,3.4764150285180406,5.169291385971171,CAVEATED,bar_component_present,4.0018082876406345,0.2080989305059765,39.12091040536189,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,2.15,59.1,3.1,25.0416992234952,48.63451487447764,50.693017874919654,48.795622805291224,0.0487666219041162,1.6480671294489346,0.0,0.2780788625868493,1.819675519994293,-0.287830573594502,-0.0729187689688716,10.465485125522363,8.406982125080347,10.304377194708778,CAVEATED,bar_component_present,4.0018082876406345,0.2980793314718863,45.454144825190106,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,2.7,64.4,1.4,27.88825648906722,54.278920381668605,56.60709539796362,54.45848095294485,0.0633623821182214,1.5788683286660288,0.0,0.2780788625868493,1.819675519994293,-0.2878870926416561,-0.0729752880160257,10.1210796183314,7.792904602036387,9.941519047055152,CAVEATED,bar_component_present,4.0018082876406345,0.38485405087145774,50.594987718003736,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,3.22,67.4,2.3,30.612050731697153,59.47551078821135,61.99882728802438,59.65969247731762,0.0815150907698893,1.523095838252568,0.0,0.2780788625868493,1.819675519994293,-0.2831048727258187,-0.0681930681001883,7.924489211788654,5.401172711975626,7.740307522682386,CAVEATED,bar_component_present,4.0018082876406345,0.4596258603319851,55.461029778396764,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,3.77,69.8,0.7,33.13490682045145,64.36944553724987,67.09836891589153,64.5450102347237,0.1050599175050724,1.4628470358316736,0.0,0.2780788625868493,1.819675519994293,-0.2749652103689183,-0.0600534057432879,5.430554462750123,2.7016310841084703,5.254989765276292,CAVEATED,bar_component_present,4.0018082876406345,0.5296150126212861,60.097870540038386,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,4.31,71.3,1.1,35.408306228906234,68.79938703391822,71.71968762592357,68.95054705315022,0.1321133754015908,1.4080702858871854,0.0,0.2780788625868493,1.819675519994293,-0.2632976116671063,-0.0483858070414759,2.500612966081775,-0.4196876259235722,2.34945294684978,CAVEATED,bar_component_present,4.0018082876406345,0.5887510023208329,64.36084655896103,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,4.85,73.2,1.7,37.18726193201107,72.50439031776926,75.64829050771183,72.66899167489782,0.1421371560745739,1.3496659840966296,0.0,0.2780788625868493,1.819675519994293,-0.265079645715464,-0.0501678410898336,0.6956096822307387,-2.448290507711832,0.531008325102178,CAVEATED,bar_component_present,4.0018082876406345,0.6384743046778576,67.94065906359403,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,5.38,75.1,3.0,38.355277342238054,75.31912249868525,78.73294666548456,75.53111703169972,0.1380319024737016,1.2911467617318857,0.0,0.2780788625868493,1.819675519994293,-0.2775567070608451,-0.0626449024352147,-0.2191224986852518,-3.632946665484567,-0.4311170316997277,CAVEATED,bar_component_present,4.0018082876406345,0.6785341614635487,70.65268109460803,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,5.92,78.5,3.8,39.64914185704402,78.24967763666535,81.9069104734734,78.46864385529639,0.1508599145532141,1.230959555748569,0.0,0.2780788625868493,1.819675519994293,-0.2775053468925279,-0.0625935422668975,0.2503223633346465,-3.4069104734734026,0.0313561447036079,CAVEATED,bar_component_present,4.0018082876406345,0.7110576978040741,73.54721856660096,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,6.46,81.4,5.0,41.09234600263168,81.31595522026927,85.1795242819727,81.49576344090471,0.1807440200229672,1.171141151028382,0.0,0.2780788625868493,1.819675519994293,-0.2645064524127795,-0.0495946477871491,0.0840447797307319,-3.779524281972698,-0.0957634409047045,CAVEATED,bar_component_present,4.0018082876406345,0.7359387011264373,76.63868649245981,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,6.99,83.5,7.0,42.679396082887585,84.50045836631028,88.52812901279586,84.60344321794037,0.2222385637882553,1.114277296561586,0.0,0.2780788625868493,1.819675519994293,-0.2422607941837493,-0.0273489895581189,-1.0004583663102835,-5.028129012795858,-1.1034432179403666,CAVEATED,bar_component_present,4.0018082876406345,0.7536769860642263,79.89821022030377,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,7.53,87.1,7.2,44.55322715584136,88.03784638710728,92.18412718906738,88.02404268694723,0.2744374461725891,1.0606978403536116,0.0,0.2780788625868493,1.819675519994293,-0.2114002247352747,0.0035115798903555,-0.9378463871072852,-5.084127189067388,-0.9240426869472316,CAVEATED,bar_component_present,4.0018082876406345,0.7657084969011395,83.55824735065673,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,8.07,90.7,4.8,46.04086174258688,91.03266520614504,95.33595664788976,90.93962095841674,0.3098919715451876,1.0145205387579237,0.0,0.2780788625868493,1.819675519994293,-0.1920066995448613,0.022905105080769,-0.3326652061450232,-4.635956647889756,-0.2396209584167365,CAVEATED,bar_component_present,4.0018082876406345,0.772391866135151,86.66922820713074,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,8.62,93.1,1.4,47.406232185230664,93.85156948915449,98.32277118202563,93.709873281773,0.3330897799068623,0.973589623427257,0.0,0.2780788625868493,1.819675519994293,-0.1810344890152382,0.0338773156103921,-0.7515694891544911,-5.222771182025639,-0.6098732817730195,CAVEATED,bar_component_present,4.0018082876406345,0.7744390308496479,89.61401098786577,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,9.14,95.9,2.1,48.86274808072096,96.70306957301416,101.3008049799886,96.51530127685004,0.3598121796020774,0.9079485216122722,0.0,0.2780788625868493,1.819675519994293,-0.1713575505455057,0.0435542540801246,-0.8030695730141417,-5.400804979988592,-0.6153012768500332,CAVEATED,bar_component_present,4.0018082876406345,0.772584718189744,92.60615015991924,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,9.69,98.4,5.2,50.30065407129414,99.55604223883644,104.29153022976853,99.30515889615224,0.3921695256869162,0.8363241157067517,0.0,0.2780788625868493,1.819675519994293,-0.1583811000476929,0.0565307045779374,-1.1560422388364344,-5.89153022976852,-0.90515889615223,CAVEATED,bar_component_present,4.0018082876406345,0.7672265619125606,95.60962237416062,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,10.23,101.0,8.2,51.48508279103764,102.03332608964593,106.92550802588627,101.72679852869966,0.4221136665549044,0.7634279935629372,0.0,0.2780788625868493,1.819675519994293,-0.1474319221809313,0.067479882444699,-1.033326089645925,-5.925508025886273,-0.7267985286996606,CAVEATED,bar_component_present,4.0018082876406345,0.7591182849018454,98.22796820732425,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,10.76,103.0,9.4,52.43121780008547,104.15706782149503,109.22444196798676,103.79966581450104,0.4502065199226812,0.6919651027673603,0.0,0.2780788625868493,1.819675519994293,-0.1376520641068404,0.0772597405187899,-1.1570678214950334,-6.224441967986763,-0.79966581450104,CAVEATED,bar_component_present,4.0018082876406345,0.7488946339095794,100.48329329395223,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,11.3,104.0,9.4,53.01202552251706,105.7921239090656,111.08369418613542,105.40576799419982,0.472506666029481,0.6201360549737575,0.0,0.2780788625868493,1.819675519994293,-0.1323081294395888,0.0826036751860415,-1.7921239090655945,-7.083694186135418,-1.4057679941998202,CAVEATED,bar_component_present,4.0018082876406345,0.7365996312576607,102.23753556602041,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,11.84,105.0,8.9,53.08517966438467,106.72575246971108,112.3082918177215,106.34151194411152,0.4860619077192156,0.5526682161121932,0.0,0.2780788625868493,1.819675519994293,-0.1328736128466071,0.0820381917790231,-1.7257524697110682,-7.308291817721496,-1.3415119441115309,CAVEATED,bar_component_present,4.0018082876406345,0.7227911079023848,103.2704632441204,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,12.38,105.0,8.4,52.771773705267854,107.10485338002393,113.03376925762248,106.74615422595092,0.4918523914361083,0.4941545940184428,0.0,0.2780788625868493,1.819675519994293,-0.1378720547130149,0.0770397499126154,-2.1048533800239255,-8.033769257622467,-1.7461542259509315,CAVEATED,bar_component_present,4.0018082876406345,0.7078059203058019,103.73473540791039,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,12.91,105.0,9.0,51.962435470251,106.74923367031072,113.0976222622059,106.46102664251472,0.4888231883126174,0.4199557484897578,0.0,0.2780788625868493,1.819675519994293,-0.1520479116970341,0.0628638929285962,-1.7492336703107298,-8.097622262205903,-1.4610266425147105,CAVEATED,bar_component_present,4.0018082876406345,0.692236985152131,103.44309542046818,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,13.48,106.0,8.4,50.81170239226393,105.91225621318236,112.76602520102183,105.70376944028904,0.4823650411253014,0.3483048630481606,0.0,0.2780788625868493,1.819675519994293,-0.1684066637163002,0.04650514090933,0.0877437868176542,-6.766025201021833,0.2962305597109633,CAVEATED,bar_component_present,4.0018082876406345,0.6748152787665744,102.66435832820594,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,14.01,108.0,7.7,49.53227129861904,104.7672645605267,112.13798350899188,104.6374777903622,0.4720058836430834,0.292256071356476,0.0,0.2780788625868493,1.819675519994293,-0.1852137237826527,0.0296980808429775,3.232735439473302,-4.13798350899188,3.3625222096377883,CAVEATED,bar_component_present,4.0018082876406345,0.6582029929352039,101.56486089485958,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0247,train,14.54,107.0,9.2,48.21865510360072,103.49827055788757,111.40498207775556,103.4422099814145,0.4584966693242567,0.2528530309798932,0.0,0.2780788625868493,1.819675519994293,-0.2017344367758919,0.0131773678497383,3.501729442112449,-4.404982077755548,3.557790018585493,CAVEATED,bar_component_present,4.0018082876406345,0.6413703144393977,100.33957988913174,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,0.91,33.1,3.9,22.288005742999975,38.75232973759191,39.56994250217491,38.724179697956146,0.0,1.9566485792052033,0.0,0.2524806244199543,1.9566485792052033,-0.2626932093586187,0.0143150873684184,-5.652329737591906,-6.469942502174909,-5.624179697956144,STRICT,none,1.534398989732565,0.12811188029799578,37.05581910033514,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,1.36,46.7,2.7,26.516504294495533,46.558240808998214,47.600781600231294,46.573082899320966,0.0,1.8276922886744456,0.0,0.2524806244199543,1.9566485792052033,-0.2833523234482302,-0.0063440267211929,0.141759191001789,-0.9007816002312908,0.1269171006790372,STRICT,none,1.534398989732565,0.19263645217986092,44.432930800094766,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,1.82,53.9,4.7,29.72676908108246,52.78675926968501,54.05423165227555,52.84411745020982,0.0,1.730782275666389,0.0,0.2524806244199543,1.9566485792052033,-0.2988775452650104,-0.0218692485379732,1.1132407303149918,-0.1542316522755484,1.0558825497901765,STRICT,none,1.534398989732565,0.24143281942070266,50.438791281140034,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,2.27,58.8,2.5,32.76510949165285,58.456822041568195,59.90244632617661,58.55377510500908,0.0076191902696132,1.6220066730068048,0.0,0.2524806244199543,1.9566485792052033,-0.3105462160588246,-0.0335379193317874,0.3431779584318022,-1.1024463261766115,0.2462248949909167,STRICT,none,1.534398989732565,0.2726444203220277,56.06689719671921,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,2.72,65.6,2.6,34.99412022040274,62.98499908542992,64.63133653990877,63.06006466678744,0.0447170639246189,1.5046067706419537,0.0,0.2524806244199543,1.9566485792052033,-0.3013209287057834,-0.0243126319787462,2.615000914570075,0.9686634600912214,2.5399353332125543,STRICT,none,1.534398989732565,0.2900402516306915,60.62956085608531,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,3.17,70.8,2.7,36.18354045695363,66.13210249518649,68.03752629188665,66.24534593290718,0.0536371778438411,1.3928727454020795,0.0,0.2524806244199543,1.9566485792052033,-0.3124805019945482,-0.035472205267511,4.66789750481351,2.7624737081133475,4.554654067092812,STRICT,none,1.534398989732565,0.2966350990149198,63.84095915218296,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,3.63,82.1,4.9,36.67439979058962,68.32543165384944,70.54975816390967,68.50175215026238,0.0527106234622809,1.2785249647370176,0.0,0.2524806244199543,1.9566485792052033,-0.3314994485718092,-0.0544911518447719,13.77456834615056,11.550241836090322,13.598247849737618,STRICT,none,1.534398989732565,0.29515399249932156,66.12158916181092,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,4.08,84.1,6.6,36.975226165636904,70.1076819940749,72.6597484631509,70.32153419425883,0.0617745150218808,1.1667260555800518,0.0,0.2524806244199543,1.9566485792052033,-0.3425607707272978,-0.0655524740002606,13.9923180059251,11.44025153684909,13.778465805741163,STRICT,none,1.534398989732565,0.2880933285650684,68.01378608224437,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,4.54,83.4,6.2,37.5975537768084,72.20201487665906,75.05024534611093,72.37976673192115,0.1018692980826889,1.0523090996473234,0.0,0.2524806244199543,1.9566485792052033,-0.3305929909025629,-0.0535846941755256,11.197985123340942,8.349754653889079,11.020233268078854,STRICT,none,1.534398989732565,0.27713101135726415,70.2490132181468,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,4.99,81.5,2.7,37.556533386349706,73.3335514622732,76.54291574285344,73.52643870815437,0.1194478640520918,0.9405164849325672,0.0,0.2524806244199543,1.9566485792052033,-0.3352191837295361,-0.0582108870024989,8.166448537726794,4.957084257146562,7.973561291845627,STRICT,none,1.534398989732565,0.26421766181362266,71.502210925496,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,5.45,80.8,4.0,37.243739742405026,74.03430772910939,77.65039170982078,74.25278922084946,0.1327556853214537,0.8260748027008264,0.0,0.2524806244199543,1.9566485792052033,-0.3434969555280341,-0.0664886588009969,6.765692270890611,3.1496082901792164,6.547210779150532,STRICT,none,1.534398989732565,0.24989565277854386,72.32020975227455,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,5.9,82.8,12.4,37.36523517924114,75.1944990973166,79.15079226503599,75.37806193823076,0.1707493864603561,0.714329759745233,0.0,0.2524806244199543,1.9566485792052033,-0.3326888130271054,-0.0556805163000682,7.605500902683403,3.649207734964008,7.421938061769239,STRICT,none,1.534398989732565,0.2355576974978607,73.6053010377992,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,6.36,88.2,11.7,38.91295478372209,78.22889396786692,82.31953782157251,78.22965154940623,0.2684062576060297,0.5998830720736879,0.0,0.2524806244199543,1.9566485792052033,-0.2772289555905914,-0.0002206588635542,9.97110603213308,5.880462178427493,9.970348450593775,STRICT,none,1.534398989732565,0.22110851553416094,76.79708838919652,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
NGC0300,train,6.81,88.5,8.5,40.53048482315502,81.30131090141762,85.49654448530924,81.12781684015982,0.3565062388591801,0.4885507165004443,0.0,0.2524806244199543,1.9566485792052033,-0.2284918464694547,0.0485164502575824,7.198689098582378,3.0034555146907564,7.372183159840176,STRICT,none,1.534398989732565,0.2075186515868768,80.00986639452127,-1003.8829388432548,narrow_accepted_exponential_disk_population_endpoint_preliminary_control
