galaxy,split,formula_family,n_points,rmse_matched,matched_minus_wrong,matched_minus_newton,matched_minus_tpg_v6,matched_minus_mond,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared
ESO563-G021,train,K_thick_flared,30,52.267250054269574,-6.311912086143721,-65.71242007137542,4.540100890509983,7.780578284986603,63.19993455023815,79.54652284013632,32.9910290308654,52.267250054269574
F563-V1,train,K_scale_tail_spiral,6,17.63852977339004,7.861548235326479,12.689811209987496,-6.030962453866149,-11.700428186733504,5.750463597412838,17.63852977339004,13.838351072012458,9.74212994476539
F563-V2,train,K_scale_tail_spiral,10,24.120765363937352,-19.266414621226367,-34.9170576221248,-2.1181824394130864,0.6919328787634171,47.297279595551245,24.120765363937352,39.29455446089626,43.56970589904364
F565-V2,train,K_scale_tail_spiral,7,18.144935749086862,-9.895426441807043,-22.942977677894483,6.184164060655981,11.228286679362991,31.70836710397224,18.144935749086862,24.13667141653422,28.27604805217526
F567-2,train,K_scale_tail_spiral,5,12.670023022015556,0.4733927495856918,-8.20429438249056,-1.3466129712027808,-6.736208932249841,13.095051506447689,12.670023022015556,12.105798356903874,11.389040953938027
F568-3,train,K_exponential_disk,18,22.710370956004024,-1.490057050637816,-21.8531744881378,13.595463917211964,14.73395497288626,30.618567838915435,14.22129790726715,22.710370956004024,27.76141827374293
F568-V1,train,K_exponential_disk,15,46.029219954518226,1.6174917179822899,-19.490757751354792,16.152009474906468,20.267154814345563,52.76888559563552,29.482683389219872,46.029219954518226,50.98361572475241
F571-8,train,K_thick_flared,13,38.171409081659014,0.7603908643042487,-17.450338861511916,7.996032889536512,9.88081615580601,41.49107466334083,36.77661300832428,33.96536698039918,38.171409081659014
F571-V1,train,K_scale_tail_spiral,7,10.358714775627412,-12.132010675770164,-29.436214645635012,6.785191487810936,3.998584736081006,27.27255897778127,10.358714775627412,17.298009131816343,22.901608244595117
F574-1,train,K_exponential_disk,14,27.723415927120087,-0.670264879026373,-20.8019216612564,15.902627311023451,18.946503366242297,35.20309600003038,16.94950856267286,27.723415927120087,33.02843785573613
F574-2,train,K_scale_tail_spiral,5,24.702509039077874,7.74497698919857,21.934883362294553,-7.936307504586729,-14.038649693337874,10.62231351508846,24.702509039077874,23.71250996621995,16.537772668329506
F579-V1,train,K_thick_flared,14,38.21938218577331,4.562839065086671,-17.46376525495321,18.579970764734433,19.830480421015444,40.19102892263724,27.857329806400216,32.92127063302246,38.21938218577331
F583-1,train,K_scale_tail_spiral,25,16.2423127298463,-11.449399931796286,-21.63888565863463,2.945025956172268,5.9221724559878055,29.803626243969326,16.2423127298463,25.100022426587415,28.17148931437102
F583-4,train,K_thick_flared,12,15.576384554522237,3.2186329596707104,-12.679651584929298,13.487036077679484,10.19529673141854,18.772146947842614,7.327226255463448,10.973881581248515,15.576384554522237
KK98-251,train,K_scale_tail_spiral,15,9.839855432751516,7.615975573286157,0.5975372360301066,1.658636054928314,-1.030796548636646,3.1980879189188207,9.839855432751516,1.399808874884552,2.0737427845927066
NGC0055,train,K_scale_tail_spiral,21,21.022154627490643,12.362309500722015,-9.082684619593206,7.376141464881929,3.503958401180846,12.478757478317558,21.022154627490643,3.8096420957918444,9.69113580619648
NGC0100,train,K_exponential_disk,21,16.934525007742437,-0.20932406208981647,-20.389705447036214,9.396605672779359,10.87279212670203,23.853477593907723,5.200465072615621,16.934525007742437,22.37760454297342
NGC0247,train,K_exponential_disk,26,20.082939921099143,-3.0519777261980323,-24.255804600695267,16.216627917036927,14.607522348432493,28.20055976101578,15.322162666353956,20.082939921099143,25.882030514521794
NGC0289,train,K_thick_flared,28,37.53495596587147,6.180253127318668,-34.52295686930717,24.08668461903293,13.939646780499984,43.521025411495835,24.33417010815788,26.208912996004692,37.53495596587147
NGC0300,train,K_exponential_disk,25,26.043049088122526,0.8531889504394456,-20.43591062791049,16.21115105244605,20.436014458198585,33.076128553403585,11.127592363817277,26.043049088122526,31.365859495828374
NGC0801,train,K_thick_flared,13,22.378803162393613,-36.68795350875082,-31.576609395227212,-8.969331251251212,-12.927725778766803,25.65323818153126,113.20019936424484,38.346832467657215,22.378803162393613
NGC0891,train,K_compact_finite,18,43.14717997755983,-50.598849063424595,0.6584480631395166,13.509543966650465,10.471467309664163,43.14717997755983,152.80299833621996,76.44732166909567,51.98776711763765
NGC1003,train,K_scale_tail_spiral,36,14.98753915310801,-23.972162109678003,-42.067663488303204,3.758741821235228,6.753614160263462,42.29542651403768,14.98753915310801,34.42338971468325,40.16028755963712
NGC1090,train,K_thick_flared,24,15.242643544450186,-12.717468940706262,-38.70163521165057,-0.017041814395552635,-3.5213658948377287,20.803465744404175,53.3343038557472,9.742567855317969,15.242643544450186
NGC1705,train,K_scale_tail_spiral,14,23.927091571647424,-11.182417924485321,-20.941746968619128,3.3284476635469424,6.975075978786393,37.27261124742658,23.927091571647424,32.39373142310309,35.662185817868554
NGC2366,train,K_scale_tail_spiral,26,10.917738464879713,3.1929121825900157,-7.999552730335607,2.74220757310186,-0.4700434109272287,9.377258769684152,10.917738464879713,5.479434898000427,8.317785179184515
NGC2403,train,K_exponential_disk,73,22.29527646247734,-9.206435072098788,-28.405771552643508,12.434280513192732,16.055514260790734,33.35877832159993,33.853650381635596,22.29527646247734,27.292705900492845
NGC2841,train,K_compact_finite,50,75.61118075142912,13.39346453413313,-54.90031412572736,16.521105807254777,22.587719932720546,75.61118075142912,63.153095830927356,52.030246218912154,71.46980660204845
NGC2903,train,K_thick_flared,34,29.739410485940194,-18.237731457123434,-30.7806767024196,5.377264323714819,4.776406713855174,32.36126010187362,78.99918346392305,32.57098226339423,29.739410485940194
NGC2915,train,K_scale_tail_spiral,30,30.151732972839145,-13.473316848455053,-23.208216896753523,4.143867305122374,9.522299938494491,45.345268073083815,30.151732972839145,41.24234741912558,44.287533971673206
NGC2955,train,K_compact_finite,24,47.77572967219196,-69.46454932695674,5.125794129413066,27.99361567369483,24.502568309938543,47.77572967219196,208.13772750895467,92.2678116238297,51.315297864661716
NGC2976,train,K_thick_flared,27,8.043906562415138,-12.721217967142973,-6.216133886150633,2.926976480483198,2.3658015833281967,6.165185595929579,40.59238824132308,15.537799751421671,8.043906562415138
NGC2998,train,K_thick_flared,13,35.73053353468486,-18.385686739012783,-36.06174456467314,8.61548834334003,8.657058866997929,43.0486039433017,84.29800070676251,35.00205617102872,35.73053353468486
NGC3109,train,K_scale_tail_spiral,25,11.694176867281172,-11.518279184701399,-20.38527239143027,2.3702968102180844,6.652391187919035,24.82629028739832,11.694176867281172,21.12207294383301,23.68900492471638
NGC3198,train,K_thick_flared,43,27.468131044341774,-6.814986500401311,-28.632058213893835,19.764130552301246,16.28908098734613,34.39441917923374,46.04101830210291,22.413915152892592,27.468131044341774
NGC3521,train,K_thick_flared,41,46.55864176596472,-49.45707885419651,11.350450581642455,39.447721176602954,39.743757930573864,44.826541706099064,170.24456160588906,72.97605854849556,46.55864176596472
NGC3741,train,K_scale_tail_spiral,21,10.957474810077347,-9.001307963543887,-14.946000274237509,3.1359764219368778,8.236222106878238,21.282095407813642,10.957474810077347,18.52019771261166,20.07405520043839
NGC3769,train,K_thick_flared,12,24.517282211586735,2.352552336602443,-25.839280251069344,13.261969611534436,8.536753618970172,31.05446721144284,17.8585270375781,17.58119537593194,24.517282211586735
NGC3877,train,K_thick_flared,13,36.885439490357506,-28.890480550963368,3.044483604455422,14.466020340120632,12.966685056315345,31.64129750238693,109.1474344680567,56.53902815351897,36.885439490357506
NGC3893,train,K_thick_flared,10,10.75431869023678,-15.522193622474411,-47.66981801817646,3.3325571184565703,3.8707837622626142,20.06559328265837,48.47098180010346,10.292961855371747,10.75431869023678
NGC3917,train,K_exponential_disk,17,14.130777208489045,-11.719835164620084,-36.83756092891519,7.231123183261093,7.4930750481698825,25.13509605063619,30.033115291688244,14.130777208489045,22.383625777002955
NGC3953,train,K_thick_flared,8,34.41681830293925,-29.534933976032477,-15.486966241263474,23.96682365207386,24.073156039371856,21.53668119060637,105.45188273797034,64.86669290833846,34.41681830293925
NGC3992,train,K_thick_flared,9,44.262698187158016,4.374908645831482,-60.99773250388234,22.632783603565425,25.723378930430627,56.64022978826449,38.09790783357818,24.92523100213694,44.262698187158016
NGC4010,train,K_exponential_disk,12,9.60279559124408,-9.069537543432132,-27.260908351665968,-1.196403908710506,-2.195555705472449,11.573539363563299,36.7639465305881,9.60279559124408,7.679513509877232
NGC4051,train,K_thick_flared,7,41.69424881772856,-21.542099345871534,18.093874387303444,18.531549573435722,16.32931491585456,27.923871854162,95.55016338326178,66.23500925337649,41.69424881772856
NGC4068,train,K_scale_tail_spiral,6,10.931952505824475,6.972944759327357,1.5032756993614491,1.1423934227123986,-0.45774544146923724,2.3769355297973607,10.931952505824475,6.803950095928009,2.696137613765984
NGC4085,train,K_thick_flared,7,36.36359090555525,-17.183560164243822,14.425688112487144,14.90838194791763,13.115713915142134,25.415682080818854,79.25808147564832,55.96768965293003,36.36359090555525
NGC4100,train,K_thick_flared,24,25.35404701809574,-3.658847704015148,-41.02372185788384,14.55414081062053,15.480215210784094,30.68701001451026,43.19634024132479,13.15533391049762,25.35404701809574
NGC4138,train,K_compact_finite,7,21.869337980783286,2.571290104307746,-33.26413740187692,12.354139079932905,11.68408998593068,21.869337980783286,32.815789288618575,12.537578019996593,12.540776320811453
NGC4157,train,K_thick_flared,17,16.49359598380916,-24.450035679672386,-36.122173941754525,-3.7227932974192406,-6.987019194871813,17.763237520043923,79.28627146196263,25.781386008438087,16.49359598380916
NGC4217,train,K_compact_finite,19,55.366375111082796,-43.4549623502426,7.507867652569274,3.0141834508595267,0.010811034271384301,55.366375111082796,144.91227046713024,85.28033332597542,66.27140859087052
NGC4559,train,K_exponential_disk,32,3.679416465975332,-17.294240603930387,-36.30372318134599,-11.705889695889315,-15.305882210378794,13.92593689354431,38.479938527962375,3.679416465975332,10.515095788210473
NGC5005,train,K_compact_finite,18,61.2040511281849,-67.52660216207526,29.066285324558415,48.72230449686414,47.22608531152464,61.2040511281849,216.550531556498,101.99894922390402,67.64247909037844
NGC5033,train,K_compact_finite,22,40.39119864192345,6.89183081675143,-41.404925161264046,25.252410594595943,25.095223801315,40.39119864192345,37.998491797478934,24.141121625420684,38.35849005261646
NGC5055,train,K_thick_flared,28,22.48699519956376,-25.89261703871372,-30.989644897367658,-0.817886818969896,-6.999675412664452,25.984266171905315,89.5169167961875,29.637653746739645,22.48699519956376
NGC5371,train,K_thick_flared,19,39.73373724364653,-42.36303404400806,-5.573208489125356,-1.9319839431693993,-5.137959529827597,40.05426000080937,143.1695728286635,63.066481033490895,39.73373724364653
NGC5585,train,K_exponential_disk,24,9.38840682003374,-7.537740839806233,-22.292536881103562,1.4782227907860594,1.023146458448613,19.055472592290233,17.448829415710925,9.38840682003374,14.274140971518754
NGC6015,train,K_exponential_disk,44,26.09025548655992,-10.140386452700895,-39.53437759813813,12.639390050535017,15.267725764992788,41.98088447727008,31.02334546787799,26.09025548655992,35.687695872634386
NGC6195,train,K_compact_finite,23,56.29297061414866,-61.50751482639559,23.827094238640207,24.366931487724926,20.053984075461713,56.29297061414866,206.02332735680173,89.12863562704936,58.24949333778163
NGC6503,train,K_exponential_disk,31,28.478333053108198,1.2865391652192741,-28.35571052807283,20.94130989145698,24.239212868477306,38.32485778734178,7.2253644938183434,28.478333053108198,36.02515938250665
NGC6674,train,K_compact_finite,15,79.1128508786603,24.06681360117313,-40.08474868358387,48.26869222465417,53.73591178503994,79.1128508786603,32.825406821253004,57.957464668249486,74.35524034295902
NGC7793,train,K_exponential_disk,46,13.405662993237213,-10.44267594495213,-13.000011336013548,7.6833207037517965,7.348829765877095,11.036171547119284,52.637401097603735,13.405662993237213,7.871444169845001
NGC7814,train,K_compact_finite,18,28.70611121039731,-5.642248544623335,-44.9193404248026,6.629537239612006,8.699886782931575,28.70611121039731,58.15137270315029,18.264515417890628,26.629191144021018
PGC51017,train,K_scale_tail_spiral,6,15.854719220054358,6.081341264179352,11.10472027289256,-2.537987770265355,-5.731474103083761,6.999961988411286,15.854719220054358,12.603040252435054,9.717131626778677
UGC00128,train,K_scale_tail_spiral,22,31.087812048429054,-23.577625290508546,-43.40486959077087,17.104219171608403,19.373282069113998,58.496039629695225,31.087812048429054,49.70038407097528,55.7998883161423
UGC00191,train,K_scale_tail_spiral,9,16.069473566939404,-1.9441934579122275,-15.855202637131715,8.9690259292796,8.765932416274602,21.820265884563327,16.069473566939404,14.216278232829731,18.00445695716184
UGC00634,train,K_scale_tail_spiral,4,24.766324124893657,-8.778459456623608,-30.513206850368647,16.587050176280798,22.375781702384465,41.47929272481043,24.766324124893657,25.785482752675406,33.36957526706595
UGC01230,train,K_scale_tail_spiral,11,24.311106764725743,-10.152662343506073,-29.209150258266774,8.64271536849262,4.52365425612188,39.12810898518931,24.311106764725743,29.635908270468285,34.627290069037855
UGC01281,train,K_exponential_disk,23,11.709543969972652,0.20915664079316976,-11.353137684756929,8.835890051579769,9.118765477144578,15.736130901983492,3.7382760614151453,11.709543969972652,15.026755024139812
UGC02455,train,K_scale_tail_spiral,8,65.28514679425211,25.08294672227923,47.634688405053666,25.159520122163343,24.133283016302393,33.22783481699982,65.28514679425211,48.432465112168536,38.94630028675029
UGC02487,train,K_compact_finite,17,110.13880291979304,35.35846238820403,-57.72830081541851,42.51469120713719,49.31055355702971,110.13880291979304,37.7111209819702,81.38460628127652,105.24529433152033
UGC02885,train,K_compact_finite,19,55.47691149890416,11.037613690896869,-59.34999651331313,37.173028206450965,40.345779927238816,55.47691149890416,49.68634863919038,31.10287746135885,52.52866732347263
UGC02916,train,K_compact_finite,43,37.55764478996795,-57.120240535315745,-3.394723340533268,10.237709517240855,7.2469280839129375,37.55764478996795,168.09437988404036,68.82954616006494,47.10972993174581
UGC02953,train,K_compact_finite,115,48.759580063824025,-50.01605648646821,-37.647879515396575,16.00938959845778,19.828746598833142,48.759580063824025,173.70323960184896,65.75061099701809,56.87305905200964
UGC03205,train,K_compact_finite,48,29.268960256317733,-25.128607465230374,-42.69589820611176,6.230720824051616,9.256590259601683,29.268960256317733,108.99107705297249,28.219859324826054,25.98176678684578
UGC03546,train,K_compact_finite,30,47.64900231800314,-47.76655783522726,-4.304304596776539,16.504322890883287,14.655651289752619,47.64900231800314,153.3262486425978,75.0901085370909,57.830323280002524
UGC04278,train,K_exponential_disk,25,20.4206483904462,-0.1434644516273238,-15.704878593027797,10.024954091716722,12.803598329226547,25.564727076597325,11.706751556780809,20.4206483904462,24.420859892842426
UGC04325,train,K_scale_tail_spiral,8,19.39969149403682,-9.773120601132348,-26.763167312187615,1.4790237586030521,2.9696444951819316,33.508133781903,19.39969149403682,24.509679116998093,29.500623386606414
UGC04483,train,K_scale_tail_spiral,8,4.6382711344061525,1.7488187219884188,-3.7443848585303803,0.8395651541030844,-0.6459805218278936,4.199740547775346,4.6382711344061525,1.6900267159165308,2.778589973561324
UGC05005,train,K_scale_tail_spiral,11,6.437051709261229,-16.055826935944715,-33.27872615267063,-2.230214897440514,-8.900016124686172,26.127433570663623,6.437051709261229,18.349357489987934,23.00184487496628
UGC05253,train,K_compact_finite,73,43.26556467737935,-68.83996371553371,-8.637739806625376,28.206391947347843,27.464536121333328,43.26556467737935,194.23258189397413,85.7893614895612,56.29464179520379
UGC05721,train,K_scale_tail_spiral,23,11.039046599898146,-19.309308772818696,-32.38208000198384,-7.859965301163502,-5.642573710464109,33.2175652273196,11.039046599898146,26.96974274635563,30.8577581444753
UGC05750,train,K_exponential_disk,11,9.372096130605623,-4.971734301974783,-18.137974408296845,0.06978241819163422,-6.059493327210108,16.6551582814928,12.972768367314986,9.372096130605623,13.403564648933433
UGC05764,train,K_scale_tail_spiral,10,13.643308011766715,-7.703138493003271,-15.983545135192708,2.951259004543635,5.1705531030891265,23.28639450181301,13.643308011766715,19.1952203497876,21.557724662709344
UGC05918,train,K_scale_tail_spiral,8,9.348474603208121,-5.212838757422087,-12.461072085125195,5.496383328534729,5.005127525581204,16.519124868936327,9.348474603208121,12.482568985686866,14.682246227267433
UGC05999,train,K_scale_tail_spiral,5,15.172876732896842,-6.496938577344885,-29.124106456993527,6.710603400792708,3.061795695339793,28.4882070458748,15.172876732896842,15.161217064350588,21.360021820499803
UGC06399,train,K_scale_tail_spiral,9,7.984677775473956,-13.681022080079714,-30.722707663794857,1.4140102667842598,3.977470855390137,25.428113487882126,7.984677775473956,17.0003076936629,22.568678385115987
UGC06446,train,K_scale_tail_spiral,17,17.760891573336473,-12.120136710233474,-25.600799106587893,6.16033295865388,8.483856759370749,32.123465649826755,17.760891573336473,26.82451984101667,30.695099359866422
UGC06614,train,K_compact_finite,13,23.759192567629643,-26.307429947304616,-41.788862574023454,-3.8531155250166655,-7.2806512823182885,23.759192567629643,81.31379172520386,36.75117684062758,32.13489897897134
UGC06628,train,K_scale_tail_spiral,7,35.19226705741553,15.63513634303947,28.48151854778915,4.662898607783998,1.6740097278749175,14.007391922369356,35.19226705741553,25.824524828808947,18.839475391949872
