source_cell,source_x_arcsec_relative_to_q1,source_y_arcsec_relative_to_q1,channel_one_based,velocity_radio_lsrk_km_s,nonnegative_intensity_coefficient,active_source_cell,source_spectral_centroid_km_s
16,-0.039999999999999994,-0.039999999999999994,51,50.00000055461961,0.00203591258553856,False,
16,-0.039999999999999994,-0.039999999999999994,52,71.00000055461291,0.0019388168231298337,False,
17,0.0,-0.039999999999999994,47,-33.9999994453536,0.0006502474774517745,True,37.25819133766161
17,0.0,-0.039999999999999994,48,-12.999999445360299,0.00019720430023988575,True,37.25819133766161
17,0.0,-0.039999999999999994,49,8.000000554633004,3.2628248972540536e-15,True,37.25819133766161
17,0.0,-0.039999999999999994,50,29.000000554626308,0.0020986079872712337,True,37.25819133766161
17,0.0,-0.039999999999999994,51,50.00000055461961,0.0015703067074746765,True,37.25819133766161
17,0.0,-0.039999999999999994,52,71.00000055461291,0.0015876074238852806,True,37.25819133766161
18,0.04000000000000001,-0.039999999999999994,47,-33.9999994453536,1.0868142536137132e-05,False,
18,0.04000000000000001,-0.039999999999999994,48,-12.999999445360299,0.0012025115896711742,False,
18,0.04000000000000001,-0.039999999999999994,49,8.000000554633004,0.0015190026129585968,False,
18,0.04000000000000001,-0.039999999999999994,50,29.000000554626308,0.00014514228159026712,False,
18,0.04000000000000001,-0.039999999999999994,51,50.00000055461961,1.2282492182988295e-10,False,
18,0.04000000000000001,-0.039999999999999994,52,71.00000055461291,7.519108440208221e-12,False,
19,0.08000000000000002,-0.039999999999999994,47,-33.9999994453536,3.091068517218994e-08,True,41.19194272710833
19,0.08000000000000002,-0.039999999999999994,48,-12.999999445360299,3.011745223816903e-18,True,41.19194272710833
19,0.08000000000000002,-0.039999999999999994,49,8.000000554633004,0.00022918621520330386,True,41.19194272710833
19,0.08000000000000002,-0.039999999999999994,50,29.000000554626308,0.0020174013037406124,True,41.19194272710833
19,0.08000000000000002,-0.039999999999999994,51,50.00000055461961,0.003004956687914179,True,41.19194272710833
19,0.08000000000000002,-0.039999999999999994,52,71.00000055461291,0.00019248713307631096,True,41.19194272710833
20,0.12,-0.039999999999999994,47,-33.9999994453536,0.004742474092029868,True,-19.589871920711737
20,0.12,-0.039999999999999994,48,-12.999999445360299,0.0026360870535106495,True,-19.589871920711737
20,0.12,-0.039999999999999994,49,8.000000554633004,9.441030181006785e-16,True,-19.589871920711737
20,0.12,-0.039999999999999994,50,29.000000554626308,1.3584533669016615e-14,True,-19.589871920711737
20,0.12,-0.039999999999999994,51,50.00000055461961,1.520001261944297e-10,True,-19.589871920711737
20,0.12,-0.039999999999999994,52,71.00000055461291,0.0005626254564761407,True,-19.589871920711737
21,-0.12,0.0,47,-33.9999994453536,0.00150919662503469,False,
21,-0.12,0.0,48,-12.999999445360299,0.0012856401679963024,False,
21,-0.12,0.0,49,8.000000554633004,1.820366304107903e-13,False,
21,-0.12,0.0,50,29.000000554626308,5.590600033862022e-15,False,
21,-0.12,0.0,51,50.00000055461961,7.771358437195823e-29,False,
21,-0.12,0.0,52,71.00000055461291,2.1716033890757497e-20,False,
22,-0.07999999999999999,0.0,47,-33.9999994453536,4.803369234316795e-12,False,
22,-0.07999999999999999,0.0,48,-12.999999445360299,8.693523519240935e-18,False,
22,-0.07999999999999999,0.0,49,8.000000554633004,6.610777807731457e-16,False,
22,-0.07999999999999999,0.0,50,29.000000554626308,1.7101770676971126e-12,False,
22,-0.07999999999999999,0.0,51,50.00000055461961,3.425528717621379e-12,False,
22,-0.07999999999999999,0.0,52,71.00000055461291,1.661608767996998e-12,False,
23,-0.039999999999999994,0.0,47,-33.9999994453536,1.4825466121717761e-12,False,
23,-0.039999999999999994,0.0,48,-12.999999445360299,4.715736301649469e-18,False,
23,-0.039999999999999994,0.0,49,8.000000554633004,3.123345285553575e-17,False,
23,-0.039999999999999994,0.0,50,29.000000554626308,3.653525147530319e-12,False,
23,-0.039999999999999994,0.0,51,50.00000055461961,2.2893761825714904e-11,False,
23,-0.039999999999999994,0.0,52,71.00000055461291,5.3545441217751765e-12,False,
24,0.0,0.0,47,-33.9999994453536,4.0565507384862446e-12,False,
24,0.0,0.0,48,-12.999999445360299,1.7739854297813012e-17,False,
24,0.0,0.0,49,8.000000554633004,2.472688437173445e-16,False,
24,0.0,0.0,50,29.000000554626308,2.2509156110731734e-19,False,
24,0.0,0.0,51,50.00000055461961,4.211512541732721e-10,False,
24,0.0,0.0,52,71.00000055461291,6.426249074856627e-11,False,
25,0.04000000000000001,0.0,47,-33.9999994453536,7.939042098410947e-12,False,
25,0.04000000000000001,0.0,48,-12.999999445360299,3.4110091442191937e-16,False,
25,0.04000000000000001,0.0,49,8.000000554633004,0.00025538013388895026,False,
25,0.04000000000000001,0.0,50,29.000000554626308,0.00035287448385545986,False,
25,0.04000000000000001,0.0,51,50.00000055461961,0.0004946385745561923,False,
25,0.04000000000000001,0.0,52,71.00000055461291,0.0007070222297163125,False,
26,0.08000000000000002,0.0,47,-33.9999994453536,6.122093301626764e-14,False,
26,0.08000000000000002,0.0,48,-12.999999445360299,9.340754089857383e-17,False,
26,0.08000000000000002,0.0,49,8.000000554633004,8.837071656326057e-17,False,
26,0.08000000000000002,0.0,50,29.000000554626308,3.962663460063534e-12,False,
26,0.08000000000000002,0.0,51,50.00000055461961,6.404068885297231e-12,False,
26,0.08000000000000002,0.0,52,71.00000055461291,2.666391199759122e-13,False,
27,0.12,0.0,47,-33.9999994453536,2.931111173056041e-16,True,34.27204956446881
27,0.12,0.0,48,-12.999999445360299,0.0006274408004062774,True,34.27204956446881
27,0.12,0.0,49,8.000000554633004,0.001843170155856475,True,34.27204956446881
27,0.12,0.0,50,29.000000554626308,0.00013816946118078984,True,34.27204956446881
27,0.12,0.0,51,50.00000055461961,0.000555756162173345,True,34.27204956446881
27,0.12,0.0,52,71.00000055461291,0.001907860295402693,True,34.27204956446881
28,-0.12,0.04000000000000001,47,-33.9999994453536,1.821351925887724e-11,True,38.27926774068403
28,-0.12,0.04000000000000001,48,-12.999999445360299,1.7467077368993411e-12,True,38.27926774068403
28,-0.12,0.04000000000000001,49,8.000000554633004,0.0035389545897755864,True,38.27926774068403
28,-0.12,0.04000000000000001,50,29.000000554626308,0.003992072919689609,True,38.27926774068403
28,-0.12,0.04000000000000001,51,50.00000055461961,0.005402979722668147,True,38.27926774068403
28,-0.12,0.04000000000000001,52,71.00000055461291,0.0024716311510676035,True,38.27926774068403
29,-0.07999999999999999,0.04000000000000001,47,-33.9999994453536,8.339953588766777e-22,False,
29,-0.07999999999999999,0.04000000000000001,48,-12.999999445360299,6.1044028998264946e-27,False,
29,-0.07999999999999999,0.04000000000000001,49,8.000000554633004,7.033922683845732e-18,False,
29,-0.07999999999999999,0.04000000000000001,50,29.000000554626308,2.3456786152735315e-12,False,
29,-0.07999999999999999,0.04000000000000001,51,50.00000055461961,8.796610044784598e-11,False,
29,-0.07999999999999999,0.04000000000000001,52,71.00000055461291,0.0005664348375340806,False,
30,-0.039999999999999994,0.04000000000000001,47,-33.9999994453536,8.133029187268481e-12,False,
30,-0.039999999999999994,0.04000000000000001,48,-12.999999445360299,5.325083519878947e-19,False,
30,-0.039999999999999994,0.04000000000000001,49,8.000000554633004,1.8874062803160633e-21,False,
30,-0.039999999999999994,0.04000000000000001,50,29.000000554626308,3.529069102826673e-11,False,
30,-0.039999999999999994,0.04000000000000001,51,50.00000055461961,1.4413936087520416e-11,False,
30,-0.039999999999999994,0.04000000000000001,52,71.00000055461291,1.7328567204581295e-12,False,
31,0.0,0.04000000000000001,47,-33.9999994453536,1.073447550362805e-10,False,
31,0.0,0.04000000000000001,48,-12.999999445360299,5.681243311230534e-18,False,
31,0.0,0.04000000000000001,49,8.000000554633004,2.1498497999194897e-16,False,
31,0.0,0.04000000000000001,50,29.000000554626308,1.6619451390661196e-19,False,
31,0.0,0.04000000000000001,51,50.00000055461961,0.0008527811381462976,False,
31,0.0,0.04000000000000001,52,71.00000055461291,0.002054393314485135,False,
32,0.04000000000000001,0.04000000000000001,47,-33.9999994453536,0.001418779797483252,True,8.812908565815246
32,0.04000000000000001,0.04000000000000001,48,-12.999999445360299,0.0014412001118805167,True,8.812908565815246
32,0.04000000000000001,0.04000000000000001,49,8.000000554633004,0.0009489401049561048,True,8.812908565815246
32,0.04000000000000001,0.04000000000000001,50,29.000000554626308,0.000694273689334223,True,8.812908565815246
32,0.04000000000000001,0.04000000000000001,51,50.00000055461961,0.0015375215155646188,True,8.812908565815246
32,0.04000000000000001,0.04000000000000001,52,71.00000055461291,0.0002509982057343427,True,8.812908565815246
33,0.08000000000000002,0.04000000000000001,47,-33.9999994453536,0.0009835687412791559,False,
33,0.08000000000000002,0.04000000000000001,48,-12.999999445360299,1.7799311571847e-15,False,
33,0.08000000000000002,0.04000000000000001,49,8.000000554633004,2.89573833099129e-19,False,
33,0.08000000000000002,0.04000000000000001,50,29.000000554626308,7.394061529430474e-17,False,
33,0.08000000000000002,0.04000000000000001,51,50.00000055461961,2.3709154183272326e-16,False,
33,0.08000000000000002,0.04000000000000001,52,71.00000055461291,2.3166771558704113e-13,False,
34,0.12,0.04000000000000001,47,-33.9999994453536,0.0007579844033072397,True,34.29089278066691
34,0.12,0.04000000000000001,48,-12.999999445360299,0.0010862703437385663,True,34.29089278066691
34,0.12,0.04000000000000001,49,8.000000554633004,9.598859494729272e-27,True,34.29089278066691
34,0.12,0.04000000000000001,50,29.000000554626308,0.0017331494918363033,True,34.29089278066691
34,0.12,0.04000000000000001,51,50.00000055461961,0.002264451164378921,True,34.29089278066691
34,0.12,0.04000000000000001,52,71.00000055461291,0.0020902585049106157,True,34.29089278066691
35,-0.12,0.08000000000000002,47,-33.9999994453536,4.322254812469567e-15,False,
35,-0.12,0.08000000000000002,48,-12.999999445360299,1.2341551068153397e-17,False,
35,-0.12,0.08000000000000002,49,8.000000554633004,4.45349482108365e-19,False,
35,-0.12,0.08000000000000002,50,29.000000554626308,2.5296454883495283e-15,False,
35,-0.12,0.08000000000000002,51,50.00000055461961,2.825979496082777e-09,False,
35,-0.12,0.08000000000000002,52,71.00000055461291,4.376229839109335e-12,False,
36,-0.07999999999999999,0.08000000000000002,47,-33.9999994453536,1.342674097791714e-31,False,
36,-0.07999999999999999,0.08000000000000002,48,-12.999999445360299,9.99986835864925e-19,False,
36,-0.07999999999999999,0.08000000000000002,49,8.000000554633004,1.6799240596534186e-19,False,
36,-0.07999999999999999,0.08000000000000002,50,29.000000554626308,7.655922031778432e-14,False,
36,-0.07999999999999999,0.08000000000000002,51,50.00000055461961,2.2952237905110462e-11,False,
36,-0.07999999999999999,0.08000000000000002,52,71.00000055461291,1.9976043838797474e-11,False,
37,-0.039999999999999994,0.08000000000000002,47,-33.9999994453536,0.007079072990498578,True,15.975178902594287
37,-0.039999999999999994,0.08000000000000002,48,-12.999999445360299,0.006367565510562273,True,15.975178902594287
37,-0.039999999999999994,0.08000000000000002,49,8.000000554633004,0.0025462218900418436,True,15.975178902594287
37,-0.039999999999999994,0.08000000000000002,50,29.000000554626308,0.005028867360848988,True,15.975178902594287
37,-0.039999999999999994,0.08000000000000002,51,50.00000055461961,0.008424526686643265,True,15.975178902594287
37,-0.039999999999999994,0.08000000000000002,52,71.00000055461291,0.0037518111015191103,True,15.975178902594287
38,0.0,0.08000000000000002,47,-33.9999994453536,0.0015207807484150866,True,50.791569509771065
38,0.0,0.08000000000000002,48,-12.999999445360299,8.84343162166199e-34,True,50.791569509771065
38,0.0,0.08000000000000002,49,8.000000554633004,1.3043905688774965e-17,True,50.791569509771065
38,0.0,0.08000000000000002,50,29.000000554626308,3.451488949059683e-15,True,50.791569509771065
38,0.0,0.08000000000000002,51,50.00000055461961,0.001769552663506132,True,50.791569509771065
38,0.0,0.08000000000000002,52,71.00000055461291,0.006450283466273761,True,50.791569509771065
39,0.04000000000000001,0.08000000000000002,47,-33.9999994453536,1.5442134602504352e-11,False,
39,0.04000000000000001,0.08000000000000002,48,-12.999999445360299,0.0002259491757624555,False,
39,0.04000000000000001,0.08000000000000002,49,8.000000554633004,1.3586050664680706e-13,False,
39,0.04000000000000001,0.08000000000000002,50,29.000000554626308,8.149584374842566e-12,False,
39,0.04000000000000001,0.08000000000000002,51,50.00000055461961,5.945930032191575e-05,False,
39,0.04000000000000001,0.08000000000000002,52,71.00000055461291,0.0002325099171285905,False,
40,0.08000000000000002,0.08000000000000002,47,-33.9999994453536,0.00019446305316474458,False,
40,0.08000000000000002,0.08000000000000002,48,-12.999999445360299,0.0013610267852049932,False,
40,0.08000000000000002,0.08000000000000002,49,8.000000554633004,0.00012443721952831447,False,
40,0.08000000000000002,0.08000000000000002,50,29.000000554626308,7.212620426817008e-19,False,
40,0.08000000000000002,0.08000000000000002,51,50.00000055461961,2.9850952544426825e-10,False,
40,0.08000000000000002,0.08000000000000002,52,71.00000055461291,0.0001578788909067453,False,
41,0.12,0.08000000000000002,47,-33.9999994453536,1.4523250136451689e-05,True,38.87529678758133
41,0.12,0.08000000000000002,48,-12.999999445360299,1.7034020954645023e-17,True,38.87529678758133
41,0.12,0.08000000000000002,49,8.000000554633004,0.0023540495250186353,True,38.87529678758133
41,0.12,0.08000000000000002,50,29.000000554626308,3.4834629653698893e-12,True,38.87529678758133
41,0.12,0.08000000000000002,51,50.00000055461961,0.00022137624782218168,True,38.87529678758133
41,0.12,0.08000000000000002,52,71.00000055461291,0.002218778979602954,True,38.87529678758133
42,-0.12,0.12,47,-33.9999994453536,0.0021982719406949155,True,-16.715394192056266
42,-0.12,0.12,48,-12.999999445360299,0.0024507569241104758,True,-16.715394192056266
42,-0.12,0.12,49,8.000000554633004,2.643659479169291e-16,True,-16.715394192056266
42,-0.12,0.12,50,29.000000554626308,0.00026287008857540033,True,-16.715394192056266
42,-0.12,0.12,51,50.00000055461961,3.768247081288188e-05,True,-16.715394192056266
42,-0.12,0.12,52,71.00000055461291,0.00016370584197764266,True,-16.715394192056266
43,-0.07999999999999999,0.12,47,-33.9999994453536,2.261306089884203e-13,False,
43,-0.07999999999999999,0.12,48,-12.999999445360299,3.359163465349632e-17,False,
43,-0.07999999999999999,0.12,49,8.000000554633004,2.209087746328382e-18,False,
43,-0.07999999999999999,0.12,50,29.000000554626308,1.9912702464944271e-13,False,
43,-0.07999999999999999,0.12,51,50.00000055461961,4.277268290405814e-09,False,
43,-0.07999999999999999,0.12,52,71.00000055461291,8.6785135847491e-12,False,
44,-0.039999999999999994,0.12,47,-33.9999994453536,0.005528284589644225,True,6.6835783079561795
44,-0.039999999999999994,0.12,48,-12.999999445360299,0.0051338686599450255,True,6.6835783079561795
44,-0.039999999999999994,0.12,49,8.000000554633004,0.0004366368084176408,True,6.6835783079561795
44,-0.039999999999999994,0.12,50,29.000000554626308,0.004425141986694045,True,6.6835783079561795
44,-0.039999999999999994,0.12,51,50.00000055461961,0.005231795301255561,True,6.6835783079561795
44,-0.039999999999999994,0.12,52,71.00000055461291,1.9449195047090037e-07,True,6.6835783079561795
45,0.0,0.12,47,-33.9999994453536,0.010361615884695719,True,7.638496697621529
45,0.0,0.12,48,-12.999999445360299,0.009610854888706666,True,7.638496697621529
45,0.0,0.12,49,8.000000554633004,3.666657428803219e-12,True,7.638496697621529
45,0.0,0.12,50,29.000000554626308,0.008870708844332305,True,7.638496697621529
45,0.0,0.12,51,50.00000055461961,0.01039396558945791,True,7.638496697621529
45,0.0,0.12,52,71.00000055461291,6.364327632982995e-21,True,7.638496697621529
46,0.04000000000000001,0.12,47,-33.9999994453536,0.0017328835217020459,True,-2.432586004113857
46,0.04000000000000001,0.12,48,-12.999999445360299,0.0013042736140458848,True,-2.432586004113857
46,0.04000000000000001,0.12,49,8.000000554633004,0.0020765904154745646,True,-2.432586004113857
46,0.04000000000000001,0.12,50,29.000000554626308,1.2022748383397806e-05,True,-2.432586004113857
46,0.04000000000000001,0.12,51,50.00000055461961,0.0008857723184693452,True,-2.432586004113857
46,0.04000000000000001,0.12,52,71.00000055461291,1.405911834087064e-20,True,-2.432586004113857
47,0.08000000000000002,0.12,47,-33.9999994453536,2.030910263597293e-10,False,
47,0.08000000000000002,0.12,48,-12.999999445360299,4.2986619562145435e-05,False,
47,0.08000000000000002,0.12,49,8.000000554633004,0.00022862458911183389,False,
47,0.08000000000000002,0.12,50,29.000000554626308,2.6653081333225034e-19,False,
47,0.08000000000000002,0.12,51,50.00000055461961,1.4999036081701101e-10,False,
47,0.08000000000000002,0.12,52,71.00000055461291,3.4640543271639243e-15,False,
48,0.12,0.12,47,-33.9999994453536,0.002983658005440776,True,8.323844330016515
48,0.12,0.12,48,-12.999999445360299,0.002509930772811438,True,8.323844330016515
48,0.12,0.12,49,8.000000554633004,1.2446796359239504e-12,True,8.323844330016515
48,0.12,0.12,50,29.000000554626308,1.0071762283507946e-24,True,8.323844330016515
48,0.12,0.12,51,50.00000055461961,2.8017106154770568e-09,True,8.323844330016515
48,0.12,0.12,52,71.00000055461291,0.0028687325620195413,True,8.323844330016515
