galaxy,product,radius_kpc,ring_index,pair_weight,velocity_positive_side_km_s,velocity_reflected_side_km_s,odd_los_km_s,even_los_km_s,absolute_odd_los_km_s,absolute_even_los_km_s,claim_boundary
NGC7331,NATURAL,2.601819703625478,2,66.01560907596739,694.5209375,946.3638125,-125.92143750000002,2.1423750000000155,125.92143750000002,2.1423750000000155,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.903643135231666,2,97.66978484812005,688.395875,950.9949375,-131.29953124999997,1.3954062500000646,131.29953124999997,1.3954062500000646,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.728200103760209,2,64.27837122982054,698.79575,952.3429375,-126.77359374999997,7.269343749999962,126.77359374999997,7.269343749999962,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.4681902420960067,2,49.95363622095265,699.3755,965.0366875,-132.83059375,13.906093750000082,132.83059375,13.906093750000082,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.0620779978494164,2,26.818454597647342,685.239875,958.1716875,-136.46590625,3.405781250000018,136.46590625,3.405781250000018,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.0920675904198385,2,34.04522006650001,680.4025625,943.918125,-131.75778125,-6.139656249999916,131.75778125,6.139656249999916,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.6389450556748693,2,53.00535871091435,678.628375,949.5066875,-135.43915625,-4.232468749999953,135.43915625,4.232468749999953,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.926483556965755,2,88.91266406752413,679.974625,953.2173125,-136.62134375000005,-1.7040312499999573,136.62134375000005,1.7040312499999573,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.8570287021757617,2,66.81476671009975,694.526875,953.6138125,-129.54346875,5.770343750000052,129.54346875,5.770343750000052,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.598094991680007,2,53.99297367047972,694.130625,963.7715,-134.82043749999997,10.65106250000008,134.82043749999997,10.65106250000008,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.388829343777361,2,34.82616545888415,695.100375,984.299625,-144.599625,21.40000000000009,144.599625,21.40000000000009,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.1739577114049675,2,32.7223301160848,687.5834375,970.196625,-141.30659375000005,10.590031250000038,141.30659375000005,10.590031250000038,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.188440216310107,2,38.74812552455926,675.2993125,954.2083125,-139.4545,-3.54618749999986,139.4545,3.54618749999986,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.681855091442651,2,56.778931053066636,669.687375,950.7779375,-140.54528125000002,-8.067343749999964,140.54528125000002,8.067343749999964,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.954863626215745,2,82.98187060237154,673.5159375,952.9290625,-139.70656250000002,-5.077499999999986,139.70656250000002,5.077499999999986,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.985950550810241,2,57.17812749815177,691.557125,956.531875,-132.487375,5.744500000000016,132.487375,5.744500000000016,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.7279997412640076,2,48.20646971143533,691.3268125,972.3498125,-140.5115,13.538312500000075,140.5115,13.538312500000075,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.517337472797683,2,33.86781498614984,693.6194375,994.701375,-150.54096875,25.860406250000096,150.54096875,25.860406250000096,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.3666256110185193,2,32.053963996447905,696.31125,982.746125,-143.21743750000002,21.228687499999978,143.21743750000002,21.228687499999978,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.2877432287449904,2,39.724976622728654,691.632,967.4891875,-137.92859375,11.260593749999998,137.92859375,11.260593749999998,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.730277081918952,2,68.26798600907058,669.23,954.53825,-142.65412499999996,-6.4158749999999145,142.65412499999996,6.4158749999999145,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.9886255332181966,2,80.24133891128548,670.8978125,956.97375,-143.03796875,-4.364218749999964,143.03796875,4.364218749999964,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.283028430994477,3,75.61303308692597,675.38325,960.349,-142.48287500000004,-0.4338749999999436,142.48287500000004,0.4338749999999436,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.1149540713533495,3,47.325502005236466,689.2779375,958.7010625,-134.7115625,5.689500000000066,134.7115625,5.689500000000066,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.857904490848008,2,44.88658257433414,688.5814375,974.935375,-143.17696875000001,13.458406250000053,143.17696875000001,13.458406250000053,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.645982002610758,2,36.50736433465348,685.572875,988.2798125,-151.35346875000005,18.626343750000046,151.35346875000005,18.626343750000046,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.4907322025126026,2,34.94181006022354,685.946875,974.7395625,-144.39634375000003,12.043218750000051,144.39634375000003,12.043218750000051,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.5890318967194044,2,58.64144546657562,669.156875,957.171125,-144.00712499999997,-5.135999999999967,144.00712499999997,5.135999999999967,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.7839234264856905,2,76.70356628449225,661.2315625,957.4516875,-148.11006250000003,-8.958374999999933,148.11006250000003,8.958374999999933,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.0275892379917724,3,72.99841356444917,656.84575,961.142875,-152.14856250000003,-9.305687499999976,152.14856250000003,9.305687499999976,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.3092728824673547,3,64.4986916000352,664.04225,967.4675,-151.712625,-2.5451249999999845,151.712625,2.5451249999999845,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.244029520415405,3,53.630987771284694,686.1015625,951.23225,-132.56534375,0.3669062500000564,132.56534375,0.3669062500000564,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.9878092404320085,2,50.03404473015555,682.4015,962.5514375,-140.07496874999998,4.17646875000014,140.07496874999998,4.17646875000014,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.7747439615679155,2,38.58441672001782,672.888125,974.9625,-151.03718750000002,5.625312500000064,151.03718750000002,5.625312500000064,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.663466920186453,2,74.78713061570974,657.5218125,961.2189375,-151.8485625,-8.929624999999987,151.8485625,8.929624999999987,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.8424983435261226,2,88.96970760433605,653.1595625,961.618125,-154.22928124999999,-10.911156249999976,154.22928124999999,10.911156249999976,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.071556787385253,3,73.1430769641574,644.4079375,966.4103125,-161.00118750000001,-12.890874999999937,161.00118750000001,12.890874999999937,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.3403665712730546,3,56.00704064321357,645.6006875,975.286875,-164.84309374999998,-7.856218749999925,164.84309374999998,7.856218749999925,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.640131869862273,3,56.14883186439163,654.789,978.7341875,-161.97259375,-1.53840624999998,161.97259375,1.53840624999998,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.3731686408985473,3,63.38467885774035,684.6565,948.7605,-132.05199999999996,-1.5914999999999964,132.05199999999996,1.5914999999999964,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.1177139900160085,3,52.8618102091917,677.0299375,958.729875,-140.84996875000002,-0.42009374999997817,140.84996875000002,0.42009374999997817,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.9036077273461283,2,35.76483742029897,663.854875,972.698,-154.4215625,-0.023562500000025466,154.4215625,0.023562500000025466,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.7420387297690567,2,80.55548061532964,644.7725,963.9664375,-159.59696874999997,-13.930531249999945,159.59696874999997,13.930531249999945,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.9057037889796398,2,98.7327184592302,651.8270625,966.722875,-157.44790625000002,-9.025031249999984,157.44790625000002,9.025031249999984,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.1203166650502308,3,83.22039875592712,648.55025,973.414,-162.431875,-7.317874999999958,162.431875,7.317874999999958,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.376175519467578,3,64.27615700466283,641.586125,977.218,-167.81593749999996,-8.897937499999898,167.81593749999996,8.897937499999898,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.6646513686129234,3,64.84467529530001,637.8255625,975.5278125,-168.85112499999997,-11.623312499999884,168.85112499999997,11.623312499999884,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.502364389735179,3,59.36075503219741,679.6229375,952.7975,-136.58728125,-2.0897812499999873,136.58728125,2.0897812499999873,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.247618739600009,3,51.19394277711503,670.613125,962.3861875,-145.88653125000002,-1.8003437499999109,145.88653125000002,1.8003437499999109,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.0325603216225807,3,41.18945782158868,662.1685625,975.5616875,-156.69656249999997,0.56512500000008,156.69656249999997,0.56512500000008,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.866136807258259,2,31.963885351231724,666.739125,987.748375,-160.50462500000003,8.943750000000023,160.50462500000003,8.943750000000023,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.824402103828076,2,76.11698523960976,629.5416875,971.8913125,-171.17481250000003,-17.583499999999958,171.17481250000003,17.583499999999958,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.973244469188749,2,100.12332214221604,648.5971875,974.3104375,-162.856625,-6.846187499999928,162.856625,6.846187499999928,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.173647990905251,3,92.85402419671041,647.6655,977.2483125,-164.79140625000002,-5.84309374999998,164.79140625000002,5.84309374999998,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.41655146806759,3,80.4082646682511,635.873625,976.8890625,-170.50771875000004,-11.918656249999913,170.50771875000004,11.918656249999913,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.6935795327696814,3,85.3933490098591,632.7276875,975.3425625,-171.3074375,-14.264874999999961,171.3074375,14.264874999999961,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.997644189144128,3,89.52143642156634,630.7729375,975.543125,-172.38509375,-15.141968749999933,172.38509375,15.141968749999933,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.6316107232132904,3,52.35673099680939,671.8819375,959.155625,-143.63684374999997,-2.78121874999988,143.63684374999997,2.78121874999988,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.37752348918401,3,53.15472491729666,663.1975,965.9164375,-151.35946875000002,-3.7430312499999445,151.35946875000002,3.7430312499999445,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.1615908752057273,3,51.54658428642695,662.3693125,974.7445625,-156.18762500000003,0.2569375000000491,156.18762500000003,0.2569375000000491,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.9920849372203535,2,42.328334326179245,667.5419375,987.337625,-159.89784375,9.139781250000055,159.89784375,9.139781250000055,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.8772228186326063,2,30.285356251669253,669.9978125,1009.908,-169.95509375,21.652906250000115,169.95509375,21.652906250000115,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.910235141804247,2,77.92297041578426,620.661,977.4238125,-178.38140625000005,-19.257593749999955,178.38140625000005,19.257593749999955,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.0448319043522427,3,99.56191649355833,637.62875,982.2488125,-172.31003125,-8.361218750000035,172.31003125,8.361218750000035,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.2313244247665143,3,97.85001899266743,637.1609375,984.9301875,-173.88462499999997,-7.2544374999999945,173.88462499999997,7.2544374999999945,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.4613346006398173,3,91.39193482459555,629.52275,983.1680625,-176.82265625000002,-11.954593749999958,176.82265625000002,11.954593749999958,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.7268137013060616,3,99.326297715003,634.6178125,980.880125,-173.13115625,-10.551031249999937,173.13115625,10.551031249999937,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,4.020742092955128,4,99.88564907723088,637.9801875,980.8583125,-171.43906249999998,-8.88074999999992,171.43906249999998,8.88074999999992,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.7609024261949955,3,56.04608689885326,666.31,966.8066875,-150.24834375,-1.7416562500000055,150.24834375,1.7416562500000055,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.50742823876801,3,60.33890704281792,660.2403125,971.77275,-155.76621875,-2.293468749999988,155.76621875,2.293468749999988,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.2906902175710107,3,58.971554232953636,659.2446875,981.096,-160.92565624999997,1.8703437500000746,160.92565624999997,1.8703437500000746,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.118357714100524,3,46.081894646957686,660.0843125,995.5110625,-167.71337499999998,9.497687499999984,167.71337499999998,9.497687499999984,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.9363158353152197,2,33.75250296195929,641.647375,1008.10175,-183.2271875,6.57456250000007,183.2271875,6.57456250000007,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.9367045835907435,2,57.639160005150494,626.0240625,988.5615,-181.26871875,-11.007218749999993,181.26871875,11.007218749999993,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,2.9992399712269227,2,84.55193781142589,626.5495,988.0678125,-180.75915625,-10.991343749999942,180.75915625,10.991343749999942,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.1201875690237086,3,102.49338221232136,634.147125,992.7779375,-179.31540625000002,-4.837468749999971,179.31540625000002,4.837468749999971,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.293117670830685,3,105.05764207399342,634.321375,994.423375,-180.051,-3.9276250000000346,180.051,3.9276250000000346,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.51035624818151,3,97.76337040327638,626.936125,991.7069375,-182.38540625000002,-8.978468750000047,182.38540625000002,8.978468750000047,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.7642398238580705,3,93.72776949002368,628.4740625,988.8945,-180.21021875000002,-9.615718750000042,180.21021875000002,9.615718750000042,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,4.047879121349047,4,91.07779536867703,639.0396875,988.251625,-174.60596875,-4.654343749999953,174.60596875,4.654343749999953,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,4.355464702847498,4,68.86818434419048,632.8296875,992.774125,-179.97221875000002,-5.498093749999953,179.97221875000002,5.498093749999953,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.8902349751255403,3,60.234418605629095,664.79275,977.874,-156.54062500000003,3.033374999999978,156.54062500000003,3.033374999999978,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.6373329883520102,3,70.40986338031087,659.0155625,985.335125,-163.15978124999998,3.8753437499999563,163.15978124999998,3.8753437499999563,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.4198505583987053,3,71.64005759500165,656.13825,992.0103125,-167.93603125000004,5.774281250000058,167.93603125000004,5.774281250000058,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.244917238169339,3,55.53403455300115,652.984125,1007.885,-177.45043750000002,12.134562500000015,177.45043750000002,12.134562500000015,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.0406181621355945,3,63.16427375717273,630.96475,1004.3688125,-186.70203125,-0.6332187499999691,186.70203125,0.6332187499999691,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.0911426232620074,3,84.98533561581603,626.0908125,999.49475,-186.70196875,-5.507218749999993,186.70196875,5.507218749999993,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.1990451847305663,3,101.1436680963114,631.29375,1001.46525,-185.08574999999996,-1.9204999999999472,185.08574999999996,1.9204999999999472,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.3588005206786167,3,105.21649271819327,632.08125,1001.1455625,-184.53215625,-1.686593749999929,184.53215625,1.686593749999929,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.5634414894363693,3,90.65652568302083,619.235,999.4344375,-190.09971874999997,-8.965281249999975,190.09971874999997,8.965281249999975,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.8057342296493135,3,68.06185423072668,595.2109375,996.5420625,-200.66556250000002,-22.423499999999876,200.66556250000002,22.423499999999876,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,4.078974659393564,4,63.70924745541474,612.374,995.0579375,-191.34196874999998,-14.584031249999953,191.34196874999998,14.584031249999953,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,4.377371241325968,4,61.91820756838971,631.8533125,1000.391875,-184.26928125,-2.1774062499998763,184.26928125,2.1774062499998763,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,4.300149159846942,4,54.46486426951175,673.5225,982.6113125,-154.54440625,9.766906250000147,154.54440625,9.766906250000147,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,4.019604427297491,4,62.79274182776703,663.7654375,991.5925,-163.91353125,9.378968750000013,163.91353125,9.378968750000013,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.76723773793601,3,84.78178421870786,656.512625,985.4508125,-164.46909375,2.6817187500000728,164.46909375,2.6817187500000728,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.5490652379846854,3,90.42540735692727,653.9116875,991.0973125,-168.59281250000004,4.204500000000053,168.59281250000004,4.204500000000053,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.371731220007873,3,75.32349064337558,651.621875,1002.487,-175.43256249999996,8.754437499999995,175.43256249999996,8.754437499999995,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.2419442073611764,3,58.94465793329487,645.6935625,1016.92625,-185.61634375,13.009906250000085,185.61634375,13.009906250000085,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.1655578551768744,3,60.114828019601354,635.418875,1015.2565625,-189.91884375,7.037718750000067,189.91884375,7.037718750000067,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.1464637758067013,3,72.06313786188592,621.579,1004.9376875,-191.67934375000004,-5.04165624999996,191.67934375000004,5.04165624999996,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.185692313707954,3,82.33921967569135,613.3571875,1001.136125,-193.88946875,-11.053343749999954,193.88946875,11.053343749999954,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.281152268629807,3,92.19453954013773,621.1053125,1001.1415,-190.01809375,-7.176593749999938,190.01809375,7.176593749999938,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.4281494088521787,3,90.2233300780681,622.792,1002.885,-190.04649999999998,-5.461499999999887,190.04649999999998,5.461499999999887,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.620411578267722,3,71.42637592200556,603.926375,1004.414875,-200.24425000000002,-14.129374999999982,200.24425000000002,14.129374999999982,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.8511654196955543,3,46.7937383996792,546.9431875,1003.0155,-228.03615624999998,-43.320656249999956,228.03615624999998,43.320656249999956,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,4.403003029632595,4,49.00201272283236,623.610625,1010.8524375,-193.62090624999996,-1.0684687499999654,193.62090624999996,1.0684687499999654,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,4.428287203807473,4,66.69940894053283,674.3315,985.0411875,-155.35484375,11.386343750000037,155.35484375,11.386343750000037,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,4.149007330692261,4,74.82923572779664,663.29225,991.1398125,-163.92378125,8.91603125000006,163.92378125,8.91603125000006,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.8971424875200102,3,91.81193821712976,656.032625,988.3653125,-166.16634374999995,3.8989687499999945,166.16634374999995,3.8989687499999945,single_galaxy_clock_channel_parity_diagnostic
NGC7331,NATURAL,3.6783285297933372,3,96.39229033127671,653.3413125,989.7034375,-168.1810625,3.2223750000000564,168.1810625,3.2223750000000564,single_galaxy_clock_channel_parity_diagnostic
