galaxy,split,morphology_family,n_points,rmse_tpg_v6,rmse_mond,rmse_global_tau_proxy,rmse_K_compact_bulge,rmse_K_diffuse_scale_tail,rmse_K_late_exponential,rmse_K_mid_regular,rmse_matched_family,rmse_wrong_family_mean,best_family,matched_family_rank,matched_minus_wrong_mean,matched_minus_tpg_v6,matched_minus_mond,matched_beats_wrong_mean,matched_beats_tpg_v6,matched_beats_mond
UGC06983,holdout,K_diffuse_scale_tail,17,11.036839059186455,9.148970751386091,10.416457897393844,10.217429649271857,10.998843844973658,11.076803420211672,10.463341283757321,10.998843844973658,10.58585811774695,K_compact_bulge,3,0.4129857272267081,-0.03799521421279728,1.8498730935875667,False,True,False
UGC07151,holdout,K_late_exponential,11,4.3119123214161394,5.615951252005322,3.8725647397660294,3.644052551333509,4.2888653184541985,4.3358401657840115,3.9136510369967827,4.3358401657840115,3.948856302261497,K_compact_bulge,4,0.3869838635225147,0.023927844367872098,-1.2801110862213108,False,False,True
UGC07261,holdout,K_late_exponential,7,4.296839337715027,4.6168185611277694,4.1701894088236715,4.426493153225883,4.27536570863906,4.320504580711223,4.151910400055878,4.320504580711223,4.284589753973607,K_mid_regular,3,0.035914826737616146,0.02366524299619588,-0.29631398041654666,False,False,True
UGC07577,holdout,K_diffuse_scale_tail,9,10.601721967205515,13.125766123408509,9.955328473171614,10.403656973826674,10.533370967300037,10.675749295744078,9.943854075082713,10.533370967300037,10.341086781551155,K_mid_regular,3,0.19228418574888195,-0.0683509999054781,-2.5923951561084717,False,True,True
UGC07603,holdout,K_late_exponential,12,9.318897295784359,6.8156573361002755,9.51095438017798,9.696675849681661,9.325049157039967,9.31289944937521,9.485189549895486,9.31289944937521,9.502304852205704,K_late_exponential,1,-0.18940540283049323,-0.005997846409147911,2.497242113274935,True,True,False
UGC08699,holdout,K_compact_bulge,41,15.184307759904634,13.478161966003247,13.661917129973038,12.99220577836093,15.099618324999016,15.272657094508165,13.793837562249752,12.99220577836093,14.722037660585647,K_compact_bulge,1,-1.7298318822247172,-2.192101981543704,-0.4859561876423175,True,True,True
UGC11914,holdout,K_compact_bulge,65,33.820143068839116,30.19760108867859,33.69962488285411,33.70508439507623,33.81061518930709,33.83035897332959,33.70461138057699,33.70508439507623,33.78186184773789,K_mid_regular,2,-0.07677745266166625,-0.11505867376288847,3.5074833063976385,True,True,False
UGC12506,holdout,K_late_exponential,31,40.697842583379504,38.12269540109571,40.71043508485316,40.72886608845123,40.69796511093073,40.69776855779834,40.708182737806794,40.69776855779834,40.71167131239625,K_late_exponential,1,-0.013902754597907574,-7.40255811635393e-05,2.5750731567026293,True,True,False
UGCA444,holdout,K_diffuse_scale_tail,36,3.0580094444767805,4.92757139254757,3.219188756476639,3.9162388477487973,3.03324240925656,3.086807103216766,3.140679227449886,3.03324240925656,3.3812417261384833,K_diffuse_scale_tail,1,-0.3479993168819231,-0.02476703522022028,-1.8943289832910097,True,True,True
D512-2,train,K_diffuse_scale_tail,4,2.5139498188497846,6.561883790113319,2.5562926383255,2.6010657640046326,2.515128590338456,2.5128294812389145,2.5502612194821657,2.515128590338456,2.554718821575238,K_late_exponential,2,-0.03959023123678174,0.001178771488671515,-4.0467551997748625,True,False,True
D564-8,train,K_diffuse_scale_tail,6,3.399294537690645,7.16409055590109,3.95925451591183,4.45373967377165,3.417818983786413,3.3812545648089736,3.8870720664651457,3.417818983786413,3.9073554350152566,K_late_exponential,2,-0.4895364512288438,0.018524446095767644,-3.7462715721146775,True,False,True
D631-7,train,K_diffuse_scale_tail,16,10.35809255392164,10.521817679771978,10.404876130688237,10.646483982872134,10.350407312709157,10.36707577747324,10.38044914985229,10.350407312709157,10.464669636732554,K_diffuse_scale_tail,1,-0.11426232402339664,-0.0076852412124832625,-0.17141036706282087,True,True,True
DDO064,train,K_diffuse_scale_tail,14,2.7332917850477236,3.548332793859171,4.913291989393016,8.050656426656083,2.623851960490943,2.867881946474685,4.435757960743366,2.623851960490943,5.118098777958045,K_diffuse_scale_tail,1,-2.4942468174671024,-0.1094398245567807,-0.9244808333682282,True,True,True
DDO154,train,K_diffuse_scale_tail,12,3.544983778635305,4.451832612674567,6.656204786188003,8.777039149148,3.6753154105949575,3.4147870083192893,6.3150527264227865,3.6753154105949575,6.168959627963358,K_late_exponential,2,-2.4936442173684004,0.13033163195965258,-0.7765172020796092,True,False,True
DDO161,train,K_diffuse_scale_tail,31,13.579219703882607,18.569662825271475,14.041433578910336,14.500579190591091,13.593254028998095,13.565673859149985,13.978104858807402,13.593254028998095,14.01478596951616,K_late_exponential,2,-0.4215319405180651,0.014034325115487079,-4.976408796273381,True,False,True
DDO168,train,K_diffuse_scale_tail,10,6.727638673752554,7.879974549733663,6.3770386780349515,6.2508574770041925,6.706726407749095,6.7495928088096395,6.404730397484554,6.706726407749095,6.468393561099462,K_compact_bulge,3,0.23833284664963283,-0.0209122660034593,-1.1732481419845682,False,True,True
DDO170,train,K_diffuse_scale_tail,8,7.480201139884626,14.370201282342645,7.830157220702046,8.224853708071501,7.488320352249851,7.472812286025703,7.777555749136835,7.488320352249851,7.8250739144113455,K_late_exponential,2,-0.3367535621614941,0.008119212365225614,-6.881880930092794,True,False,True
ESO079-G014,train,K_mid_regular,15,12.522654026496923,11.397542407404476,12.306732858500187,12.177846166929623,12.511942186774418,12.533723339940845,12.328294904903068,12.328294904903068,12.40783723121496,K_compact_bulge,2,-0.07954232631189306,-0.19435912159385538,0.9307524974985917,True,True,False
ESO444-G084,train,K_diffuse_scale_tail,7,13.917114692092932,10.513209179623457,14.437637080715788,14.8707975093385,13.936998463256826,13.89720865116117,14.374204200779985,13.936998463256826,14.380736787093218,K_late_exponential,2,-0.4437383238363921,0.019883771163893726,3.4237892836333685,True,False,False
ESO563-G021,train,K_mid_regular,30,47.72714916375959,44.48667176928297,47.245586616480566,46.96797242134471,47.702807471114355,47.752350344914184,47.292780086579924,47.292780086579924,47.47437674579108,K_compact_bulge,2,-0.1815966592111593,-0.43436907717966733,2.806108317296953,True,True,False
F563-V1,train,K_diffuse_scale_tail,6,23.66949222725619,29.338957960123544,23.524187104926035,23.438693224502128,23.662224407329024,23.677008940349623,23.53858229153854,23.662224407329024,23.551428152130097,K_compact_bulge,3,0.11079625519892744,-0.007267819927164965,-5.67673355279452,False,True,True
F563-V2,train,K_diffuse_scale_tail,10,26.238947803350438,23.428832485173935,26.217351054987763,26.23122487098326,26.23664506755172,26.24145622785115,26.21706761531954,26.23664506755172,26.229916238051317,K_mid_regular,3,0.006728829500403322,-0.002302735798718203,2.8078125823777853,False,True,False
F565-V2,train,K_diffuse_scale_tail,7,11.960771688430881,6.916649069723871,12.20226292758497,12.358578068381508,11.97218944506398,11.949032049759582,12.177036113610631,11.97218944506398,12.161548743917242,K_late_exponential,2,-0.18935929885326175,0.011417756633099074,5.05554037534011,True,False,False
F567-2,train,K_diffuse_scale_tail,5,14.016635993218337,19.406231954265397,12.668550105072365,11.99444466441342,13.94479497156431,14.091325296229199,12.7922524569602,13.94479497156431,12.959340805867607,K_compact_bulge,3,0.9854541656967033,-0.07184102165402706,-5.461436982701088,False,True,True
F568-3,train,K_late_exponential,18,9.11490703879206,7.976415983117765,8.98958148332598,8.967946463544232,9.106286675144299,9.1240622947716,8.997280622450631,9.1240622947716,9.023837920379721,K_compact_bulge,4,0.10022437439187826,0.00915525597953959,1.1476463116538342,False,False,False
F568-V1,train,K_late_exponential,15,29.877210479611758,25.762065140172663,29.712929418011218,29.64758097089517,29.867563892645304,29.887334958849078,29.726359618449198,29.887334958849078,29.74716816066322,K_compact_bulge,4,0.14016679818585587,0.010124479237319406,4.125269818676415,False,False,False
F571-8,train,K_mid_regular,13,30.175376192122503,28.290592925853005,28.994980491870006,28.280661531125055,30.1172798601345,30.23536184544276,29.113757209279736,29.113757209279736,29.544434412234107,K_compact_bulge,2,-0.43067720295437084,-1.0616189828427665,0.8231642834267312,True,True,False
F571-V1,train,K_diffuse_scale_tail,7,3.5735232878164758,6.360130039546406,4.548803316496802,5.2759036929736345,3.6127758919229844,3.534144335462798,4.436286602834324,3.6127758919229844,4.415444877090252,K_late_exponential,2,-0.8026689851672675,0.03925260410650866,-2.7473541476234216,True,False,True
F574-1,train,K_late_exponential,14,11.820788616096635,8.776912560877792,11.57538811324091,11.43764410680763,11.80822636002538,11.83380969703374,11.599110157068402,11.83380969703374,11.614993541300471,K_compact_bulge,4,0.2188161557332684,0.013021080937104301,3.056897136155948,False,False,False
F574-2,train,K_diffuse_scale_tail,5,32.6388165436646,38.74115873241575,31.86008553446268,31.500313829571812,32.59552812052218,32.68402313490299,31.92842721648634,32.59552812052218,32.03758806032038,K_compact_bulge,3,0.5579400602018012,-0.043288423142421095,-6.145630611893566,False,True,True
F579-V1,train,K_mid_regular,14,19.63941142103888,18.38890176475787,19.62516238915427,19.616864236512168,19.63869460799628,19.64015322127944,19.6265660641543,19.6265660641543,19.631904021929294,K_compact_bulge,2,-0.005337957774994351,-0.012845356884579218,1.2376642993964317,True,True,False
F583-1,train,K_diffuse_scale_tail,25,13.297286773674033,10.320140273858495,12.815686638741944,12.775556742541989,13.26255633524633,13.334254866528207,12.841601060154382,13.26255633524633,12.983804223074861,K_compact_bulge,3,0.27875211217146934,-0.03473043842770274,2.942416061387835,False,True,False
F583-4,train,K_mid_regular,12,2.089348476842753,5.381087823103697,2.320129907961396,2.483592131455689,2.099454494959147,2.079058482142271,2.2946030574016687,2.2946030574016687,2.220701702852369,K_late_exponential,3,0.07390135454929991,0.20525458055891566,-3.0864847657020285,False,False,True
KK98-251,train,K_diffuse_scale_tail,15,8.181219377823203,10.870651981388162,8.081554174250703,8.069823998187573,8.174111079167682,8.188787913892503,8.08717600868315,8.174111079167682,8.115262640254409,K_compact_bulge,3,0.05884843891327307,-0.007108298655520429,-2.6965409022204803,False,True,True
NGC0055,train,K_diffuse_scale_tail,21,13.646013162608714,17.518196226309797,13.680646104514452,13.712110483155321,13.64723369538078,13.644804067828249,13.676202887217723,13.64723369538078,13.677705812733763,K_late_exponential,2,-0.030472117352982053,0.0012205327720664627,-3.8709625309290168,True,False,True
NGC0100,train,K_late_exponential,21,7.537919334963079,6.061732881040405,7.280119687402691,7.123703562063944,7.525247456780531,7.551001729973259,7.306095609927095,7.551001729973259,7.31834887625719,K_compact_bulge,4,0.23265285371606925,0.013082395010179937,1.4892688489328538,False,False,False
NGC0247,train,K_late_exponential,26,3.866312004062215,5.475417572666649,3.486076290375817,3.2931567272214926,3.8461654910233527,3.8872467293210757,3.5212118377861326,3.8872467293210757,3.5535113520103256,K_compact_bulge,4,0.3337353773107501,0.02093472525886053,-1.5881708433455737,False,False,True
NGC0289,train,K_mid_regular,28,13.44827134683854,23.595309185371484,13.675094078423701,13.979930320609375,13.451484865813121,13.445801543416172,13.636726867728477,13.636726867728477,13.625738909946223,K_late_exponential,3,0.010987957782253588,0.18845552088993678,-9.958582317643007,False,False,True
NGC0300,train,K_late_exponential,25,9.83189803567648,5.607034629923943,9.845861710951773,9.881494131086168,9.831330491446277,9.83261651923517,9.841973352924143,9.83261651923517,9.851599325152195,K_diffuse_scale_tail,2,-0.018982805917024947,0.0007184835586908633,4.225581889311227,True,False,False
NGC0801,train,K_mid_regular,13,31.348134413644825,35.306528941160416,32.21841986820395,32.7803734039562,31.389334648206447,31.305767654568093,32.127623798531786,32.127623798531786,31.82515856891025,K_late_exponential,3,0.30246522962153577,0.7794893848869613,-3.178905142628629,False,False,True
NGC0891,train,K_compact_bulge,18,29.637636010909365,32.67571266789567,29.13638192632426,28.92427851331569,29.60885918847214,29.667774531000696,29.17858008002984,28.92427851331569,29.485071266500892,K_compact_bulge,1,-0.5607927531852006,-0.7133574975936732,-3.751434154579975,True,True,True
NGC1003,train,K_diffuse_scale_tail,36,11.228797331872782,8.233924992844548,13.295969513279237,14.6868792355492,11.322716672466022,11.132774779565327,13.074102925067969,11.322716672466022,12.9645856467275,K_late_exponential,2,-1.6418689742614774,0.09391934059324036,3.0887916796214743,True,False,False
NGC1090,train,K_mid_regular,24,15.259685358845738,18.764009439287914,15.368249410904365,15.484094610030908,15.262696874726378,15.256823247829928,15.352728380177965,15.352728380177965,15.33453824419574,K_late_exponential,3,0.018190135982225186,0.09304302133222642,-3.4112810591099496,False,False,True
NGC1705,train,K_diffuse_scale_tail,14,20.59864390810048,16.95201559286103,20.77086218517364,21.01586203630463,20.600543120425833,20.59738061752391,20.740586188338607,20.600543120425833,20.784609614055714,K_late_exponential,2,-0.18406649362988148,0.00189921232535184,3.648527527564802,True,False,False
NGC2366,train,K_diffuse_scale_tail,26,8.175530891777854,11.387781875806942,8.356284329138731,8.62174775706303,8.176937983333211,8.174878650940867,8.32351694166205,8.176937983333211,8.373381116555315,K_late_exponential,2,-0.19644313322210394,0.0014070915553574537,-3.210843892473731,True,False,True
NGC2403,train,K_late_exponential,73,9.860995949284607,6.239762201686606,10.41073575260331,10.870314601223127,9.88172419109732,9.840293486827958,10.343389907115675,9.840293486827958,10.36514289981204,K_late_exponential,1,-0.5248494129840822,-0.020702462456648973,3.6005312851413525,True,True,False
NGC2841,train,K_compact_bulge,50,59.09007494417434,53.02346081870857,59.33653684031341,59.54700686315961,59.09937490872374,59.080771847758875,59.30613831833352,59.54700686315961,59.16209502493871,K_late_exponential,4,0.38491183822090136,0.4569319189852692,6.523546044451038,False,False,False
NGC2903,train,K_mid_regular,34,24.362146162225375,24.96300377208502,22.948592279417976,22.17815777769575,24.28903941238865,24.437977861756103,23.083431992640207,23.083431992640207,23.6350583506135,K_compact_bulge,2,-0.5516263579732943,-1.278714169585168,-1.879571779444813,True,True,True
NGC2915,train,K_diffuse_scale_tail,30,26.00786566771677,20.629433034344654,26.408545101003046,26.885777668870706,26.016496792610745,26.00013708725694,26.346516750486913,26.016496792610745,26.410810502204853,K_late_exponential,2,-0.3943137095941083,0.008631124893973663,5.387063758266091,True,False,False
NGC2955,train,K_compact_bulge,24,19.782113998497127,23.273161362253415,20.83310257906112,21.611199160502846,19.8268424235635,19.736702487278535,20.713976590936497,21.611199160502846,20.092507167259512,K_late_exponential,4,1.5186919932433334,1.8290851620057182,-1.661962201750569,False,False,True
NGC2976,train,K_mid_regular,27,5.11693008193194,5.678104979086942,5.187322424562139,5.237498247756748,5.120042174927506,5.113754257167467,5.1795450321049,5.1795450321049,5.15709822661724,K_late_exponential,3,0.022446805487660093,0.06261495017295982,-0.4985599469820414,False,False,True
NGC2998,train,K_mid_regular,13,27.11504519134483,27.07347466768693,28.215780599464967,28.905564440351284,27.168156013306024,27.060318154724676,28.102886074132083,28.102886074132083,27.711346202793994,K_late_exponential,3,0.39153987133808954,0.9878408827872533,1.0294114064451527,False,False,False
NGC3109,train,K_diffuse_scale_tail,25,9.323880057063088,5.041785679362137,9.921455097345305,10.386913568683815,9.348075968954584,9.299478182677387,9.851458826985521,9.348075968954584,9.84595019278224,K_late_exponential,2,-0.49787422382765634,0.02419591189149628,4.306290289592447,True,False,False
NGC3198,train,K_mid_regular,43,7.704000492040528,11.179050056995646,7.47315393005466,7.522274695711077,7.68424220773861,7.725248537407915,7.479307964254405,7.479307964254405,7.6439218136192,K_mid_regular,1,-0.1646138493647955,-0.22469252778612336,-3.699742092741241,True,True,True
NGC3521,train,K_mid_regular,41,7.110920589361769,6.814883835390855,7.103385860958484,7.192570895137843,7.106212981318478,7.116235563857868,7.095543883886762,7.095543883886762,7.138339813438063,K_mid_regular,1,-0.04279592955130074,-0.015376705475007135,0.280660048495907,True,True,False
NGC3741,train,K_diffuse_scale_tail,21,7.821498388140469,2.7212527031991094,10.759234794231793,12.880097453728435,7.942143431311618,7.700318505227417,10.426490582123584,7.942143431311618,10.335635513693147,K_late_exponential,2,-2.3934920823815284,0.12064504317114899,5.220890728112509,True,False,False
NGC3769,train,K_mid_regular,12,11.2553126000523,15.980528592616563,11.723972106964546,12.12444248468748,11.272664819965774,11.238020379702109,11.665838168637505,11.665838168637505,11.545042561451787,K_late_exponential,3,0.12079560718571791,0.4105255685852054,-4.314690423979059,False,False,True
NGC3877,train,K_mid_regular,13,22.419419150236873,23.91875443404216,22.564384815473908,22.661357521708137,22.426131225947152,22.412533268394007,22.548957480161658,22.548957480161658,22.500007338683094,K_late_exponential,3,0.04895014147856358,0.12953832992478453,-1.3697969538805026,False,False,True
NGC3893,train,K_mid_regular,10,7.421761571780209,6.883534927974165,6.833944469644473,6.548039886668716,7.3900250064120705,7.454798345153251,6.8871033490490605,6.8871033490490605,7.130954412744679,K_compact_bulge,2,-0.24385106369561882,-0.5346582227311485,0.0035684210748954115,True,True,False
NGC3917,train,K_late_exponential,17,6.899654025227952,6.637702160319162,6.879642311663497,6.901388051970713,6.897113421107439,6.902440652532919,6.878567393165039,6.902440652532919,6.89235628874773,K_mid_regular,4,0.010084363785188621,0.0027866273049665935,0.26473849221375634,False,False,False
NGC3953,train,K_mid_regular,8,10.449994650865388,10.343662263567392,11.114319900976842,11.529426881573698,10.482101804208956,10.416904891735031,11.046292589509505,11.046292589509505,10.809477859172562,K_late_exponential,3,0.23681473033694367,0.596297938644117,0.7026303259421134,False,False,False
NGC3992,train,K_mid_regular,9,21.62991458359259,18.53931925672739,22.15409941610574,22.502536009545217,21.654257135312776,21.60493572772393,22.09849013788479,22.09849013788479,21.92057629086064,K_late_exponential,3,0.17791384702415058,0.468575554292201,3.559170881157403,False,False,False
NGC4010,train,K_late_exponential,12,10.799199499954586,11.798351296716529,10.704089206688675,10.650183008903245,10.794349621177604,10.804224958479208,10.71332605636619,10.804224958479208,10.719286228815681,K_compact_bulge,4,0.08493872966352711,0.00502545852462255,-0.9941263382373204,False,False,True
