scenario,draw,radial_index,radius_lo_arcsec,radius_hi_arcsec,q_shape_proxy,delta_uv,star_clipped_fraction,h2_clipped_fraction,hi_clipped_fraction
co_independent_only,191,1,15,25,-0.03387464546,0.8923255771,0,0.001138303927,0
co_independent_only,191,2,25,35,0.02314922007,0.931726178,0,0.001138303927,0
co_independent_only,191,3,35,45,0.0198950944,0.9986816763,0,0.001138303927,0
co_independent_only,191,4,45,55,-0.04022600999,0.9343224355,0,0.001138303927,0
co_independent_only,191,5,55,65,-0.09946779158,0.9762370048,0,0.001138303927,0
star_plus_co_independent,191,0,5,15,-0.0573272437,0.7164485452,0.03357996585,0.001138303927,0
star_plus_co_independent,191,1,15,25,-0.03573531501,0.7603783834,0.03357996585,0.001138303927,0
star_plus_co_independent,191,2,25,35,0.02359109069,0.7927271107,0.03357996585,0.001138303927,0
star_plus_co_independent,191,3,35,45,0.04990598705,0.993365981,0.03357996585,0.001138303927,0
star_plus_co_independent,191,4,45,55,0.07355832855,0.9147810445,0.03357996585,0.001138303927,0
star_plus_co_independent,191,5,55,65,0.06982876726,0.9153279716,0.03357996585,0.001138303927,0
star_plus_co_correlated_control,191,0,5,15,-0.05966338576,0.7164485452,0.03357996585,0,0
star_plus_co_correlated_control,191,1,15,25,-0.03719312763,0.7603783834,0.03357996585,0,0
star_plus_co_correlated_control,191,2,25,35,0.03160614725,0.7927271107,0.03357996585,0,0
star_plus_co_correlated_control,191,3,35,45,0.04587535323,0.993365981,0.03357996585,0,0
star_plus_co_correlated_control,191,4,45,55,0.06975684081,0.9147810445,0.03357996585,0,0
star_plus_co_correlated_control,191,5,55,65,0.06222656679,0.9153279716,0.03357996585,0,0
star_co_plus_hi_ctl01,191,0,5,15,-0.05717860274,0.7164485452,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl01,191,1,15,25,-0.0352085829,0.7603783834,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl01,191,2,25,35,0.02287620775,0.7927271107,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl01,191,3,35,45,0.05054939464,0.993365981,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl01,191,4,45,55,0.07366572162,0.9147810445,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl01,191,5,55,65,0.06909676043,0.9153279716,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl10,191,0,5,15,-0.05677818236,0.7164485452,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl10,191,1,15,25,-0.03379197993,0.7603783834,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl10,191,2,25,35,0.02119595711,0.7927271107,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl10,191,3,35,45,0.05227959169,0.993365981,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl10,191,4,45,55,0.07395503741,0.9147810445,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl10,191,5,55,65,0.06712340859,0.9153279716,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl49,191,0,5,15,-0.05598619124,0.7164485452,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl49,191,1,15,25,-0.03137563681,0.7603783834,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl49,191,2,25,35,0.0185653315,0.7927271107,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl49,191,3,35,45,0.05523020676,0.993365981,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl49,191,4,45,55,0.07445019707,0.9147810445,0.03357996585,0.001138303927,0
star_co_plus_hi_ctl49,191,5,55,65,0.06263086878,0.9153279716,0.03357996585,0.001138303927,0
star_only,192,0,5,15,-0.06081283823,0.7858966221,0,0,0
star_only,192,1,15,25,-0.03600605439,0.9546829248,0,0,0
star_only,192,2,25,35,0.03250352004,0.9266637749,0,0,0
star_only,192,3,35,45,0.04038694171,0.999258043,0,0,0
star_only,192,4,45,55,-0.006494397125,0.9926668884,0,0,0
star_only,192,5,55,65,-0.04387262733,0.9818085981,0,0,0
co_independent_only,192,0,5,15,-0.06071720712,0.7770716789,0,0.0005691519636,0
co_independent_only,192,1,15,25,-0.03493310955,0.8923255771,0,0.0005691519636,0
co_independent_only,192,2,25,35,0.03207518368,0.931726178,0,0.0005691519636,0
co_independent_only,192,3,35,45,0.02298492477,0.9986816763,0,0.0005691519636,0
co_independent_only,192,4,45,55,-0.04090216005,0.9343224355,0,0.0005691519636,0
co_independent_only,192,5,55,65,-0.1029357081,0.9762370048,0,0.0005691519636,0
star_plus_co_independent,192,0,5,15,-0.06152893878,0.7858966221,0,0.0005691519636,0
star_plus_co_independent,192,1,15,25,-0.03479818816,0.9546829248,0,0.0005691519636,0
star_plus_co_independent,192,2,25,35,0.02904272139,0.9266637749,0,0.0005691519636,0
star_plus_co_independent,192,3,35,45,0.038643305,0.999258043,0,0.0005691519636,0
star_plus_co_independent,192,4,45,55,-0.008965873838,0.9926668884,0,0.0005691519636,0
star_plus_co_independent,192,5,55,65,-0.04963833135,0.9818085981,0,0.0005691519636,0
star_plus_co_correlated_control,192,0,5,15,-0.06067664331,0.7858966221,0,0,0
star_plus_co_correlated_control,192,1,15,25,-0.03583127279,0.9546829248,0,0,0
star_plus_co_correlated_control,192,2,25,35,0.0322503497,0.9266637749,0,0,0
star_plus_co_correlated_control,192,3,35,45,0.04043715674,0.999258043,0,0,0
star_plus_co_correlated_control,192,4,45,55,-0.006495731754,0.9926668884,0,0,0
star_plus_co_correlated_control,192,5,55,65,-0.04383383204,0.9818085981,0,0,0
star_co_plus_hi_ctl01,192,0,5,15,-0.06168486866,0.7858966221,0,0.0005691519636,0
star_co_plus_hi_ctl01,192,1,15,25,-0.03508519774,0.9546829248,0,0.0005691519636,0
star_co_plus_hi_ctl01,192,2,25,35,0.02899077106,0.9266637749,0,0.0005691519636,0
star_co_plus_hi_ctl01,192,3,35,45,0.0388268117,0.999258043,0,0.0005691519636,0
star_co_plus_hi_ctl01,192,4,45,55,-0.008830213904,0.9926668884,0,0.0005691519636,0
star_co_plus_hi_ctl01,192,5,55,65,-0.04949498774,0.9818085981,0,0.0005691519636,0
star_co_plus_hi_ctl10,192,0,5,15,-0.06210535501,0.7858966221,0,0.0005691519636,0
star_co_plus_hi_ctl10,192,1,15,25,-0.0358589248,0.9546829248,0,0.0005691519636,0
star_co_plus_hi_ctl10,192,2,25,35,0.02885141158,0.9266637749,0,0.0005691519636,0
star_co_plus_hi_ctl10,192,3,35,45,0.03932040667,0.999258043,0,0.0005691519636,0
star_co_plus_hi_ctl10,192,4,45,55,-0.008466107882,0.9926668884,0,0.0005691519636,0
star_co_plus_hi_ctl10,192,5,55,65,-0.04923604139,0.9818085981,0,0.0005691519636,0
star_co_plus_hi_ctl49,192,0,5,15,-0.062826401,0.7858966221,0,0.0005691519636,0
star_co_plus_hi_ctl49,192,1,15,25,-0.0371759264,0.9546829248,0,0.0005691519636,0
star_co_plus_hi_ctl49,192,2,25,35,0.02861490244,0.9266637749,0,0.0005691519636,0
star_co_plus_hi_ctl49,192,3,35,45,0.04016257609,0.999258043,0,0.0005691519636,0
star_co_plus_hi_ctl49,192,4,45,55,-0.007847520825,0.9926668884,0,0.0005691519636,0
star_co_plus_hi_ctl49,192,5,55,65,-0.05135725405,0.9818085981,0,0.0005691519636,0
star_only,193,0,5,15,-0.05668550359,0.7913870361,0,0,0
star_only,193,1,15,25,-0.03910439434,0.5332197878,0,0,0
star_only,193,2,25,35,0.03381376837,0.919154902,0,0,0
star_only,193,3,35,45,0.02459834521,0.9510134666,0,0,0
star_only,193,4,45,55,-0.02765740438,0.9364257853,0,0,0
star_only,193,5,55,65,0.04486398234,0.914085536,0,0,0
co_independent_only,193,0,5,15,-0.06082381397,0.7770716789,0,0.008537279454,0
co_independent_only,193,1,15,25,-0.03620250052,0.8923255771,0,0.008537279454,0
co_independent_only,193,2,25,35,0.03495676643,0.931726178,0,0.008537279454,0
co_independent_only,193,3,35,45,0.01779405675,0.9986816763,0,0.008537279454,0
co_independent_only,193,4,45,55,-0.05194206612,0.9343224355,0,0.008537279454,0
co_independent_only,193,5,55,65,-0.1116735991,0.9762370048,0,0.008537279454,0
star_plus_co_independent,193,0,5,15,-0.05711635508,0.7913870361,0,0.008537279454,0
star_plus_co_independent,193,1,15,25,-0.03923237762,0.5332197878,0,0.008537279454,0
star_plus_co_independent,193,2,25,35,0.03470394663,0.919154902,0,0.008537279454,0
star_plus_co_independent,193,3,35,45,0.01778412657,0.9510134666,0,0.008537279454,0
star_plus_co_independent,193,4,45,55,-0.03922691844,0.9364257853,0,0.008537279454,0
star_plus_co_independent,193,5,55,65,0.03643073244,0.914085536,0,0.008537279454,0
star_plus_co_correlated_control,193,0,5,15,-0.0566688407,0.7913870361,0,0,0
star_plus_co_correlated_control,193,1,15,25,-0.0390833786,0.5332197878,0,0,0
star_plus_co_correlated_control,193,2,25,35,0.03377341895,0.919154902,0,0,0
star_plus_co_correlated_control,193,3,35,45,0.02461407118,0.9510134666,0,0,0
star_plus_co_correlated_control,193,4,45,55,-0.0276511922,0.9364257853,0,0,0
star_plus_co_correlated_control,193,5,55,65,0.04481688932,0.914085536,0,0,0
star_co_plus_hi_ctl01,193,0,5,15,-0.05726862707,0.7913870361,0,0.008537279454,0
star_co_plus_hi_ctl01,193,1,15,25,-0.03910600815,0.5332197878,0,0.008537279454,0
star_co_plus_hi_ctl01,193,2,25,35,0.03473306106,0.919154902,0,0.008537279454,0
star_co_plus_hi_ctl01,193,3,35,45,0.01844361204,0.9510134666,0,0.008537279454,0
star_co_plus_hi_ctl01,193,4,45,55,-0.0385057447,0.9364257853,0,0.008537279454,0
star_co_plus_hi_ctl01,193,5,55,65,0.03767841508,0.914085536,0,0.008537279454,0
star_co_plus_hi_ctl10,193,0,5,15,-0.05767861916,0.7913870361,0,0.008537279454,0
star_co_plus_hi_ctl10,193,1,15,25,-0.03876578435,0.5332197878,0,0.008537279454,0
star_co_plus_hi_ctl10,193,2,25,35,0.03480950176,0.919154902,0,0.008537279454,0
star_co_plus_hi_ctl10,193,3,35,45,0.0202166742,0.9510134666,0,0.008537279454,0
star_co_plus_hi_ctl10,193,4,45,55,-0.03594076411,0.9364257853,0,0.008537279454,0
star_co_plus_hi_ctl10,193,5,55,65,0.0380542689,0.914085536,0,0.008537279454,0
star_co_plus_hi_ctl49,193,0,5,15,-0.05837953564,0.7913870361,0,0.008537279454,0
star_co_plus_hi_ctl49,193,1,15,25,-0.03818422988,0.5332197878,0,0.008537279454,0
star_co_plus_hi_ctl49,193,2,25,35,0.03488601925,0.919154902,0,0.008537279454,0
star_co_plus_hi_ctl49,193,3,35,45,0.02323912508,0.9510134666,0,0.008537279454,0
star_co_plus_hi_ctl49,193,4,45,55,-0.03339741491,0.9364257853,0,0.008537279454,0
star_co_plus_hi_ctl49,193,5,55,65,0.03853916501,0.914085536,0,0.008537279454,0
star_only,194,0,5,15,-0.06098399015,0.7953437455,0,0,0
star_only,194,1,15,25,-0.03911854294,0.982977988,0,0,0
star_only,194,2,25,35,0.03468660698,0.9980127039,0,0,0
star_only,194,3,35,45,0.03084749838,0.9325715327,0,0,0
star_only,194,4,45,55,-0.01875165536,0.9254539255,0,0,0
star_only,194,5,55,65,-0.09609471561,0.9660781378,0,0,0
co_independent_only,194,0,5,15,-0.06083454902,0.7770716789,0,0.001138303927,0
co_independent_only,194,1,15,25,-0.0353870572,0.8923255771,0,0.001138303927,0
co_independent_only,194,2,25,35,0.03442550217,0.931726178,0,0.001138303927,0
co_independent_only,194,3,35,45,0.02581214496,0.9986816763,0,0.001138303927,0
co_independent_only,194,4,45,55,-0.03949494956,0.9343224355,0,0.001138303927,0
co_independent_only,194,5,55,65,-0.09337158721,0.9762370048,0,0.001138303927,0
star_plus_co_independent,194,0,5,15,-0.06147271489,0.7953437455,0,0.001138303927,0
star_plus_co_independent,194,1,15,25,-0.03841030389,0.982977988,0,0.001138303927,0
star_plus_co_independent,194,2,25,35,0.03445228853,0.9980127039,0,0.001138303927,0
star_plus_co_independent,194,3,35,45,0.03313828776,0.9325715327,0,0.001138303927,0
star_plus_co_independent,194,4,45,55,-0.01722669479,0.9254539255,0,0.001138303927,0
star_plus_co_independent,194,5,55,65,-0.09030529921,0.9660781378,0,0.001138303927,0
star_plus_co_correlated_control,194,0,5,15,-0.06098171318,0.7953437455,0,0,0
star_plus_co_correlated_control,194,1,15,25,-0.03911590081,0.982977988,0,0,0
star_plus_co_correlated_control,194,2,25,35,0.03468171599,0.9980127039,0,0,0
star_plus_co_correlated_control,194,3,35,45,0.03084911412,0.9325715327,0,0,0
star_plus_co_correlated_control,194,4,45,55,-0.0187512124,0.9254539255,0,0,0
star_plus_co_correlated_control,194,5,55,65,-0.09609010886,0.9660781378,0,0,0
star_co_plus_hi_ctl01,194,0,5,15,-0.06144336311,0.7953437455,0,0.001138303927,0
star_co_plus_hi_ctl01,194,1,15,25,-0.03869742534,0.982977988,0,0.001138303927,0
star_co_plus_hi_ctl01,194,2,25,35,0.03357113192,0.9980127039,0,0.001138303927,0
star_co_plus_hi_ctl01,194,3,35,45,0.03281585424,0.9325715327,0,0.001138303927,0
star_co_plus_hi_ctl01,194,4,45,55,-0.01815426196,0.9254539255,0,0.001138303927,0
star_co_plus_hi_ctl01,194,5,55,65,-0.09078366394,0.9660781378,0,0.001138303927,0
star_co_plus_hi_ctl10,194,0,5,15,-0.06136456407,0.7953437455,0,0.001138303927,0
star_co_plus_hi_ctl10,194,1,15,25,-0.03933767951,0.982977988,0,0.001138303927,0
star_co_plus_hi_ctl10,194,2,25,35,0.0312063216,0.9980127039,0,0.001138303927,0
star_co_plus_hi_ctl10,194,3,35,45,0.03194824442,0.9325715327,0,0.001138303927,0
star_co_plus_hi_ctl10,194,4,45,55,-0.02064961339,0.9254539255,0,0.001138303927,0
star_co_plus_hi_ctl10,194,5,55,65,-0.0920710964,0.9660781378,0,0.001138303927,0
star_co_plus_hi_ctl49,194,0,5,15,-0.06123062508,0.7953437455,0,0.001138303927,0
star_co_plus_hi_ctl49,194,1,15,25,-0.04041124954,0.982977988,0,0.001138303927,0
star_co_plus_hi_ctl49,194,2,25,35,0.02718927593,0.9980127039,0,0.001138303927,0
star_co_plus_hi_ctl49,194,3,35,45,0.03046681781,0.9325715327,0,0.001138303927,0
star_co_plus_hi_ctl49,194,4,45,55,-0.02490852599,0.9254539255,0,0.001138303927,0
star_co_plus_hi_ctl49,194,5,55,65,-0.09427023158,0.9660781378,0,0.001138303927,0
star_only,195,0,5,15,-0.05659254468,0.8291340583,0.0005691519636,0,0
star_only,195,1,15,25,-0.0431927138,0.5053657628,0.0005691519636,0,0
star_only,195,2,25,35,0.03350674575,0.8746798356,0.0005691519636,0,0
star_only,195,3,35,45,0.04851555007,0.9515999169,0.0005691519636,0,0
star_only,195,4,45,55,0.0549705665,0.8296837943,0.0005691519636,0,0
star_only,195,5,55,65,0.06594972251,0.9886384318,0.0005691519636,0,0
co_independent_only,195,0,5,15,-0.05964850978,0.7770716789,0,0.002276607854,0
co_independent_only,195,1,15,25,-0.03323016953,0.8923255771,0,0.002276607854,0
co_independent_only,195,2,25,35,0.03317092119,0.931726178,0,0.002276607854,0
co_independent_only,195,3,35,45,0.03201750188,0.9986816763,0,0.002276607854,0
co_independent_only,195,4,45,55,-0.03392591624,0.9343224355,0,0.002276607854,0
co_independent_only,195,5,55,65,-0.09028418861,0.9762370048,0,0.002276607854,0
star_plus_co_independent,195,0,5,15,-0.05603921024,0.8291340583,0.0005691519636,0.002276607854,0
star_plus_co_independent,195,1,15,25,-0.04017993936,0.5053657628,0.0005691519636,0.002276607854,0
star_plus_co_independent,195,2,25,35,0.03158941197,0.8746798356,0.0005691519636,0.002276607854,0
star_plus_co_independent,195,3,35,45,0.05321940521,0.9515999169,0.0005691519636,0.002276607854,0
star_plus_co_independent,195,4,45,55,0.06208906278,0.8296837943,0.0005691519636,0.002276607854,0
star_plus_co_independent,195,5,55,65,0.07418950637,0.9886384318,0.0005691519636,0.002276607854,0
star_plus_co_correlated_control,195,0,5,15,-0.05726546618,0.8291340583,0.0005691519636,0.02105862265,0
star_plus_co_correlated_control,195,1,15,25,-0.04416076786,0.5053657628,0.0005691519636,0.02105862265,0
star_plus_co_correlated_control,195,2,25,35,0.03508948512,0.8746798356,0.0005691519636,0.02105862265,0
star_plus_co_correlated_control,195,3,35,45,0.04874607499,0.9515999169,0.0005691519636,0.02105862265,0
star_plus_co_correlated_control,195,4,45,55,0.05572639668,0.8296837943,0.0005691519636,0.02105862265,0
star_plus_co_correlated_control,195,5,55,65,0.06838764371,0.9886384318,0.0005691519636,0.02105862265,0
star_co_plus_hi_ctl01,195,0,5,15,-0.05558478416,0.8291340583,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl01,195,1,15,25,-0.03968332915,0.5053657628,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl01,195,2,25,35,0.02997323933,0.8746798356,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl01,195,3,35,45,0.05373538567,0.9515999169,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl01,195,4,45,55,0.06178744689,0.8296837943,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl01,195,5,55,65,0.07372951302,0.9886384318,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl10,195,0,5,15,-0.05436461777,0.8291340583,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl10,195,1,15,25,-0.0388372413,0.5053657628,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl10,195,2,25,35,0.0256286343,0.8746798356,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl10,195,3,35,45,0.05512209024,0.9515999169,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl10,195,4,45,55,0.06109238773,0.8296837943,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl10,195,5,55,65,0.07249796849,0.9886384318,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl49,195,0,5,15,-0.05228996604,0.8291340583,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl49,195,1,15,25,-0.03739854314,0.5053657628,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl49,195,2,25,35,0.01802238361,0.8746798356,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl49,195,3,35,45,0.05748419417,0.9515999169,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl49,195,4,45,55,0.06028681874,0.8296837943,0.0005691519636,0.002276607854,0
star_co_plus_hi_ctl49,195,5,55,65,0.07041598134,0.9886384318,0.0005691519636,0.002276607854,0
star_only,196,0,5,15,-0.06051870316,0.749933289,0.01821286283,0,0
star_only,196,1,15,25,-0.03490412253,0.8535219935,0.01821286283,0,0
star_only,196,2,25,35,0.03449287417,0.9214397968,0.01821286283,0,0
star_only,196,3,35,45,0.02801822732,0.9988674199,0.01821286283,0,0
star_only,196,4,45,55,0.003176759754,0.9529822536,0.01821286283,0,0
star_only,196,5,55,65,-0.01996067934,0.9619276545,0.01821286283,0,0
co_independent_only,196,0,5,15,-0.06084863845,0.7770716789,0,0.004553215709,0
co_independent_only,196,1,15,25,-0.03552507771,0.8923255771,0,0.004553215709,0
co_independent_only,196,2,25,35,0.03735477181,0.931726178,0,0.004553215709,0
co_independent_only,196,3,35,45,0.02882067385,0.9986816763,0,0.004553215709,0
co_independent_only,196,4,45,55,-0.03865874726,0.9343224355,0,0.004553215709,0
co_independent_only,196,5,55,65,-0.09467839109,0.9762370048,0,0.004553215709,0
star_plus_co_independent,196,0,5,15,-0.06106773439,0.749933289,0.01821286283,0.004553215709,0
star_plus_co_independent,196,1,15,25,-0.03418508409,0.8535219935,0.01821286283,0.004553215709,0
star_plus_co_independent,196,2,25,35,0.03712604386,0.9214397968,0.01821286283,0.004553215709,0
star_plus_co_independent,196,3,35,45,0.03233319745,0.9988674199,0.01821286283,0.004553215709,0
star_plus_co_independent,196,4,45,55,0.005205506732,0.9529822536,0.01821286283,0.004553215709,0
star_plus_co_independent,196,5,55,65,-0.01466067551,0.9619276545,0.01821286283,0.004553215709,0
star_plus_co_correlated_control,196,0,5,15,-0.05477264077,0.749933289,0.01821286283,0,0
star_plus_co_correlated_control,196,1,15,25,-0.02676976079,0.8535219935,0.01821286283,0,0
star_plus_co_correlated_control,196,2,25,35,0.02196412863,0.9214397968,0.01821286283,0,0
star_plus_co_correlated_control,196,3,35,45,0.03082089255,0.9988674199,0.01821286283,0,0
star_plus_co_correlated_control,196,4,45,55,-4.312928182e-05,0.9529822536,0.01821286283,0,0
star_plus_co_correlated_control,196,5,55,65,-0.02313070564,0.9619276545,0.01821286283,0,0
star_co_plus_hi_ctl01,196,0,5,15,-0.06137178364,0.749933289,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl01,196,1,15,25,-0.03441507937,0.8535219935,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl01,196,2,25,35,0.03810137512,0.9214397968,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl01,196,3,35,45,0.0315023832,0.9988674199,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl01,196,4,45,55,0.004541320344,0.9529822536,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl01,196,5,55,65,-0.01502952783,0.9619276545,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl10,196,0,5,15,-0.06218987847,0.749933289,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl10,196,1,15,25,-0.03489885961,0.8535219935,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl10,196,2,25,35,0.04072487233,0.9214397968,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl10,196,3,35,45,0.02926871894,0.9988674199,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl10,196,4,45,55,0.002956581536,0.9529822536,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl10,196,5,55,65,-0.01618731822,0.9619276545,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl49,196,0,5,15,-0.06358660234,0.749933289,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl49,196,1,15,25,-0.03572473484,0.8535219935,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl49,196,2,25,35,0.0452110958,0.9214397968,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl49,196,3,35,45,0.02546115276,0.9988674199,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl49,196,4,45,55,0.0008566261437,0.9529822536,0.01821286283,0.004553215709,0
star_co_plus_hi_ctl49,196,5,55,65,-0.01787795398,0.9619276545,0.01821286283,0.004553215709,0
star_only,197,0,5,15,-0.05904759598,0.7959754375,0,0,0
star_only,197,1,15,25,-0.04010207667,0.9094937751,0,0,0
star_only,197,2,25,35,0.03417558693,0.9559171777,0,0,0
star_only,197,3,35,45,0.04355240613,0.9833502264,0,0,0
star_only,197,4,45,55,0.04545636865,0.8798069281,0,0,0
star_only,197,5,55,65,0.006854120332,0.9472299523,0,0,0
co_independent_only,197,0,5,15,-0.05980280333,0.7770716789,0,0.006829823563,0
co_independent_only,197,1,15,25,-0.03359119913,0.8923255771,0,0.006829823563,0
co_independent_only,197,2,25,35,0.03949524003,0.931726178,0,0.006829823563,0
co_independent_only,197,3,35,45,0.03242788357,0.9986816763,0,0.006829823563,0
co_independent_only,197,4,45,55,-0.03900274973,0.9343224355,0,0.006829823563,0
co_independent_only,197,5,55,65,-0.09711908457,0.9762370048,0,0.006829823563,0
star_plus_co_independent,197,0,5,15,-0.05867911345,0.7959754375,0,0.006829823563,0
star_plus_co_independent,197,1,15,25,-0.03794081171,0.9094937751,0,0.006829823563,0
star_plus_co_independent,197,2,25,35,0.03866512777,0.9559171777,0,0.006829823563,0
star_plus_co_independent,197,3,35,45,0.04881057805,0.9833502264,0,0.006829823563,0
star_plus_co_independent,197,4,45,55,0.04654640505,0.8798069281,0,0.006829823563,0
star_plus_co_independent,197,5,55,65,0.007090052226,0.9472299523,0,0.006829823563,0
star_plus_co_correlated_control,197,0,5,15,-0.05897842217,0.7959754375,0,0,0
star_plus_co_correlated_control,197,1,15,25,-0.04000358719,0.9094937751,0,0,0
star_plus_co_correlated_control,197,2,25,35,0.03401563732,0.9559171777,0,0,0
star_plus_co_correlated_control,197,3,35,45,0.04356730287,0.9833502264,0,0,0
star_plus_co_correlated_control,197,4,45,55,0.04539401994,0.8798069281,0,0,0
star_plus_co_correlated_control,197,5,55,65,0.006755568721,0.9472299523,0,0,0
star_co_plus_hi_ctl01,197,0,5,15,-0.05878571464,0.7959754375,0,0.006829823563,0
star_co_plus_hi_ctl01,197,1,15,25,-0.03820955843,0.9094937751,0,0.006829823563,0
star_co_plus_hi_ctl01,197,2,25,35,0.03859716603,0.9559171777,0,0.006829823563,0
star_co_plus_hi_ctl01,197,3,35,45,0.04893463992,0.9833502264,0,0.006829823563,0
star_co_plus_hi_ctl01,197,4,45,55,0.0470191185,0.8798069281,0,0.006829823563,0
star_co_plus_hi_ctl01,197,5,55,65,0.006896237893,0.9472299523,0,0.006829823563,0
star_co_plus_hi_ctl10,197,0,5,15,-0.05907319948,0.7959754375,0,0.006829823563,0
star_co_plus_hi_ctl10,197,1,15,25,-0.0388803754,0.9094937751,0,0.006829823563,0
star_co_plus_hi_ctl10,197,2,25,35,0.03841416483,0.9559171777,0,0.006829823563,0
star_co_plus_hi_ctl10,197,3,35,45,0.04926955155,0.9833502264,0,0.006829823563,0
star_co_plus_hi_ctl10,197,4,45,55,0.04829373843,0.8798069281,0,0.006829823563,0
star_co_plus_hi_ctl10,197,5,55,65,0.006375979702,0.9472299523,0,0.006829823563,0
star_co_plus_hi_ctl49,197,0,5,15,-0.05956624321,0.7959754375,0,0.006829823563,0
star_co_plus_hi_ctl49,197,1,15,25,-0.04003147988,0.9094937751,0,0.006829823563,0
star_co_plus_hi_ctl49,197,2,25,35,0.03810126139,0.9559171777,0,0.006829823563,0
star_co_plus_hi_ctl49,197,3,35,45,0.04987955759,0.9833502264,0,0.006829823563,0
star_co_plus_hi_ctl49,197,4,45,55,0.04994857971,0.8798069281,0,0.006829823563,0
star_co_plus_hi_ctl49,197,5,55,65,0.005326414192,0.9472299523,0,0.006829823563,0
star_only,198,0,5,15,-0.05898631644,0.7321353298,0,0,0
star_only,198,1,15,25,-0.03825391312,0.7000786741,0,0,0
star_only,198,2,25,35,0.03429902036,0.8695488569,0,0,0
star_only,198,3,35,45,-0.0023815975,0.9448424557,0,0,0
star_only,198,4,45,55,-0.1329168207,0.99902612,0,0,0
star_only,198,5,55,65,-0.2260836762,0.9996153265,0,0,0
co_independent_only,198,0,5,15,-0.06169713993,0.7770716789,0,0,0
co_independent_only,198,1,15,25,-0.04235304509,0.8923255771,0,0,0
co_independent_only,198,2,25,35,0.02916110334,0.931726178,0,0,0
co_independent_only,198,3,35,45,0.01801278898,0.9986816763,0,0,0
co_independent_only,198,4,45,55,-0.04639051017,0.9343224355,0,0,0
co_independent_only,198,5,55,65,-0.1097955156,0.9762370048,0,0,0
star_plus_co_independent,198,0,5,15,-0.06017212149,0.7321353298,0,0,0
star_plus_co_independent,198,1,15,25,-0.04440773552,0.7000786741,0,0,0
star_plus_co_independent,198,2,25,35,0.029458507,0.8695488569,0,0,0
star_plus_co_independent,198,3,35,45,-0.00933270293,0.9448424557,0,0,0
star_plus_co_independent,198,4,45,55,-0.1390662441,0.99902612,0,0,0
star_plus_co_independent,198,5,55,65,-0.2365138544,0.9996153265,0,0,0
star_plus_co_correlated_control,198,0,5,15,-0.05684985582,0.7321353298,0,0,0
star_plus_co_correlated_control,198,1,15,25,-0.03507052511,0.7000786741,0,0,0
star_plus_co_correlated_control,198,2,25,35,0.02940600599,0.8695488569,0,0,0
star_plus_co_correlated_control,198,3,35,45,0.0003433544573,0.9448424557,0,0,0
