galaxy,n_points,r_median,r_max,mean_gas,mean_bulge,mean_log_sbdisk,peak_sb,split,role,type_bin,inc_bin,hub_type,formula_family,label_source
ESO116-G012,15,4.13,9.86,0.2211596507706781,0.0,1.221188713730845,2.442385687867871,holdout,middle,late_T_6_8,inc_high_60_80,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
ESO444-G084,7,1.81,4.44,0.7136783009762161,0.0,0.17545655937158341,1.495405563146193,train,middle,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
ESO563-G021,30,17.695,42.41,0.0478026547176993,0.0,1.6619562058884083,3.3214617211308166,train,candidate,mid_T_3_5,inc_edge_ge_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F561-1,6,5.645,9.66,0.2551235244938438,0.0,1.092640501154487,1.6422666189026736,holdout,candidate,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F563-1,17,9.26,20.1,0.4762978477885164,0.0,0.3289916760152911,1.5240064455573723,holdout,candidate,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F563-V1,6,4.585,7.87,0.45010223296008417,0.0,0.7119954163859674,1.100370545117563,train,candidate,irregular_T_ge_9,inc_high_60_80,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F563-V2,10,3.5549999999999997,10.47,0.3150312191741706,0.0,1.0515141830142574,1.8325089127062364,train,candidate,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F565-V2,7,5.03,8.8,0.601619606663297,0.0,0.2801549849789163,1.09968064110925,train,middle,irregular_T_ge_9,inc_high_60_80,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F567-2,5,5.75,9.59,0.041325550863959,0.0,0.7763947941760252,1.345765693114488,train,middle,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F568-1,12,5.1850000000000005,13.23,0.2188489548893078,0.0,1.2025295066464603,1.9917132757130895,holdout,candidate,mid_T_3_5,inc_low_lt_40,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F568-3,18,4.869999999999999,17.98,0.1802245674121936,0.0,1.1915866520345506,1.8295610562993927,train,middle,late_T_6_8,inc_mid_40_60,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F568-V1,15,5.87,17.63,0.1955578745133887,0.0,1.0454141177062042,1.9992610711131005,train,candidate,late_T_6_8,inc_mid_40_60,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F571-8,13,4.77,15.55,0.0246076022689681,0.0,1.4773599874145207,3.2663657755870577,train,candidate,mid_T_3_5,inc_edge_ge_80,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F571-V1,7,7.78,13.59,0.4944615826677371,0.0,0.5156793117504672,1.369957607346053,train,control,late_T_6_8,inc_low_lt_40,7.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F574-1,14,6.58,12.6,0.1509646831563863,0.0,1.139464245847707,2.0194901629975077,train,middle,late_T_6_8,inc_high_60_80,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F574-2,5,6.49,10.83,0.1330475659417185,0.0,0.8321018279674817,1.2826221128780626,train,candidate,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F579-V1,14,6.005000000000001,15.16,0.0989417908584865,0.0,1.3966085480435169,2.2225604091652236,train,middle,mid_T_3_5,inc_low_lt_40,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F583-1,25,3.86,16.26,0.1919541705876132,0.0,0.7648490504112828,1.5350408132511606,train,middle,irregular_T_ge_9,inc_high_60_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
F583-4,12,4.675,7.29,0.11316579514847798,0.0,1.0754630461670265,1.8399805576783428,train,control,mid_T_3_5,inc_mid_40_60,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
IC2574,34,5.545,10.23,0.3765714028427711,0.0,0.5485328390367614,1.224014811372864,holdout,control,irregular_T_ge_9,inc_high_60_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
IC4202,32,12.905000000000001,25.9,0.0480021177055607,0.4202354154490455,1.8322708789160742,2.5252651393808985,holdout,candidate,mid_T_3_5,inc_edge_ge_80,4.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
KK98-251,15,1.4,3.13,0.7299731114553866,0.0,0.5944204822522641,0.9390197764486664,train,middle,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC0024,29,1.7,11.27,0.1003561854937087,0.0,1.8354156459886561,2.6135775721070993,holdout,middle,mid_T_3_5,inc_high_60_80,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC0055,21,7.37,13.5,0.5636871759105618,0.0,0.9481123405254441,1.7634279935629371,train,middle,irregular_T_ge_9,inc_high_60_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC0100,21,4.79,9.62,0.1353722904856278,0.0,0.9832195240295576,2.1542413301672982,train,control,late_T_6_8,inc_edge_ge_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC0247,26,7.800000000000001,14.54,0.2780788625868493,0.0,1.0216021887480098,1.819675519994293,train,control,late_T_6_8,inc_high_60_80,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC0289,28,30.255,71.12,0.3264680293358429,0.0,0.28284513819261864,3.1437608955657024,train,middle,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC0300,25,6.36,11.8,0.2524806244199543,0.0,0.6574265386880047,1.9566485792052033,train,middle,late_T_6_8,inc_mid_40_60,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC0801,13,17.65,59.82,0.081133378243954,0.0,1.9951723710897176,3.4632761813503317,train,candidate,mid_T_3_5,inc_edge_ge_80,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC0891,18,9.265,17.11,0.0332828051711864,0.2235566106692832,1.858026248534805,3.4548555267595273,train,candidate,mid_T_3_5,inc_edge_ge_80,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC1003,36,15.745,30.24,0.4134634055397422,0.0,0.05021327702122619,2.2447964787476224,train,middle,late_T_6_8,inc_high_60_80,6.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC1090,24,15.705,30.09,0.1157557203351142,0.0,1.1905175547260551,3.187641967953542,train,middle,mid_T_3_5,inc_high_60_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC1705,14,3.115,6.0,0.3380916901906999,0.0,0.22435242117842633,2.709990359852276,train,middle,irregular_T_ge_9,inc_edge_ge_80,11.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC2366,26,3.09,6.06,0.5932214289876663,0.0,-0.043928554504358105,1.7134905430939424,train,middle,irregular_T_ge_9,inc_high_60_80,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC2403,73,3.79,20.87,0.2240697473760753,0.0,1.254477272840949,3.043672658161538,train,middle,late_T_6_8,inc_high_60_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC2683,11,17.31,34.62,0.0371166982515088,0.09496838710118838,0.831441692373184,2.8781712312545915,holdout,middle,mid_T_3_5,inc_edge_ge_80,3.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC2841,50,13.33,63.64,0.1292219698933915,0.3327677068343596,1.3326522610343003,2.748513625783343,train,candidate,mid_T_3_5,inc_high_60_80,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC2903,34,9.120000000000001,24.96,0.0496469477804444,0.0,1.3307327366895614,3.868854188993705,train,candidate,mid_T_3_5,inc_high_60_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC2915,30,5.185,10.04,0.424129996197886,0.0,-0.03810962553270595,2.5184481326981416,train,candidate,irregular_T_ge_9,inc_mid_40_60,11.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC2955,24,9.035,35.43,0.0550017614935728,0.4673226415945107,2.134365859482458,3.1435799525277397,train,middle,mid_T_3_5,inc_mid_40_60,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC2976,27,1.01,2.27,0.1027653613566688,0.0,2.30167128980786,2.603404221739564,train,control,mid_T_3_5,inc_high_60_80,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC2998,13,12.5,42.28,0.1083132521731512,0.0,1.6922306830143974,3.316031184383639,train,candidate,mid_T_3_5,inc_mid_40_60,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3109,25,3.35,6.45,0.6611396570013207,0.0,0.30839211635486125,1.0232524596337116,train,middle,irregular_T_ge_9,inc_high_60_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3198,43,7.06,44.08,0.1492655314504896,0.0,1.2650109711054893,3.035397715291015,train,control,mid_T_3_5,inc_high_60_80,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3521,41,3.95,17.74,0.0168386498903978,0.0,2.5195889276611987,3.74763239520684,train,control,mid_T_3_5,inc_high_60_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3726,12,13.065,32.52,0.1226403651218742,0.0,1.1557074911807586,2.565788807262067,holdout,candidate,mid_T_3_5,inc_mid_40_60,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3741,21,2.57,7.0,0.7272761755685594,0.0,-0.24253971986880193,1.5554572172046497,train,middle,irregular_T_ge_9,inc_high_60_80,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3769,12,11.39,37.16,0.2583620174278137,0.0,0.859274475859463,2.560086048497414,train,middle,mid_T_3_5,inc_high_60_80,3.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3877,13,6.11,11.35,0.024960031778022997,0.0,2.2468720154381567,2.8772158014269795,train,middle,mid_T_3_5,inc_high_60_80,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3893,10,9.855,19.05,0.11509842379060728,0.0,1.450096450609115,3.01651939857895,train,control,mid_T_3_5,inc_mid_40_60,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3917,17,7.85,14.86,0.0873836513534947,0.0,1.410959420870229,2.2756568095370144,train,control,late_T_6_8,inc_high_60_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3949,7,4.37,7.07,0.0631191470985132,0.0,2.0782692709916564,2.8761196512188567,holdout,middle,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3953,8,9.595,15.68,0.0177415452346258,0.0,2.065113145238178,2.697525747861548,train,middle,mid_T_3_5,inc_high_60_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3972,10,4.805,8.72,0.0805146224534249,0.0,1.7273889153799096,2.4062164678532603,holdout,middle,mid_T_3_5,inc_high_60_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3992,9,27.52,46.02,0.0840148172865388,0.0,1.0276702834637474,2.326683976381879,train,middle,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4010,12,5.675000000000001,10.47,0.12129304681024829,0.0,1.6578795401868776,2.4078326232636313,train,middle,late_T_6_8,inc_edge_ge_80,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4013,36,18.229999999999997,31.01,0.0690537022061544,0.22092004244758756,1.0181113042614893,2.412830002562326,holdout,middle,mid_T_3_5,inc_edge_ge_80,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4051,7,6.98,12.19,0.0334116549580295,0.0,2.119310762320387,2.5967729767595324,train,candidate,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4068,6,1.27,2.33,0.3037921835610156,0.0,1.1018631630164675,1.6375897858387,train,middle,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4085,7,3.58,6.2,0.0310189699612426,0.0,2.1452884804595134,2.9485107688376573,train,middle,mid_T_3_5,inc_edge_ge_80,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4088,12,11.33,21.48,0.0897143210371243,0.0,1.5593413672138234,2.897649080327782,holdout,candidate,mid_T_3_5,inc_high_60_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4100,24,12.655,22.76,0.0818813008653056,0.0,0.9593450077717341,2.5456410607205737,train,middle,mid_T_3_5,inc_high_60_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4138,7,10.65,18.58,0.0439935766307571,0.23972984785708581,0.6926189013281929,2.6583739527605146,train,middle,early_T_le_2,inc_mid_40_60,0.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4157,17,15.68,29.61,0.1146371143590203,0.04062638353243858,0.7485886640063604,3.0507160785392387,train,middle,mid_T_3_5,inc_edge_ge_80,3.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4183,23,10.47,21.02,0.3105049950741936,0.0,0.7379536594352742,2.2046896204203605,holdout,control,late_T_6_8,inc_edge_ge_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4214,14,2.925,5.63,0.1817104739123197,0.0,0.5123592877122507,2.7334380270910614,holdout,middle,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4217,19,8.72,16.72,0.029597365409038002,0.8443493764507262,1.0314022242396845,2.173681489728459,train,candidate,mid_T_3_5,inc_edge_ge_80,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4389,6,3.145,5.32,0.0231227672033833,0.0,2.2501261736983182,2.89999549768761,holdout,candidate,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4559,32,10.805,20.97,0.2468108590410989,0.0,0.6756005247589165,2.719314710542117,train,middle,late_T_6_8,inc_high_60_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5005,18,4.67,11.47,0.0748525960352255,0.32930392944612125,2.6603883165060256,3.5452724705098606,train,middle,mid_T_3_5,inc_high_60_80,4.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5033,22,20.515,44.59,0.1346835011651077,0.3038915079333484,0.8263437543116122,3.335698551498222,train,middle,mid_T_3_5,inc_high_60_80,5.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5055,28,15.745000000000001,54.59,0.0856031183632459,0.0,1.312204963610679,3.6106527118951433,train,candidate,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5371,19,20.2,46.24,0.0481273593454864,0.0,1.9478022273343039,3.198505882176718,train,candidate,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5585,24,3.08,10.96,0.20892023292151976,0.0,1.7350991678311907,2.8187733666631947,train,middle,late_T_6_8,inc_mid_40_60,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5907,19,27.68,50.33,0.1572305088081207,0.0,0.8223570578314573,2.57362573693412,holdout,middle,mid_T_3_5,inc_edge_ge_80,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5985,33,15.64,34.72,0.0295422230951346,0.13824751923841294,1.8191020419726533,2.530289366272282,holdout,candidate,mid_T_3_5,inc_high_60_80,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6015,44,11.54,29.23,0.1854140497066611,0.0,0.8049295527339634,2.9706397170107355,train,middle,late_T_6_8,inc_high_60_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6195,23,12.34,36.43,0.0474303933661792,0.5471611332496125,2.0510870336753273,2.7646393320674476,train,candidate,mid_T_3_5,inc_high_60_80,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6503,31,12.12,23.5,0.2049645647197884,0.0,-0.034790635205404215,2.9215460222233314,train,control,late_T_6_8,inc_high_60_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6674,15,37.51,72.41,0.1201566434788357,0.14127099740146237,0.39821126194759715,2.825886783798647,train,candidate,mid_T_3_5,inc_mid_40_60,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6789,4,0.405,0.71,0.3124876117263441,0.0,1.6495337685489222,2.1013689632492514,holdout,middle,irregular_T_ge_9,inc_mid_40_60,11.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6946,58,10.29,20.4,0.0727529263390916,0.1522384939532083,1.4486733791800546,3.206809690842736,holdout,middle,late_T_6_8,inc_low_lt_40,6.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC7331,36,17.61,36.31,0.0717586900579991,0.06960288293076379,1.4992933896487588,3.3073697960474604,holdout,candidate,mid_T_3_5,inc_high_60_80,3.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC7793,46,1.6600000000000001,7.87,0.0827505793622192,0.0,2.1094456224038796,3.082419116442672,train,control,late_T_6_8,inc_mid_40_60,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC7814,18,10.075,19.53,0.015600888183379001,0.7613642631753184,1.158884227472834,2.683893177775245,train,middle,early_T_le_2,inc_edge_ge_80,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
PGC51017,6,1.98,3.63,0.47103021984053256,0.0,0.6008202302782796,1.6478717653062325,train,middle,irregular_T_ge_9,inc_high_60_80,11.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC00128,22,27.525,53.75,0.4684369560335652,0.0,-0.21184172412693114,1.9095025414054152,train,middle,late_T_6_8,inc_mid_40_60,8.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC00191,9,1.62,9.98,0.2220592575480998,0.0,1.4028454459616997,1.9698350930757975,train,control,irregular_T_ge_9,inc_mid_40_60,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC00634,4,11.26,18.01,0.5927174237172269,0.0,0.27526558841697696,1.0174507295105362,train,middle,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC00731,12,5.905,10.91,0.6981765286092368,0.0,-0.025815124639409128,0.9370161074648142,holdout,middle,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC00891,5,4.45,7.39,0.6490832991042254,0.0,0.34356872624170465,1.0681858617461617,holdout,control,irregular_T_ge_9,inc_high_60_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC01230,11,8.6,36.54,0.3859051809127289,0.0,0.6837714953228486,1.9746037920870327,train,middle,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC01281,23,2.07,4.99,0.2592500195435606,0.0,0.7710381677720035,1.3581252852766486,train,control,late_T_6_8,inc_edge_ge_80,8.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02023,5,2.27,3.78,0.2065996906946769,0.0,1.3052473883073465,1.750970984437319,holdout,middle,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02259,8,4.58,8.14,0.3172235144329202,0.0,0.93637921076369,1.73559889969818,holdout,middle,late_T_6_8,inc_mid_40_60,8.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02455,8,2.2649999999999997,4.03,0.1197814066464496,0.0,1.7291084695169048,2.5706946829462054,train,candidate,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02487,17,40.19,80.38,0.0469220826874005,0.2923449692729375,0.8804551903770131,2.47158505418519,train,candidate,early_T_le_2,inc_low_lt_40,0.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02885,19,38.97,74.07,0.1419975068378878,0.22876226521338835,1.2121110806738777,2.9444481246241314,train,middle,mid_T_3_5,inc_high_60_80,5.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
