galaxy,split,formula_family,n_points,rmse_tpg_v6,rmse_mond,rmse_matched_family,rmse_wrong_family_mean,best_family,matched_family_rank,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared,matched_minus_wrong_mean,matched_minus_tpg_v6,matched_minus_mond,matched_beats_wrong_mean,matched_beats_tpg_v6,matched_beats_mond,claim_boundary
NGC3726,holdout,K_thick_flared,12,23.631876746434497,26.325344741169783,22.79755522417089,27.046547218794966,K_exponential_disk,2,34.803704377123964,24.444812422394104,21.89112485686682,22.79755522417089,-4.2489919946240775,-0.8343215222636076,-3.5277895169988938,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC3769,train,K_thick_flared,12,11.2553126000523,15.980528592616563,10.512927499323025,15.81809169696382,K_exponential_disk,2,25.70221137112346,11.971266897886482,9.780796821881525,10.512927499323025,-5.305164197640796,-0.7423851007292743,-5.467601093293538,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC3877,train,K_thick_flared,13,22.419419150236873,23.91875443404216,22.08734115885114,29.054377223358,K_exponential_disk,2,42.5352130015757,22.854557122222356,21.773361546275936,22.08734115885114,-6.9670360645068605,-0.33207799138573435,-1.8314132751910215,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC3893,train,K_thick_flared,10,7.421761571780209,6.883534927974165,8.268422939237203,9.843076276171802,K_scale_tail_spiral,2,13.342815203373254,6.862305635245328,9.324107989896824,8.268422939237203,-1.574653336934599,0.8466613674569938,1.3848880112630377,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC3917,train,K_exponential_disk,17,6.899654025227952,6.637702160319162,8.631088151285468,13.57175782726017,K_scale_tail_spiral,3,26.657385247505978,6.452191277429576,8.631088151285468,7.605696956844949,-4.940669675974702,1.7314341260575157,1.9933859909663054,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC3949,holdout,K_thick_flared,7,8.950158230683527,11.297904622428334,8.678216127024218,22.72740335752656,K_exponential_disk,2,50.15654048051538,9.652397226533783,8.373272365530513,8.678216127024218,-14.04918723050234,-0.2719421036593097,-2.619688495404116,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC3953,train,K_thick_flared,8,10.449994650865388,10.343662263567392,10.55383538687841,13.573063796246238,K_scale_tail_spiral,2,19.43815980739362,10.437675468940183,10.843356112404912,10.55383538687841,-3.0192284093678285,0.10384073601302113,0.21017312331101756,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC3972,holdout,K_thick_flared,10,7.806428086864266,6.774747860896815,8.464906464938156,19.89868096985006,K_scale_tail_spiral,2,43.704937357513515,6.707975112059255,9.283130439977413,8.464906464938156,-11.433774504911902,0.6584783780738901,1.6901586040413417,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC3992,train,K_thick_flared,9,21.62991458359259,18.53931925672739,23.63875115028724,22.094294615044948,K_compact_finite,3,19.004485845197102,21.126677197408743,26.151720802528995,23.63875115028724,1.5444565352422934,2.008836566694651,5.099431893559853,False,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4010,train,K_exponential_disk,12,10.799199499954586,11.798351296716529,9.44159669812727,22.95697576374381,K_exponential_disk,1,46.946356792641545,11.768591608366766,9.44159669812727,10.15597889022311,-13.51537906561654,-1.3576028018273156,-2.3567545985892586,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4013,holdout,K_compact_finite,36,12.273912532057183,14.334222058319126,16.99356852880305,11.668540793425578,K_exponential_disk,4,16.99356852880305,12.733233099294065,10.880207082032726,11.39218219894994,5.325027735377471,4.719655996745866,2.659346470483923,False,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4051,train,K_thick_flared,7,23.162699244292835,25.364933901873997,22.321198124489968,30.767138064171817,K_exponential_disk,2,46.82075484942632,24.040045370873113,21.440613972216013,22.321198124489968,-8.44593993968185,-0.8415011198028672,-3.043735777384029,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4068,train,K_scale_tail_spiral,6,9.789559083112076,11.389697947293712,14.042724437389454,67.42956671973123,K_exponential_disk,3,185.07924139893888,14.042724437389454,8.122367949148318,9.08709081110649,-53.386842282341775,4.253165354277378,2.6530264900957423,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4085,train,K_thick_flared,7,21.45520895763762,23.247876990413115,20.992615149075316,38.08639234794842,K_exponential_disk,2,71.38902108824118,22.39740944845242,20.47274650715166,20.992615149075316,-17.093777198873102,-0.46259380856230337,-2.2552618413377985,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4088,holdout,K_thick_flared,12,38.98773649865968,42.18384581680386,38.455377936394925,42.99212102309881,K_exponential_disk,2,51.33621019678367,39.77015631070587,37.869996561806886,38.455377936394925,-4.536743086703886,-0.5323585622647542,-3.7284678804089353,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4100,train,K_thick_flared,24,10.799906207475212,9.873831807311648,11.777571748634417,12.316135202300247,K_scale_tail_spiral,2,13.48772836892042,10.330648257960979,13.130028980019343,11.777571748634417,-0.5385634536658301,0.9776655411592046,1.903739941322769,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4138,train,K_compact_finite,7,9.51519890085038,10.185247994852606,19.734164564684434,9.763873637930764,K_scale_tail_spiral,4,19.734164564684434,9.578341389474291,10.080711352430805,9.632568171887195,9.97029092675367,10.218965663834053,9.548916569831828,False,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4157,train,K_thick_flared,17,20.216389281228402,23.480615178680974,18.880739807305662,22.153823927512928,K_exponential_disk,2,28.19517678007491,20.880007578798605,17.386287423665273,18.880739807305662,-3.2730841202072654,-1.3356494739227394,-4.599875371375312,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4183,holdout,K_exponential_disk,23,6.489693491114096,10.354993594406714,6.224581287933666,13.760210864515452,K_thick_flared,2,28.09744430832445,7.3225980270534246,6.224581287933666,5.86059025816848,-7.535629576581786,-0.26511220318043005,-4.1304123064730485,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4214,holdout,K_scale_tail_spiral,14,17.991047303306434,15.27888150484993,15.745318476187409,38.26313235667124,K_scale_tail_spiral,1,78.01089432719559,15.745318476187409,18.527737415206012,18.250765327612115,-22.517813880483835,-2.2457288271190254,0.46643697133747963,True,True,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4217,train,K_compact_finite,19,52.35219166022327,55.35556407681141,55.742715665520755,51.93585552015994,K_exponential_disk,4,55.742715665520755,52.82660693651676,51.18414311647421,51.796816507488856,3.8068601453608153,3.390524005297486,0.38715158870934374,False,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4389,holdout,K_thick_flared,6,46.55692853885728,48.50110279830857,45.974951806547196,67.03856717768365,K_exponential_disk,2,107.98214008267175,47.82928696479762,45.304274485581594,45.974951806547196,-21.06361537113645,-0.581976732310082,-2.5261509917613765,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC4559,train,K_exponential_disk,32,15.385306161864646,18.985298676354127,11.77662416508168,21.660621605894306,K_exponential_disk,1,34.596721613585736,16.619025689296773,11.77662416508168,13.76611751480042,-9.883997440812626,-3.608681996782966,-7.208674511272447,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC5005,train,K_compact_finite,18,12.481746631320759,13.97796581666026,21.343997411839407,12.450697289878413,K_exponential_disk,4,21.343997411839407,12.57812400677166,12.349127636030014,12.424840226833565,8.893300121960994,8.862250780518648,7.366031595179146,False,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC5033,train,K_compact_finite,22,15.138788047327509,15.295974840608453,13.873279524642212,16.274136032718875,K_compact_finite,1,13.873279524642212,14.775473508615312,17.786769059140617,16.2601655304007,-2.4008565080766626,-1.2655085226852965,-1.4226953159662408,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC5055,train,K_thick_flared,28,23.304882018533657,29.486670612228213,22.108380900027967,24.581270741334595,K_exponential_disk,2,28.886045200096575,24.058727346674168,20.79903967723305,22.108380900027967,-2.4728898413066283,-1.1965011185056902,-7.378289712200246,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC5371,train,K_thick_flared,19,41.66572118681593,44.87169677347413,40.216009532545556,42.48484612892555,K_exponential_disk,2,46.45583646539395,42.255341222751504,38.743360698631186,40.216009532545556,-2.268836596379991,-1.4497116542703736,-4.655687240928572,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC5585,train,K_exponential_disk,24,7.910184029247681,8.365260361585127,7.261200623297494,27.27650447257778,K_exponential_disk,1,65.3305843618592,8.85930318133798,7.261200623297494,7.639625874536165,-20.015303849280286,-0.6489834059501867,-1.1040597382876332,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC5907,holdout,K_thick_flared,19,16.785509985459306,18.59536481497724,17.013339297221307,17.828563741942038,K_scale_tail_spiral,2,19.143923926446448,16.972225684978213,17.369541614401452,17.013339297221307,-0.8152244447207302,0.22782931176200094,-1.582025517755934,True,False,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC5985,holdout,K_compact_finite,33,72.28739039126062,69.40357999391347,59.896707782901444,73.29341099425697,K_compact_finite,1,59.896707782901444,71.55950197762083,74.81548796287916,73.50524304227095,-13.396703211355529,-12.390682608359171,-9.506872211012023,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC6015,train,K_exponential_disk,44,13.450865436024902,10.82252972156713,15.74229513884599,13.978281082308056,K_scale_tail_spiral,4,14.74113290652907,12.7579251060169,15.74229513884599,14.435785234378192,1.764014056537933,2.2914297028210875,4.9197654172788585,False,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC6503,train,K_exponential_disk,31,7.537023161651215,4.239120184630891,12.325638251735061,10.887281107338145,K_scale_tail_spiral,3,16.71453791537778,6.286181362603503,12.325638251735061,9.661124044033155,1.4383571443969156,4.788615090083846,8.08651806710417,False,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
NGC7793,train,K_exponential_disk,46,5.722342289485416,6.0568332273601175,5.760806077336799,34.734869094752156,K_thick_flared,2,92.34803727199667,6.127143398362914,5.760806077336799,5.729426613896877,-28.974063017415357,0.03846378785138249,-0.2960271500233187,True,False,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC00191,train,K_scale_tail_spiral,9,7.100447637659804,7.3035411506648025,5.7232425165237695,47.902662765195,K_scale_tail_spiral,1,127.92196159734335,5.7232425165237695,8.206881056398718,7.579145641842911,-42.17942024867123,-1.3772051211360345,-1.580298634141033,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC00634,train,K_scale_tail_spiral,4,8.17927394861286,2.390542422509193,6.473523239737815,14.698694218593266,K_scale_tail_spiral,1,19.469920593511993,6.473523239737815,14.091949566005082,10.534212496262716,-8.225170978855452,-1.705750708875045,4.082980817228622,True,True,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC00891,holdout,K_scale_tail_spiral,5,5.958365558298525,7.682081654505746,6.569290687957648,30.046686385120363,K_exponential_disk,3,79.66608064043508,6.569290687957648,4.932940513422626,5.5410380015033835,-23.477395697162716,0.6109251296591225,-1.112790966548098,True,False,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC04305,holdout,K_scale_tail_spiral,22,23.999621706482884,26.588364190715332,26.808062784312273,54.97638920038208,K_exponential_disk,3,120.13897648532503,26.808062784312273,21.776245010393428,23.01394610542778,-28.168326416069807,2.8084410778293893,0.21969859359694155,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC04483,train,K_scale_tail_spiral,8,3.798705980303068,5.284251656234046,10.054495276935254,93.21784442133297,K_exponential_disk,3,273.76704066281366,10.054495276935254,2.573343301118045,3.3131493000672245,-83.16334914439771,6.255789296632186,4.770243620701208,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC04499,holdout,K_scale_tail_spiral,9,6.040634191372928,8.985021588452573,7.642465732778942,27.2147437719655,K_exponential_disk,3,70.81266980275193,7.642465732778942,5.1859766391806925,5.645584873963883,-19.57227803918656,1.601831541406014,-1.3425558556736314,True,False,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC05764,train,K_scale_tail_spiral,10,10.69204900722308,8.472754908677588,6.982946574188482,51.259193880630136,K_scale_tail_spiral,1,128.97971898516718,6.982946574188482,13.217373811525977,11.580488845197232,-44.276247306441654,-3.709102433034598,-1.4898083344891067,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC05829,holdout,K_scale_tail_spiral,11,6.222677845510406,8.606905396927852,6.972563995633898,33.781598312991534,K_thick_flared,2,87.78515793245373,6.972563995633898,7.270191650425184,6.289445356095687,-26.809034317357636,0.7498861501234924,-1.6343414012939537,True,False,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC05918,train,K_scale_tail_spiral,8,3.852091274673392,4.343347077626917,3.820573804610818,44.42210980539513,K_scale_tail_spiral,1,121.26987286959196,3.820573804610818,7.051420187899206,4.945036358694197,-40.601536000784314,-0.031517470062574215,-0.522773273016099,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC06399,train,K_scale_tail_spiral,9,6.570667508689696,4.007206920083819,4.496852360136039,26.811459274367895,K_scale_tail_spiral,1,63.0990000185335,4.496852360136039,9.479779827114978,7.855597977455201,-22.314606914231856,-2.073815148553657,0.4896454400522199,True,True,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC06446,train,K_scale_tail_spiral,17,11.600558614682592,9.277034813965724,9.608036252006082,26.3334798535363,K_scale_tail_spiral,1,51.061924071982006,9.608036252006082,15.032039928535234,12.906475560091645,-16.725443601530216,-1.9925223626765103,0.3310014380403583,True,True,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC06628,train,K_scale_tail_spiral,7,30.52936844963153,33.51825732954061,32.76752603659018,51.59834501008165,K_exponential_disk,3,97.81139989357231,32.76752603659018,27.73172057489266,29.251914561779977,-18.830818973491468,2.2381575869586534,-0.7507312929504266,True,False,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC06667,train,K_scale_tail_spiral,9,21.777818607382592,16.71485279097738,18.254026493374933,35.9316027991122,K_scale_tail_spiral,1,57.416178357738,18.254026493374933,26.75236150929531,23.626268530303292,-17.677576305737265,-3.5237921140076587,1.5391737023975551,True,True,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC06818,holdout,K_scale_tail_spiral,8,12.386120759877572,13.66362183441789,13.901550076257113,35.32162467560686,K_exponential_disk,3,83.16113198644662,13.901550076257113,11.039634583678033,11.764107456695935,-21.42007459934975,1.5154293163795405,0.23792824183922257,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC06917,holdout,K_scale_tail_spiral,11,6.430936477869006,4.61507933369384,5.808428592734452,19.370879463539186,K_scale_tail_spiral,1,41.547896708505554,5.808428592734452,8.981750745618056,7.582990936493945,-13.562450870804735,-0.6225078851345538,1.1933492590406116,True,True,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC06930,train,K_exponential_disk,10,7.129942401878801,10.615359911067321,6.7704197733511,15.319710280159526,K_thick_flared,2,31.49719182180449,7.94480881737857,6.7704197733511,6.517130201295519,-8.549290506808426,-0.3595226285277011,-3.844940137716221,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC06983,holdout,K_scale_tail_spiral,17,11.036839059186455,9.148970751386091,10.378426291683292,17.214350735686995,K_scale_tail_spiral,1,25.8838468118674,10.378426291683292,13.605126369181878,12.154079026011713,-6.8359244440037035,-0.6584127675031635,1.2294555402972005,True,True,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC07089,train,K_exponential_disk,12,11.854626156035648,15.11002549298317,8.347194825643959,29.909915872873057,K_exponential_disk,1,65.48553305250043,13.91579823380094,8.347194825643959,10.328416332317806,-21.562721047229097,-3.5074313303916895,-6.762830667339211,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC07125,train,K_scale_tail_spiral,13,23.50738158433897,30.744216898994726,25.49714427081561,30.944057449885737,K_exponential_disk,3,53.571162588691365,25.49714427081561,18.03480007443073,21.22620968653512,-5.446913179070126,1.9897626864766416,-5.247072628179115,True,False,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC07559,train,K_scale_tail_spiral,7,8.085663881075234,10.488763467566779,12.843255511283772,65.31979461327889,K_exponential_disk,3,182.7597696633325,12.843255511283772,5.979985469576416,7.219628706927766,-52.476539101995115,4.7575916302085375,2.354492043716993,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC07577,holdout,K_scale_tail_spiral,9,10.601721967205515,13.125766123408509,17.124297895456632,86.65882470152344,K_exponential_disk,3,241.67726528740351,17.124297895456632,8.637803104765316,9.66140571240152,-69.53452680606681,6.522575928251117,3.998531772048123,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC07608,train,K_scale_tail_spiral,8,11.086952972273936,7.643350201540864,7.4459557613823,43.0062526897704,K_scale_tail_spiral,1,102.54659210061145,7.4459557613823,14.170248435521525,12.301917533178207,-35.5602969283881,-3.640997210891636,-0.1973944401585639,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC07690,train,K_scale_tail_spiral,7,4.60175903715822,6.229715228813062,6.725261998780935,41.522276622486956,K_exponential_disk,3,116.67289552262304,6.725261998780935,3.7821971270476635,4.111737217790168,-34.79701462370602,2.123502961622715,0.4955467699678726,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC08837,train,K_scale_tail_spiral,8,11.823039060545453,14.631810600470736,15.524572119525873,50.51465170334075,K_exponential_disk,3,131.74516604171907,15.524572119525873,9.134398392608325,10.664390675694888,-34.99007958381488,3.70153305898042,0.8927615190551368,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC09992,train,K_scale_tail_spiral,5,12.419100947372682,15.349374013313273,15.979683756952904,53.45150288271761,K_exponential_disk,3,138.9491870261348,15.979683756952904,10.029104494912074,11.376217127105937,-37.47181912576471,3.5605828095802217,0.6303097436396303,True,False,False,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC10310,train,K_scale_tail_spiral,7,6.026738625872166,8.025462221912084,6.963612099942949,27.879011567372785,K_thick_flared,3,71.23900999645669,6.963612099942949,6.4793897274327295,5.918634978228939,-20.915399467429836,0.9368734740707838,-1.061850121969135,True,False,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
UGC12732,train,K_scale_tail_spiral,16,7.718129754895397,6.818578331328152,6.263565949137006,19.03687874389262,K_scale_tail_spiral,1,35.167546956936754,6.263565949137006,12.478280952594082,9.464808322147013,-12.773312794755611,-1.454563805758391,-0.5550123821911459,True,True,True,s4g75_filled_kernel_endpoint_stress_test_not_validation
