galaxy,split,n_points,channel_activation,rmse_body,rmse_joint,rmse_tpg_v6,rmse_mond,joint_minus_body,joint_minus_tpg,joint_minus_mond
NGC5005,train,18,0.31062083217624176,41.84444757807217,41.84444757807217,12.481746631320759,13.97796581666026,0.0,29.36270094675141,27.86648176141191
NGC5033,train,22,0.7392892250554903,51.73864181096613,51.73864181096613,15.138788047327509,15.295974840608453,0.0,36.59985376363862,36.44266697035768
NGC5055,train,28,0.6185511973303869,37.01785390512903,37.01785390512903,23.304882018533657,29.486670612228213,0.0,13.712971886595373,7.531183292900817
NGC5371,train,19,0.3100383048989119,29.004007077758,29.004007077758,41.66572118681593,44.87169677347413,0.0,-12.661714109057929,-15.867689695716127
NGC5585,train,24,0.5388000251682901,14.373568164486121,14.373568164486121,7.910184029247681,8.365260361585127,0.0,6.4633841352384405,6.008307802900994
NGC5907,holdout,19,0.3122412017594717,47.89710038327308,47.89710038327308,16.785509985459306,18.59536481497724,0.0,31.11159039781377,29.301735568295836
NGC5985,holdout,33,0.42981767832486834,98.00531823604153,98.00531823604153,72.28739039126062,69.40357999391347,0.0,25.717927844780917,28.601738242128064
NGC6015,train,44,0.4997287041188745,25.30934519855279,25.30934519855279,13.450865436024902,10.82252972156713,0.0,11.858479762527889,14.48681547698566
NGC6503,train,31,0.40870451706772,22.68626295490746,22.68626295490746,7.537023161651215,4.239120184630891,0.0,15.149239793256244,18.447142770276567
NGC7793,train,46,0.64132021166717,16.144926995063177,16.144926995063177,5.722342289485416,6.0568332273601175,0.0,10.42258470557776,10.088093767703059
UGC00191,train,9,0.520880944289586,7.53561974660184,7.53561974660184,7.100447637659804,7.3035411506648025,0.0,0.4351721089420364,0.23207859593703795
UGC00634,train,4,0.5149154074480164,11.850786300802344,11.850786300802344,8.17927394861286,2.390542422509193,0.0,3.6715123521894846,9.460243878293152
UGC00891,holdout,5,0.5249842168658002,5.991317747220241,5.991317747220241,5.958365558298525,7.682081654505746,0.0,0.032952188921715475,-1.690763907285505
UGC04305,holdout,22,0.3440788029679823,26.773116655281804,26.773116655281804,23.999621706482884,26.588364190715332,0.0,2.77349494879892,0.18475246456647199
UGC04483,train,8,0.4958269182747184,3.626889437826843,3.626889437826843,3.798705980303068,5.284251656234046,0.0,-0.17181654247622502,-1.657362218407203
UGC04499,holdout,9,0.43698058970656056,7.493103071197475,7.493103071197475,6.040634191372928,8.985021588452573,0.0,1.452468879824547,-1.4919185172550984
UGC05764,train,10,0.3085757300179574,13.082750411773278,13.082750411773278,10.69204900722308,8.472754908677588,0.0,2.3907014045501978,4.609995503095689
UGC05829,holdout,11,0.4698589639674027,10.32818343296438,10.32818343296438,6.222677845510406,8.606905396927852,0.0,4.105505587453974,1.7212780360365283
UGC05918,train,8,0.5194579588682973,8.11213350630543,8.11213350630543,3.852091274673392,4.343347077626917,0.0,4.260042231632037,3.7687864286785127
UGC06399,train,9,0.47254245309704107,5.342835815483097,5.342835815483097,6.570667508689696,4.007206920083819,0.0,-1.227831693206599,1.335628895399278
UGC06446,train,17,0.49450388458489875,15.373419070214233,15.373419070214233,11.600558614682592,9.277034813965724,0.0,3.7728604555316405,6.096384256248509
UGC06628,train,7,0.43914180453577534,34.734002936705686,34.734002936705686,30.52936844963153,33.51825732954061,0.0,4.204634487074156,1.2157456071650756
UGC06667,train,9,0.49974224094791464,26.682430684605816,26.682430684605816,21.777818607382592,16.71485279097738,0.0,4.904612077223224,9.967577893628437
UGC06818,holdout,8,0.49590127748952656,11.76675901243891,11.76675901243891,12.386120759877572,13.66362183441789,0.0,-0.6193617474386617,-1.8968628219789796
UGC06917,holdout,11,0.3116020753600217,4.599724144648295,4.599724144648295,6.430936477869006,4.61507933369384,0.0,-1.8312123332207104,-0.015355189045545004
UGC06930,train,10,0.3794580207871516,10.833337828162982,10.833337828162982,7.129942401878801,10.615359911067321,0.0,3.703395426284181,0.21797791709566106
UGC06983,holdout,17,0.4680754015581319,10.792163315682261,10.792163315682261,11.036839059186455,9.148970751386091,0.0,-0.2446757435041942,1.6431925642961698
UGC07089,train,12,0.5090319464610773,5.011538808961934,5.011538808961934,11.854626156035648,15.11002549298317,0.0,-6.843087347073714,-10.098486684021236
UGC07125,train,13,0.3602188013203128,18.27847991954981,18.27847991954981,23.50738158433897,30.744216898994726,0.0,-5.228901664789159,-12.465736979444916
UGC07559,train,7,0.503146373267777,6.651369107984185,6.651369107984185,8.085663881075234,10.488763467566779,0.0,-1.4342947730910494,-3.8373943595825937
UGC07577,holdout,9,0.5085859577384482,8.396349694432287,8.396349694432287,10.601721967205515,13.125766123408509,0.0,-2.2053722727732286,-4.729416428976222
UGC07608,train,8,0.5249104270282728,13.585231994095366,13.585231994095366,11.086952972273936,7.643350201540864,0.0,2.49827902182143,5.941881792554502
UGC07690,train,7,0.4465931858694675,10.99224849044081,10.99224849044081,4.60175903715822,6.229715228813062,0.0,6.39048945328259,4.762533261627747
UGC08837,train,8,0.33723391920782425,11.637020304642293,11.637020304642293,11.823039060545453,14.631810600470736,0.0,-0.18601875590315942,-2.9947902958284427
UGC09992,train,5,0.5056763514352345,12.225765103408506,12.225765103408506,12.419100947372682,15.349374013313273,0.0,-0.19333584396417614,-3.1236089099047675
UGC10310,train,7,0.5108855908570973,10.082071081503969,10.082071081503969,6.026738625872166,8.025462221912084,0.0,4.055332455631803,2.0566088595918846
UGC12732,train,16,0.5066010865350397,14.708100684076006,14.708100684076006,7.718129754895397,6.818578331328152,0.0,6.989970929180609,7.889522352747854
