panel_x,panel_y,source_x,source_y,palette_class,robust_side_class,endpoint_access
102,33,639,575,blue,robust_approaching,False
103,33,640,575,blue,robust_approaching,False
104,33,641,575,blue,robust_approaching,False
89,34,626,576,purple,robust_approaching,False
90,34,627,576,purple,robust_approaching,False
91,34,628,576,purple,robust_approaching,False
92,34,629,576,purple,robust_approaching,False
93,34,630,576,purple,robust_approaching,False
94,34,631,576,purple,robust_approaching,False
95,34,632,576,purple,robust_approaching,False
96,34,633,576,purple,robust_approaching,False
100,34,637,576,blue,robust_approaching,False
101,34,638,576,blue,robust_approaching,False
102,34,639,576,blue,robust_approaching,False
103,34,640,576,blue,robust_approaching,False
104,34,641,576,blue,robust_approaching,False
86,35,623,577,purple,robust_approaching,False
87,35,624,577,purple,robust_approaching,False
88,35,625,577,purple,robust_approaching,False
89,35,626,577,purple,robust_approaching,False
90,35,627,577,purple,robust_approaching,False
91,35,628,577,purple,robust_approaching,False
92,35,629,577,purple,robust_approaching,False
93,35,630,577,purple,robust_approaching,False
94,35,631,577,purple,robust_approaching,False
95,35,632,577,purple,robust_approaching,False
96,35,633,577,purple,robust_approaching,False
97,35,634,577,purple,robust_approaching,False
98,35,635,577,purple,robust_approaching,False
100,35,637,577,blue,robust_approaching,False
101,35,638,577,blue,robust_approaching,False
102,35,639,577,blue,robust_approaching,False
103,35,640,577,blue,robust_approaching,False
104,35,641,577,blue,robust_approaching,False
86,36,623,578,purple,robust_approaching,False
87,36,624,578,purple,robust_approaching,False
88,36,625,578,purple,robust_approaching,False
89,36,626,578,purple,robust_approaching,False
90,36,627,578,purple,robust_approaching,False
91,36,628,578,purple,robust_approaching,False
92,36,629,578,purple,robust_approaching,False
93,36,630,578,purple,robust_approaching,False
94,36,631,578,purple,robust_approaching,False
95,36,632,578,purple,robust_approaching,False
96,36,633,578,purple,robust_approaching,False
97,36,634,578,purple,robust_approaching,False
98,36,635,578,purple,robust_approaching,False
100,36,637,578,blue,robust_approaching,False
101,36,638,578,blue,robust_approaching,False
102,36,639,578,blue,robust_approaching,False
103,36,640,578,blue,robust_approaching,False
104,36,641,578,blue,robust_approaching,False
88,37,625,579,purple,robust_approaching,False
89,37,626,579,purple,robust_approaching,False
90,37,627,579,purple,robust_approaching,False
91,37,628,579,purple,robust_approaching,False
92,37,629,579,purple,robust_approaching,False
93,37,630,579,purple,robust_approaching,False
94,37,631,579,purple,robust_approaching,False
95,37,632,579,purple,robust_approaching,False
96,37,633,579,purple,robust_approaching,False
97,37,634,579,purple,robust_approaching,False
98,37,635,579,purple,robust_approaching,False
100,37,637,579,blue,robust_approaching,False
101,37,638,579,blue,robust_approaching,False
102,37,639,579,blue,robust_approaching,False
103,37,640,579,blue,robust_approaching,False
104,37,641,579,blue,robust_approaching,False
80,38,617,580,blue,robust_approaching,False
81,38,618,580,blue,robust_approaching,False
82,38,619,580,blue,robust_approaching,False
83,38,620,580,blue,robust_approaching,False
84,38,621,580,blue,robust_approaching,False
85,38,622,580,blue,robust_approaching,False
86,38,623,580,blue,robust_approaching,False
87,38,624,580,blue,robust_approaching,False
89,38,626,580,purple,robust_approaching,False
90,38,627,580,purple,robust_approaching,False
91,38,628,580,purple,robust_approaching,False
92,38,629,580,purple,robust_approaching,False
93,38,630,580,purple,robust_approaching,False
94,38,631,580,purple,robust_approaching,False
95,38,632,580,purple,robust_approaching,False
96,38,633,580,purple,robust_approaching,False
97,38,634,580,purple,robust_approaching,False
98,38,635,580,purple,robust_approaching,False
100,38,637,580,blue,robust_approaching,False
101,38,638,580,blue,robust_approaching,False
102,38,639,580,blue,robust_approaching,False
103,38,640,580,blue,robust_approaching,False
104,38,641,580,blue,robust_approaching,False
80,39,617,581,blue,robust_approaching,False
81,39,618,581,blue,robust_approaching,False
82,39,619,581,blue,robust_approaching,False
83,39,620,581,blue,robust_approaching,False
84,39,621,581,blue,robust_approaching,False
85,39,622,581,blue,robust_approaching,False
86,39,623,581,blue,robust_approaching,False
87,39,624,581,blue,robust_approaching,False
89,39,626,581,purple,robust_approaching,False
90,39,627,581,purple,robust_approaching,False
91,39,628,581,purple,robust_approaching,False
92,39,629,581,purple,robust_approaching,False
93,39,630,581,purple,robust_approaching,False
94,39,631,581,purple,robust_approaching,False
95,39,632,581,purple,robust_approaching,False
96,39,633,581,purple,robust_approaching,False
97,39,634,581,purple,robust_approaching,False
98,39,635,581,purple,robust_approaching,False
100,39,637,581,blue,robust_approaching,False
101,39,638,581,blue,robust_approaching,False
102,39,639,581,blue,robust_approaching,False
103,39,640,581,blue,robust_approaching,False
104,39,641,581,blue,robust_approaching,False
80,40,617,582,blue,robust_approaching,False
81,40,618,582,blue,robust_approaching,False
82,40,619,582,blue,robust_approaching,False
83,40,620,582,blue,robust_approaching,False
84,40,621,582,blue,robust_approaching,False
85,40,622,582,blue,robust_approaching,False
86,40,623,582,blue,robust_approaching,False
87,40,624,582,blue,robust_approaching,False
89,40,626,582,purple,robust_approaching,False
90,40,627,582,purple,robust_approaching,False
91,40,628,582,purple,robust_approaching,False
92,40,629,582,purple,robust_approaching,False
93,40,630,582,purple,robust_approaching,False
94,40,631,582,purple,robust_approaching,False
95,40,632,582,purple,robust_approaching,False
96,40,633,582,purple,robust_approaching,False
97,40,634,582,purple,robust_approaching,False
98,40,635,582,purple,robust_approaching,False
99,40,636,582,purple,robust_approaching,False
74,41,611,583,blue,robust_approaching,False
75,41,612,583,blue,robust_approaching,False
76,41,613,583,blue,robust_approaching,False
77,41,614,583,blue,robust_approaching,False
78,41,615,583,blue,robust_approaching,False
79,41,616,583,blue,robust_approaching,False
80,41,617,583,blue,robust_approaching,False
81,41,618,583,blue,robust_approaching,False
82,41,619,583,blue,robust_approaching,False
83,41,620,583,blue,robust_approaching,False
84,41,621,583,blue,robust_approaching,False
85,41,622,583,blue,robust_approaching,False
86,41,623,583,blue,robust_approaching,False
87,41,624,583,blue,robust_approaching,False
89,41,626,583,purple,robust_approaching,False
90,41,627,583,purple,robust_approaching,False
91,41,628,583,purple,robust_approaching,False
92,41,629,583,purple,robust_approaching,False
93,41,630,583,purple,robust_approaching,False
94,41,631,583,purple,robust_approaching,False
95,41,632,583,purple,robust_approaching,False
96,41,633,583,purple,robust_approaching,False
97,41,634,583,purple,robust_approaching,False
98,41,635,583,purple,robust_approaching,False
99,41,636,583,purple,robust_approaching,False
100,41,637,583,purple,robust_approaching,False
101,41,638,583,purple,robust_approaching,False
102,41,639,583,purple,robust_approaching,False
103,41,640,583,purple,robust_approaching,False
104,41,641,583,purple,robust_approaching,False
106,41,643,583,blue,robust_approaching,False
107,41,644,583,blue,robust_approaching,False
74,42,611,584,blue,robust_approaching,False
75,42,612,584,blue,robust_approaching,False
76,42,613,584,blue,robust_approaching,False
77,42,614,584,blue,robust_approaching,False
78,42,615,584,blue,robust_approaching,False
79,42,616,584,blue,robust_approaching,False
80,42,617,584,blue,robust_approaching,False
81,42,618,584,blue,robust_approaching,False
82,42,619,584,blue,robust_approaching,False
83,42,620,584,blue,robust_approaching,False
84,42,621,584,blue,robust_approaching,False
85,42,622,584,blue,robust_approaching,False
86,42,623,584,blue,robust_approaching,False
87,42,624,584,blue,robust_approaching,False
89,42,626,584,purple,robust_approaching,False
90,42,627,584,purple,robust_approaching,False
91,42,628,584,purple,robust_approaching,False
92,42,629,584,purple,robust_approaching,False
93,42,630,584,purple,robust_approaching,False
94,42,631,584,purple,robust_approaching,False
95,42,632,584,purple,robust_approaching,False
96,42,633,584,purple,robust_approaching,False
97,42,634,584,purple,robust_approaching,False
98,42,635,584,purple,robust_approaching,False
99,42,636,584,purple,robust_approaching,False
100,42,637,584,purple,robust_approaching,False
101,42,638,584,purple,robust_approaching,False
102,42,639,584,purple,robust_approaching,False
103,42,640,584,purple,robust_approaching,False
104,42,641,584,purple,robust_approaching,False
106,42,643,584,blue,robust_approaching,False
107,42,644,584,blue,robust_approaching,False
74,43,611,585,blue,robust_approaching,False
75,43,612,585,blue,robust_approaching,False
76,43,613,585,blue,robust_approaching,False
77,43,614,585,blue,robust_approaching,False
78,43,615,585,blue,robust_approaching,False
79,43,616,585,blue,robust_approaching,False
80,43,617,585,blue,robust_approaching,False
81,43,618,585,blue,robust_approaching,False
82,43,619,585,blue,robust_approaching,False
83,43,620,585,blue,robust_approaching,False
84,43,621,585,blue,robust_approaching,False
85,43,622,585,blue,robust_approaching,False
86,43,623,585,blue,robust_approaching,False
87,43,624,585,blue,robust_approaching,False
91,43,628,585,purple,robust_approaching,False
92,43,629,585,purple,robust_approaching,False
93,43,630,585,purple,robust_approaching,False
97,43,634,585,purple,robust_approaching,False
98,43,635,585,purple,robust_approaching,False
99,43,636,585,purple,robust_approaching,False
100,43,637,585,purple,robust_approaching,False
101,43,638,585,purple,robust_approaching,False
102,43,639,585,purple,robust_approaching,False
103,43,640,585,purple,robust_approaching,False
104,43,641,585,purple,robust_approaching,False
106,43,643,585,blue,robust_approaching,False
107,43,644,585,blue,robust_approaching,False
74,44,611,586,blue,robust_approaching,False
75,44,612,586,blue,robust_approaching,False
76,44,613,586,blue,robust_approaching,False
77,44,614,586,blue,robust_approaching,False
78,44,615,586,blue,robust_approaching,False
79,44,616,586,blue,robust_approaching,False
80,44,617,586,blue,robust_approaching,False
81,44,618,586,blue,robust_approaching,False
82,44,619,586,blue,robust_approaching,False
83,44,620,586,blue,robust_approaching,False
84,44,621,586,blue,robust_approaching,False
85,44,622,586,blue,robust_approaching,False
86,44,623,586,blue,robust_approaching,False
87,44,624,586,blue,robust_approaching,False
88,44,625,586,blue,robust_approaching,False
89,44,626,586,blue,robust_approaching,False
90,44,627,586,blue,robust_approaching,False
91,44,628,586,purple,robust_approaching,False
92,44,629,586,purple,robust_approaching,False
94,44,631,586,blue,robust_approaching,False
95,44,632,586,blue,robust_approaching,False
96,44,633,586,blue,robust_approaching,False
97,44,634,586,purple,robust_approaching,False
98,44,635,586,purple,robust_approaching,False
99,44,636,586,purple,robust_approaching,False
100,44,637,586,purple,robust_approaching,False
101,44,638,586,purple,robust_approaching,False
102,44,639,586,purple,robust_approaching,False
103,44,640,586,purple,robust_approaching,False
104,44,641,586,purple,robust_approaching,False
106,44,643,586,blue,robust_approaching,False
107,44,644,586,blue,robust_approaching,False
108,44,645,586,blue,robust_approaching,False
109,44,646,586,blue,robust_approaching,False
110,44,647,586,blue,robust_approaching,False
74,45,611,587,blue,robust_approaching,False
75,45,612,587,blue,robust_approaching,False
76,45,613,587,blue,robust_approaching,False
77,45,614,587,blue,robust_approaching,False
78,45,615,587,blue,robust_approaching,False
79,45,616,587,blue,robust_approaching,False
80,45,617,587,blue,robust_approaching,False
81,45,618,587,blue,robust_approaching,False
82,45,619,587,blue,robust_approaching,False
83,45,620,587,blue,robust_approaching,False
84,45,621,587,blue,robust_approaching,False
85,45,622,587,blue,robust_approaching,False
86,45,623,587,blue,robust_approaching,False
87,45,624,587,blue,robust_approaching,False
88,45,625,587,blue,robust_approaching,False
89,45,626,587,blue,robust_approaching,False
90,45,627,587,blue,robust_approaching,False
91,45,628,587,purple,robust_approaching,False
92,45,629,587,purple,robust_approaching,False
94,45,631,587,blue,robust_approaching,False
95,45,632,587,blue,robust_approaching,False
96,45,633,587,blue,robust_approaching,False
97,45,634,587,purple,robust_approaching,False
98,45,635,587,purple,robust_approaching,False
99,45,636,587,purple,robust_approaching,False
100,45,637,587,purple,robust_approaching,False
101,45,638,587,purple,robust_approaching,False
102,45,639,587,purple,robust_approaching,False
103,45,640,587,purple,robust_approaching,False
104,45,641,587,purple,robust_approaching,False
106,45,643,587,blue,robust_approaching,False
107,45,644,587,blue,robust_approaching,False
108,45,645,587,blue,robust_approaching,False
109,45,646,587,blue,robust_approaching,False
110,45,647,587,blue,robust_approaching,False
77,46,614,588,blue,robust_approaching,False
78,46,615,588,blue,robust_approaching,False
79,46,616,588,blue,robust_approaching,False
80,46,617,588,blue,robust_approaching,False
81,46,618,588,blue,robust_approaching,False
82,46,619,588,blue,robust_approaching,False
83,46,620,588,blue,robust_approaching,False
84,46,621,588,blue,robust_approaching,False
85,46,622,588,blue,robust_approaching,False
86,46,623,588,blue,robust_approaching,False
87,46,624,588,blue,robust_approaching,False
88,46,625,588,blue,robust_approaching,False
89,46,626,588,blue,robust_approaching,False
90,46,627,588,blue,robust_approaching,False
94,46,631,588,blue,robust_approaching,False
95,46,632,588,blue,robust_approaching,False
96,46,633,588,blue,robust_approaching,False
103,46,640,588,purple,robust_approaching,False
104,46,641,588,purple,robust_approaching,False
106,46,643,588,blue,robust_approaching,False
107,46,644,588,blue,robust_approaching,False
108,46,645,588,blue,robust_approaching,False
109,46,646,588,blue,robust_approaching,False
110,46,647,588,blue,robust_approaching,False
77,47,614,589,blue,robust_approaching,False
78,47,615,589,blue,robust_approaching,False
79,47,616,589,blue,robust_approaching,False
80,47,617,589,blue,robust_approaching,False
81,47,618,589,blue,robust_approaching,False
82,47,619,589,blue,robust_approaching,False
83,47,620,589,blue,robust_approaching,False
84,47,621,589,blue,robust_approaching,False
85,47,622,589,blue,robust_approaching,False
86,47,623,589,blue,robust_approaching,False
87,47,624,589,blue,robust_approaching,False
88,47,625,589,blue,robust_approaching,False
89,47,626,589,blue,robust_approaching,False
90,47,627,589,blue,robust_approaching,False
91,47,628,589,blue,robust_approaching,False
92,47,629,589,blue,robust_approaching,False
93,47,630,589,blue,robust_approaching,False
94,47,631,589,blue,robust_approaching,False
95,47,632,589,blue,robust_approaching,False
96,47,633,589,blue,robust_approaching,False
97,47,634,589,blue,robust_approaching,False
98,47,635,589,blue,robust_approaching,False
99,47,636,589,blue,robust_approaching,False
100,47,637,589,blue,robust_approaching,False
101,47,638,589,blue,robust_approaching,False
103,47,640,589,purple,robust_approaching,False
104,47,641,589,purple,robust_approaching,False
106,47,643,589,blue,robust_approaching,False
107,47,644,589,blue,robust_approaching,False
108,47,645,589,blue,robust_approaching,False
109,47,646,589,blue,robust_approaching,False
110,47,647,589,blue,robust_approaching,False
77,48,614,590,blue,robust_approaching,False
78,48,615,590,blue,robust_approaching,False
79,48,616,590,blue,robust_approaching,False
80,48,617,590,blue,robust_approaching,False
81,48,618,590,blue,robust_approaching,False
82,48,619,590,blue,robust_approaching,False
83,48,620,590,blue,robust_approaching,False
84,48,621,590,blue,robust_approaching,False
85,48,622,590,blue,robust_approaching,False
86,48,623,590,blue,robust_approaching,False
87,48,624,590,blue,robust_approaching,False
88,48,625,590,blue,robust_approaching,False
89,48,626,590,blue,robust_approaching,False
90,48,627,590,blue,robust_approaching,False
91,48,628,590,blue,robust_approaching,False
92,48,629,590,blue,robust_approaching,False
93,48,630,590,blue,robust_approaching,False
94,48,631,590,blue,robust_approaching,False
95,48,632,590,blue,robust_approaching,False
96,48,633,590,blue,robust_approaching,False
97,48,634,590,blue,robust_approaching,False
98,48,635,590,blue,robust_approaching,False
99,48,636,590,blue,robust_approaching,False
100,48,637,590,blue,robust_approaching,False
101,48,638,590,blue,robust_approaching,False
103,48,640,590,purple,robust_approaching,False
104,48,641,590,purple,robust_approaching,False
106,48,643,590,blue,robust_approaching,False
107,48,644,590,blue,robust_approaching,False
108,48,645,590,blue,robust_approaching,False
109,48,646,590,blue,robust_approaching,False
110,48,647,590,blue,robust_approaching,False
68,49,605,591,blue,robust_approaching,False
69,49,606,591,blue,robust_approaching,False
71,49,608,591,light_blue,robust_approaching,False
72,49,609,591,light_blue,robust_approaching,False
73,49,610,591,light_blue,robust_approaching,False
74,49,611,591,light_blue,robust_approaching,False
75,49,612,591,light_blue,robust_approaching,False
77,49,614,591,blue,robust_approaching,False
78,49,615,591,blue,robust_approaching,False
79,49,616,591,blue,robust_approaching,False
80,49,617,591,blue,robust_approaching,False
81,49,618,591,blue,robust_approaching,False
82,49,619,591,blue,robust_approaching,False
83,49,620,591,blue,robust_approaching,False
84,49,621,591,blue,robust_approaching,False
86,49,623,591,purple,robust_approaching,False
87,49,624,591,purple,robust_approaching,False
89,49,626,591,blue,robust_approaching,False
90,49,627,591,blue,robust_approaching,False
91,49,628,591,blue,robust_approaching,False
92,49,629,591,blue,robust_approaching,False
93,49,630,591,blue,robust_approaching,False
94,49,631,591,blue,robust_approaching,False
95,49,632,591,blue,robust_approaching,False
96,49,633,591,blue,robust_approaching,False
97,49,634,591,blue,robust_approaching,False
98,49,635,591,blue,robust_approaching,False
99,49,636,591,blue,robust_approaching,False
100,49,637,591,blue,robust_approaching,False
101,49,638,591,blue,robust_approaching,False
102,49,639,591,blue,robust_approaching,False
103,49,640,591,blue,robust_approaching,False
104,49,641,591,blue,robust_approaching,False
105,49,642,591,blue,robust_approaching,False
106,49,643,591,blue,robust_approaching,False
107,49,644,591,blue,robust_approaching,False
108,49,645,591,blue,robust_approaching,False
109,49,646,591,blue,robust_approaching,False
110,49,647,591,blue,robust_approaching,False
111,49,648,591,blue,robust_approaching,False
112,49,649,591,blue,robust_approaching,False
113,49,650,591,blue,robust_approaching,False
68,50,605,592,blue,robust_approaching,False
69,50,606,592,blue,robust_approaching,False
71,50,608,592,light_blue,robust_approaching,False
72,50,609,592,light_blue,robust_approaching,False
73,50,610,592,light_blue,robust_approaching,False
74,50,611,592,light_blue,robust_approaching,False
75,50,612,592,light_blue,robust_approaching,False
77,50,614,592,blue,robust_approaching,False
78,50,615,592,blue,robust_approaching,False
79,50,616,592,blue,robust_approaching,False
80,50,617,592,blue,robust_approaching,False
81,50,618,592,blue,robust_approaching,False
82,50,619,592,blue,robust_approaching,False
83,50,620,592,blue,robust_approaching,False
84,50,621,592,blue,robust_approaching,False
86,50,623,592,purple,robust_approaching,False
87,50,624,592,purple,robust_approaching,False
89,50,626,592,blue,robust_approaching,False
90,50,627,592,blue,robust_approaching,False
91,50,628,592,blue,robust_approaching,False
92,50,629,592,blue,robust_approaching,False
93,50,630,592,blue,robust_approaching,False
94,50,631,592,blue,robust_approaching,False
95,50,632,592,blue,robust_approaching,False
96,50,633,592,blue,robust_approaching,False
97,50,634,592,blue,robust_approaching,False
98,50,635,592,blue,robust_approaching,False
99,50,636,592,blue,robust_approaching,False
100,50,637,592,blue,robust_approaching,False
101,50,638,592,blue,robust_approaching,False
102,50,639,592,blue,robust_approaching,False
103,50,640,592,blue,robust_approaching,False
104,50,641,592,blue,robust_approaching,False
105,50,642,592,blue,robust_approaching,False
106,50,643,592,blue,robust_approaching,False
107,50,644,592,blue,robust_approaching,False
108,50,645,592,blue,robust_approaching,False
109,50,646,592,blue,robust_approaching,False
110,50,647,592,blue,robust_approaching,False
111,50,648,592,blue,robust_approaching,False
112,50,649,592,blue,robust_approaching,False
113,50,650,592,blue,robust_approaching,False
68,51,605,593,blue,robust_approaching,False
69,51,606,593,blue,robust_approaching,False
71,51,608,593,light_blue,robust_approaching,False
72,51,609,593,light_blue,robust_approaching,False
73,51,610,593,light_blue,robust_approaching,False
74,51,611,593,light_blue,robust_approaching,False
75,51,612,593,light_blue,robust_approaching,False
77,51,614,593,blue,robust_approaching,False
78,51,615,593,blue,robust_approaching,False
79,51,616,593,blue,robust_approaching,False
80,51,617,593,blue,robust_approaching,False
81,51,618,593,blue,robust_approaching,False
82,51,619,593,blue,robust_approaching,False
83,51,620,593,blue,robust_approaching,False
84,51,621,593,blue,robust_approaching,False
86,51,623,593,purple,robust_approaching,False
87,51,624,593,purple,robust_approaching,False
89,51,626,593,blue,robust_approaching,False
90,51,627,593,blue,robust_approaching,False
91,51,628,593,blue,robust_approaching,False
92,51,629,593,blue,robust_approaching,False
93,51,630,593,blue,robust_approaching,False
94,51,631,593,blue,robust_approaching,False
95,51,632,593,blue,robust_approaching,False
96,51,633,593,blue,robust_approaching,False
97,51,634,593,blue,robust_approaching,False
98,51,635,593,blue,robust_approaching,False
99,51,636,593,blue,robust_approaching,False
