galaxy,split,n_points,rmse_tau_source_normalized_l2,rmse_tpg_v6,rmse_mond,claim_boundary,rmse_l2_weight_intake,source_norm_minus_old_l2_intake,source_norm_minus_tpg_v6,source_norm_minus_mond,source_norm_beats_old_l2_intake,source_norm_beats_tpg_v6,source_norm_beats_mond
NGC4013,holdout,36,14.81874150518288,12.273912532057183,14.334222058319126,tau_side_source_normalization_formula_conditional_not_validation,12.507084507992706,2.3116569971901733,2.5448289731256963,0.4845194468637537,False,False,False
NGC4088,holdout,12,46.859666649419516,38.98773649865968,42.18384581680386,tau_side_source_normalization_formula_conditional_not_validation,42.56348032525069,4.296186324168829,7.871930150759837,4.675820832615656,False,False,False
NGC4183,holdout,23,7.558387908968416,6.489693491114096,10.354993594406714,tau_side_source_normalization_formula_conditional_not_validation,9.741644276499994,-2.1832563675315777,1.0686944178543198,-2.7966056854382986,True,False,True
NGC4214,holdout,14,17.044465945022218,17.991047303306434,15.27888150484993,tau_side_source_normalization_formula_conditional_not_validation,24.67008828870912,-7.625622343686903,-0.9465813582842166,1.7655844401722884,True,True,False
NGC4389,holdout,6,42.89236494586057,46.55692853885728,48.50110279830857,tau_side_source_normalization_formula_conditional_not_validation,46.27429572913639,-3.38193078327582,-3.664563592996707,-5.608737852448002,True,True,True
NGC5907,holdout,19,18.12563150413482,16.785509985459306,18.59536481497724,tau_side_source_normalization_formula_conditional_not_validation,16.72953347222077,1.3960980319140504,1.340121518675513,-0.46973331084242176,False,False,True
NGC5985,holdout,33,66.26970189398078,72.28739039126062,69.40357999391347,tau_side_source_normalization_formula_conditional_not_validation,71.09345366054956,-4.823751766568776,-6.017688497279835,-3.133878099932687,True,True,True
NGC6789,holdout,4,15.440607164909625,15.897752239176857,15.396246199577478,tau_side_source_normalization_formula_conditional_not_validation,14.089331192642511,1.3512759722671142,-0.45714507426723117,0.04436096533214773,False,True,False
NGC6946,holdout,58,34.16143133866352,15.025447425206579,17.728143095419597,tau_side_source_normalization_formula_conditional_not_validation,20.948752064502973,13.212679274160546,19.13598391345694,16.433288243243922,False,False,False
NGC7331,holdout,36,42.93343085915843,25.485065060071012,29.311675230419702,tau_side_source_normalization_formula_conditional_not_validation,26.764221798862284,16.169209060296144,17.448365799087416,13.621755628738725,False,False,False
UGC00731,holdout,12,12.222495670893448,12.845453066903099,11.466827035781066,tau_side_source_normalization_formula_conditional_not_validation,12.523488983592612,-0.3009933126991644,-0.6229573960096513,0.7556686351123822,True,True,False
