galaxy,r,vobs,errv,vn,v_v6,v_mond,v_K_exponential_disk,x_R_over_RHI,x_w_formula_freeze,kernel_warp_history_min,kernel_warp_history_max,v_exact_b2_min_km_s,v_exact_b2_max_km_s,v_exact_b2_min_cross_caveated_km_s,v_exact_b2_max_cross_caveated_km_s,exact_b2_interval_distance_km_s,exact_b2_cross_caveated_interval_distance_km_s,inside_exact_b2_interval,inside_exact_b2_cross_caveated_interval,v_exact_b2_interval_midpoint_km_s,v_exact_b2_cross_caveated_midpoint_km_s,construction_used_vobs,scoring_used_vobs,endpoint_scores_allowed,point_q_selected_from_residual,claim_boundary
NGC7331,9.62,248.0,6.0,229.3329927201928,272.0314350972189,277.3849455878154,269.5161240790683,0.3561643835616437,0.5343091911302521,0.0,0.0,229.3329927201928,229.3329927201928,229.3329927201928,229.3329927201928,18.667007279807194,18.667007279807194,False,False,229.3329927201928,229.3329927201928,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,10.66,247.0,6.0,221.4913601475236,268.5630334204705,273.69520581173396,265.78880141338317,0.3946686412439837,0.5343091911302521,0.0,0.0,221.4913601475236,221.4913601475236,221.4913601475236,221.4913601475236,25.508639852476392,25.508639852476392,False,False,221.4913601475236,221.4913601475236,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,11.74,246.0,6.0,213.95827869002872,265.3823795937849,270.23757831730217,262.36389706594576,0.4346538319141059,0.5343091911302521,0.0,0.0,213.95827869002872,213.95827869002872,213.95827869002872,213.95827869002872,32.04172130997128,32.04172130997128,False,False,213.95827869002872,213.95827869002872,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,12.83,244.0,6.0,208.71575223255192,264.12481596053533,268.73539224142775,260.9057164550347,0.4750092558311736,0.5343091911302521,0.0,0.0,208.71575223255192,208.71575223255192,208.71575223255192,208.71575223255192,35.28424776744808,35.28424776744808,False,False,208.71575223255192,208.71575223255192,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,13.91,242.0,4.0,203.5184651819092,262.7214467049677,267.07473992008397,259.32597584800624,0.5149944465012958,0.5343091911302521,0.0,0.0,203.5184651819092,203.5184651819092,203.5184651819092,203.5184651819092,38.48153481809081,38.48153481809081,False,False,203.5184651819092,203.5184651819092,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,15.0,238.0,3.0,197.96862685789384,260.8713114139759,264.9530276967796,257.3152977250659,0.5553498704183636,0.5343091911302521,0.0003587625260756,0.0092981933153684,197.96884644856996,198.11607368509476,197.96873916287677,198.1880720978645,39.88392631490524,39.811927902135494,False,False,198.04246006683235,198.07840563037064,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,16.08,236.0,3.0,193.13934407572165,259.4737463623457,263.3176316000102,255.78643285554008,0.5953350610884857,0.5343091911302521,0.0010405460281194,0.0269682517536782,193.13999689541023,193.57735485227465,193.13967794665805,193.79099438903285,42.42264514772535,42.209005610967154,False,False,193.35867587384246,193.46533616784546,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,17.07,233.0,3.0,189.68860661621193,258.9337137263979,262.6049364917023,255.15517591866885,0.6319881525360977,0.5343091911302521,0.0016655142383262,0.0431658053221289,189.68967053706135,190.401915667994,189.68915073651016,190.74944809752444,42.59808433200601,42.250551902475564,False,False,190.04579310252768,190.21929941701728,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,18.15,234.0,3.0,187.2646016202742,259.4239513684044,262.9644852255123,255.5812599387021,0.6719733432062198,0.5343091911302521,0.00234729774037,0.0608358637604386,187.2661204677464,188.2820694576291,187.26537840385265,188.77718099371015,45.71793054237091,45.22281900628985,False,False,187.77409496268774,188.0212796987814,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,19.24,236.0,3.0,185.5578518414136,260.4672396415138,263.9138214660044,256.5871408901271,0.7123287671232875,0.5343091911302521,0.0030353940526179,0.078669533850955,185.55983399296807,186.88455079030427,185.55886557305735,187.52932492646647,49.115449209695726,48.47067507353353,False,False,186.22219239163616,186.5440952497619,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,20.32,237.0,3.0,183.2082060662131,260.7767758904177,264.13119862656526,256.86567667529397,0.7523139577934098,0.5343091911302521,0.0037171775546617,0.0963395922892648,183.2106645588064,184.85223927044916,183.2094634137649,185.65017282997093,52.14776072955084,51.34982717002907,False,False,184.03145191462778,184.42981812186792,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,21.41,238.0,3.0,179.29356494308433,259.5270072666978,262.77851838726025,255.5759361747634,0.7926693817104775,0.5343091911302521,0.0044052738669096,0.1141732623797812,179.29654214327962,181.2823717523183,179.2950875745945,182.24615391069935,56.71762824768169,55.75384608930065,False,False,180.28945694779895,180.77062074264694,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,22.49,240.0,3.0,175.52189236673584,258.24555884763237,261.43089249178166,254.26747048134715,0.8326545723805997,0.5343091911302521,0.0050870573689534,0.131843320818091,175.52540420440133,177.86521646277922,175.52368842974204,178.99894262163716,62.134783537220784,61.001057378362844,False,False,176.69531033359027,177.2613155256896,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,23.48,238.0,3.0,172.5171474085982,257.3796494231502,260.54087467943197,253.392111098232,0.8693076638282118,0.5343091911302521,0.0057120255791602,0.1480408743865417,172.52115936550584,175.1913314230751,172.5191992497671,176.4831269636963,62.8086685769249,61.51687303630371,False,False,173.85624539429045,174.5011631067317,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,24.57,237.0,3.0,168.4120560411279,255.52989933574895,258.6915084812773,251.52817662359067,0.9096630877452796,0.5343091911302521,0.0064001218914081,0.165874544477058,168.4166608601288,171.47731441982668,168.41441109300212,172.95515851320656,65.52268558017332,64.04484148679344,False,False,169.94698763997775,170.68478480310432,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,25.65,236.0,3.0,164.72852014754457,253.9254911642082,257.1309507134837,249.922828296996,0.9496482784154016,0.5343091911302521,0.0070819053934519,0.1835446029153678,164.73372942982033,168.19131588712202,164.73118434407723,169.85747013525847,67.80868411287798,66.14252986474153,False,False,166.4625226584712,167.29432723966784,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,26.74,238.0,3.0,161.43043229205577,252.58432545770745,255.8728343893948,248.5937003042937,0.9900037023324694,0.5343091911302521,0.0077700017056998,0.2013782730058842,161.4362644770828,165.30163382340788,161.4334150646149,167.16039472373376,72.69836617659212,70.83960527626624,False,False,163.36894915024533,164.29690489417433,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,27.82,239.0,3.0,158.04190346234128,251.00784490862353,254.41686762439204,247.0326199865136,1.0299888930025916,0.5343091911302521,0.0084517852077436,0.2190483314441939,158.0483833985537,162.33629777068833,158.04521752025235,164.39362797449388,76.66370222931167,74.60637202550612,False,False,160.19234058462104,161.21942274737313,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,28.91,239.0,3.0,154.49986090608624,249.16223896276333,252.73462264692577,245.2050197175342,1.0703443169196594,0.5343091911302521,0.0091398815199915,0.2368820015347103,154.50702903542478,159.24211009886784,154.50352693400157,161.50841145915757,79.75788990113216,77.49158854084243,False,False,156.8745695671463,158.00596919657957,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,29.89,241.0,4.0,151.3289849962657,247.4033997746116,251.15827457743197,243.4656726220928,1.1066271751203258,0.5343091911302521,0.0097585369199942,0.2529159434509545,151.33679866171897,156.48965653210948,151.33298117866846,158.95009637071044,84.51034346789052,82.04990362928956,False,False,153.91322759691423,155.14153877468945,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,30.98,236.0,4.0,148.00584289142105,245.53623013354235,249.5280639290484,241.6263660339642,1.1469825990373934,0.5343091911302521,0.0104466332322421,0.2707496135414707,148.0143952986838,153.64339463961332,148.0102168988516,156.32382815713794,82.35660536038668,79.67617184286206,False,False,150.82889496914856,152.1670225279948,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,32.06,236.0,5.0,145.2041479090732,244.0882120987203,248.33546495949247,240.21669190753389,1.1869677897075157,0.5343091911302521,0.0111284167342859,0.2884196719797806,145.21343423463492,151.31355658231527,145.2088972757687,154.2104499186881,84.68644341768473,81.78955008131189,False,False,148.26349540847508,149.7096735972284,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,33.15,239.0,5.0,142.88869958817597,243.07467207524104,247.58984297597772,239.25261060440525,1.2273232136245833,0.5343091911302521,0.0118165130465338,0.3062533420702969,142.8987198636643,149.46819257098105,142.8938243314476,152.57960888522572,89.53180742901895,86.42039111477428,False,False,146.18345621732266,147.73671660833668,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,34.23,237.0,5.0,140.66870540386728,242.06212359212375,246.86487862419972,238.2917829829204,1.2673084042947054,0.5343091911302521,0.0124982965485776,0.3239234005086067,140.67947105123622,147.723489837065,140.67421136678269,151.0504876919975,89.27651016293501,85.94951230800251,False,False,144.2014804441506,145.8623495293901,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,35.32,241.0,7.0,138.31511551526103,240.8277231265214,245.95198539700797,237.1085652168852,1.3076638282117734,0.5343091911302521,0.0131863928608255,0.3417570705991231,138.3266671025981,145.86853065170638,138.32102344794927,149.4201278791935,95.13146934829362,91.5798721208065,False,False,142.09759887715222,143.8705756635714,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,36.31,238.0,9.0,135.51705269079608,238.8845531814265,244.36523782508323,235.20069816634515,1.3443169196593854,0.5343091911302521,0.0138113610710323,0.3579546241675738,135.52940153122788,143.57285451270457,135.523368381574,147.34862129879104,94.42714548729543,90.65137870120896,False,False,139.55112802196624,141.4359948401825,False,True,True,False,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
