galaxy,split,formula_family,weight_source,claim_boundary,w_K_compact_finite,w_K_scale_tail_spiral,w_K_exponential_disk,w_K_thick_flared,dominant_mixture_family,hard_family_is_dominant
UGC05716,holdout,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.030303030303030304,0.7575757575757576,0.030303030303030304,0.1818181818181818,K_scale_tail_spiral,True
UGC05829,holdout,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03258848845634537,0.7718805808055824,0.03258848845634537,0.16294244228172683,K_scale_tail_spiral,True
UGC05986,holdout,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.039276400349327244,0.7250651975547094,0.11782920104798174,0.11782920104798174,K_scale_tail_spiral,True
UGC06818,holdout,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03491629427685977,0.7555859400619818,0.10474888283057932,0.10474888283057932,K_scale_tail_spiral,True
UGC06917,holdout,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04225605485789765,0.7887197257105116,0.12676816457369297,0.04225605485789765,K_scale_tail_spiral,True
UGC06983,holdout,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.033390724102648185,0.6068503171284741,0.16695362051324092,0.19280533825563664,K_scale_tail_spiral,True
UGC07151,holdout,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04035556232349151,0.11217762888318672,0.7264001218228473,0.12106668697047454,K_exponential_disk,True
UGC07261,holdout,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.045750189188551144,0.13074640541752805,0.8235034053939206,0.0,K_exponential_disk,True
UGC07577,holdout,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03573532147995793,0.7498527496402945,0.1072059644398738,0.1072059644398738,K_scale_tail_spiral,True
UGC07603,holdout,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.029708140473099057,0.20886022336362922,0.5347465285157831,0.22668510764748867,K_exponential_disk,True
UGC08699,holdout,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.8016699384531185,0.05257189091904182,0.036439542656959936,0.10931862797087981,K_compact_finite,True
UGC11914,holdout,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.915553295561153,0.04283064554970379,0.04161605888914331,0.0,K_compact_finite,True
UGC12506,holdout,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.039990566823984115,0.12020752987234945,0.7198302028317142,0.11997170047195235,K_exponential_disk,True
UGCA444,holdout,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028571428571428574,0.7142857142857143,0.028571428571428574,0.22857142857142856,K_scale_tail_spiral,True
D512-2,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.0375279527838265,0.8123602360808674,0.11258385835147951,0.0375279527838265,K_scale_tail_spiral,True
D564-8,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028890245195550522,0.7110975480444948,0.028890245195550522,0.23112196156440415,K_scale_tail_spiral,True
D631-7,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.030303030303030304,0.7575757575757576,0.030303030303030304,0.1818181818181818,K_scale_tail_spiral,True
DDO064,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.038769199995502324,0.7286156000314836,0.11630759998650698,0.11630759998650698,K_scale_tail_spiral,True
DDO154,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028571428571428574,0.7142857142857143,0.028571428571428574,0.22857142857142856,K_scale_tail_spiral,True
DDO161,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028571428571428574,0.7142857142857143,0.028571428571428574,0.22857142857142856,K_scale_tail_spiral,True
DDO168,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028571428571428574,0.7142857142857143,0.028571428571428574,0.22857142857142856,K_scale_tail_spiral,True
DDO170,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028571428571428574,0.7142857142857143,0.028571428571428574,0.22857142857142856,K_scale_tail_spiral,True
ESO079-G014,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.05708691633506941,0.08660933863888941,0.05708691633506941,0.7992168286909718,K_thick_flared,True
ESO444-G084,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03125,0.78125,0.03125,0.15625,K_scale_tail_spiral,True
ESO563-G021,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.05737160957712209,0.08205424676604646,0.05737160957712209,0.8032025340797093,K_thick_flared,True
F563-V1,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.02936778204999675,0.7063221795000325,0.02936778204999675,0.23494225639997396,K_scale_tail_spiral,True
F563-V2,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03537248399733648,0.701623158784818,0.10611745199200945,0.15688690522583612,K_scale_tail_spiral,True
F565-V2,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028571428571428574,0.7142857142857143,0.028571428571428574,0.22857142857142856,K_scale_tail_spiral,True
F567-2,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04469887049920957,0.9106022590015808,0.04469887049920957,0.0,K_scale_tail_spiral,True
F568-3,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.044204715188042934,0.11590569623914128,0.7956848733847729,0.044204715188042934,K_exponential_disk,True
F568-V1,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04393669081783831,0.12126618364323376,0.7908604347210897,0.04393669081783831,K_exponential_disk,True
F571-8,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.05806705767402675,0.07092707721557188,0.05806705767402675,0.8129388074363745,K_thick_flared,True
F571-V1,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03284055614255967,0.6387538824318437,0.16420278071279834,0.16420278071279834,K_scale_tail_spiral,True
F574-1,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.041053124052746755,0.09683127083957137,0.7389562329494416,0.12315937215824027,K_exponential_disk,True
F574-2,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03968659008730087,0.8412536396507964,0.11905977026190262,0.0,K_scale_tail_spiral,True
F579-V1,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.0671570198356216,0.1269587421369193,0.0671570198356216,0.7387272181918375,K_thick_flared,True
F583-1,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03480974511944714,0.7563317841638699,0.10442923535834144,0.10442923535834144,K_scale_tail_spiral,True
F583-4,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.055498539573875745,0.112023366817988,0.16649561872162724,0.665982474886509,K_thick_flared,True
KK98-251,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.030303030303030304,0.7575757575757576,0.030303030303030304,0.1818181818181818,K_scale_tail_spiral,True
NGC0055,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03125,0.6875,0.03125,0.24999999999999997,K_scale_tail_spiral,True
NGC0100,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04129100350073475,0.0915979229838356,0.7432380630132256,0.12387301050220426,K_exponential_disk,True
NGC0247,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03377759937172165,0.11831312709954536,0.6079967886909898,0.23991248483774322,K_exponential_disk,True
NGC0289,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03639483728966629,0.2525151064302692,0.10918451186899888,0.6019055444110656,K_thick_flared,True
NGC0300,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.0380628656355847,0.23874268728830597,0.6851315814405247,0.0380628656355847,K_exponential_disk,True
NGC0801,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.056400941737994405,0.09758493219208961,0.056400941737994405,0.7896131843319216,K_thick_flared,True
NGC0891,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.7819076368396182,0.05348022908888317,0.04115303351787464,0.12345910055362393,K_compact_finite,True
NGC1003,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.030561253773613063,0.5721424471694172,0.1528062688680653,0.24449003018890447,K_scale_tail_spiral,True
NGC1090,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04989571425739485,0.10187714336689277,0.14968714277218456,0.6985399996035279,K_thick_flared,True
NGC1705,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.02883036609641979,0.6643330867495928,0.08649109828925938,0.22034544886472796,K_scale_tail_spiral,True
NGC2366,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028571428571428574,0.7142857142857143,0.028571428571428574,0.22857142857142856,K_scale_tail_spiral,True
NGC2403,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03997341332082558,0.12058490694183704,0.7195214397748605,0.11992023996247675,K_exponential_disk,True
NGC2841,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.755076966766649,0.08595946128247729,0.03974089298771837,0.11922267896315512,K_compact_finite,True
NGC2903,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.05731702711362563,0.08292756618199,0.05731702711362563,0.8024383795907588,K_thick_flared,True
NGC2915,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03142957092272786,0.748563432618177,0.03142957092272786,0.18857742553636717,K_scale_tail_spiral,True
NGC2955,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.8446315452181665,0.06645987107465808,0.04445429185358771,0.04445429185358771,K_compact_finite,True
NGC2976,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.05018848724981343,0.0966072295033582,0.15056546174944033,0.7026388214973881,K_thick_flared,True
NGC2998,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.05563338273412135,0.10986587625405826,0.16690014820236407,0.6676005928094563,K_thick_flared,True
NGC3109,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028571428571428574,0.7142857142857143,0.028571428571428574,0.22857142857142856,K_scale_tail_spiral,True
NGC3198,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.049156016311154675,0.11519170639921562,0.14746804893346405,0.6881842283561656,K_thick_flared,True
NGC3521,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.058303775775987,0.06713958758420792,0.058303775775987,0.8162528608638181,K_thick_flared,True
NGC3741,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028571428571428574,0.7142857142857143,0.028571428571428574,0.22857142857142856,K_scale_tail_spiral,True
NGC3769,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04110953287944393,0.2600284081700093,0.1233285986383318,0.5755334603122151,K_thick_flared,True
NGC3877,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.05805636480041101,0.07109816319342374,0.05805636480041101,0.8127891072057541,K_thick_flared,True
NGC3893,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.05544501724541679,0.11287972407333134,0.16633505173625038,0.6653402069450015,K_thick_flared,True
NGC3917,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04590008324557847,0.08199833508843057,0.7344013319292555,0.13770024973673542,K_exponential_disk,True
NGC3953,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.058276165701817983,0.06758134877091215,0.058276165701817983,0.8158663198254519,K_thick_flared,True
NGC3992,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.06346734807534014,0.1114571269452379,0.06346734807534014,0.7616081769040818,K_thick_flared,True
NGC4010,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.041508179062839386,0.08682006061753365,0.7471472231311089,0.12452453718851816,K_exponential_disk,True
NGC4051,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.06535646605088564,0.08500947528760087,0.06535646605088564,0.7842775926106278,K_thick_flared,True
NGC4068,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03440178476249563,0.6788892807649772,0.1032053542874869,0.1835035801850402,K_scale_tail_spiral,True
NGC4085,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.05787314771327495,0.07402963658760063,0.05787314771327495,0.8102240679858494,K_thick_flared,True
NGC4100,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.056379537141755476,0.09792740573191225,0.056379537141755476,0.7893135199845768,K_thick_flared,True
NGC4138,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.771927092911509,0.1567549056667128,0.03565900071088908,0.03565900071088908,K_compact_finite,True
NGC4157,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.1462492589210338,0.19498450056943983,0.11625286597226936,0.542513374537257,K_thick_flared,True
NGC4217,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.7829764021611352,0.05218646054178359,0.04120928432427027,0.12362785297281081,K_compact_finite,True
NGC4559,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03543423160475118,0.22044690469547376,0.6378161688855214,0.10630269481425357,K_exponential_disk,True
NGC5005,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.7700515330432203,0.06783235473715435,0.04052902805490633,0.121587084164719,K_compact_finite,True
NGC5033,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.673468664484452,0.18474845878197918,0.035445719183392205,0.10633715755017663,K_compact_finite,True
NGC5055,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.06340981968664965,0.1122625243869048,0.06340981968664965,0.7609178362397959,K_thick_flared,True
NGC5371,train,K_thick_flared,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.06479560193564823,0.09286157290092456,0.06479560193564823,0.7775472232277789,K_thick_flared,True
NGC5585,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04370575484128264,0.12588490317434706,0.7867035871430875,0.04370575484128264,K_exponential_disk,True
NGC6015,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.036141887553173456,0.20487847383018376,0.6505539759571223,0.10842566265952039,K_exponential_disk,True
NGC6195,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.7778318403563513,0.058414087989679946,0.04093851791349218,0.12281555374047654,K_compact_finite,True
NGC6503,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.035913501650025104,0.20990296369944758,0.6464430297004519,0.10774050495007531,K_exponential_disk,True
NGC6674,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.7284882278998166,0.19482880074230788,0.03834148567893771,0.03834148567893771,K_compact_finite,True
NGC7793,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.05064636097781472,0.08836550239933504,0.8103417756450355,0.05064636097781472,K_exponential_disk,True
NGC7814,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.8105994576480564,0.04201882277956961,0.03684542989309347,0.11053628967928043,K_compact_finite,True
PGC51017,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.02920622846846865,0.7079377153153135,0.02920622846846865,0.23364982774774917,K_scale_tail_spiral,True
UGC00128,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.032034923084828255,0.6155809229820609,0.16017461542414127,0.19220953850896955,K_scale_tail_spiral,True
UGC00191,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04166921314531959,0.7916539342734018,0.1250076394359588,0.04166921314531959,K_scale_tail_spiral,True
