galaxy,split,coarse_formula_family,weight_intake_status,dominant_intake_family,n_nonzero_source_components,nonzero_source_components,weight_entropy,effective_component_count,uses_endpoint_residuals,accepted_label_output_allowed,endpoint_scores_computed,claim_boundary,thick_flared_weight_is_proxy_only,raw_K_compact_finite,raw_K_scale_tail_spiral,raw_K_exponential_disk,raw_K_thick_flared,w_K_compact_finite,w_K_scale_tail_spiral,w_K_exponential_disk,w_K_thick_flared
UGC06787,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.7175871426477762,0.0,0.0,0.0,1.0,0.0,0.0
UGC06923,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.38364924750211593,0.0,0.0,0.0,1.0,0.0,0.0
UGC06930,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0692005138190535,2.9130496258297427,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.6089179610223721,0.6690531937068593,0.3698792463492515,0.0,0.3695225978182536,0.40601573617907205,0.22446166600267442
UGC06973,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6598167152555763,1.9344377489795497,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.5072577665048277,0.0,0.30000000000000004,0.0,0.628371491179446,0.0,0.3716285088205539
UGC07089,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.3612035254389485,3.900885292447689,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.55,0.601620707147104,0.8009520328038153,0.42849526635919377,0.23098878257254082,0.25266842675334666,0.33638351810246375,0.17995927257164868
UGC07125,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0969252852594655,2.9949432563452416,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.6884563144603462,0.6477504179725113,0.5971009753434557,0.0,0.35610281368619134,0.3350477605644849,0.3088494257493237
UGC07232,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
UGC07323,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.3868564895336848,0.0,0.0,0.0,1.0,0.0,0.0
UGC07399,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6931471789211239,1.9999999967223572,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.4021997468782371,0.0,0.40215369707845827,0.0,0.5000286253512836,0.0,0.49997137464871644
UGC07524,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6844820593946384,1.9827446255915966,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.5152520948911739,0.0,0.3955266732418911,0.0,0.5657269502969962,0.0,0.4342730497030038
UGC07559,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0551754778691478,2.872479166201807,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.2594747510692562,0.55,0.4366848031844347,0.0,0.2082195254881726,0.4413560030275481,0.3504244714842793
UGC07608,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0828010376698263,2.9529392719078857,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.366524854282174,0.5541520597511339,0.5349297312630141,0.0,0.251802130380876,0.38070179298908297,0.367496076630041
UGC07690,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0703893805020825,2.91651491294995,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.3274380691820733,0.55,0.35264468624179335,0.0,0.266191902730352,0.44712438864365583,0.28668370862599213
UGC07866,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6658722427410109,1.94618732898553,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.25,0.0,0.40145821155552386,0.0,0.3837544689214382,0.0,0.6162455310785618
UGC08286,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6896722274262059,1.9930621550569125,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.4001258601267803,0.0,0.4728612035392862,0.0,0.4583411104014203,0.0,0.5416588895985797
UGC08490,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6896757850860191,1.9930692457066599,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.3997850627956172,0.0,0.47241791143917905,0.0,0.4583624163244316,0.0,0.5416375836755684
UGC08550,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6602284389180787,1.9352343667563834,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.3219938158570327,0.0,0.5426166126478305,0.0,0.37241491108757957,0.0,0.6275850889124204
UGC08837,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0549359559253588,2.8717912268000054,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.3016694772522381,0.6284689749290474,0.43167654715600945,0.0,0.2215201605203648,0.4614936501910183,0.3169861892886169
UGC09037,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0
UGC09133,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0
UGC09992,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0750891880228055,2.930254232461,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.3207403171495477,0.55,0.428919830096424,0.0,0.2467878374428949,0.4231875549661737,0.33002460759093144
UGC10310,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0734873952437407,2.925564329519709,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.45544214797679067,0.6452020433110485,0.3790622891073252,0.0,0.3077922236680089,0.43603380255437113,0.25617397377762
UGC11455,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.5739644913933234,1.7752912454184924,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.85,0.0,0.30000000000000004,0.0,0.7391304347826088,0.0,0.26086956521739135
UGC11557,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.5915564832240768,0.0,0.0,0.0,1.0,0.0,0.0
UGC11820,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6865053902096574,1.9867604351764936,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.5331188729997859,0.0,0.42303955582993236,0.0,0.5575633252036403,0.0,0.4424366747963598
UGC12632,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6890657655462549,1.991853805281571,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.5201047377325174,0.0,0.433964787702784,0.0,0.5451434343793925,0.0,0.45485656562060744
UGC12732,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.086711428326958,2.964509024431015,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.6246043474262755,0.6545999794170209,0.4557430492922159,0.0,0.3600134252011395,0.37730249828966095,0.2626840765091995
UGCA281,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6722259382159341,1.9585921771936456,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.25,0.0,0.3780127588246126,0.0,0.3980810843204834,0.0,0.6019189156795166
UGCA442,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6422888554766535,1.9008266214425356,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.2857414893042126,0.0,0.55,0.0,0.3419017638362115,0.0,0.6580982361637885
