baseline_id,model_id,galaxy,n_points,rmse_model_kms,rmse_zero_kms,delta_rmse_model_minus_zero_kms,model_beats_zero,mean_required_u_kms,mean_predicted_u_kms
newtonian_baryonic,orientation_quality,NGC4088,12,37.9476056751,25.3962956653,12.5513100098,False,14.8664006761,50.8025916857
newtonian_baryonic,orientation_quality,NGC4183,23,10.8536274183,48.4108598922,-37.5572324738,True,47.4836115761,47.5481745985
newtonian_baryonic,orientation_quality,NGC4214,14,12.7387445539,43.616238341,-30.8774937871,True,42.0898117044,33.2131283857
newtonian_baryonic,orientation_quality,NGC4389,6,30.3395609454,23.5662955291,6.77326541632,False,-18.9916049389,9.57733886513
newtonian_baryonic,orientation_quality,NGC5907,19,37.4740345979,86.4837787471,-49.0097441492,True,85.6716898748,50.1004481749
newtonian_baryonic,orientation_quality,NGC5985,33,86.9832900917,136.496278741,-49.5129886496,True,136.02084543,50.1735876633
newtonian_baryonic,orientation_quality,NGC6789,4,10.7764645085,26.498402993,-15.7219384845,True,23.2427478857,31.2023122581
newtonian_baryonic,orientation_quality,NGC6946,58,19.3366916103,42.1499058857,-22.8132142754,True,35.8674904221,53.038465971
newtonian_baryonic,orientation_quality,NGC7331,36,25.0536829363,59.3543786695,-34.3006957331,True,42.0493850377,47.8213097025
newtonian_baryonic,orientation_quality,UGC00731,12,19.0213839618,38.1736083113,-19.1522243494,True,37.8665426696,52.5076346106
newtonian_baryonic,orientation_quality,UGC00891,5,6.50004578518,28.4000636516,-21.9000178664,True,26.1217339267,31.7431718143
newtonian_baryonic,orientation_quality,UGC02023,5,23.8985096185,15.0271479405,8.87136167799,False,12.0958820541,34.2700998021
newtonian_baryonic,orientation_quality,UGC02259,8,15.2937333407,48.1041295264,-32.8103961857,True,47.8798463951,32.8997746345
newtonian_baryonic,orientation_quality,UGC03580,47,22.442251633,36.0120145776,-13.5697629446,True,12.8174954213,15.0423441102
newtonian_baryonic,orientation_quality,UGC04305,22,6.64566943412,6.36156474771,0.284104686409,False,4.05072743184,8.60605106363
newtonian_baryonic,orientation_quality,UGC04499,9,27.2201485449,28.7407927526,-1.52064420767,True,27.2241334296,54.0495122323
newtonian_baryonic,orientation_quality,UGC05414,6,37.2294406098,19.477028447,17.7524121629,False,18.0959257897,54.8537491144
newtonian_baryonic,orientation_quality,UGC05716,12,9.02825688929,38.5957184736,-29.5674615843,True,38.0678555393,29.2879008127
newtonian_baryonic,orientation_quality,UGC05829,11,7.90090356666,24.7543208398,-16.8534172731,True,24.1408236175,31.7342299985
newtonian_baryonic,orientation_quality,UGC05986,15,25.6974629304,54.0366776042,-28.3392146739,True,50.873600495,26.0332543293
newtonian_baryonic,orientation_quality,UGC06818,8,10.0684183098,27.0704307512,-17.0020124414,True,21.9290875843,29.1706883685
newtonian_baryonic,orientation_quality,UGC06917,11,10.8872502102,46.439925454,-35.5526752439,True,45.1730769148,55.748473636
newtonian_baryonic,orientation_quality,UGC06983,17,7.07120254163,54.5413109073,-47.4701083656,True,53.5421650246,55.1490033594
newtonian_baryonic,orientation_quality,UGC07151,11,25.608385849,27.2224318578,-1.6140460088,True,26.1427794035,48.8435715399
newtonian_baryonic,orientation_quality,UGC07261,7,3.54742596463,33.0508515808,-29.5034256162,True,32.7207960779,32.7118345624
newtonian_baryonic,orientation_quality,UGC07577,9,29.8537758029,2.44423329363,27.4095425092,False,1.92407658084,30.2845800884
newtonian_baryonic,orientation_quality,UGC07603,12,21.4417532077,31.4539442918,-10.0121910841,True,29.3792063883,49.9662709233
newtonian_baryonic,orientation_quality,UGC08699,41,36.7403594405,57.2581386663,-20.5177792257,True,46.9662982501,17.2715154836
newtonian_baryonic,orientation_quality,UGC11914,65,11.1281060587,53.5297978173,-42.4016917586,True,50.7582505256,49.7377449184
newtonian_baryonic,orientation_quality,UGC12506,31,91.1917953343,116.023499343,-24.8317040086,True,115.617732667,24.9324979698
newtonian_baryonic,orientation_quality,UGCA444,36,15.3324869909,14.4713003321,0.861186658756,False,13.6842624854,26.8408706123
newtonian_baryonic,observer_geometry,CamB,9,18.4673320365,3.35560687969,15.1117251568,False,-0.227752515789,17.454949188
newtonian_baryonic,observer_geometry,ESO116-G012,15,3.08855709678,46.786425152,-43.6978680553,True,42.8740521636,41.7878682933
newtonian_baryonic,observer_geometry,F561-1,6,18.2261253462,9.59341689546,8.63270845069,False,8.68083990082,26.553576653
newtonian_baryonic,observer_geometry,F563-1,17,10.111404406,62.47756059,-52.366156184,True,59.8247856098,60.3118486802
newtonian_baryonic,observer_geometry,F568-1,12,9.85027478832,69.8628373973,-60.0125626089,True,65.3426375525,67.9277011716
newtonian_baryonic,observer_geometry,IC2574,34,5.83772964884,23.783547469,-17.9458178201,True,21.8418304688,16.7464763019
newtonian_baryonic,observer_geometry,IC4202,32,27.2870976484,69.1216240013,-41.8345263529,True,54.6661524336,69.414576384
newtonian_baryonic,observer_geometry,NGC0024,29,20.3318797764,47.1812952678,-26.8494154914,True,44.4979109491,25.8986386937
newtonian_baryonic,observer_geometry,NGC2683,11,36.5878343073,63.9946131246,-27.4067788173,True,61.7879113769,26.1781861096
newtonian_baryonic,observer_geometry,NGC3726,12,18.7337358963,50.4040747205,-31.6703388242,True,42.3648234489,35.0730229108
newtonian_baryonic,observer_geometry,NGC3949,7,18.7003022028,28.5172831034,-9.81698090059,True,24.3973134545,40.8293271574
newtonian_baryonic,observer_geometry,NGC3972,10,15.6491094174,44.4595995721,-28.8104901547,True,41.76184645,55.8732174399
newtonian_baryonic,observer_geometry,NGC4013,36,26.4245222825,65.691313498,-39.2667912155,True,61.8974065109,37.8899520451
newtonian_baryonic,observer_geometry,NGC4088,12,41.4001139342,25.3962956653,16.0038182689,False,14.8664006761,54.4755369544
newtonian_baryonic,observer_geometry,NGC4183,23,13.1130288628,48.4108598922,-35.2978310293,True,47.4836115761,51.2253380775
newtonian_baryonic,observer_geometry,NGC4214,14,28.1194275148,43.616238341,-15.4968108263,True,42.0898117044,16.8336459536
newtonian_baryonic,observer_geometry,NGC4389,6,37.0584637156,23.5662955291,13.4921681865,False,-18.9916049389,16.7987604364
newtonian_baryonic,observer_geometry,NGC5907,19,32.6927898823,86.4837787471,-53.7909888648,True,85.6716898748,55.936413739
newtonian_baryonic,observer_geometry,NGC5985,33,78.6356887526,136.496278741,-57.8605899888,True,136.02084543,59.0326448278
newtonian_baryonic,observer_geometry,NGC6789,4,10.1503329579,26.498402993,-16.3480700351,True,23.2427478857,19.0146201506
newtonian_baryonic,observer_geometry,NGC6946,58,13.5284894744,42.1499058857,-28.6214164113,True,35.8674904221,40.9713639933
newtonian_baryonic,observer_geometry,NGC7331,36,24.0801211311,59.3543786695,-35.2742575384,True,42.0493850377,50.1742273872
newtonian_baryonic,observer_geometry,UGC00731,12,13.9708908618,38.1736083113,-24.2027174495,True,37.8665426696,47.311285755
newtonian_baryonic,observer_geometry,UGC00891,5,6.56596959967,28.4000636516,-21.8340940519,True,26.1217339267,24.5558271507
newtonian_baryonic,observer_geometry,UGC02023,5,15.7990144391,15.0271479405,0.771866498621,False,12.0958820541,22.3620240032
newtonian_baryonic,observer_geometry,UGC02259,8,19.6731938305,48.1041295264,-28.4309356959,True,47.8798463951,28.3363623322
newtonian_baryonic,observer_geometry,UGC03580,47,21.9607209827,36.0120145776,-14.051293595,True,12.8174954213,17.2570304054
newtonian_baryonic,observer_geometry,UGC04305,22,8.47514698408,6.36156474771,2.11358223637,False,4.05072743184,-3.51417211766
newtonian_baryonic,observer_geometry,UGC04499,9,21.6785008122,28.7407927526,-7.06229194034,True,27.2241334296,48.6773656686
newtonian_baryonic,observer_geometry,UGC05414,6,28.5127474425,19.477028447,9.03571899558,False,18.0959257897,46.3023683842
newtonian_baryonic,observer_geometry,UGC05716,12,10.8490820427,38.5957184736,-27.7466364309,True,38.0678555393,27.3113869191
newtonian_baryonic,observer_geometry,UGC05829,11,7.30369330272,24.7543208398,-17.450627537,True,24.1408236175,18.8356106151
newtonian_baryonic,observer_geometry,UGC05986,15,31.8264341968,54.0366776042,-22.2102434074,True,50.873600495,20.1657520899
newtonian_baryonic,observer_geometry,UGC06818,8,14.3837183276,27.0704307512,-12.6867124236,True,21.9290875843,34.8193282518
newtonian_baryonic,observer_geometry,UGC06917,11,14.994425741,46.439925454,-31.4454997131,True,45.1730769148,59.6715557007
newtonian_baryonic,observer_geometry,UGC06983,17,10.5381898631,54.5413109073,-44.0031210441,True,53.5421650246,59.7333503358
newtonian_baryonic,observer_geometry,UGC07151,11,21.5711005623,27.2224318578,-5.65133129557,True,26.1427794035,44.3481519672
newtonian_baryonic,observer_geometry,UGC07261,7,10.4586684421,33.0508515808,-22.5921831387,True,32.7207960779,23.7130168446
newtonian_baryonic,observer_geometry,UGC07577,9,18.5567652745,2.44423329363,16.1125319809,False,1.92407658084,19.2240246336
newtonian_baryonic,observer_geometry,UGC07603,12,6.14592786042,31.4539442918,-25.3080164314,True,29.3792063883,35.4005660691
newtonian_baryonic,observer_geometry,UGC08699,41,32.377610295,57.2581386663,-24.8805283712,True,46.9662982501,21.9047023424
newtonian_baryonic,observer_geometry,UGC11914,65,12.1441862364,53.5297978173,-41.3856115809,True,50.7582505256,46.283828092
newtonian_baryonic,observer_geometry,UGC12506,31,69.2191934777,116.023499343,-46.8043058652,True,115.617732667,48.4043977419
newtonian_baryonic,observer_geometry,UGCA444,36,5.54163052481,14.4713003321,-8.92966980731,True,13.6842624854,8.87672336173
newtonian_baryonic,morphology_proxy,CamB,9,14.1754458781,3.35560687969,10.8198389984,False,-0.227752515789,13.4756482959
newtonian_baryonic,morphology_proxy,ESO116-G012,15,14.3394687094,46.786425152,-32.4469564427,True,42.8740521636,30.4137223811
newtonian_baryonic,morphology_proxy,F561-1,6,19.4962839612,9.59341689546,9.90286706572,False,8.68083990082,27.2849940499
newtonian_baryonic,morphology_proxy,F563-1,17,22.0618521519,62.47756059,-40.4157084382,True,59.8247856098,40.5629420302
newtonian_baryonic,morphology_proxy,F568-1,12,31.6120912007,69.8628373973,-38.2507461966,True,65.3426375525,38.0140463233
newtonian_baryonic,morphology_proxy,IC2574,34,12.3112639959,23.783547469,-11.4722834731,True,21.8418304688,33.5737753166
newtonian_baryonic,morphology_proxy,IC4202,32,26.4089194988,69.1216240013,-42.7127045026,True,54.6661524336,49.1045272586
newtonian_baryonic,morphology_proxy,NGC0024,29,28.1059176233,47.1812952678,-19.0753776445,True,44.4979109491,18.0760841089
newtonian_baryonic,morphology_proxy,NGC2683,11,15.0068267892,63.9946131246,-48.9877863354,True,61.7879113769,51.2678513422
newtonian_baryonic,morphology_proxy,NGC3726,12,17.9441308227,50.4040747205,-32.4599438978,True,42.3648234489,55.5825093101
newtonian_baryonic,morphology_proxy,NGC3949,7,17.4890868269,28.5172831034,-11.0281962765,True,24.3973134545,40.2062410628
newtonian_baryonic,morphology_proxy,NGC3972,10,8.19392672314,44.4595995721,-36.265672849,True,41.76184645,36.5375514585
newtonian_baryonic,morphology_proxy,NGC4013,36,11.0879826662,65.691313498,-54.6033308318,True,61.8974065109,66.2245959569
newtonian_baryonic,morphology_proxy,NGC4088,12,41.8522460327,25.3962956653,16.4559503673,False,14.8664006761,55.5652195353
newtonian_baryonic,morphology_proxy,NGC4183,23,10.5903168228,48.4108598922,-37.8205430693,True,47.4836115761,52.9639437309
newtonian_baryonic,morphology_proxy,NGC4214,14,19.8655534534,43.616238341,-23.7506848876,True,42.0898117044,23.1615678836
newtonian_baryonic,morphology_proxy,NGC4389,6,46.7545469473,23.5662955291,23.1882514183,False,-18.9916049389,27.2626969718
newtonian_baryonic,morphology_proxy,NGC5907,19,25.9372657705,86.4837787471,-60.5465129766,True,85.6716898748,62.7844855461
newtonian_baryonic,morphology_proxy,NGC5985,33,71.0059905726,136.496278741,-65.4902881687,True,136.02084543,66.9741122919
newtonian_baryonic,morphology_proxy,NGC6789,4,22.7761626017,26.498402993,-3.72224039131,True,23.2427478857,2.63922082741
newtonian_baryonic,morphology_proxy,NGC6946,58,13.1342189698,42.1499058857,-29.0156869159,True,35.8674904221,48.0458680764
newtonian_baryonic,morphology_proxy,NGC7331,36,33.0708521687,59.3543786695,-26.2835265008,True,42.0493850377,68.407760145
newtonian_baryonic,morphology_proxy,UGC00731,12,8.15360219568,38.1736083113,-30.0200061156,True,37.8665426696,34.8355829455
newtonian_baryonic,morphology_proxy,UGC00891,5,7.38796258913,28.4000636516,-21.0121010625,True,26.1217339267,26.0591484242
newtonian_baryonic,morphology_proxy,UGC02023,5,7.40498077738,15.0271479405,-7.6221671631,True,12.0958820541,11.8358610378
newtonian_baryonic,morphology_proxy,UGC02259,8,19.5752949442,48.1041295264,-28.5288345823,True,47.8798463951,28.9064452861
newtonian_baryonic,morphology_proxy,UGC03580,47,24.3865631762,36.0120145776,-11.6254514014,True,12.8174954213,33.7660059816
newtonian_baryonic,morphology_proxy,UGC04305,22,22.7135809603,6.36156474771,16.3520162126,False,4.05072743184,23.9332860802
newtonian_baryonic,morphology_proxy,UGC04499,9,6.06766260394,28.7407927526,-22.6731301487,True,27.2241334296,32.497171638
newtonian_baryonic,morphology_proxy,UGC05414,6,3.77389867285,19.477028447,-15.7031297741,True,18.0959257897,16.1997987035
newtonian_baryonic,morphology_proxy,UGC05716,12,7.9867387185,38.5957184736,-30.6089797551,True,38.0678555393,39.6932924354
newtonian_baryonic,morphology_proxy,UGC05829,11,2.73720456854,24.7543208398,-22.0171162712,True,24.1408236175,22.6665254264
newtonian_baryonic,morphology_proxy,UGC05986,15,21.8256287954,54.0366776042,-32.2110488088,True,50.873600495,31.2014810861
newtonian_baryonic,morphology_proxy,UGC06818,8,11.3610112446,27.0704307512,-15.7094195066,True,21.9290875843,29.8037713452
newtonian_baryonic,morphology_proxy,UGC06917,11,11.1416196062,46.439925454,-35.2983058478,True,45.1730769148,34.9163978768
newtonian_baryonic,morphology_proxy,UGC06983,17,7.42146965386,54.5413109073,-47.1198412534,True,53.5421650246,51.9382237356
newtonian_baryonic,morphology_proxy,UGC07151,11,7.46880711273,27.2224318578,-19.7536247451,True,26.1427794035,31.7825608745
newtonian_baryonic,morphology_proxy,UGC07261,7,8.07536327959,33.0508515808,-24.9754883012,True,32.7207960779,25.4337557816
newtonian_baryonic,morphology_proxy,UGC07577,9,12.5316616448,2.44423329363,10.0874283512,False,1.92407658084,13.6867490682
newtonian_baryonic,morphology_proxy,UGC07603,12,3.9594345377,31.4539442918,-27.4945097541,True,29.3792063883,28.8462024441
newtonian_baryonic,morphology_proxy,UGC08699,41,16.640618545,57.2581386663,-40.6175201213,True,46.9662982501,36.8038620235
newtonian_baryonic,morphology_proxy,UGC11914,65,34.2100697153,53.5297978173,-19.319728102,True,50.7582505256,18.5142495305
newtonian_baryonic,morphology_proxy,UGC12506,31,38.8796461831,116.023499343,-77.1438531598,True,115.617732667,79.6000610082
newtonian_baryonic,morphology_proxy,UGCA444,36,8.11241835895,14.4713003321,-6.35888197317,True,13.6842624854,20.7811379819
newtonian_baryonic,morphology_plus_distance,CamB,9,14.0351908439,3.35560687969,10.6795839642,False,-0.227752515789,13.3006108073
newtonian_baryonic,morphology_plus_distance,ESO116-G012,15,13.2045094525,46.786425152,-33.5819156996,True,42.8740521636,31.7598461037
newtonian_baryonic,morphology_plus_distance,F561-1,6,18.7036446843,9.59341689546,9.11022778886,False,8.68083990082,26.4938910274
newtonian_baryonic,morphology_plus_distance,F563-1,17,22.5092554378,62.47756059,-39.9683051522,True,59.8247856098,39.9791850923
