baseline_id,model_id,alpha,fold,cv_rmse_kms
newtonian_baryonic,distance_context,100,1,25.1508600534
newtonian_baryonic,distance_context,100,2,23.0287147212
newtonian_baryonic,distance_context,100,3,21.9167360571
newtonian_baryonic,distance_context,100,4,27.1378581651
newtonian_baryonic,distance_context,100,5,25.0161932632
newtonian_baryonic,distance_context,100,0,24.450072452
newtonian_baryonic,distance_context,1000,1,27.0384745759
newtonian_baryonic,distance_context,1000,2,25.2655397651
newtonian_baryonic,distance_context,1000,3,24.4429532417
newtonian_baryonic,distance_context,1000,4,28.2548676361
newtonian_baryonic,distance_context,1000,5,26.3943786661
newtonian_baryonic,distance_context,1000,0,26.279242777
newtonian_baryonic,orientation_quality,0.01,1,25.5721680942
newtonian_baryonic,orientation_quality,0.01,2,22.8121994614
newtonian_baryonic,orientation_quality,0.01,3,21.0974394383
newtonian_baryonic,orientation_quality,0.01,4,23.1256041898
newtonian_baryonic,orientation_quality,0.01,5,22.2132977839
newtonian_baryonic,orientation_quality,0.01,0,22.9641417935
newtonian_baryonic,orientation_quality,0.1,1,25.5783053432
newtonian_baryonic,orientation_quality,0.1,2,22.7936085346
newtonian_baryonic,orientation_quality,0.1,3,21.1399539778
newtonian_baryonic,orientation_quality,0.1,4,23.1748585291
newtonian_baryonic,orientation_quality,0.1,5,22.238925816
newtonian_baryonic,orientation_quality,0.1,0,22.9851304401
newtonian_baryonic,orientation_quality,1,1,25.6856959737
newtonian_baryonic,orientation_quality,1,2,22.8746650628
newtonian_baryonic,orientation_quality,1,3,21.2851935247
newtonian_baryonic,orientation_quality,1,4,23.3848302392
newtonian_baryonic,orientation_quality,1,5,22.4382280785
newtonian_baryonic,orientation_quality,1,0,23.1337225758
newtonian_baryonic,orientation_quality,10,1,25.5864336287
newtonian_baryonic,orientation_quality,10,2,23.1141436255
newtonian_baryonic,orientation_quality,10,3,21.660973774
newtonian_baryonic,orientation_quality,10,4,23.4319514085
newtonian_baryonic,orientation_quality,10,5,22.3171197453
newtonian_baryonic,orientation_quality,10,0,23.2221244364
newtonian_baryonic,orientation_quality,100,1,25.6824270868
newtonian_baryonic,orientation_quality,100,2,24.1208945108
newtonian_baryonic,orientation_quality,100,3,22.892595489
newtonian_baryonic,orientation_quality,100,4,24.8584992258
newtonian_baryonic,orientation_quality,100,5,23.2656709628
newtonian_baryonic,orientation_quality,100,0,24.164017455
newtonian_baryonic,orientation_quality,1000,1,27.4199245993
newtonian_baryonic,orientation_quality,1000,2,25.8780315139
newtonian_baryonic,orientation_quality,1000,3,25.0614961612
newtonian_baryonic,orientation_quality,1000,4,28.0276633061
newtonian_baryonic,orientation_quality,1000,5,26.3454609762
newtonian_baryonic,orientation_quality,1000,0,26.5465153114
newtonian_baryonic,observer_geometry,0.01,1,25.1881810931
newtonian_baryonic,observer_geometry,0.01,2,20.9277196238
newtonian_baryonic,observer_geometry,0.01,3,19.1631518481
newtonian_baryonic,observer_geometry,0.01,4,21.257099027
newtonian_baryonic,observer_geometry,0.01,5,21.7389762865
newtonian_baryonic,observer_geometry,0.01,0,21.6550255757
newtonian_baryonic,observer_geometry,0.1,1,25.1963173363
newtonian_baryonic,observer_geometry,0.1,2,20.944684785
newtonian_baryonic,observer_geometry,0.1,3,19.1713913563
newtonian_baryonic,observer_geometry,0.1,4,21.3051685937
newtonian_baryonic,observer_geometry,0.1,5,21.7473899381
newtonian_baryonic,observer_geometry,0.1,0,21.6729904019
newtonian_baryonic,observer_geometry,1,1,25.2104168744
newtonian_baryonic,observer_geometry,1,2,20.9543025514
newtonian_baryonic,observer_geometry,1,3,19.2528140092
newtonian_baryonic,observer_geometry,1,4,21.525879699
newtonian_baryonic,observer_geometry,1,5,21.8320510296
newtonian_baryonic,observer_geometry,1,0,21.7550928327
newtonian_baryonic,observer_geometry,10,1,24.9714869936
newtonian_baryonic,observer_geometry,10,2,21.07691985
newtonian_baryonic,observer_geometry,10,3,19.4587818763
newtonian_baryonic,observer_geometry,10,4,21.706455074
newtonian_baryonic,observer_geometry,10,5,21.4981628145
newtonian_baryonic,observer_geometry,10,0,21.7423613217
newtonian_baryonic,observer_geometry,100,1,24.8274378244
newtonian_baryonic,observer_geometry,100,2,22.4430973763
newtonian_baryonic,observer_geometry,100,3,20.9481060002
newtonian_baryonic,observer_geometry,100,4,23.5126846499
newtonian_baryonic,observer_geometry,100,5,22.0771935547
newtonian_baryonic,observer_geometry,100,0,22.7617038811
newtonian_baryonic,observer_geometry,1000,1,26.5631603268
newtonian_baryonic,observer_geometry,1000,2,24.916639042
newtonian_baryonic,observer_geometry,1000,3,23.9589446731
newtonian_baryonic,observer_geometry,1000,4,27.4164511686
newtonian_baryonic,observer_geometry,1000,5,25.5711559888
newtonian_baryonic,observer_geometry,1000,0,25.6852702399
newtonian_baryonic,morphology_proxy,0.01,1,21.6875718072
newtonian_baryonic,morphology_proxy,0.01,2,16.2487807589
newtonian_baryonic,morphology_proxy,0.01,3,17.9030197058
newtonian_baryonic,morphology_proxy,0.01,4,18.6685661247
newtonian_baryonic,morphology_proxy,0.01,5,20.7599186926
newtonian_baryonic,morphology_proxy,0.01,0,19.0535714178
newtonian_baryonic,morphology_proxy,0.1,1,21.7705236265
newtonian_baryonic,morphology_proxy,0.1,2,16.1522389416
newtonian_baryonic,morphology_proxy,0.1,3,18.0667123432
newtonian_baryonic,morphology_proxy,0.1,4,18.4403746999
newtonian_baryonic,morphology_proxy,0.1,5,20.8808880401
newtonian_baryonic,morphology_proxy,0.1,0,19.0621475302
newtonian_baryonic,morphology_proxy,1,1,21.4515322658
newtonian_baryonic,morphology_proxy,1,2,16.1294851988
newtonian_baryonic,morphology_proxy,1,3,18.0174805736
newtonian_baryonic,morphology_proxy,1,4,17.6412524078
newtonian_baryonic,morphology_proxy,1,5,20.8351006636
newtonian_baryonic,morphology_proxy,1,0,18.8149702219
newtonian_baryonic,morphology_proxy,10,1,20.5329077107
newtonian_baryonic,morphology_proxy,10,2,16.2831861491
newtonian_baryonic,morphology_proxy,10,3,18.1103633955
newtonian_baryonic,morphology_proxy,10,4,16.4949109967
newtonian_baryonic,morphology_proxy,10,5,20.2355286208
newtonian_baryonic,morphology_proxy,10,0,18.3313793746
newtonian_baryonic,morphology_proxy,100,1,20.5545415617
newtonian_baryonic,morphology_proxy,100,2,17.044927429
newtonian_baryonic,morphology_proxy,100,3,17.6824246918
newtonian_baryonic,morphology_proxy,100,4,17.2795662579
newtonian_baryonic,morphology_proxy,100,5,20.7114965574
newtonian_baryonic,morphology_proxy,100,0,18.6545912996
newtonian_baryonic,morphology_proxy,1000,1,22.6787380879
newtonian_baryonic,morphology_proxy,1000,2,20.5844843978
newtonian_baryonic,morphology_proxy,1000,3,19.5932196501
newtonian_baryonic,morphology_proxy,1000,4,22.2863727547
newtonian_baryonic,morphology_proxy,1000,5,22.9726075515
newtonian_baryonic,morphology_proxy,1000,0,21.6230844884
newtonian_baryonic,morphology_plus_distance,0.01,1,22.3095603994
newtonian_baryonic,morphology_plus_distance,0.01,2,16.5401140885
newtonian_baryonic,morphology_plus_distance,0.01,3,18.8564704782
newtonian_baryonic,morphology_plus_distance,0.01,4,18.8308126154
newtonian_baryonic,morphology_plus_distance,0.01,5,21.6458223071
newtonian_baryonic,morphology_plus_distance,0.01,0,19.6365559777
newtonian_baryonic,morphology_plus_distance,0.1,1,22.2833325535
newtonian_baryonic,morphology_plus_distance,0.1,2,16.4289638392
newtonian_baryonic,morphology_plus_distance,0.1,3,19.0118880974
newtonian_baryonic,morphology_plus_distance,0.1,4,18.5536538668
newtonian_baryonic,morphology_plus_distance,0.1,5,21.6374853886
newtonian_baryonic,morphology_plus_distance,0.1,0,19.5830647491
newtonian_baryonic,morphology_plus_distance,1,1,21.8814222175
newtonian_baryonic,morphology_plus_distance,1,2,16.3163715849
newtonian_baryonic,morphology_plus_distance,1,3,18.8302964896
newtonian_baryonic,morphology_plus_distance,1,4,17.6343119117
newtonian_baryonic,morphology_plus_distance,1,5,21.4500207502
newtonian_baryonic,morphology_plus_distance,1,0,19.2224845908
newtonian_baryonic,morphology_plus_distance,10,1,20.8537709249
newtonian_baryonic,morphology_plus_distance,10,2,16.3906037809
newtonian_baryonic,morphology_plus_distance,10,3,18.5301196568
newtonian_baryonic,morphology_plus_distance,10,4,16.4099170324
newtonian_baryonic,morphology_plus_distance,10,5,20.5437055176
newtonian_baryonic,morphology_plus_distance,10,0,18.5456233825
newtonian_baryonic,morphology_plus_distance,100,1,20.6717729457
newtonian_baryonic,morphology_plus_distance,100,2,17.0414890445
newtonian_baryonic,morphology_plus_distance,100,3,17.5803045688
newtonian_baryonic,morphology_plus_distance,100,4,17.3226226467
newtonian_baryonic,morphology_plus_distance,100,5,20.6345130529
newtonian_baryonic,morphology_plus_distance,100,0,18.6501404517
newtonian_baryonic,morphology_plus_distance,1000,1,22.6294726387
newtonian_baryonic,morphology_plus_distance,1000,2,20.3340439476
newtonian_baryonic,morphology_plus_distance,1000,3,19.3315343181
newtonian_baryonic,morphology_plus_distance,1000,4,22.3309104785
newtonian_baryonic,morphology_plus_distance,1000,5,22.8530850321
newtonian_baryonic,morphology_plus_distance,1000,0,21.495809283
newtonian_baryonic,morphology_plus_orientation,0.01,1,21.4933164763
newtonian_baryonic,morphology_plus_orientation,0.01,2,16.5629031539
newtonian_baryonic,morphology_plus_orientation,0.01,3,16.3424393391
newtonian_baryonic,morphology_plus_orientation,0.01,4,18.1598116288
newtonian_baryonic,morphology_plus_orientation,0.01,5,18.570493099
newtonian_baryonic,morphology_plus_orientation,0.01,0,18.2257927394
newtonian_baryonic,morphology_plus_orientation,0.1,1,21.5553690454
newtonian_baryonic,morphology_plus_orientation,0.1,2,16.344432364
newtonian_baryonic,morphology_plus_orientation,0.1,3,16.3509904549
newtonian_baryonic,morphology_plus_orientation,0.1,4,17.9191292325
newtonian_baryonic,morphology_plus_orientation,0.1,5,18.6548753727
newtonian_baryonic,morphology_plus_orientation,0.1,0,18.1649592939
newtonian_baryonic,morphology_plus_orientation,1,1,21.4978274145
newtonian_baryonic,morphology_plus_orientation,1,2,16.3346190239
newtonian_baryonic,morphology_plus_orientation,1,3,16.226187728
newtonian_baryonic,morphology_plus_orientation,1,4,16.8627903342
newtonian_baryonic,morphology_plus_orientation,1,5,18.6551687271
newtonian_baryonic,morphology_plus_orientation,1,0,17.9153186455
newtonian_baryonic,morphology_plus_orientation,10,1,20.8966174715
newtonian_baryonic,morphology_plus_orientation,10,2,16.5102140187
newtonian_baryonic,morphology_plus_orientation,10,3,16.32572314
newtonian_baryonic,morphology_plus_orientation,10,4,15.4081130239
newtonian_baryonic,morphology_plus_orientation,10,5,18.0955590467
newtonian_baryonic,morphology_plus_orientation,10,0,17.4472453402
newtonian_baryonic,morphology_plus_orientation,100,1,20.6062489385
newtonian_baryonic,morphology_plus_orientation,100,2,17.1851542613
newtonian_baryonic,morphology_plus_orientation,100,3,16.5936298462
newtonian_baryonic,morphology_plus_orientation,100,4,16.3355006425
newtonian_baryonic,morphology_plus_orientation,100,5,19.2459676644
newtonian_baryonic,morphology_plus_orientation,100,0,17.9933002706
newtonian_baryonic,morphology_plus_orientation,1000,1,22.5694833524
newtonian_baryonic,morphology_plus_orientation,1000,2,20.5018705967
newtonian_baryonic,morphology_plus_orientation,1000,3,19.3711898305
newtonian_baryonic,morphology_plus_orientation,1000,4,21.9362397633
newtonian_baryonic,morphology_plus_orientation,1000,5,22.4234959188
newtonian_baryonic,morphology_plus_orientation,1000,0,21.3604558923
newtonian_baryonic,combined,0.01,1,22.1855937539
newtonian_baryonic,combined,0.01,2,16.8235070751
newtonian_baryonic,combined,0.01,3,16.9655738927
newtonian_baryonic,combined,0.01,4,18.4929657282
newtonian_baryonic,combined,0.01,5,19.501928845
newtonian_baryonic,combined,0.01,0,18.793913859
newtonian_baryonic,combined,0.1,1,22.1047906901
newtonian_baryonic,combined,0.1,2,16.6742327507
newtonian_baryonic,combined,0.1,3,16.9700233691
newtonian_baryonic,combined,0.1,4,18.2288864272
newtonian_baryonic,combined,0.1,5,19.4765794807
newtonian_baryonic,combined,0.1,0,18.6909025435
newtonian_baryonic,combined,1,1,21.9013490684
newtonian_baryonic,combined,1,2,16.608063524
newtonian_baryonic,combined,1,3,16.7487743007
newtonian_baryonic,combined,1,4,17.0564561655
newtonian_baryonic,combined,1,5,19.2852613735
newtonian_baryonic,combined,1,0,18.3199808864
newtonian_baryonic,combined,10,1,21.1135367817
newtonian_baryonic,combined,10,2,16.5899955449
newtonian_baryonic,combined,10,3,16.7417226309
newtonian_baryonic,combined,10,4,15.4645701351
newtonian_baryonic,combined,10,5,18.410391305
newtonian_baryonic,combined,10,0,17.6640432795
newtonian_baryonic,combined,100,1,20.7276031633
newtonian_baryonic,combined,100,2,17.1798962034
newtonian_baryonic,combined,100,3,16.5543581979
newtonian_baryonic,combined,100,4,16.3399323449
newtonian_baryonic,combined,100,5,19.2565813002
newtonian_baryonic,combined,100,0,18.0116742419
newtonian_baryonic,combined,1000,1,22.536851206
newtonian_baryonic,combined,1000,2,20.2950070582
newtonian_baryonic,combined,1000,3,19.1348047984
newtonian_baryonic,combined,1000,4,21.9531761451
newtonian_baryonic,combined,1000,5,22.3034935576
newtonian_baryonic,combined,1000,0,21.2446665531
tpg_v6,radial_only,0.01,1,16.0338624933
tpg_v6,radial_only,0.01,2,15.1659303428
tpg_v6,radial_only,0.01,3,15.7310555443
tpg_v6,radial_only,0.01,4,16.352108398
tpg_v6,radial_only,0.01,5,18.2741096378
tpg_v6,radial_only,0.01,0,16.3114132832
tpg_v6,radial_only,0.1,1,16.0328352004
tpg_v6,radial_only,0.1,2,15.1639702155
tpg_v6,radial_only,0.1,3,15.7321628132
tpg_v6,radial_only,0.1,4,16.3422434448
tpg_v6,radial_only,0.1,5,18.2792343818
tpg_v6,radial_only,0.1,0,16.3100892112
tpg_v6,radial_only,1,1,16.0385266586
tpg_v6,radial_only,1,2,15.1643469682
tpg_v6,radial_only,1,3,15.7378792612
tpg_v6,radial_only,1,4,16.3424581402
tpg_v6,radial_only,1,5,18.2831101335
tpg_v6,radial_only,1,0,16.3132642323
tpg_v6,radial_only,10,1,16.029534993
tpg_v6,radial_only,10,2,15.1676626555
tpg_v6,radial_only,10,3,15.7610955659
tpg_v6,radial_only,10,4,16.3741076135
tpg_v6,radial_only,10,5,18.2754223537
tpg_v6,radial_only,10,0,16.3215646363
tpg_v6,radial_only,100,1,16.0353595596
tpg_v6,radial_only,100,2,15.1636304351
tpg_v6,radial_only,100,3,15.7833191741
tpg_v6,radial_only,100,4,16.3990369684
tpg_v6,radial_only,100,5,18.2707880858
tpg_v6,radial_only,100,0,16.3304268446
tpg_v6,radial_only,1000,1,16.0491476637
tpg_v6,radial_only,1000,2,15.1276822713
tpg_v6,radial_only,1000,3,15.7790183223
tpg_v6,radial_only,1000,4,16.379247709
tpg_v6,radial_only,1000,5,18.2527978389
tpg_v6,radial_only,1000,0,16.317578761
tpg_v6,distance_context,0.01,1,16.091931457
tpg_v6,distance_context,0.01,2,15.0572265892
tpg_v6,distance_context,0.01,3,16.0375100358
tpg_v6,distance_context,0.01,4,16.409872857
tpg_v6,distance_context,0.01,5,18.6976569513
tpg_v6,distance_context,0.01,0,16.4588395781
tpg_v6,distance_context,0.1,1,16.0952216962
tpg_v6,distance_context,0.1,2,15.0504488654
tpg_v6,distance_context,0.1,3,16.012979351
tpg_v6,distance_context,0.1,4,16.4101617678
tpg_v6,distance_context,0.1,5,18.676789855
tpg_v6,distance_context,0.1,0,16.4491203071
tpg_v6,distance_context,1,1,16.0939658922
tpg_v6,distance_context,1,2,15.0337121612
tpg_v6,distance_context,1,3,15.9779292791
tpg_v6,distance_context,1,4,16.409908225
tpg_v6,distance_context,1,5,18.6130116349
tpg_v6,distance_context,1,0,16.4257054385
tpg_v6,distance_context,10,1,16.0784471187
tpg_v6,distance_context,10,2,15.1048437078
tpg_v6,distance_context,10,3,15.9451997503
tpg_v6,distance_context,10,4,16.4258221549
tpg_v6,distance_context,10,5,18.4362188739
tpg_v6,distance_context,10,0,16.3981063211
tpg_v6,distance_context,100,1,16.0747128629
tpg_v6,distance_context,100,2,15.1853333792
tpg_v6,distance_context,100,3,15.9023521354
tpg_v6,distance_context,100,4,16.4404105553
tpg_v6,distance_context,100,5,18.2999317511
tpg_v6,distance_context,100,0,16.3805481368
tpg_v6,distance_context,1000,1,16.0534258536
tpg_v6,distance_context,1000,2,15.1453282481
tpg_v6,distance_context,1000,3,15.811384349
tpg_v6,distance_context,1000,4,16.3847192407
tpg_v6,distance_context,1000,5,18.2602809374
tpg_v6,distance_context,1000,0,16.3310277257
tpg_v6,orientation_quality,0.01,1,15.999342345
tpg_v6,orientation_quality,0.01,2,15.9358370318
tpg_v6,orientation_quality,0.01,3,14.6363940793
tpg_v6,orientation_quality,0.01,4,15.2995594905
tpg_v6,orientation_quality,0.01,5,16.8937032134
tpg_v6,orientation_quality,0.01,0,15.752967232
tpg_v6,orientation_quality,0.1,1,16.0084439961
tpg_v6,orientation_quality,0.1,2,15.9373692202
tpg_v6,orientation_quality,0.1,3,14.6371699771
tpg_v6,orientation_quality,0.1,4,15.2681898613
tpg_v6,orientation_quality,0.1,5,16.856999786
tpg_v6,orientation_quality,0.1,0,15.7416345681
tpg_v6,orientation_quality,1,1,16.0760813384
tpg_v6,orientation_quality,1,2,15.9812273987
tpg_v6,orientation_quality,1,3,14.6640113196
tpg_v6,orientation_quality,1,4,15.2099511989
tpg_v6,orientation_quality,1,5,16.8089589841
tpg_v6,orientation_quality,1,0,15.7480460479
tpg_v6,orientation_quality,10,1,16.0364217864
tpg_v6,orientation_quality,10,2,16.0314229833
tpg_v6,orientation_quality,10,3,14.7101971889
tpg_v6,orientation_quality,10,4,15.2213033813
tpg_v6,orientation_quality,10,5,16.7694202049
tpg_v6,orientation_quality,10,0,15.753753109
tpg_v6,orientation_quality,100,1,15.713159955
tpg_v6,orientation_quality,100,2,15.7476768531
tpg_v6,orientation_quality,100,3,15.0191922083
tpg_v6,orientation_quality,100,4,15.5923522801
tpg_v6,orientation_quality,100,5,17.0178245527
tpg_v6,orientation_quality,100,0,15.8180411698
tpg_v6,orientation_quality,1000,1,15.8464768779
tpg_v6,orientation_quality,1000,2,15.3096751309
tpg_v6,orientation_quality,1000,3,15.5693341626
tpg_v6,orientation_quality,1000,4,16.1931831067
tpg_v6,orientation_quality,1000,5,17.8354421223
tpg_v6,orientation_quality,1000,0,16.1508222801
tpg_v6,observer_geometry,0.01,1,15.661002454
tpg_v6,observer_geometry,0.01,2,15.6708701236
tpg_v6,observer_geometry,0.01,3,15.2600994612
tpg_v6,observer_geometry,0.01,4,15.1301057509
tpg_v6,observer_geometry,0.01,5,17.0170115039
tpg_v6,observer_geometry,0.01,0,15.7478178587
tpg_v6,observer_geometry,0.1,1,15.6732098432
tpg_v6,observer_geometry,0.1,2,15.6637061751
tpg_v6,observer_geometry,0.1,3,15.2244991847
tpg_v6,observer_geometry,0.1,4,15.0492928403
tpg_v6,observer_geometry,0.1,5,16.9842407715
tpg_v6,observer_geometry,0.1,0,15.718989763
tpg_v6,observer_geometry,1,1,15.7415170042
tpg_v6,observer_geometry,1,2,15.6694315287
tpg_v6,observer_geometry,1,3,15.2132169984
tpg_v6,observer_geometry,1,4,14.9415248309
tpg_v6,observer_geometry,1,5,16.9386970213
tpg_v6,observer_geometry,1,0,15.7008774767
tpg_v6,observer_geometry,10,1,15.7557448597
tpg_v6,observer_geometry,10,2,15.74205865
tpg_v6,observer_geometry,10,3,15.1652582273
tpg_v6,observer_geometry,10,4,14.8550439385
tpg_v6,observer_geometry,10,5,16.7531284904
tpg_v6,observer_geometry,10,0,15.6542468332
tpg_v6,observer_geometry,100,1,15.6515786627
tpg_v6,observer_geometry,100,2,15.6605285548
tpg_v6,observer_geometry,100,3,15.1955390417
tpg_v6,observer_geometry,100,4,15.4559867872
tpg_v6,observer_geometry,100,5,17.0163308331
tpg_v6,observer_geometry,100,0,15.7959927759
tpg_v6,observer_geometry,1000,1,15.8531621836
tpg_v6,observer_geometry,1000,2,15.3128621147
tpg_v6,observer_geometry,1000,3,15.6054128139
tpg_v6,observer_geometry,1000,4,16.1952730718
tpg_v6,observer_geometry,1000,5,17.8494854678
tpg_v6,observer_geometry,1000,0,16.1632391304
tpg_v6,morphology_proxy,0.01,1,18.5291940875
tpg_v6,morphology_proxy,0.01,2,15.491456307
tpg_v6,morphology_proxy,0.01,3,17.2075961639
tpg_v6,morphology_proxy,0.01,4,16.6420590566
tpg_v6,morphology_proxy,0.01,5,18.6462811668
tpg_v6,morphology_proxy,0.01,0,17.3033173563
tpg_v6,morphology_proxy,0.1,1,18.5122736379
tpg_v6,morphology_proxy,0.1,2,15.4137225845
tpg_v6,morphology_proxy,0.1,3,17.3049193913
tpg_v6,morphology_proxy,0.1,4,16.4333699818
tpg_v6,morphology_proxy,0.1,5,18.6617652355
tpg_v6,morphology_proxy,0.1,0,17.2652101662
tpg_v6,morphology_proxy,1,1,18.1525983024
tpg_v6,morphology_proxy,1,2,15.3044834605
tpg_v6,morphology_proxy,1,3,17.0870653252
tpg_v6,morphology_proxy,1,4,15.8252683457
tpg_v6,morphology_proxy,1,5,18.5202307904
tpg_v6,morphology_proxy,1,0,16.9779292448
tpg_v6,morphology_proxy,10,1,17.1391294646
tpg_v6,morphology_proxy,10,2,15.291200434
tpg_v6,morphology_proxy,10,3,16.9602775092
tpg_v6,morphology_proxy,10,4,15.2095287557
tpg_v6,morphology_proxy,10,5,17.7877829253
tpg_v6,morphology_proxy,10,0,16.4775838178
tpg_v6,morphology_proxy,100,1,16.2263678118
tpg_v6,morphology_proxy,100,2,15.3060478346
tpg_v6,morphology_proxy,100,3,16.44669101
tpg_v6,morphology_proxy,100,4,15.359969144
tpg_v6,morphology_proxy,100,5,17.822228374
tpg_v6,morphology_proxy,100,0,16.2322608349
tpg_v6,morphology_proxy,1000,1,15.9651220039
tpg_v6,morphology_proxy,1000,2,15.1192099542
tpg_v6,morphology_proxy,1000,3,15.8723683995
tpg_v6,morphology_proxy,1000,4,16.0533908227
tpg_v6,morphology_proxy,1000,5,18.1651850514
tpg_v6,morphology_proxy,1000,0,16.2350552463
tpg_v6,morphology_plus_distance,0.01,1,18.9808757284
tpg_v6,morphology_plus_distance,0.01,2,15.5948487825
tpg_v6,morphology_plus_distance,0.01,3,17.6871017505
tpg_v6,morphology_plus_distance,0.01,4,16.8000887315
tpg_v6,morphology_plus_distance,0.01,5,19.5338568562
tpg_v6,morphology_plus_distance,0.01,0,17.7193543698
tpg_v6,morphology_plus_distance,0.1,1,18.8746290906
tpg_v6,morphology_plus_distance,0.1,2,15.5236861882
tpg_v6,morphology_plus_distance,0.1,3,17.7971104504
tpg_v6,morphology_plus_distance,0.1,4,16.550488878
tpg_v6,morphology_plus_distance,0.1,5,19.4026161878
tpg_v6,morphology_plus_distance,0.1,0,17.629706159
tpg_v6,morphology_plus_distance,1,1,18.4472557431
tpg_v6,morphology_plus_distance,1,2,15.3726259817
tpg_v6,morphology_plus_distance,1,3,17.5228853842
tpg_v6,morphology_plus_distance,1,4,15.8398054992
tpg_v6,morphology_plus_distance,1,5,19.1430296227
tpg_v6,morphology_plus_distance,1,0,17.2651204461
tpg_v6,morphology_plus_distance,10,1,17.2672876846
tpg_v6,morphology_plus_distance,10,2,15.2759353903
tpg_v6,morphology_plus_distance,10,3,17.2607369171
tpg_v6,morphology_plus_distance,10,4,15.1617742606
tpg_v6,morphology_plus_distance,10,5,18.1381561015
tpg_v6,morphology_plus_distance,10,0,16.6207780708
tpg_v6,morphology_plus_distance,100,1,16.1939169752
tpg_v6,morphology_plus_distance,100,2,15.270025761
tpg_v6,morphology_plus_distance,100,3,16.6968648615
tpg_v6,morphology_plus_distance,100,4,15.3566947645
tpg_v6,morphology_plus_distance,100,5,17.8690654939
tpg_v6,morphology_plus_distance,100,0,16.2773135712
tpg_v6,morphology_plus_distance,1000,1,15.9672930568
tpg_v6,morphology_plus_distance,1000,2,15.1232601249
tpg_v6,morphology_plus_distance,1000,3,15.9201998283
tpg_v6,morphology_plus_distance,1000,4,16.0511376947
tpg_v6,morphology_plus_distance,1000,5,18.1645433037
tpg_v6,morphology_plus_distance,1000,0,16.2452868017
tpg_v6,morphology_plus_orientation,0.01,1,17.8309577691
tpg_v6,morphology_plus_orientation,0.01,2,15.4334268509
tpg_v6,morphology_plus_orientation,0.01,3,16.0254537003
