galaxy,split,dominant_intake_family,closure_fraction_c,source_vn2_median,net_signed_source_strength_v2,positive_component_strength_v2,negative_component_strength_v2,normalization_rule_status,endpoint_freeze_allowed,uses_vobs_or_residual,claim_boundary
NGC4088,holdout,K_scale_tail_spiral,0.4913862281851751,21386.747325,3647.7608224102864,7078.4569617957095,-3430.696139385423,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4183,holdout,K_exponential_disk,0.765563445114896,3135.4038,255.43371956517555,1188.2270314315006,-932.793311866325,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4214,holdout,K_exponential_disk,0.7378930370059062,1010.7861750000001,121.79776480943116,433.82492262188225,-312.0271578124511,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4389,holdout,K_exponential_disk,0.39427404276791456,9588.5405,-1003.0902744400228,1388.7111763694293,-2391.801450809452,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5907,holdout,K_exponential_disk,0.6634000298195578,18479.847650000003,636.3658618212198,5850.366789591626,-5214.000927770407,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5985,holdout,K_scale_tail_spiral,0.4985669207261346,23564.50022,3902.518860021022,7825.499586578373,-3922.980726557351,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6789,holdout,K_thick_flared,0.6443592395334848,269.894775,33.118602951174495,69.61986677166358,-36.501263820489086,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6946,holdout,K_scale_tail_spiral,0.5293732897996126,16298.57157,8628.028451045338,8628.028451045338,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC7331,holdout,K_scale_tail_spiral,0.4681867590527362,35524.89925,12679.358973546892,13704.192281098713,-1024.8333075518194,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC00731,holdout,K_thick_flared,0.8164803380448392,547.7656999999999,133.7338475959196,215.01320071318398,-81.27935311726436,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC00891,holdout,K_exponential_disk,0.7834824686855335,578.4608499999998,-128.9028982796366,107.1279152342344,-236.03081351387098,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC02023,holdout,K_scale_tail_spiral,0.7158543102160054,808.5000000000001,578.7682098096404,578.7682098096404,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC02259,holdout,K_thick_flared,0.7401670662392039,1238.1450250000003,296.04212989957716,456.88451085636865,-160.84238095679152,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC03580,holdout,K_scale_tail_spiral,0.40614856574032726,7611.41322,3091.364562559966,3091.364562559966,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC04305,holdout,K_exponential_disk,0.7356842812157509,833.84375,50.412120835299454,297.8988893327371,-247.48676849743765,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC04499,holdout,K_exponential_disk,0.7337902539534008,1343.0531000000003,-193.71219076472562,299.73895813112966,-493.4511488958553,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC05414,holdout,K_thick_flared,0.712086842486497,884.803675,196.5397953226884,308.9331589819318,-112.3933636592434,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC05716,holdout,K_thick_flared,0.8043141403669857,772.9340499999998,167.72931504854455,285.42069640273144,-117.6913813541869,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC05829,holdout,K_exponential_disk,0.7925608666122651,522.9988500000001,-99.18123827100726,117.76467818184015,-216.94591645284743,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC05986,holdout,K_scale_tail_spiral,0.7320956905752359,2249.8422,777.4006360045278,1002.8781916203967,-225.477555615869,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06818,holdout,K_exponential_disk,0.7485921704629792,978.3178,-175.42199455684727,211.38351601670598,-386.80551057355325,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06917,holdout,K_exponential_disk,0.7014393246069682,2504.4730999999997,-218.83475052362803,768.9505846183458,-987.7853351419739,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06983,holdout,K_exponential_disk,0.7406357855931932,2398.36125,-246.6552014489194,627.882682292393,-874.5378837413125,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07151,holdout,K_thick_flared,0.6770379932446499,1494.4793000000004,294.700633796553,480.62027923906464,-185.91964544251164,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07261,holdout,K_scale_tail_spiral,0.7140323079318615,1327.56165,947.9219088713302,947.9219088713302,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07577,holdout,K_exponential_disk,0.8077872746408565,102.08359999999999,-30.923187386072748,25.769322821727293,-56.69251020780004,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07603,holdout,K_thick_flared,0.7660589675871469,539.0714250000001,60.71617612253236,152.0387784255286,-91.32260230299623,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC08699,holdout,K_scale_tail_spiral,0.4327517057539102,15353.994200000001,3722.941495170554,4480.374080174466,-757.4325850039121,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC11914,holdout,K_scale_tail_spiral,0.14770954876957534,53952.671319999994,7969.324735590408,7969.324735590408,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC12506,holdout,K_scale_tail_spiral,0.6494462992876708,13597.916300000006,4899.041341555979,5918.468213501077,-1019.4268719450985,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGCA444,holdout,K_thick_flared,0.7762166930576874,228.72052499999998,4.438417238747952,49.31574709719947,-44.87732985845152,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
D512-2,train,K_compact_finite,0.8058147729986257,265.25845000000004,0.0,0.0,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
D564-8,train,K_thick_flared,0.84934358062957,80.16624999999999,0.0,0.0,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
D631-7,train,K_thick_flared,0.8146240366090199,483.0114500000001,0.0,0.0,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
DDO064,train,K_scale_tail_spiral,0.7610419468586817,295.16204999999997,224.6307011707995,224.6307011707995,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
DDO154,train,K_thick_flared,0.8268641492182972,278.229375,30.071321315641477,81.91969238671201,-51.84837107107054,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
DDO161,train,K_thick_flared,0.7793038285969073,1014.1714000000001,176.72917848245655,335.81545013938995,-159.0862716569334,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
DDO168,train,K_thick_flared,0.7373361472119698,638.8660500000001,57.116327794660435,164.4348066345895,-107.31847883992907,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
DDO170,train,K_thick_flared,0.8072359558034639,761.0283,146.19949369041024,267.5665082894852,-121.36701459907499,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
ESO079-G014,train,K_scale_tail_spiral,0.6294524368117963,4730.706450000001,1617.210969243564,1969.9445297936206,-352.73356055005667,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
ESO444-G084,train,K_thick_flared,0.842443455382575,352.11254999999994,21.32063439383785,92.69841040799054,-71.37777601415269,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
ESO563-G021,train,K_scale_tail_spiral,0.4828025704789825,27471.3291,8494.751106314101,9731.022972368908,-1236.271866054807,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F563-V1,train,K_thick_flared,0.8058807427384159,513.722975,105.32322117590147,185.35039230005742,-80.02717112415596,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F563-V2,train,K_scale_tail_spiral,0.7347168085693847,1035.1729249999999,329.0871220819872,440.95018800199216,-111.86306592000494,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F565-V2,train,K_thick_flared,0.8126980271342138,501.82244999999995,85.32709212688941,168.9389869683108,-83.61189484142137,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F567-2,train,K_scale_tail_spiral,0.8165206177707411,535.8094,437.49942229537015,437.49942229537015,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F568-3,train,K_scale_tail_spiral,0.7525829951433824,1158.97325,872.2235597760601,872.2235597760601,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F568-V1,train,K_scale_tail_spiral,0.7676269377970986,1157.4243000000001,888.4700711409505,888.4700711409505,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F571-8,train,K_scale_tail_spiral,0.6512968788836991,3678.51695,1349.1248540699144,1620.486790392177,-271.3619363222625,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F571-V1,train,K_thick_flared,0.786008144051451,1182.6881999999998,286.2165659530601,453.020341428743,-166.80377547568284,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F574-1,train,K_scale_tail_spiral,0.7647346111361898,1346.1475750000002,1029.44564229955,1029.44564229955,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F574-2,train,K_scale_tail_spiral,0.7984611716106577,821.3600000000001,655.8240679141298,655.8240679141298,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F579-V1,train,K_scale_tail_spiral,0.6967040339806715,2572.752025,1792.4467142494411,1792.4467142494411,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F583-1,train,K_scale_tail_spiral,0.8258924510557903,301.5769,249.070085122807,249.070085122807,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
F583-4,train,K_scale_tail_spiral,0.7739967569397016,846.3127000000002,655.0432851568827,655.0432851568827,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
KK98-251,train,K_thick_flared,0.7833205793983049,222.67530000000002,12.536879172859074,54.50817031677856,-41.97129114391949,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC0055,train,K_exponential_disk,0.7262548367146394,2254.4961000000003,-397.26136564254637,434.5925905927864,-831.8539562353328,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC0100,train,K_exponential_disk,0.7196800425048425,1302.9489000000003,-85.30468104208063,353.00728030522924,-438.3119613473099,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC0247,train,K_exponential_disk,0.7440546704914193,2052.3755,-322.7654500063842,469.80356410207196,-792.5690141084561,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC0289,train,K_scale_tail_spiral,0.728624492956637,8865.521525,1947.369275651793,3944.8844875776485,-1997.5152119258557,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC0300,train,K_exponential_disk,0.7723239995940189,1375.1574000000003,182.32977069613412,622.1984169677231,-439.868646271589,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC0801,train,K_scale_tail_spiral,0.4953474070333955,27016.226850000006,8336.222800798867,9644.495608955254,-1308.2728081563864,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC0891,train,K_scale_tail_spiral,0.35211424896901505,37356.77067499999,10083.6241051898,10879.608920546052,-795.9848153562534,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC1003,train,K_scale_tail_spiral,0.7661764034073881,2032.7289,794.3394894169437,992.177489343284,-197.8379999263403,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC1090,train,K_scale_tail_spiral,0.6590410318265458,10595.417875,2342.594753428171,4662.704941200798,-2320.1101877726273,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC1705,train,K_compact_finite,0.7970800180030061,572.09355,67.90261052857932,233.33756771822627,-165.43495718964695,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC2366,train,K_thick_flared,0.7563351509193316,702.7518749999999,106.32277515157833,216.55804152186457,-110.23526637028624,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC2403,train,K_scale_tail_spiral,0.522242679913288,4218.03765,2202.839286311147,2202.839286311147,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC2841,train,K_compact_finite,0.44246741452618926,39872.56860000001,5018.049646055304,10694.340158780438,-5676.290512725134,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC2903,train,K_compact_finite,0.49814442950410565,20089.317350000005,3419.5734971152865,6713.477513778985,-3293.9040166636983,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC2915,train,K_compact_finite,0.8012125024357306,539.8548999999999,261.5859795627304,305.9070021823313,-44.3210226196009,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC2955,train,K_scale_tail_spiral,0.2700818902945604,49898.97829500001,13476.810381680843,13476.810381680843,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC2976,train,K_exponential_disk,0.5283410829671636,1466.7208999999998,83.43515306837986,429.1820308924763,-345.74687782409643,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC2998,train,K_scale_tail_spiral,0.4818938811157258,15513.4626,7475.8427018576585,7475.8427018576585,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC3109,train,K_thick_flared,0.8081187987323211,361.7656999999999,34.78507253981802,101.56107744971334,-66.77600490989532,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC3198,train,K_scale_tail_spiral,0.5308856411035588,5531.843349999999,784.2156283050952,1748.24789191628,-964.0322636111848,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC3521,train,K_compact_finite,0.21431103628970855,34437.35055,2097.1872270900576,4481.341133032119,-2384.153905942061,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC3741,train,K_thick_flared,0.8438806690386149,137.3657,5.8658217325766095,34.39845356978651,-28.5326318372099,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC3769,train,K_scale_tail_spiral,0.7070847066093239,5022.748375000001,-132.11807634842734,1419.4479593180758,-1551.5660356665032,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC3877,train,K_exponential_disk,0.4131917582606362,16935.50655,1228.6763824379705,3802.9715263899534,-2574.295143951983,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC3893,train,K_compact_finite,0.5358002799381547,16118.94945,3191.7508093233255,5914.144218471145,-2722.3934091478195,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC3917,train,K_compact_finite,0.6167000694260736,5591.7702,647.4261482161434,1883.698064520476,-1236.2719163043325,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC3953,train,K_exponential_disk,0.3879056679958085,27395.008925000002,2988.669600614375,6807.674418708818,-3819.0048180944427,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC3992,train,K_scale_tail_spiral,0.6663789904544741,23785.986050000003,4999.858541799794,10425.1699563815,-5425.311414581706,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4010,train,K_exponential_disk,0.5943781263074602,5260.5015,-325.4820473751198,1176.9230849885917,-1502.4051323637113,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4051,train,K_exponential_disk,0.43974031534085584,15813.908549999995,1935.8307746076748,4444.921953578064,-2509.091178970389,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4068,train,K_exponential_disk,0.7375788355575932,359.4326249999999,-97.32396503296532,56.693763498089275,-154.0177285310546,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4085,train,K_compact_finite,0.3872709077572711,10318.351200000001,914.603112864869,2266.6123277287907,-1352.0092148639217,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4100,train,K_exponential_disk,0.6129596278699161,11463.996075000001,1476.2416799395141,3994.738258507112,-2518.4965785675977,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4138,train,K_compact_finite,0.5856319015018036,10796.0746,2255.5488027066467,4289.037249729985,-2033.4884470233383,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4157,train,K_scale_tail_spiral,0.5838938712740976,17379.018979999997,2667.017730035855,5947.022802417969,-3280.0050723821137,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4217,train,K_compact_finite,0.4002123791958448,27186.057819999995,2903.835065051764,6526.4595273436025,-3622.6244622918384,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4559,train,K_compact_finite,0.6698743800419372,5282.773425000001,1234.5343937706018,2386.6644833722494,-1152.1300896016476,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5005,train,K_compact_finite,0.16723198581856527,55219.543204999994,2733.3053650926217,5983.889615629416,-3250.584250536794,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5033,train,K_compact_finite,0.6241884975856428,15711.626034999998,3386.8355166399497,6596.925883027034,-3210.090366387084,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5055,train,K_scale_tail_spiral,0.5870263952016378,22137.869000000002,5609.400588426743,9302.457012471416,-3693.0564240446724,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5371,train,K_scale_tail_spiral,0.5621449211484382,30090.9512,5197.667840714747,11056.571615160123,-5858.903774445375,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5585,train,K_compact_finite,0.6660391227651108,1677.453075,366.46031270233755,741.8548436274875,-375.39453092515,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6015,train,K_compact_finite,0.6958350155464992,6428.1098999999995,1564.0711142783507,3018.487533239728,-1454.416418961377,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
