git_status,layer,path,size_bytes
??,scripts,scripts/build_s4g75_holdout_repair_review_packet.py,11988
??,scripts,scripts/build_s4g75_kernel_observable_fill.py,10752
??,scripts,scripts/build_s4g75_kernel_ready_promotion_gate.py,10815
??,scripts,scripts/build_s4g75_literature_kernel_source_hits.py,11888
??,scripts,scripts/build_s4g75_ngc2683_flare_profile_mapping_gate.py,8491
??,scripts,scripts/build_s4g75_ngc4088_asymptotic_carrier_dominance_gate.py,8746
??,scripts,scripts/build_s4g75_ngc4088_bi_coefficient_freeze_rule.py,8424
??,scripts,scripts/build_s4g75_ngc4088_bi_coefficient_rule_gate.py,17490
??,scripts,scripts/build_s4g75_ngc4088_bi_sharp_coefficient_bound_rule.py,8153
??,scripts,scripts/build_s4g75_ngc4088_channel_map_digitization_protocol.py,12102
??,scripts,scripts/build_s4g75_ngc4088_channel_map_digitization_worksheet.py,7422
??,scripts,scripts/build_s4g75_ngc4088_closure_functional_requirement_gate.py,8393
??,scripts,scripts/build_s4g75_ngc4088_cross_term_suppression_gate.py,9015
??,scripts,scripts/build_s4g75_ngc4088_digitization_target_manifest.py,6024
??,scripts,scripts/build_s4g75_ngc4088_endpoint_fit_diagnostic.py,13959
??,scripts,scripts/build_s4g75_ngc4088_epsilon_cross_bound_expression_shell.py,8983
??,scripts,scripts/build_s4g75_ngc4088_epsilon_cross_input_review_packet.py,14723
??,scripts,scripts/build_s4g75_ngc4088_epsilon_cross_locality_bound_rule.py,8510
??,scripts,scripts/build_s4g75_ngc4088_epsilon_cross_readout_sensitivity_audit.py,9622
??,scripts,scripts/build_s4g75_ngc4088_epsilon_cross_source_bound_protocol.py,11121
??,scripts,scripts/build_s4g75_ngc4088_filled_warp_closure_mapping.py,6415
??,scripts,scripts/build_s4g75_ngc4088_first_pass_source_response_fill.py,11846
??,scripts,scripts/build_s4g75_ngc4088_h4_interaction_context_review.py,8383
??,scripts,scripts/build_s4g75_ngc4088_kernel_to_velocity_normalization_candidate.py,9303
??,scripts,scripts/build_s4g75_ngc4088_memory_history_proxy_protocol.py,10561
??,scripts,scripts/build_s4g75_ngc4088_minimal_euler_ansatz_gate.py,8011
??,scripts,scripts/build_s4g75_ngc4088_multiplicative_coupling_separability_gate.py,9792
??,scripts,scripts/build_s4g75_ngc4088_physical_normalization_law_gate.py,9283
??,scripts,scripts/build_s4g75_ngc4088_qwarp_measurement_protocol.py,10098
??,scripts,scripts/build_s4g75_ngc4088_readout_preflight_profile.py,5882
??,scripts,scripts/build_s4g75_ngc4088_readout_promotion_gate.py,8556
??,scripts,scripts/build_s4g75_ngc4088_scale_uniqueness_audit.py,8042
??,scripts,scripts/build_s4g75_ngc4088_source_response_independent_review.py,14777
??,scripts,scripts/build_s4g75_ngc4088_target_functional_origin_gate.py,10402
??,scripts,scripts/build_s4g75_ngc4088_tau_side_scale_derivation_gate.py,8282
??,scripts,scripts/build_s4g75_ngc4088_tau_side_scale_selection_gate.py,7092
??,scripts,scripts/build_s4g75_ngc4088_warp_asymmetry_extraction_gate.py,6640
??,scripts,scripts/build_s4g75_ngc4088_warp_closure_mapping_rule.py,7509
??,scripts,scripts/build_s4g75_ngc4088_warp_onset_extraction_protocol.py,7477
??,scripts,scripts/build_s4g75_ngc4088_warp_prekernel_observables.py,6947
??,scripts,scripts/build_s4g75_ngc4088_xw_conversion_audit.py,6237
??,scripts,scripts/build_s4g75_promoted_kernel_observable_fill.py,5945
??,scripts,scripts/build_s4g75_promotion_theorem_skeletons.py,14429
??,scripts,scripts/build_s4g75_remaining_kernel_acquisition_ledger.py,10599
??,scripts,scripts/build_s4g75_source_rich_lane_action_plan.py,8472
??,scripts,scripts/build_s4g75_tail_rhi_promotion_attempt.py,7922
??,scripts,scripts/build_s4g75_vertical_source_search_audit.py,11857
??,scripts,scripts/build_source_native_orientation_promotion_gate.py,15296
??,scripts,scripts/build_tau_side_evidence_measure_gate.py,12898
??,scripts,scripts/build_tau_side_source_normalization_derivation_audit.py,9486
??,scripts,scripts/download_readout_subfamily_external_sources.py,8720
??,scripts,scripts/extract_readout_subfamily_observables.py,27079
??,scripts,scripts/run_inclusion_lane_endpoint_analysis.py,14117
??,scripts,scripts/run_l2_weight_intake_endpoint_preflight.py,10390
??,scripts,scripts/run_mixed_readout_population_control_audit.py,11806
??,scripts,scripts/run_mixed_readout_population_endpoint.py,12404
??,scripts,scripts/run_morphology_information_gain_test.py,18989
??,scripts,scripts/run_ngc4013_expdisk_warp_vertical_overlay_diagnostic.py,6864
??,scripts,scripts/run_ngc4013_expdisk_wvo_frozen_protocol_audit.py,9012
??,scripts,scripts/run_ngc4013_warp_vertical_overlay_control_audit.py,6979
??,scripts,scripts/run_ngc4013_warp_vertical_overlay_endpoint.py,9166
??,scripts,scripts/run_ngc4013_warp_vertical_overlay_radial_zone_audit.py,6106
??,scripts,scripts/run_ngc4088_warp_history_accepted_endpoint.py,10964
??,scripts,scripts/run_ngc5907_accepted_endpoint_control_audit.py,7488
??,scripts,scripts/run_ngc5907_expdisk_projection_mixed_accepted_endpoint.py,12100
??,scripts,scripts/run_ngc5907_projection_accepted_endpoint.py,7935
??,scripts,scripts/run_ngc5907_projection_dominated_endpoint_diagnostic.py,8244
??,scripts,scripts/run_ngc5907_projection_radial_zone_audit.py,6235
??,scripts,scripts/run_ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint.py,12295
??,scripts,scripts/run_s4g75_filled_kernel_endpoint_stress_test.py,12565
??,scripts,scripts/run_s4g75_ngc2683_flare_closure_source_prototype.py,12114
??,scripts,scripts/run_s4g75_ngc2683_hr_profile_kernel_prototype.py,11002
??,scripts,scripts/run_s4g75_ngc2683_profile_aware_kernel_preflight.py,11634
??,scripts,scripts/run_s4g75_promoted_kernel_endpoint_stress_test.py,9966
??,scripts,scripts/run_s4g75_scale_source_subset_endpoint_stress_test.py,6941
??,scripts,scripts/run_tau_side_evidence_measure_l2_endpoint.py,6746
??,scripts,scripts/run_tau_side_source_normalized_l2_endpoint.py,15614
