git_status,layer,path,size_bytes
??,derived_data,data/derived/multigalaxy_fit_inspection_summary.csv,2808
??,derived_data,data/derived/ngc4013_compact_overlay_source_acquisition.csv,2023
??,derived_data,data/derived/ngc4013_compact_overlay_source_summary.csv,681
??,derived_data,data/derived/ngc4013_expdisk_wvo_diagnostic_points.csv,9523
??,derived_data,data/derived/ngc4013_expdisk_wvo_diagnostic_scores.csv,647
??,derived_data,data/derived/ngc4013_expdisk_wvo_formula_freeze_gate.csv,1868
??,derived_data,data/derived/ngc4013_expdisk_wvo_formula_freeze_manifest.csv,1456
??,derived_data,data/derived/ngc4013_expdisk_wvo_formula_freeze_summary.csv,518
??,derived_data,data/derived/ngc4013_expdisk_wvo_frozen_protocol_points.csv,11152
??,derived_data,data/derived/ngc4013_expdisk_wvo_frozen_protocol_scores.csv,727
??,derived_data,data/derived/ngc4013_expdisk_wvo_hypothesis_gate.csv,1177
??,derived_data,data/derived/ngc4013_expdisk_wvo_hypothesis_source_fields.csv,1404
??,derived_data,data/derived/ngc4013_expdisk_wvo_hypothesis_summary.csv,396
??,derived_data,data/derived/ngc4013_expdisk_wvo_mixed_accepted_endpoint_blocker_gate.csv,1593
??,derived_data,data/derived/ngc4013_expdisk_wvo_mixed_accepted_endpoint_blocker_summary.csv,797
??,derived_data,data/derived/ngc4013_mixed_source_rule_evidence.csv,2309
??,derived_data,data/derived/ngc4013_mixed_source_rule_gate.csv,1436
??,derived_data,data/derived/ngc4013_mixed_source_rule_summary.csv,532
??,derived_data,data/derived/ngc4013_warp_overlay_preflight_fields.csv,1323
??,derived_data,data/derived/ngc4013_warp_overlay_preflight_gate.csv,1903
??,derived_data,data/derived/ngc4013_warp_overlay_preflight_summary.csv,641
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_control_candidates.csv,1209
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_control_summary.csv,687
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_endpoint_freeze_gate.csv,1661
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_endpoint_freeze_kernel_grid.csv,1388
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_endpoint_freeze_manifest.csv,1095
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_endpoint_freeze_summary.csv,406
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_endpoint_points.csv,12435
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_endpoint_scores.csv,697
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_formula_blockers.csv,718
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_formula_derivation_steps.csv,1868
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_formula_manifest.csv,996
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_formula_summary.csv,380
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_radial_zone_points.csv,15039
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_radial_zone_scores.csv,1025
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_radial_zone_summary.csv,459
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_replacement_label_gate.csv,1651
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_replacement_label_source_fields.csv,1613
??,derived_data,data/derived/ngc4013_warp_vertical_overlay_replacement_label_summary.csv,434
??,derived_data,data/derived/ngc4088_b1_frozen_image_repeat_obligations.csv,987
??,derived_data,data/derived/ngc4088_b1_frozen_image_repeat_panel_geometry.csv,5078
??,derived_data,data/derived/ngc4088_b1_frozen_image_repeat_summary.csv,885
??,derived_data,data/derived/ngc4088_b1_original_hi_data_acquisition_attempts.csv,3932
??,derived_data,data/derived/ngc4088_b1_original_hi_data_acquisition_summary.csv,796
??,derived_data,data/derived/ngc4088_b1_original_hi_data_source_candidates.csv,837
??,derived_data,data/derived/ngc4088_b1_source_native_radial_calibration_formulas.csv,730
??,derived_data,data/derived/ngc4088_b1_source_native_radial_calibration_routes.csv,1640
??,derived_data,data/derived/ngc4088_b1_source_native_radial_calibration_summary.csv,832
??,derived_data,data/derived/ngc4088_b1_whisp_overview_extraction_obligations.csv,1261
??,derived_data,data/derived/ngc4088_b1_whisp_overview_extraction_packet.csv,735
??,derived_data,data/derived/ngc4088_b1_whisp_overview_extraction_panels.csv,1786
??,derived_data,data/derived/ngc4088_b1_whisp_overview_extraction_response_template.csv,932
??,derived_data,data/derived/ngc4088_b1_whisp_overview_extraction_summary.csv,664
??,derived_data,data/derived/ngc4088_b1_whisp_overview_frozen_extraction_components.csv,645
??,derived_data,data/derived/ngc4088_b1_whisp_overview_frozen_extraction_obligations.csv,813
??,derived_data,data/derived/ngc4088_b1_whisp_overview_frozen_extraction_response.csv,981
??,derived_data,data/derived/ngc4088_b1_whisp_overview_frozen_extraction_summary.csv,1194
??,derived_data,data/derived/ngc4088_b1_whisp_promotion_review_gates.csv,1110
??,derived_data,data/derived/ngc4088_b1_whisp_promotion_review_summary.csv,686
??,derived_data,data/derived/ngc4088_b2_physical_normalization_components.csv,2513
??,derived_data,data/derived/ngc4088_b2_physical_normalization_formula_status.csv,304
??,derived_data,data/derived/ngc4088_b2_physical_normalization_obligations.csv,1200
??,derived_data,data/derived/ngc4088_b2_physical_normalization_synthesis_summary.csv,579
??,derived_data,data/derived/ngc4088_b3_scale_uniqueness_candidate_resolution.csv,2132
??,derived_data,data/derived/ngc4088_b3_scale_uniqueness_obligations.csv,1627
??,derived_data,data/derived/ngc4088_b3_scale_uniqueness_synthesis_summary.csv,699
??,derived_data,data/derived/ngc4088_breakthrough_promotion_gate.csv,1572
??,derived_data,data/derived/ngc4088_breakthrough_promotion_summary.csv,416
??,derived_data,data/derived/ngc4088_formula_freeze_readiness_dashboard.csv,1435
??,derived_data,data/derived/ngc4088_formula_freeze_readiness_summary.csv,1763
??,derived_data,data/derived/ngc4088_independent_xw_digitization_review_obligations.csv,1371
??,derived_data,data/derived/ngc4088_independent_xw_digitization_review_packet.csv,892
??,derived_data,data/derived/ngc4088_independent_xw_digitization_review_protocol_digest.csv,165
??,derived_data,data/derived/ngc4088_independent_xw_digitization_review_response_template.csv,909
??,derived_data,data/derived/ngc4088_independent_xw_digitization_review_summary.csv,409
??,derived_data,data/derived/ngc4088_mixed_formula_freeze_blocker_resolution_plan.csv,2158
??,derived_data,data/derived/ngc4088_mixed_formula_freeze_blocker_resolution_summary.csv,775
??,derived_data,data/derived/ngc4088_mixed_formula_freeze_protocol_supports.csv,1181
??,derived_data,data/derived/ngc4088_source_review_gate_decisions.csv,1473
??,derived_data,data/derived/ngc4088_source_review_literature_fields.csv,2614
??,derived_data,data/derived/ngc4088_source_review_packet_summary.csv,324
??,derived_data,data/derived/ngc4088_warp_history_accepted_endpoint_gate.csv,1208
??,derived_data,data/derived/ngc4088_warp_history_accepted_endpoint_gate_summary.csv,370
??,derived_data,data/derived/ngc4088_warp_history_accepted_endpoint_manifest.csv,1167
??,derived_data,data/derived/ngc4088_warp_history_accepted_endpoint_points.csv,6410
??,derived_data,data/derived/ngc4088_warp_history_accepted_endpoint_scores.csv,1839
??,derived_data,data/derived/ngc4088_warp_history_accepted_endpoint_summary.csv,870
??,derived_data,data/derived/ngc4088_warp_history_formula_freeze_gate.csv,2094
??,derived_data,data/derived/ngc4088_warp_history_formula_freeze_kernel_grid.csv,2967
??,derived_data,data/derived/ngc4088_warp_history_formula_freeze_manifest.csv,2078
??,derived_data,data/derived/ngc4088_warp_history_formula_freeze_summary.csv,927
??,derived_data,data/derived/ngc5907_accepted_endpoint_control_candidates.csv,1164
??,derived_data,data/derived/ngc5907_accepted_endpoint_control_summary.csv,692
??,derived_data,data/derived/ngc5907_expdisk_projection_mixed_accepted_endpoint_gate.csv,1755
??,derived_data,data/derived/ngc5907_expdisk_projection_mixed_accepted_endpoint_gate_summary.csv,426
??,derived_data,data/derived/ngc5907_expdisk_projection_mixed_accepted_endpoint_manifest.csv,1956
??,derived_data,data/derived/ngc5907_expdisk_projection_mixed_accepted_endpoint_points.csv,4498
??,derived_data,data/derived/ngc5907_expdisk_projection_mixed_accepted_endpoint_scores.csv,1298
??,derived_data,data/derived/ngc5907_expdisk_projection_mixed_accepted_endpoint_summary.csv,952
??,derived_data,data/derived/ngc5907_expdisk_projection_mixed_formula_freeze_gate.csv,1943
??,derived_data,data/derived/ngc5907_expdisk_projection_mixed_formula_freeze_manifest.csv,1703
??,derived_data,data/derived/ngc5907_expdisk_projection_mixed_formula_freeze_summary.csv,571
??,derived_data,data/derived/ngc5907_projection_accepted_endpoint_gate.csv,1341
??,derived_data,data/derived/ngc5907_projection_accepted_endpoint_manifest.csv,810
??,derived_data,data/derived/ngc5907_projection_accepted_endpoint_points.csv,4327
??,derived_data,data/derived/ngc5907_projection_accepted_endpoint_scores.csv,605
??,derived_data,data/derived/ngc5907_projection_accepted_endpoint_summary.csv,344
??,derived_data,data/derived/ngc5907_projection_endpoint_points.csv,4301
??,derived_data,data/derived/ngc5907_projection_endpoint_scores.csv,557
??,derived_data,data/derived/ngc5907_projection_freeze_fields.csv,1663
??,derived_data,data/derived/ngc5907_projection_freeze_gate.csv,1482
??,derived_data,data/derived/ngc5907_projection_freeze_summary.csv,521
??,derived_data,data/derived/ngc5907_projection_radial_zone_points.csv,5947
??,derived_data,data/derived/ngc5907_projection_radial_zone_scores.csv,905
??,derived_data,data/derived/ngc5907_projection_radial_zone_summary.csv,463
??,derived_data,data/derived/ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_gate.csv,1901
??,derived_data,data/derived/ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_gate_summary.csv,476
??,derived_data,data/derived/ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_manifest.csv,2001
??,derived_data,data/derived/ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_points.csv,9125
??,derived_data,data/derived/ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_scores.csv,1382
??,derived_data,data/derived/ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_summary.csv,1027
??,derived_data,data/derived/ngc7331_expdisk_vertical_outer_warp_mixed_formula_freeze_gate.csv,1719
??,derived_data,data/derived/ngc7331_expdisk_vertical_outer_warp_mixed_formula_freeze_manifest.csv,1691
??,derived_data,data/derived/ngc7331_expdisk_vertical_outer_warp_mixed_formula_freeze_summary.csv,581
??,derived_data,data/derived/ngc7331_fractional_onset_v2_replay_freeze_gate.csv,1769
??,derived_data,data/derived/ngc7331_fractional_onset_v2_replay_freeze_manifest.csv,2385
??,derived_data,data/derived/ngc7331_fractional_onset_v2_replay_freeze_summary.csv,699
??,derived_data,data/derived/ngc7331_fractional_warp_onset_source_fields.csv,1135
??,derived_data,data/derived/ngc7331_fractional_warp_onset_source_gate.csv,898
??,derived_data,data/derived/ngc7331_fractional_warp_onset_source_summary.csv,712
??,derived_data,data/derived/ngc7331_outer_warp_vertical_caveat_fields.csv,2336
??,derived_data,data/derived/ngc7331_outer_warp_vertical_caveat_gate.csv,1471
??,derived_data,data/derived/ngc7331_outer_warp_vertical_caveat_summary.csv,738
??,derived_data,data/derived/projection_scale_repair_audit.csv,68222
??,derived_data,data/derived/projection_scale_repair_summary.csv,1747
??,derived_data,data/derived/readout_subfamily_accepted_manifest_audit.csv,3951
??,derived_data,data/derived/readout_subfamily_accepted_manifest_audit_summary.csv,341
??,derived_data,data/derived/readout_subfamily_external_source_acquisition_matrix.csv,16769
??,derived_data,data/derived/readout_subfamily_external_source_acquisition_summary.csv,1306
??,derived_data,data/derived/readout_subfamily_external_source_cache_manifest.csv,5269
??,derived_data,data/derived/readout_subfamily_external_source_cache_summary.csv,314
??,derived_data,data/derived/readout_subfamily_external_source_hits.csv,1611
??,derived_data,data/derived/readout_subfamily_extracted_observables.csv,17381
??,derived_data,data/derived/readout_subfamily_extracted_observables_summary.csv,728
??,derived_data,data/derived/readout_subfamily_extraction_acceptance_summary.csv,336
??,derived_data,data/derived/readout_subfamily_missing_source_worklist.csv,4233
??,derived_data,data/derived/readout_subfamily_missing_source_worklist_summary.csv,635
??,derived_data,data/derived/readout_subfamily_ngc4088_case.csv,598
??,derived_data,data/derived/readout_subfamily_observable_fields.csv,2337
??,derived_data,data/derived/readout_subfamily_observable_intake_gate.csv,939
??,derived_data,data/derived/readout_subfamily_observable_intake_manifest.csv,5928
??,derived_data,data/derived/readout_subfamily_registry.csv,3303
??,derived_data,data/derived/readout_subfamily_selection_gate.csv,1074
??,derived_data,data/derived/readout_subfamily_source_citation_ledger.csv,7370
??,derived_data,data/derived/readout_subfamily_source_citation_ledger_summary.csv,239
??,derived_data,data/derived/readout_subfamily_source_evidence_by_galaxy.csv,1319
??,derived_data,data/derived/readout_subfamily_source_evidence_matrix.csv,9242
??,derived_data,data/derived/readout_subfamily_source_evidence_summary.csv,716
??,derived_data,data/derived/s4g75_closure_source_generalization_gate.csv,4486
??,derived_data,data/derived/s4g75_closure_source_generalization_summary.csv,543
??,derived_data,data/derived/s4g75_conditional_promotion_requirement_summary.csv,1161
??,derived_data,data/derived/s4g75_conditional_promotion_requirements.csv,6388
??,derived_data,data/derived/s4g75_direct_kernel_measurement_summary.csv,830
??,derived_data,data/derived/s4g75_direct_kernel_measurements.csv,5424
??,derived_data,data/derived/s4g75_direct_source_native_acquisition_family_summary.csv,1287
??,derived_data,data/derived/s4g75_direct_source_native_acquisition_manifest.csv,13713
??,derived_data,data/derived/s4g75_direct_source_native_acquisition_source_summary.csv,2678
??,derived_data,data/derived/s4g75_direct_source_native_observable_targets.csv,1871
??,derived_data,data/derived/s4g75_failure_mode_breakdown.csv,35731
??,derived_data,data/derived/s4g75_failure_mode_summary.csv,3565
??,derived_data,data/derived/s4g75_filled_kernel_delta_driver_summary.csv,1555
??,derived_data,data/derived/s4g75_filled_kernel_delta_drivers.csv,17185
??,derived_data,data/derived/s4g75_filled_kernel_endpoint_by_family.csv,1144
??,derived_data,data/derived/s4g75_filled_kernel_endpoint_scores.csv,25370
??,derived_data,data/derived/s4g75_filled_kernel_endpoint_summary.csv,648
??,derived_data,data/derived/s4g75_filled_vs_proxy_delta.csv,31426
??,derived_data,data/derived/s4g75_filled_vs_proxy_delta_summary.csv,818
??,derived_data,data/derived/s4g75_holdout_repair_review_field_summary.csv,1196
??,derived_data,data/derived/s4g75_holdout_repair_review_galaxy_summary.csv,4859
??,derived_data,data/derived/s4g75_holdout_repair_review_packet.csv,46901
??,derived_data,data/derived/s4g75_kernel_observable_fill.csv,7229
??,derived_data,data/derived/s4g75_kernel_observable_fill_summary.csv,584
??,derived_data,data/derived/s4g75_kernel_ready_endpoint_subset_status.csv,548
??,derived_data,data/derived/s4g75_kernel_ready_promotion_gate.csv,24387
??,derived_data,data/derived/s4g75_kernel_ready_promotion_summary.csv,1587
??,derived_data,data/derived/s4g75_literature_kernel_source_hit_summary.csv,1049
??,derived_data,data/derived/s4g75_literature_kernel_source_hits.csv,7392
??,derived_data,data/derived/s4g75_ngc2683_closure_source_sensitivity.csv,3714
??,derived_data,data/derived/s4g75_ngc2683_closure_source_sensitivity_points.csv,13035
??,derived_data,data/derived/s4g75_ngc2683_flare_closure_source_prototype_points.csv,14823
??,derived_data,data/derived/s4g75_ngc2683_flare_closure_source_prototype_summary.csv,1730
??,derived_data,data/derived/s4g75_ngc2683_flare_profile_mapping_gate.csv,5895
??,derived_data,data/derived/s4g75_ngc2683_flare_profile_mapping_summary.csv,508
??,derived_data,data/derived/s4g75_ngc2683_hr_profile_kernel_prototype_points.csv,7771
??,derived_data,data/derived/s4g75_ngc2683_hr_profile_kernel_prototype_summary.csv,925
??,derived_data,data/derived/s4g75_ngc2683_profile_aware_kernel_preflight_points.csv,5604
??,derived_data,data/derived/s4g75_ngc2683_profile_aware_kernel_preflight_summary.csv,982
??,derived_data,data/derived/s4g75_ngc4088_asymptotic_carrier_candidate.csv,386
??,derived_data,data/derived/s4g75_ngc4088_asymptotic_carrier_dominance_gate.csv,2184
??,derived_data,data/derived/s4g75_ngc4088_asymptotic_carrier_dominance_summary.csv,407
??,derived_data,data/derived/s4g75_ngc4088_bi_coefficient_freeze_rule_gate.csv,1154
??,derived_data,data/derived/s4g75_ngc4088_bi_coefficient_freeze_rule_summary.csv,518
??,derived_data,data/derived/s4g75_ngc4088_bi_coefficient_obligations.csv,1520
??,derived_data,data/derived/s4g75_ngc4088_bi_coefficient_rule_gate.csv,1508
??,derived_data,data/derived/s4g75_ngc4088_bi_coefficient_rule_summary.csv,512
??,derived_data,data/derived/s4g75_ngc4088_bi_feature_normalization.csv,1036
??,derived_data,data/derived/s4g75_ngc4088_bi_frozen_coefficients.csv,1881
??,derived_data,data/derived/s4g75_ngc4088_bi_sharp_coefficient_bound_rule_gate.csv,969
??,derived_data,data/derived/s4g75_ngc4088_bi_sharp_coefficient_bound_rule_summary.csv,532
??,derived_data,data/derived/s4g75_ngc4088_bi_sharp_coefficients.csv,2134
??,derived_data,data/derived/s4g75_ngc4088_channel_map_digitization_protocol.csv,1996
??,derived_data,data/derived/s4g75_ngc4088_channel_map_digitization_response_schema.csv,1856
??,derived_data,data/derived/s4g75_ngc4088_channel_map_digitization_response_summary.csv,286
??,derived_data,data/derived/s4g75_ngc4088_channel_map_digitization_response_template.csv,1068
??,derived_data,data/derived/s4g75_ngc4088_channel_map_digitization_response_validation.csv,364
??,derived_data,data/derived/s4g75_ngc4088_channel_map_digitization_worksheet.csv,3851
??,derived_data,data/derived/s4g75_ngc4088_channel_map_digitization_worksheet_summary.csv,500
??,derived_data,data/derived/s4g75_ngc4088_closure_functional_requirement.csv,541
??,derived_data,data/derived/s4g75_ngc4088_closure_functional_requirement_gate.csv,2100
??,derived_data,data/derived/s4g75_ngc4088_closure_functional_requirement_summary.csv,397
??,derived_data,data/derived/s4g75_ngc4088_cross_term_ledger.csv,787
??,derived_data,data/derived/s4g75_ngc4088_cross_term_model.csv,390
??,derived_data,data/derived/s4g75_ngc4088_cross_term_suppression_gate.csv,1721
??,derived_data,data/derived/s4g75_ngc4088_cross_term_suppression_summary.csv,403
??,derived_data,data/derived/s4g75_ngc4088_digitization_target_manifest.csv,1331
??,derived_data,data/derived/s4g75_ngc4088_digitization_target_summary.csv,310
??,derived_data,data/derived/s4g75_ngc4088_endpoint_fit_diagnostic_points.csv,39246
??,derived_data,data/derived/s4g75_ngc4088_endpoint_fit_diagnostic_scores.csv,3832
??,derived_data,data/derived/s4g75_ngc4088_endpoint_fit_diagnostic_summary.csv,950
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_bound_expression.csv,476
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_bound_expression_summary.csv,492
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_bound_protocol.csv,499
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_bound_terms.csv,1252
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_input_review_gate.csv,1110
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_input_review_obligations.csv,1661
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_input_review_summary.csv,452
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_locality_bound_gate.csv,1189
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_locality_bound_summary.csv,564
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_locality_bound_terms.csv,1083
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_readout_sensitivity_gate.csv,993
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_readout_sensitivity_scenarios.csv,2018
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_readout_sensitivity_summary.csv,717
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_source_bound_gate.csv,1768
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_source_bound_summary.csv,465
??,derived_data,data/derived/s4g75_ngc4088_epsilon_cross_source_observables.csv,1411
??,derived_data,data/derived/s4g75_ngc4088_filled_warp_closure_mapping.csv,669
??,derived_data,data/derived/s4g75_ngc4088_filled_warp_closure_profile.csv,3007
??,derived_data,data/derived/s4g75_ngc4088_filled_warp_closure_summary.csv,345
??,derived_data,data/derived/s4g75_ngc4088_first_pass_source_response_fill_gate.csv,1050
??,derived_data,data/derived/s4g75_ngc4088_first_pass_source_response_fill_summary.csv,419
??,derived_data,data/derived/s4g75_ngc4088_h4_interaction_context_evidence.csv,809
??,derived_data,data/derived/s4g75_ngc4088_h4_interaction_context_review.csv,535
??,derived_data,data/derived/s4g75_ngc4088_h4_interaction_context_review_gate.csv,1034
??,derived_data,data/derived/s4g75_ngc4088_h4_interaction_context_review_summary.csv,436
??,derived_data,data/derived/s4g75_ngc4088_kernel_to_velocity_normalization_constants.csv,1439
??,derived_data,data/derived/s4g75_ngc4088_kernel_to_velocity_normalization_profile.csv,3834
??,derived_data,data/derived/s4g75_ngc4088_kernel_to_velocity_normalization_summary.csv,606
??,derived_data,data/derived/s4g75_ngc4088_memory_history_first_pass_components.csv,1033
??,derived_data,data/derived/s4g75_ngc4088_memory_history_first_pass_response.csv,456
??,derived_data,data/derived/s4g75_ngc4088_memory_history_proxy_components.csv,886
??,derived_data,data/derived/s4g75_ngc4088_memory_history_proxy_gate.csv,1354
??,derived_data,data/derived/s4g75_ngc4088_memory_history_proxy_protocol.csv,540
??,derived_data,data/derived/s4g75_ngc4088_memory_history_proxy_response_template.csv,378
??,derived_data,data/derived/s4g75_ngc4088_memory_history_proxy_summary.csv,463
??,derived_data,data/derived/s4g75_ngc4088_minimal_euler_ansatz.csv,478
??,derived_data,data/derived/s4g75_ngc4088_minimal_euler_ansatz_gate.csv,1638
??,derived_data,data/derived/s4g75_ngc4088_minimal_euler_ansatz_summary.csv,389
??,derived_data,data/derived/s4g75_ngc4088_multiplicative_coupling_assumptions.csv,1181
??,derived_data,data/derived/s4g75_ngc4088_multiplicative_coupling_separability_gate.csv,1723
??,derived_data,data/derived/s4g75_ngc4088_multiplicative_coupling_separability_summary.csv,444
