ghasp_release,ghasp_name,ghasp_key,radius_kpc,radius_error_kpc,radius_arcsec,radius_error_arcsec,velocity_km_s,velocity_error_km_s,n_velocity_bins,side,aliases,sparc_match,source_url,endpoint_access,claim_boundary
VII,UGC11218,UGC11218,6.77,0.09,61.2,0.8,189,6,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,6.98,0.09,63.1,0.8,175,5,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,7.12,0.08,64.4,0.7,189,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,7.26,0.06,65.7,0.6,166,3,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,7.37,0.06,66.7,0.5,193,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,7.45,0.05,67.4,0.5,171,5,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,7.62,0.08,68.9,0.7,193,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,7.62,0.05,68.9,0.5,176,3,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,7.8,0.05,70.5,0.4,182,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,7.81,0.06,70.7,0.5,194,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,7.93,0.04,71.7,0.3,182,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,8.03,0.05,72.6,0.4,195,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,8.07,0.03,73.0,0.3,184,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,8.21,0.05,74.3,0.4,178,3,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,8.25,0.08,74.6,0.7,186,4,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,8.35,0.04,75.6,0.4,181,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,8.51,0.06,77.0,0.6,183,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,8.58,0.14,77.7,1.3,193,3,21,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,8.74,0.08,79.0,0.7,184,5,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,9.06,0.12,81.9,1.1,186,4,21,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,9.19,0.22,83.2,2.0,195,4,20,r,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11218,UGC11218,9.49,0.18,85.9,1.6,179,4,17,a,NGC6643;UGC11218,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11269,UGC11269,1.1,0.0,6.5,0.0,192,12,1,a,NGC6667;UGC11269,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11269,UGC11269,1.61,0.0,9.5,0.0,193,12,1,a,NGC6667;UGC11269,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11269,UGC11269,1.92,0.0,11.3,0.0,175,56,2,r,NGC6667;UGC11269,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11269,UGC11269,6.97,2.79,41.1,16.4,187,12,21,a,NGC6667;UGC11269,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11269,UGC11269,8.04,6.73,47.4,39.7,200,14,13,r,NGC6667;UGC11269,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11269,UGC11269,12.67,2.11,74.7,12.4,200,8,20,a,NGC6667;UGC11269,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,0.15,0.0,1.0,0.0,43,38,2,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,0.15,0.06,1.0,0.4,1,4,3,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,0.4,0.07,2.6,0.4,46,7,3,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,0.4,0.07,2.6,0.5,26,7,8,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,0.62,0.09,4.1,0.6,48,8,6,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,0.64,0.07,4.2,0.4,69,10,11,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,0.85,0.07,5.6,0.5,75,13,13,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,0.91,0.05,6.0,0.3,73,13,10,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,1.1,0.07,7.2,0.4,102,12,14,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,1.13,0.05,7.4,0.3,95,12,12,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,1.37,0.1,9.0,0.6,117,8,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,1.42,0.11,9.4,0.8,98,9,25,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,1.71,0.11,11.3,0.7,125,6,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,1.94,0.21,12.8,1.4,123,9,25,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,2.04,0.08,13.5,0.5,120,5,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,2.32,0.07,15.3,0.5,137,5,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,2.57,0.06,16.9,0.4,135,5,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,2.63,0.18,17.3,1.2,132,9,25,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,2.78,0.06,18.3,0.4,148,3,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,3.0,0.06,19.8,0.4,146,4,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,3.19,0.07,21.0,0.5,154,7,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,3.2,0.18,21.1,1.2,145,4,25,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,3.44,0.09,22.7,0.6,161,9,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,3.61,0.09,23.8,0.6,146,7,25,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,3.79,0.13,25.0,0.9,170,9,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,3.88,0.08,25.6,0.5,145,6,25,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,4.15,0.09,27.3,0.6,140,7,25,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,4.47,0.11,29.5,0.7,158,7,25,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,4.54,0.3,29.9,2.0,188,6,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,5.0,0.22,33.0,1.4,186,9,18,r,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,5.32,0.17,35.1,1.1,183,7,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,5.86,0.13,38.6,0.9,163,7,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,6.54,0.49,43.1,3.3,148,12,25,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11283,UGC11283,9.45,0.31,62.3,2.1,52,7,15,a,UGC11283,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.18,0.03,4.4,0.7,31,1,2,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.24,0.02,5.9,0.5,0,5,2,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.28,0.0,6.9,0.0,39,2,2,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.33,0.02,8.1,0.5,46,6,2,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.38,0.0,9.3,0.0,50,4,2,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.42,0.0,10.3,0.0,42,7,1,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.47,0.02,11.5,0.5,42,6,4,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.49,0.01,12.0,0.2,37,3,3,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.53,0.0,13.0,0.0,36,7,1,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.57,0.02,14.0,0.5,45,1,3,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.61,0.0,15.0,0.0,30,7,1,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.63,0.03,15.5,0.7,53,3,4,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.71,0.02,17.4,0.5,58,4,3,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.73,0.01,17.9,0.2,50,5,4,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.77,0.03,18.9,0.7,50,6,4,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,0.78,0.02,19.2,0.5,57,1,3,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,1.05,0.14,25.8,3.4,57,3,22,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,1.08,0.17,26.5,4.2,56,2,22,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,1.39,0.06,34.1,1.5,61,2,22,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,1.49,0.07,36.6,1.7,61,2,22,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,1.69,0.13,41.5,3.2,68,2,22,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,1.72,0.06,42.2,1.5,71,2,22,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,1.9,0.05,46.7,1.2,77,2,22,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,2.1,0.07,51.6,1.7,89,2,22,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,2.24,0.16,55.0,3.9,83,3,22,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,2.34,0.08,57.5,2.0,99,2,22,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,2.69,0.17,66.1,4.2,89,3,22,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,2.98,0.44,73.2,10.8,101,4,22,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 11300,UGC11300,3.84,0.63,94.3,15.5,113,7,14,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.11,0.02,2.6,0.6,31,6,3,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.13,0.01,3.2,0.2,10,2,3,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.17,0.0,4.2,0.0,14,17,1,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.18,0.03,4.5,0.7,20,8,2,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.24,0.0,5.9,0.1,19,17,2,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.25,0.02,6.2,0.5,28,3,6,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.32,0.01,7.8,0.2,50,7,4,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.33,0.02,8.1,0.5,38,5,8,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.42,0.02,10.3,0.4,42,8,5,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.43,0.01,10.5,0.3,44,5,7,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.47,0.02,11.5,0.5,48,5,6,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.48,0.02,11.7,0.5,44,3,10,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.54,0.02,13.4,0.4,46,3,11,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.54,0.02,13.4,0.5,53,1,14,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.62,0.02,15.3,0.4,54,2,14,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.63,0.02,15.5,0.5,40,4,8,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.7,0.02,17.2,0.6,39,3,16,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.7,0.02,17.3,0.5,53,2,14,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.77,0.02,19.0,0.5,43,4,10,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.77,0.03,19.0,0.6,57,3,9,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.86,0.04,21.1,1.0,52,3,25,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,0.88,0.05,21.6,1.2,64,2,25,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,1.0,0.04,24.6,0.9,51,2,25,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,1.04,0.04,25.6,1.1,66,3,25,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,1.13,0.03,27.8,0.8,56,2,25,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,1.18,0.04,29.0,1.0,60,3,25,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,1.24,0.03,30.4,0.8,58,2,25,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,1.32,0.03,32.5,0.7,58,2,25,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,1.33,0.03,32.7,0.6,59,2,25,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,1.41,0.02,34.5,0.5,67,3,25,a,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC11300,UGC11300,1.41,0.02,34.6,0.5,61,2,25,r,NGC6689;UGC11300,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
