permutation,row_shuffle_mse_reduction,column_shuffle_mse_reduction
93,-0.034116297509220295,-0.2520881987258814
94,-0.17866396044609212,-0.28572460178446324
95,-0.43360200090869705,-0.3078153182865063
96,-0.08264545535169537,-0.23624371557831358
97,-0.16012342814104807,-0.1516397326896407
98,-0.293156762009934,-0.24879035871172195
99,-0.14322148650391486,-0.25866921995853664
100,-0.10450349464071679,-0.2970863789949184
101,0.018771527246876474,-0.19773436709917747
102,-0.3773766711144487,-0.7288034886406319
103,-0.062184082946772246,-0.3126878596338196
104,-0.059870260951140064,-0.2075690480406155
105,-0.04710894779836572,-0.21360854356259418
106,-0.151350041862227,-0.5676712100610602
107,-0.16128050982443787,-0.4624254114195764
108,0.04218156447798033,-0.2302659324354709
109,-0.052386270478491204,-0.17979797758619065
110,-0.2739719153563348,-0.35968557007671176
111,-0.2262089273866772,-0.008716621935086655
112,-0.04643819944684535,-0.3479120839152282
113,-0.20384640667690768,-0.36285783244346703
114,-0.0345270718386812,-0.3360719286684336
115,-0.28056085895468097,-0.24943294680710992
116,-0.1171203220992349,0.031317476297558156
117,-0.13156891262624582,-0.3928271315213939
118,-0.1456080889712582,0.055878472570662197
119,-0.006263867323017425,-0.24932493279458456
120,0.12476321070289281,-0.5333954791004999
121,-0.284322082061783,-0.448307277450288
122,-0.15008991519160875,-0.9235505186244731
123,0.012168126767167053,-0.13075190152687788
124,-0.08531552879279675,0.07309561968394923
125,-0.1350309854596955,-0.34540073399185267
126,-0.09251604924868384,-0.1957298465445515
127,-0.08205276499539982,-0.4394927203537795
128,-0.1753197819933655,-0.1743132892755025
129,-0.17007961655031478,-0.39236505344372985
130,-0.2592240033387033,-0.36444361506743517
131,-0.42815017563110336,-0.2556103521612507
132,-0.23713428155822236,-0.2052762419974683
133,-0.20091608537306616,-0.32743223808054644
134,-0.09076827897238382,-0.27874428436447385
135,-0.28370903097748545,-0.25579069876826577
136,-0.06304540589313046,-0.4088413033521655
137,-0.22450667970647642,-0.8515036543480131
138,-0.4546314479553787,-0.2579573511626819
139,-0.6169876234849806,-0.3836744758328241
140,-0.19931665865794945,-0.4125843795691757
141,-0.00696721791879501,-0.2801964124916264
142,-0.10470466841828835,-0.025559026111946492
143,-0.049138323672672124,-0.2065029093612526
144,-0.06591415778191229,-0.20011675085633984
145,-0.2167462986544888,-0.9157790613967444
146,0.010399993333990554,-0.16519978259137036
147,-0.08193466196003624,-0.21418340934105795
148,-0.18845023434623864,-0.6997449721664551
149,-0.16387097968897435,-0.29936199901247806
150,-0.2516507536311978,-0.19004267849439482
151,-0.17783674100557734,-1.286185611632812
152,-0.23515471732484428,0.06543914224388442
153,-0.02310945581641133,-0.36873371771502284
154,2.177815696424723e-05,-0.2895270788518294
155,-0.2662119406358465,-0.1007488943539665
156,-0.07551453720694412,-0.11479922693717226
157,-0.36947043461990836,-0.14017455897724584
158,-0.117786318803142,-0.34808564546207865
159,-0.06955647530449038,-0.09619619148036607
160,-0.2946204573718594,-0.05489643735623523
161,-0.28568167342922823,-0.33349937007617314
162,-0.048656759075590805,-0.10492531914274128
163,-0.20098524304431942,-0.15348002197032773
164,-0.07263334065670768,-0.09471187409834858
165,-0.4464840546094503,-0.1584252361081725
166,-0.3280007857227405,-0.0771653430380832
167,-0.17073533524363305,-0.09721733416915379
168,0.01461970602207563,-0.13567079570881302
169,-0.002019255245688134,-0.25922014440082786
170,-0.05793576864178751,-0.6573369325219934
171,-0.09152415785689055,-0.8043291674688099
172,-0.4006555870454853,-0.1651717832171965
173,-0.0398784177117017,-0.16341350700313095
174,-0.15546181019822702,-0.44971010959040036
175,-0.0576041338663314,-0.27216367191308055
176,-0.28453829327912106,-0.10317152392390783
177,-0.21787753408409116,0.019909553272601244
178,-0.3252084717893351,-0.2887877047551297
179,-0.024820461783767345,-0.00790309226307051
180,-0.030174974431631973,-0.06528114341257873
181,-0.3000680954504512,-0.07399551173589652
182,-0.3350159105219803,-0.4375247011885418
183,-0.3655959244484669,-0.2652033813202729
184,-0.1349581673049327,-1.3941428704402283
185,-0.11083306798521009,-0.34479830446588633
186,-0.12054487019176796,-0.702891842583992
187,-0.1233593955022006,-0.1896040397389831
188,-0.1379893577319613,-0.2379801171140158
189,0.01217802297159637,-1.098301568966769
190,-0.04207871241071953,-0.09413903218232766
191,-0.09682515544983211,-0.2299707390535789
192,-0.057715658885056476,0.03993507385332906
193,-0.648959181345539,-0.22783587716272757
194,-0.43912414742337325,-0.13229720181357507
195,-0.2211601624263636,-0.14615856049023113
196,0.02035451852984943,0.0649051769848844
197,0.038746704664342047,-0.3229772341646836
198,-0.15212874510238783,-0.5790896331029997
199,-0.02231589473836393,-0.24811920439868296
200,-0.18993771899377143,-0.1111840407211298
201,-0.1839596626336807,-0.1223639468322208
202,-0.13359008255336202,-0.22204373222382012
203,-0.24173147816087204,-0.10200727700706147
204,-0.04152980310615645,-0.056125413481965314
205,-0.0653785167642576,-0.23047877737885591
206,-0.2907762347742652,-0.35751781037247243
207,-0.11538132746799706,-0.16584861230978942
208,-0.2993375123926222,-0.3964491773575005
209,-0.5684038335304678,-0.09806143264480238
210,0.16291932530421874,-0.42651957309062194
211,-0.1309119658288702,-0.13026993860611902
212,-0.06909217641765514,0.038856535307911166
213,-0.09792617725537278,-0.38480924386348936
214,-0.2695757854267651,0.047277670012419226
215,-0.04192121036759494,-0.07021373126927172
216,-0.3069379460892573,-0.6808614795768476
217,0.06076077523389817,-0.15287197387357365
218,-0.11956115822837504,-0.195322637833789
219,-0.22538818433471974,-0.2640793248632255
220,0.027140001853065643,-0.5772950137269676
221,-0.05240763507320523,0.00413909086963532
222,-0.2566923381062257,-1.2125542895649568
223,-0.12913287229502146,-0.15442323952262127
224,-0.1575786247034877,-0.06747677295019777
225,-0.36623049225129534,-0.340410076902381
226,-0.08840032521833485,-0.1861182518633473
227,-0.1744965046715501,-0.3403202577405323
228,-0.04085680900939531,-0.24792358366123335
229,-0.09419829136535868,-0.18285602604333306
230,0.001318576712720565,-0.27164134696685116
231,0.0011377192983986206,-0.28306971657799107
232,-0.298463964227912,-0.11136910750107609
233,-0.12908333913369718,-0.5517592367803447
234,-0.3110470112379088,0.059048561853966786
235,-0.3051237485440388,-0.09661405811683799
236,-0.2124739628168577,-0.32763867433219007
237,-0.2551407767181516,-0.24683271854043765
238,-0.259091181680687,-0.3449518208692697
239,-0.23118476876005556,-0.345880841041019
240,-0.1154063542736466,-0.16940403770408274
241,-0.08182722363782557,-0.01459648077484832
242,-0.39811018676842513,-0.2761727616249824
243,-0.37571179778391817,-0.23926742852448746
244,-0.0444215599980034,-0.08352504512833608
245,-0.0018445593730254672,-0.2836301420639966
246,-0.28802789182406907,-0.1866845842627054
247,-0.021310973844405334,-0.11675447956164403
248,-0.19785085456364282,-0.14336393345013498
249,-0.07093900227924688,-0.21005961231809622
250,-0.31850034811948824,-0.10916129659091145
251,0.01720024119627067,-0.16487881392395154
252,0.00992817024580539,-0.20141532672029805
253,-0.1307973159636413,0.04701903348455788
254,-0.3832602451460524,-0.04671612255706692
255,-0.12909456650835305,-0.19131218727042765
256,-0.06709576956868646,-0.3018157638205672
257,-0.0944452890490054,-0.2683538201758654
258,-0.2853114435668769,-0.004456030583023962
259,-0.06706024438423808,-0.1214242716561944
260,-0.046375253204196776,-0.4630754857710345
261,-0.08514068474625175,-0.8617204022660693
262,-0.043255724051358246,-0.6275613618254025
263,-0.052532566550327786,-0.1754733964164884
264,-0.5007012238382789,-0.14370369010300388
265,-0.18513822150797232,-0.29893693043594816
266,-0.1660247872247701,-0.12834180359188774
267,-0.03190159290355382,-0.226107449379367
268,-0.0025479995237369657,-0.220395464388061
269,-0.07822902104533291,-0.7095812304415062
270,-0.23947456310399073,-0.24015961039322287
271,-0.06959487930096236,-0.046413945174137494
272,-0.2088862268806868,-0.5731556960711194
273,-0.021473763142721924,-0.5009324600227144
274,-0.09756993618222826,-0.2761269313359357
275,-0.030738256686653087,-0.12492856509711092
276,-0.18048349943801167,-0.35886469850151337
277,-0.07416603177411901,-0.13916004867070697
278,-0.2811619856772657,-0.058949064391267014
279,-0.1117621857371266,-0.2047822688157993
280,-0.2525869795843716,-0.080675668217086
281,-0.12398586870468714,-0.21994024696496817
282,-0.5810468483233894,-0.05988560226190642
283,-0.08878398377030006,-0.020072617427878137
284,-0.02751929046530588,-0.28574953360056954
285,-0.10383224498846422,-0.02382480982352997
286,0.03095098988275463,-0.05403751562132769
287,-0.08927038526339542,-0.39232777419987885
288,-0.06699843306963249,-0.474017924024281
289,-0.2916683481845076,-0.06698722818475228
290,-0.2437228195325477,-0.5802318865821176
291,-0.09562648240267302,-0.34353271360951143
292,0.012801692566855427,-0.22292292246874268
293,-0.18952234600767182,-0.15167863966455952
294,-0.25683876501335956,-0.19184108532645228
295,-0.033673775486962376,-0.2693023442621303
296,-0.17527596696231396,-0.40482452443664474
297,-0.026956020221651278,-0.16588369771189215
298,-0.07720576542040947,-0.06076469389342454
299,-0.047834416834361515,-0.10472735597139005
300,0.11308284559215465,-0.45218436146006447
301,-0.20203580702110024,-0.5472836896921401
302,-0.14601155989257508,-0.7591966306404451
303,-0.0856707037069463,-0.007997221953580103
304,-0.044977950298476344,0.12809527037895468
305,-0.1920166446815713,-0.5026421514743425
306,-0.18140660029920952,-0.109648874073068
307,-0.0958880708281169,-0.34481987780512136
308,-0.16464945294358457,-0.23035722402151382
309,-0.31247485243540707,-0.2888154374920596
310,-0.37508270775826535,-0.14772767647420137
311,-0.2349474759523955,-0.166112987029431
312,-0.6943258325922878,-0.21753981597562755
313,-0.7172352957097318,-0.3248583107177051
314,0.03754328140307872,-0.10379709795868641
315,-0.7714096179026436,-0.061412762415573585
316,-0.18740267018347245,-0.45886246784336004
317,-0.6706071039953446,-0.28513743163356664
318,-0.1152181043530241,-0.22157008364711672
319,-0.6933029364372282,-0.21050888497253695
320,-0.29595925847434235,-0.21785722310357847
321,-0.1545682662549116,-0.1291607874811923
322,-0.23171108849781297,-0.10462659016347542
323,-0.1406959881777009,-0.3264817354978705
324,-0.31444798571350163,-0.2851764256872379
325,-0.01995086324111739,-0.2733068776005647
326,-0.22109673365079519,-0.07547261856197646
327,-0.08192520326702701,-0.18742080456236443
328,0.06787167251094678,-0.3079242726288599
329,-0.4142521424066571,-0.21339609222879197
330,-0.1308176615980584,-0.25088581787340425
331,-0.121388143097025,-0.6668220120470841
332,-0.046352050862260075,-0.11719027813795718
333,-0.07481773286725041,-0.15335924938227186
334,-0.5158951845661764,-0.1696736043602075
335,-0.217038989431258,-0.1526238282880118
336,-0.1204786795056903,-0.2744995025417595
337,-0.17785635772143338,-0.3246062352350553
338,-0.24922929107921188,-0.18041720013003315
339,0.10928308660342029,-0.07770794184956609
340,-0.016502379790135746,-0.07656469941452887
341,-0.36558923868773685,-0.1070235826730126
342,0.12553067792537248,0.0007217933274086819
343,-0.11866312874831253,-0.08318112311144032
344,-0.02291221747104588,-0.20621332437049078
345,-0.13466340141101907,-0.10305395339363199
346,-0.02929837796720941,-0.35889731003318703
347,-0.00040071316659512357,-0.32605743778347895
348,-0.3949745557882054,-0.05487540744030983
349,-0.1535401368833812,-0.15932516131651608
350,-0.15213279044694294,-0.23018630702971232
351,0.013334011681514435,-0.04067382504762307
352,0.10416750458539892,-0.13451886977132466
353,0.08615136750748587,-0.08619024184250496
354,-0.06172864464557204,0.0097658971251538
355,-0.16271525912728002,0.00818853618859472
356,-0.16444237599614475,-0.7564406727350753
357,-0.03533849615122253,-0.494042780392177
358,-0.224315645956493,-0.711499121765616
359,-0.075582365831941,-0.5207343180174387
360,-0.11014199163268845,-0.07861356000159225
361,-0.02841624595379666,-0.24890949521044636
362,-0.09095134843804498,-0.15212847367558024
363,-0.035998039081856836,-0.034027577047376634
364,-0.017699481914365656,-0.14742233816590755
365,-0.28759115489942266,-0.3361424721158619
366,-0.06312491156114336,-0.08345692010431693
367,-0.33380919429771616,-0.1598555120480719
368,-0.06791617505550551,-0.40902393761689837
369,-0.1868423591260724,-0.18481125347066962
370,-0.207333243225565,-0.4802397550604741
371,-0.07496107623450105,-0.03587083295103033
372,-0.2030306131383527,-0.20641226988062145
373,-0.038410575133021985,-0.12645186042487155
374,-0.05333556347518903,-0.0319787582116533
375,-0.09689531305736421,-0.3147278342725961
376,-0.16467179682916344,-0.4066798391164682
377,-0.05010692850665599,-0.37372356810562823
378,-0.11303482936251619,-0.42720508212657804
379,-0.07272664131795209,-0.16111680099378134
380,-0.18437583394731016,0.017657484475544494
381,-0.1368587972955424,-0.23781621998858937
382,-0.05241262754407977,-0.15147673695944597
383,-0.009385547011415973,-0.1289148115901254
384,-0.07176318805619314,-0.49902199091036914
385,-0.3709948506632924,-0.36250375332204465
386,-0.06363730023235908,-0.3854787213693812
387,-0.11450345587040256,-0.14281484303432046
388,0.03117923272057782,-0.3986750874155379
389,-0.08017432908506184,-0.2926365093881492
390,-0.2182812481366594,-0.16915046475853235
391,-0.07702518957355742,-0.5425706977781674
392,0.09956472686064355,-0.19834153323904702
393,-0.1271743636494007,-0.6168016406048471
394,0.030280115445157962,-0.3252779184905644
395,-0.011443863853309533,-0.17932548596000508
396,-0.20557709921955103,-0.5965979425562308
397,-0.2024940883539883,0.06595168832888221
398,-0.4861979971073248,-0.4619697340518609
399,-0.052056677630587134,-0.029123179154539935
400,0.05486947709962342,-0.2956449468183405
401,-0.3881665066079696,-0.14031888372145518
402,-0.03982055246588745,-0.0898704324237884
403,-0.060207881455695667,-0.05560753978751637
404,-0.09365616436642704,-0.28164858767064416
405,-0.1755262063176054,-0.5464885324703761
406,-0.08749166973628497,-0.3782829732902112
407,-0.2660418298316253,-0.4032934550648757
408,-0.2370996985047641,-0.13849745701538674
409,-0.20514864182899506,-0.23416537697580742
410,-0.19527812135578015,-0.5792131254719779
411,0.023257819283563907,-0.10015207573927992
412,-0.1755755381741515,-0.4000271969980954
413,-0.12032579898388063,-0.07717922099616598
414,-0.21939251331190512,-0.08980381653256442
415,-0.12296021417211428,-0.42519915989309853
416,-0.23015013526312045,-0.05984838588979552
417,-0.10964032474735619,-0.2978522417529107
418,0.04883758780052233,-0.24086070860953435
419,-0.19914373107567207,-0.5917953186565438
420,-0.380747781024657,-0.3171865319795323
421,-0.2874885239459881,-0.3882169260483638
422,-0.009807322545932695,-0.32720195937246366
423,0.04965606120448057,-0.08480795493439652
424,-0.08159747927635025,-0.35846567045806055
425,-0.17478401084205397,-0.049796785682714784
426,-0.13070989151831058,-0.806109698898528
427,-0.13776802140538968,-0.01942849291503057
428,-0.2564585368306389,-0.746167844253058
429,-0.1904772681542376,-0.26740344546924955
430,-0.21002443982447938,-0.10274463095962028
431,-0.35896295581933046,-0.1508173497058679
432,-0.43694440183685634,-0.4259437611167811
433,-0.2595096326751689,-0.04887714344023264
434,-0.24566227599656953,-0.08182280854120377
435,-0.09072462227204858,-0.12417106204176054
436,0.10026569733193591,-0.9177601631856945
437,-0.08507028723814425,-0.2539935375610949
438,-0.04351116648903153,-0.24414352945063356
439,-0.19859617411311936,-0.6154815740106808
440,-0.6107945574756982,-0.21998409069429858
441,-0.808987083911357,-0.19569173380922245
442,-0.29697840618938287,-0.23873516956108887
443,-0.07176402316619057,-0.6496728359862437
444,-0.030799057758649162,-0.277899674051708
445,-0.12617507380809923,-0.21407480613051466
446,-0.5309309076020848,-0.03455187352943295
447,-0.04026697289467529,-0.392980735769093
448,-0.6700616755494041,-0.050614898913382333
449,-0.23285953459533326,-0.28805316019334637
450,-0.20049963674056115,-0.11082979659554199
451,-0.10062977930783434,-0.32966687938207584
452,-0.005293252994715225,-0.07948739927377085
453,-0.20308363197051582,-0.15190735013950618
454,-0.5330198846566088,-0.7368109921022229
455,-0.07645181924067096,-0.7833085622710415
456,-0.18510579561708973,-0.051956947150914756
457,-0.262470064216773,-0.24284482945679386
458,-0.23580817415281696,-0.42859072366348605
459,-0.20392805545047354,-0.45351752863837247
460,-0.25552282332125886,-0.22661587972831698
461,-0.1605791651287266,-0.6354317565186308
462,-0.005155174756607428,-0.3293216420132584
463,-0.1932984856694422,-0.06901129602219952
464,-0.10807244129123994,0.08611886394753726
465,-0.1314392698273047,-0.06877278195971515
466,-0.07921111474601517,-0.09937858909098157
467,-0.15557732669766755,-0.3906081008674418
468,-0.2135887995453165,-0.12374900008817225
469,0.0016001743781897115,-0.12126896074697036
470,-0.04774799794805257,-0.33602335377509307
471,-0.21341836956985027,-1.0631894214863475
472,-0.29279280894009696,-0.6536665725382215
473,-0.4040277048662607,-0.12180795481874251
474,-0.1337814949467101,-0.5775814752078912
475,-0.2201484972775094,-0.13020135090436602
476,0.03951172077988574,-0.1704609301271791
477,-0.26414811349049805,-0.2835174509063897
478,-0.23195122746804375,-0.15954181470934048
479,-0.19350654078781138,-0.07350840016766785
480,-0.20258461407462813,-0.4854620013256411
481,-0.30429573247275166,-0.22352192131377324
482,-0.17813667922710252,-0.2718812564945332
483,-0.2744931577141153,-0.2581859587357517
484,-0.06582377574245651,-0.383283278951165
485,-0.11641830629556571,-0.07184244696506992
486,-0.13795171426818575,-0.24444741265144088
487,-0.1531258419418089,-0.3093324166664019
488,-0.16713636675257104,-0.12353352578105381
489,-0.2773670550550673,-0.001071074737217681
490,-0.2626988895240837,-0.14503460981279637
491,0.025117561728573934,-0.36385172959713763
492,-0.03644178166776607,-0.12495188013184999
493,-0.09858167532329776,-0.1896004741301709
494,-0.12567132427014305,-0.5292744400861661
495,-0.15438604020570867,-0.06863188678530441
496,-0.12234279593285596,-0.18575361087780895
497,-0.047798294370811956,-0.1398482233094931
498,-0.15476072323519885,-0.12633068369434686
499,0.016550709391142227,0.01480206706937337
500,-0.13895814841531096,-0.24541287426087754
501,-0.6397817909795628,-0.05540265614908069
502,-0.40346974671284386,-0.5250707231288546
503,-0.05169770902351156,-0.06254700306588351
504,-0.20966422936368012,-0.1300685551207108
505,0.021424833520927278,-0.21264201951463324
506,0.14041193118722572,-0.02052945625382152
507,-0.089276784326624,-0.43237535976609254
508,-0.16967983541514375,-0.12259266366952049
509,-0.0020989648216854784,-0.937057266322218
510,-0.19449046449513951,-0.0159500526481271
511,0.07310766246708966,-0.7153175562615396
512,0.026239669294974288,-0.10803794688437413
513,-0.297095052549432,-0.7780379033809347
514,-0.011434890198635861,-0.09676248375832674
515,-0.30116276131523967,-0.31832306986684455
516,-0.013334883259446095,-0.5349022463378056
517,-0.5191317465803964,-0.4769364861295201
518,-0.4915142399466603,-0.36657578231590915
519,-0.46882985717404646,-0.03560695259031027
520,-0.11954117071861137,-0.382103826518301
521,-0.17262488898368922,-0.12537710297543847
522,-0.10259416517699793,-0.10010141028195779
523,-0.046218350561989474,-0.08447851276283086
524,-0.19274515065704545,-0.14376380381535336
525,-0.14460747911630034,-0.10442704292587579
526,-0.07042972646761986,-0.08949423338165174
527,-0.28491038381854916,-0.15734435341141217
528,0.07491451626882673,-0.2597880428865814
529,-0.06432967754086388,-0.5578284379945092
530,-0.05091085144726293,-0.2807200845380745
531,-0.003241456511500207,-0.03910608996982656
532,-0.1813880193272932,-0.2692158514989528
533,-0.2386091390929458,-0.3460139367624204
534,-0.2259466657739685,-0.0009560279848948028
535,0.037205307187773706,-0.1355204726492124
536,-0.15456666460685675,0.07241398658038722
537,-0.11291543387141778,-0.5132795183662591
538,-0.17900394801633024,-0.035281013606232814
539,-0.3189847784003974,-0.0961500694091108
540,-0.14220097410337085,-0.28637608606491394
541,-0.1851768130826693,-0.4838341206358807
542,-0.02333027038534269,-0.4350870156003933
543,-0.17609558455733731,-0.34784214640639366
544,-0.2266147667141043,-0.04481227090816542
545,-0.312021387154202,-0.013099692481351732
546,-0.16528236367927118,-0.05072146674207356
547,-0.08551451748958089,-0.40895133864012256
548,-0.1247188995931442,-0.38731792459630765
549,-0.19674375540983957,-0.1730869413647973
550,-0.4924460478765954,-0.30853447524698097
551,-0.19963886180883872,-0.6122315849179552
552,-0.025756215002959215,-0.1585526287325114
553,-0.038603815240784545,0.007395792394721323
554,-0.01770597795060752,-0.3988437156959078
555,-0.186178702165552,-0.22506760007260285
556,-0.20760770626080494,-0.4201710908345142
557,-0.08727076496538105,-0.21899777825664568
558,0.04687084237587957,-0.033396504182355236
559,0.05128237281575365,-0.13995885469352876
560,-0.07004612340302124,-0.1363966028463527
561,-0.06737820497599195,-0.42891916957250686
562,-0.48189721321221657,-0.33357475934992165
563,-0.5042563719319147,-0.3683554830267065
564,-0.14074055428895194,-0.16308264216012758
565,-0.15418411181977565,-0.2874950087585787
566,-0.07664885442018643,-0.2967639256642225
567,-0.5569625094984587,-0.16901770814964878
568,-0.23948173171018383,-0.12847322344375234
569,-0.03224253122412701,-0.79541710262503
570,-0.06158438418964518,-0.49523571529506916
571,-0.051707239651944015,-0.2992938460124749
572,-0.0307308474104957,-0.4758870134079497
573,-0.14873533905743297,-0.7917529082504596
574,-0.1856076165749131,-0.803799493987175
575,-0.31869326390742225,-0.26733951480867846
576,-0.26781436555271987,-0.349178859438955
577,-0.11996906528291934,-0.5283059925146997
578,-0.24253668029271924,-0.8569092289851333
579,-0.019540480315675346,-0.17010094357535543
580,-0.160255942331881,-0.3640578971753389
581,-0.4353582104262538,-0.3210985092273685
582,-0.171859091000494,0.0041377252418450805
583,-0.11513981909709414,-0.46007099012270647
584,-0.09291083266479316,-0.5245717504876181
585,-0.2082510146007006,-0.2776053083201905
586,-0.12612617936000847,-0.5935904624352604
587,-0.06839466635810759,-0.12331327385278845
588,-0.1999283958812753,-0.09852611705350822
589,-0.11225614315444365,0.031666615363482364
590,-0.10989715799704419,-0.6524826203756157
591,-0.3737879868254673,-0.29302458139531007
592,-0.16984692075495933,-0.24646539470336648
593,-0.24032194144572583,-0.03894024215896558
594,-0.11618992155471825,-0.40732924620296107
595,-0.14488297997630684,-0.1429454051216298
596,-0.29157106116171805,-0.42912344511095524
597,-0.5114877561822496,-0.35679051620459923
598,-0.15391915455734517,-0.030434634951685746
599,-0.0624947111956472,-0.30006654362047736
600,-0.6153142207862548,-0.0015594913403720323
601,-0.06440696591024841,-0.2075707317725738
602,-0.04808663135425428,-0.11601017801747077
603,-0.29700465502665907,-0.19842609210878148
604,-0.21866484824831112,-0.13922160311583687
605,-0.25021728538835053,-0.4585829440811189
606,-0.14587662872269003,-0.17754588841943164
607,-0.02302744954991881,0.03640573500434735
608,-0.05238717475627119,-0.27012122421896656
609,-0.1305172530350932,-0.27683529805293405
610,-0.6673975572877812,-1.0329276234640252
611,-0.19394626727733133,-0.3409028812626316
612,-0.1862578161615116,0.041869860213165744
613,-0.06251993184642213,-0.12085944023765521
614,-0.14797670579760203,-0.3123264283039273
615,-0.18427132168090554,-0.18587064875296155
616,-0.16764193941086114,0.0027340310744512486
617,-0.04946534708003314,-0.6201105174499629
618,-0.10637016401980764,-0.12295867100844099
619,-0.11613601242990013,-0.34802025527852354
620,-0.35521568512640533,-0.6018078072299199
621,0.050072219347551905,-0.28155750690820247
622,-0.07685357431273143,-0.581590959104167
623,-0.04418524942543883,-0.3930526757260343
624,-0.3188544007135189,-0.37330199271161246
625,-0.6023655569737262,-0.583522267498387
626,-0.27035927354223843,-0.1650771609705528
627,-0.40841713226317666,-0.14238842653615402
628,-0.21668818626668163,-0.04002480951971338
629,-0.1984151779765707,-0.25020778455332393
630,-0.10484259011283181,-0.1555823106651143
631,-0.11872270122708384,-0.24243754226709924
632,-0.02861783088661607,-0.3816214951260163
633,-0.16909459241572267,-0.10654020803843822
634,-0.13400885895243075,-0.6026317370580226
635,-0.17856705542472262,-0.20832128461336386
636,-0.24648301819557628,-0.1685102415739721
637,-0.11834845203910693,-0.11940292260512053
638,-0.2508141593912281,-0.11276213758681419
