galaxy,r_kpc,x_R_over_RHI,carrier_velocity_km_s,x_w_formula_freeze,q_warp_min,q_warp_max,sigma_warp,turn_on_power_frozen,kernel_warp_history_min,kernel_warp_history_max,lambda_w_min_km2_s2,lambda_w_max_km2_s2,epsilon_cross_bound,lambda_w_min_cross_caveated_km2_s2,lambda_w_max_cross_caveated_km2_s2,delta_v2_min_km2_s2,delta_v2_max_km2_s2,delta_v2_min_cross_caveated_km2_s2,delta_v2_max_cross_caveated_km2_s2,v_exact_b2_min_km_s,v_exact_b2_max_km_s,v_exact_b2_min_cross_caveated_km_s,v_exact_b2_max_cross_caveated_km_s,uses_vobs_or_residual_in_construction,endpoint_scores_allowed,claim_boundary
NGC7331,13.91,0.5149944465012958,203.5184651819092,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.0,0.0,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,0.0,0.0,0.0,0.0,203.5184651819092,203.5184651819092,203.5184651819092,203.5184651819092,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,15.0,0.5553498704183636,197.96862685789384,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.0003587625260756361,0.00929819331536849,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,0.08694417746445901,58.40143239788974,0.04446573913475927,86.93470186833805,197.96884644856996,198.11607368509476,197.96873916287677,198.18807209786453,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,16.08,0.5953350610884857,193.13934407572165,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.0010405460281194294,0.02696825175367824,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,0.2521707590766612,169.38608160345547,0.1289673387858626,252.14327629016285,193.13999689541023,193.57735485227462,193.13967794665803,193.79099438903285,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,17.07,0.6319881525360977,189.68860661621193,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.0016655142383262427,0.04316580532212893,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,0.40362845888784726,271.12201004189126,0.20642713846604102,403.58446951016975,189.68967053706137,190.401915667994,189.68915073651016,190.74944809752444,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,18.15,0.6719733432062198,187.2646016202742,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.002347297740370036,0.06083586376043868,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,0.5688550405000494,382.106659247457,0.29092873811714437,568.7930439319946,187.2661204677464,188.2820694576291,187.26537840385265,188.77718099371015,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,19.24,0.7123287671232875,185.5578518414136,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.0030353940526179394,0.07866953385095503,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,0.7356114978679203,494.1189440938152,0.3762127599872395,735.5313273762439,185.55983399296807,186.88455079030427,185.55886557305737,187.52932492646647,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,20.32,0.7523139577934098,183.2082060662131,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.003717177554661736,0.09633959228926488,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,0.9008380794801234,605.1035932993815,0.4607143596383433,900.7399017980696,183.2106645588064,184.85223927044916,183.20946341376487,185.65017282997093,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,21.41,0.7926693817104775,179.29356494308433,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.004405273866909639,0.11417326237978122,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,1.0675945368479942,717.1158781457397,0.5459983815084384,1067.478185242319,179.29654214327962,181.28237175231834,179.2950875745945,182.24615391069935,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,22.49,0.8326545723805997,175.52189236673584,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.0050870573689534345,0.13184332081809103,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,1.232821118460197,828.1005273513058,0.630499981159542,1232.6867596641443,175.52540420440133,177.86521646277922,175.52368842974204,178.99894262163716,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,23.48,0.8693076638282118,172.5171474085982,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.005712025579160248,0.1480408743865417,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,1.3842788182713832,929.8364557897415,0.7079597808397204,1384.127952884151,172.52115936550584,175.1913314230751,172.5191992497671,176.4831269636963,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,24.57,0.9096630877452795,168.4120560411279,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.006400121891408151,0.16587454447705804,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,1.551035275639254,1041.8487406360996,0.7932438027098155,1550.8662363284004,168.41666086012881,171.47731441982668,168.41441109300212,172.95515851320656,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,25.65,0.9496482784154016,164.72852014754457,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.007081905393451945,0.1835446029153678,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,1.7162618572514563,1152.8333898416654,0.877745402360919,1716.0748107502252,164.73372942982033,168.19131588712202,164.73118434407723,169.85747013525847,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,26.74,0.9900037023324694,161.43043229205577,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.00777000170569985,0.2013782730058842,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,1.8830183146193276,1264.845674688024,0.9630294242310143,1882.813094194475,161.4362644770828,165.30163382340788,161.4334150646149,167.16039472373376,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,27.82,1.0299888930025916,158.04190346234128,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.008451785207743643,0.21904833144419397,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,2.04824489623153,1375.8303238935898,1.0475310238821176,2048.0216686163,158.0483833985537,162.33629777068833,158.04521752025235,164.39362797449388,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,28.91,1.0703443169196594,154.49986090608624,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.009139881519991549,0.23688200153471037,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,2.2150013535994013,1487.8426087399482,1.132815045752213,2214.75995206055,154.50702903542478,159.24211009886784,154.50352693400157,161.50841145915757,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,29.89,1.1066271751203258,151.3289849962657,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.009758536919994253,0.2529159434509545,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,2.364929177654919,1588.5509015375917,1.2094924232134,2364.6714362581324,151.33679866171897,156.48965653210948,151.33298117866846,158.95009637071044,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,30.98,1.1469825990373934,148.00584289142105,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.010446633232242155,0.27074961354147076,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,2.5316856350227894,1700.5631863839494,1.2947764450834949,2531.409719702381,148.0143952986838,153.64339463961332,148.0102168988516,156.32382815713794,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,32.06,1.1869677897075157,145.2041479090732,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.01112841673428595,0.28841967197978063,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,2.6969122166349924,1811.547835589516,1.3792780447345985,2696.618294124207,145.21343423463492,151.31355658231527,145.2088972757687,154.2104499186881,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,33.15,1.2273232136245833,142.88869958817597,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.011816513046533852,0.3062533420702969,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,2.863668674002863,1923.5601204358738,1.4645620666046935,2863.356577568456,142.8987198636643,149.46819257098105,142.8938243314476,152.57960888522572,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,34.23,1.2673084042947054,140.66870540386728,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.012498296548577646,0.3239234005086067,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,3.028895255615065,2034.5447696414396,1.5490636662557968,3028.565151990281,140.67947105123622,147.723489837065,140.67421136678269,151.0504876919975,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,35.32,1.3076638282117734,138.31511551526103,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.013186392860825555,0.34175707059912314,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,3.1956517129829374,2146.5570544877983,1.6343476881258927,3195.303435434531,138.32666710259807,145.86853065170638,138.32102344794927,149.4201278791935,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
NGC7331,36.31,1.3443169196593854,135.51705269079608,0.5343091911302521,0.0079404475812108,0.2057957876154617,1.0,1.0,0.013811361071032365,0.3579546241675738,242.34464623579163,6280.944094952416,0.488571397976179,123.94198363232837,9349.633732033544,3.3471094127941226,2248.292982926234,1.7118074878060707,3346.744628654538,135.52940153122788,143.57285451270457,135.523368381574,147.34862129879104,False,False,ngc7331_b2_exact_transfer_formula_freeze_not_score
