s4g_name,s4g_disk_scale_arcsec,s4g_disk_component_source,s4g_bar_radius_arcsec,s4g_model_components,s4g_model_quality_values
NGC7378,12.760000228881836,D:expdisk_hr3,,B;D,5
NGC7412,27.31999969482422,D:expdisk_hr3,,B;D,5
NGC7416,23.889999389648438,D:expdisk_hr3,10.5,D;BAR;N,5
NGC7418,38.36000061035156,D:expdisk_hr3,18.75,D;BAR;N,5
NGC7418A,18.170000076293945,D:expdisk_hr3,8.220000267028809,D;BAR;N,5
NGC7421,20.25,D:expdisk_hr3,21.0,B;D;BAR,5
NGC7424,61.4900016784668,D:expdisk_hr3,28.15999984741211,D;BAR,5
NGC7437,20.350000381469727,D:expdisk_hr3,,B;D,5
NGC7448,14.59000015258789,D:expdisk_hr3,,B;D,5
NGC7456,39.220001220703125,D:expdisk_hr3,,D;N,5
NGC7462,31.93000030517578,D:expdisk_hr3,56.52000045776367,D;BAR,5
NGC7463,12.25,D:expdisk_hr3,19.579999923706055,D;BAR,5
NGC7465,7.360000133514404,D:expdisk_hr3,10.319999694824219,B;D;BAR,3
NGC7479,37.279998779296875,D:expdisk_hr3,81.5999984741211,B;D;BAR,5
NGC7496,29.059999465942383,D:expdisk_hr3,39.75,D;BAR;N,5
NGC7497,30.959999084472656,D:expdisk_hr3,14.65999984741211,D;BAR,5
NGC7513,31.639999389648438,D:expdisk_hr3,35.25,B;D;BAR,5
NGC7531,23.049999237060547,D:expdisk_hr3,51.529998779296875,B;D;BAR,5
NGC7537,8.180000305175781,D:expdisk_hr3,,D;N,5
NGC7541,20.329999923706055,D:expdisk_hr3,,D;N,5
NGC7552,30.1299991607666,D:expdisk_hr3,79.75,B;D;BAR,4
NGC7582,40.83000183105469,D:expdisk_hr3,115.56999969482422,B;D;BAR,5
NGC7590,16.84000015258789,D:expdisk_hr3,,B;D,5
NGC7599,29.260000228881836,D:expdisk_hr3,20.81999969482422,D;BAR,5
NGC7606,34.439998626708984,D:expdisk_hr3,,B;D,5
NGC7625,11.5,D:expdisk_hr3,,B;D,5
NGC7661,18.969999313354492,D:expdisk_hr3,26.799999237060547,D;BAR,5
NGC7667,12.140000343322754,D:expdisk_hr3,,D,4
NGC7689,22.260000228881836,D:expdisk_hr3,,D;N,5
NGC7690,14.720000267028809,D:expdisk_hr3,,B;D,5
NGC7694,10.15999984741211,D:expdisk_hr3,,D,5
NGC7709,13.529999732971191,D:expdisk_hr3,13.119999885559082,D;BAR,5
NGC7713,32.540000915527344,D:expdisk_hr3,33.86000061035156,D;BAR,5
NGC7714,12.109999656677246,D:expdisk_hr3,,D;N,3
NGC7716,13.220000267028809,D:expdisk_hr3,,B;D,5
NGC7721,26.899999618530273,D:expdisk_hr3,,B;D,5
NGC7723,23.299999237060547,D:expdisk_hr3,21.0,B;D;BAR,5
NGC7724,14.390000343322754,D:expdisk_hr3,12.0,D;BAR;N,5
NGC7727,46.599998474121094,D:expdisk_hr3,,B;D,3
NGC7731,13.119999885559082,D:expdisk_hr3,15.300000190734863,B;D;BAR,5
NGC7732,13.760000228881836,D:expdisk_hr3,,D,5
NGC7741,44.56999969482422,D:expdisk_hr3,52.040000915527344,D;BAR,5
NGC7742,7.690000057220459,D:expdisk_hr3,,B;D,4
NGC7743,27.5,D:expdisk_hr3,34.5,B;D;BAR;N,5
NGC7750,14.300000190734863,D:expdisk_hr3,,D;N,5
NGC7755,30.0,D:expdisk_hr3,23.25,B;D;BAR,5
NGC7757,23.829999923706055,D:expdisk_hr3,22.049999237060547,D;BAR;N,5
NGC7764,15.979999542236328,D:expdisk_hr3,13.5,D;BAR,5
NGC7793,75.05000305175781,D:expdisk_hr3,,D;N,5
NGC7798,9.65999984741211,D:expdisk_hr3,9.75,B;D;BAR,5
NGC7800,23.09000015258789,D:expdisk_hr3,33.09000015258789,D;BAR;N,5
NGC7814,,missing,,B;D,4
NGC7817,21.170000076293945,D:expdisk_hr3,,B;D,5
PGC002492,14.3100004196167,D:expdisk_hr3,25.709999084472656,D;BAR,5
PGC002689,37.22999954223633,D:expdisk_hr3,,D,5
PGC002805,35.52000045776367,Z:edgedisk_hr2,,Z;N,4
PGC003062,12.0600004196167,D:expdisk_hr3,,D,5
PGC003853,44.9900016784668,D:expdisk_hr3,29.360000610351562,BAR;D,5
PGC003855,16.469999313354492,Z:edgedisk_hr2,15.800000190734863,Z;BAR,5
PGC004143,19.209999084472656,D:expdisk_hr3,12.199999809265137,D;BAR,5
PGC005329,18.31999969482422,D:expdisk_hr3,,D,5
PGC005341,20.889999389648438,Z:edgedisk_hr2,26.959999084472656,Z;BAR;N,4
PGC006048,12.600000381469727,D:expdisk_hr3,,D,4
PGC006190,16.170000076293945,D:expdisk_hr3,,D,5
PGC006228,17.670000076293945,D:expdisk_hr3,15.289999961853027,D;BAR;N,5
PGC006244,19.18000030517578,D:expdisk_hr3,23.399999618530273,D;BAR,5
PGC006626,34.02000045776367,D:expdisk_hr3,26.0,D;BAR;N,5
PGC006667,21.8799991607666,D:expdisk_hr3,15.069999694824219,D;BAR,5
PGC006703,16.360000610351562,D:expdisk_hr3,,D,5
PGC006706,19.149999618530273,D:expdisk_hr3,,D,5
PGC006864,11.9399995803833,D:expdisk_hr3,,D,5
PGC006898,13.329999923706055,D:expdisk_hr3,28.700000762939453,D;BAR,5
PGC007109,12.069999694824219,D:expdisk_hr3,,D,5
PGC007324,28.110000610351562,Z:edgedisk_hr2,,Z,4
PGC007654,11.65999984741211,D:expdisk_hr3,,D,5
PGC007682,7.840000152587891,D:expdisk_hr3,,D,5
PGC007900,34.560001373291016,D:expdisk_hr3,32.34000015258789,D;BAR,5
PGC007998,21.229999542236328,D:expdisk_hr3,35.54999923706055,D;BAR,5
PGC008295,21.510000228881836,D:expdisk_hr3,,D,5
PGC008962,11.670000076293945,D:expdisk_hr3,,D,5
PGC009272,28.3799991607666,D:expdisk_hr3,29.350000381469727,D;BAR,5
PGC009354,13.449999809265137,D:expdisk_hr3,,D,5
PGC009559,34.84000015258789,D:expdisk_hr3,,D,5
PGC010813,5.449999809265137,D:expdisk_hr3,,D;N,5
PGC011248,26.75,D:expdisk_hr3,22.010000228881836,D;BAR,5
PGC011367,17.6200008392334,D:expdisk_hr3,,B;D,5
PGC011677,22.059999465942383,D:expdisk_hr3,42.900001525878906,D;BAR,5
PGC011744,7.059999942779541,D:expdisk_hr3,8.039999961853027,D;BAR,5
PGC012068,20.290000915527344,D:expdisk_hr3,30.290000915527344,D;BAR,5
PGC012130,12.960000038146973,Z:edgedisk_hr2,,Z,4
PGC012439,2.7799999713897705,Z:edgedisk_hr2,,Z,4
PGC012608,17.649999618530273,D:expdisk_hr3,,D,5
PGC012633,10.180000305175781,D:expdisk_hr3,,B;D,5
PGC012664,20.399999618530273,D:expdisk_hr3,11.729999542236328,D;BAR,5
PGC012798,19.899999618530273,Z:edgedisk_hr2,,Z,4
PGC012981,27.260000228881836,D:expdisk_hr3,22.799999237060547,D;BAR,5
PGC013612,11.369999885559082,D:expdisk_hr3,14.34000015258789,D;BAR,5
PGC013646,24.040000915527344,Z:edgedisk_hr2,,Z,4
PGC013684,22.739999771118164,D:expdisk_hr3,13.260000228881836,D;BAR;N,5
PGC013716,16.389999389648438,D:expdisk_hr3,,D;N,5
PGC013821,8.34000015258789,D:expdisk_hr3,7.5,D;BAR,5
PGC014037,10.229999542236328,D:expdisk_hr3,,D;N,5
PGC014487,26.040000915527344,D:expdisk_hr3,,D,5
PGC014600,14.899999618530273,Z:edgedisk_hr2,,Z,4
PGC014626,15.319999694824219,D:expdisk_hr3,,D,4
PGC014768,17.899999618530273,D:expdisk_hr3,9.75,D;BAR,5
PGC015214,20.989999771118164,D:expdisk_hr3,,D,5
PGC015625,19.6299991607666,D:expdisk_hr3,3.7899999618530273,D;BAR,3
PGC015869,18.459999084472656,D:expdisk_hr3,10.949999809265137,D;BAR,5
PGC016090,21.56999969482422,D:expdisk_hr3,30.709999084472656,D;BAR,5
PGC016389,13.050000190734863,D:expdisk_hr3,,D,4
PGC016784,30.34000015258789,D:expdisk_hr3,36.84000015258789,D;BAR,5
PGC024469,8.930000305175781,D:expdisk_hr3,9.15999984741211,D;BAR;N,3
PGC027616,15.880000114440918,D:expdisk_hr3,12.899999618530273,D;BAR,5
PGC027747,17.700000762939453,D:expdisk_hr3,16.5,D;BAR,5
PGC027810,14.890000343322754,D:expdisk_hr3,11.5600004196167,D;BAR;N,5
PGC027825,16.690000534057617,D:expdisk_hr3,10.5,D;BAR,5
PGC027833,15.619999885559082,D:expdisk_hr3,9.029999732971191,D;BAR,5
PGC028308,10.329999923706055,Z:edgedisk_hr2,,Z,4
PGC028380,15.149999618530273,D:expdisk_hr3,16.8700008392334,D;BAR,5
PGC029086,29.760000228881836,Z:edgedisk_hr2,,B;Z,5
PGC029300,16.06999969482422,D:expdisk_hr3,,D;N,5
PGC029466,8.569999694824219,Z:edgedisk_hr2,,Z,4
PGC030591,13.34000015258789,Z:edgedisk_hr2,,Z,4
PGC031979,16.940000534057617,D:expdisk_hr3,,B;D,5
PGC032091,14.260000228881836,D:expdisk_hr3,15.0,B;D;BAR,5
PGC032548,7.110000133514404,Z:edgedisk_hr2,,Z,4
PGC035271,13.65999984741211,D:expdisk_hr3,,D,5
PGC035684,16.799999237060547,D:expdisk_hr3,,D,5
PGC035705,12.729999542236328,D:expdisk_hr3,,D,5
PGC036217,21.15999984741211,D:expdisk_hr3,18.459999084472656,D;BAR;N,5
PGC036274,19.3700008392334,D:expdisk_hr3,,D,3
PGC036551,16.420000076293945,D:expdisk_hr3,,D,5
PGC036643,21.6200008392334,D:expdisk_hr3,22.690000534057617,D;BAR,5
PGC037238,22.770000457763672,D:expdisk_hr3,45.40999984741211,D;BAR;N,5
PGC037373,16.43000030517578,D:expdisk_hr3,16.040000915527344,D;BAR,5
PGC038250,11.930000305175781,D:expdisk_hr3,9.180000305175781,D;BAR,5
PGC039317,24.790000915527344,D:expdisk_hr3,,D,5
PGC039799,13.1899995803833,D:expdisk_hr3,,D;N,5
PGC040408,9.5600004196167,D:expdisk_hr3,,D,5
PGC040447,14.850000381469727,D:expdisk_hr3,,D,5
PGC040552,5.579999923706055,Z:edgedisk_hr2,,Z,4
PGC041725,26.190000534057617,D:expdisk_hr3,,D,5
PGC041743,24.1299991607666,D:expdisk_hr3,,D,5
PGC041965,30.1200008392334,D:expdisk_hr3,,D;N,5
PGC042068,22.639999389648438,D:expdisk_hr3,,B;D;N,5
PGC042160,13.40999984741211,D:expdisk_hr3,,D,5
PGC042559,15.260000228881836,D:expdisk_hr3,,D,5
PGC042868,35.119998931884766,D:expdisk_hr3,53.54999923706055,D;BAR;N,5
PGC043020,37.0,D:expdisk_hr3,,D,5
PGC043236,12.289999961853027,D:expdisk_hr3,,D,5
PGC043341,25.209999084472656,D:expdisk_hr3,,D;N,5
PGC043345,33.470001220703125,D:expdisk_hr3,33.040000915527344,D;BAR,5
PGC043458,27.920000076293945,D:expdisk_hr3,13.140000343322754,D;BAR,5
PGC043679,18.299999237060547,Z:edgedisk_hr2,,Z,4
PGC043851,31.270000457763672,D:expdisk_hr3,,D,5
PGC043970,16.43000030517578,Z:edgedisk_hr2,16.06999969482422,Z;BAR,4
PGC044157,,missing,,D,5
PGC044358,17.229999542236328,Z:edgedisk_hr2,,Z,5
PGC044506,21.280000686645508,Z:edgedisk_hr2,,Z;N,5
PGC044532,37.5099983215332,D:expdisk_hr3,,D,5
PGC044735,16.020000457763672,D:expdisk_hr3,,D,5
PGC044906,15.460000038146973,D:expdisk_hr3,,D,3
PGC044952,9.800000190734863,D:expdisk_hr3,,D,5
PGC044954,10.0,D:expdisk_hr3,,B;D,5
PGC044982,16.920000076293945,D:expdisk_hr3,,D,5
PGC045084,35.150001525878906,Z:edgedisk_hr2,,Z,4
PGC045195,44.93000030517578,D:expdisk_hr3,36.63999938964844,D;BAR,5
PGC045257,13.859999656677246,D:expdisk_hr3,,D,5
PGC045359,22.040000915527344,D:expdisk_hr3,,D,5
PGC045650,10.149999618530273,D:expdisk_hr3,,N;D,5
PGC045824,21.959999084472656,D:expdisk_hr3,,D,5
PGC045877,14.920000076293945,D:expdisk_hr3,,B;D,5
PGC046261,16.270000457763672,Z:edgedisk_hr2,,Z;N,4
PGC046382,20.3799991607666,D:expdisk_hr3,,D;N,5
PGC047721,18.3700008392334,D:expdisk_hr3,9.100000381469727,D;BAR;N,5
PGC047846,20.700000762939453,D:expdisk_hr3,,D,5
PGC048087,17.799999237060547,D:expdisk_hr3,9.069999694824219,D;BAR;N,5
PGC048179,22.709999084472656,D:expdisk_hr3,24.0,D;BAR,5
PGC049521,14.289999961853027,D:expdisk_hr3,,D,5
PGC050229,4.070000171661377,D:expdisk_hr3,,D;N,5
PGC051291,13.260000228881836,D:expdisk_hr3,23.700000762939453,D;BAR;N,5
PGC051523,8.979999542236328,D:expdisk_hr3,,D,5
PGC052460,8.850000381469727,D:expdisk_hr3,,B;D,5
PGC052809,27.079999923706055,Z:edgedisk_hr2,,Z,4
PGC052853,17.6200008392334,D:expdisk_hr3,,D,5
PGC053093,6.619999885559082,D:expdisk_hr3,7.5,D;BAR;N,5
PGC053134,24.950000762939453,D:expdisk_hr3,17.34000015258789,D;BAR,5
PGC053415,4.199999809265137,D:expdisk_hr3,,D,5
PGC053568,18.639999389648438,D:expdisk_hr3,,D,5
PGC053634,23.020000457763672,D:expdisk_hr3,,B;D,5
PGC053724,5.46999979019165,D:expdisk_hr3,,B;D,5
PGC053764,11.59000015258789,Z:edgedisk_hr2,,Z,5
PGC053779,21.780000686645508,D:expdisk_hr3,8.720000267028809,D;BAR,5
PGC053796,18.8700008392334,Z:edgedisk_hr2,7.989999771118164,Z;BAR,4
PGC054944,11.890000343322754,D:expdisk_hr3,12.75,D;BAR,5
PGC065367,36.2599983215332,D:expdisk_hr3,,D,5
PGC066242,17.079999923706055,D:expdisk_hr3,19.299999237060547,D;BAR,5
PGC066559,17.239999771118164,D:expdisk_hr3,16.5,D;BAR,5
PGC066738,14.319999694824219,Z:edgedisk_hr2,,Z,4
PGC067871,24.389999389648438,D:expdisk_hr3,16.969999313354492,D;BAR,5
PGC068030,7.25,Z:edgedisk_hr2,,Z,4
PGC068771,20.25,D:expdisk_hr3,14.229999542236328,D;BAR,5
PGC069114,11.630000114440918,D:expdisk_hr3,,D,5
PGC069224,23.09000015258789,D:expdisk_hr3,,D,5
PGC069293,24.81999969482422,D:expdisk_hr3,,D,5
PGC069339,15.319999694824219,D:expdisk_hr3,,D,5
PGC069415,16.8799991607666,D:expdisk_hr3,,D,5
PGC069448,19.229999542236328,D:expdisk_hr3,,D;N,5
PGC069691,18.1299991607666,Z:edgedisk_hr2,,Z;N,4
PGC070657,16.479999542236328,Z:edgedisk_hr2,,Z,4
PGC071479,23.950000762939453,D:expdisk_hr3,,D,5
PGC072006,16.0,D:expdisk_hr3,,D,5
PGC072252,14.640000343322754,D:expdisk_hr3,24.75,D;BAR;N,5
PGC090540,12.0600004196167,Z:edgedisk_hr2,,Z,4
PGC090553,14.239999771118164,Z:edgedisk_hr2,,Z,4
PGC090694,9.859999656677246,Z:edgedisk_hr2,,Z,4
PGC091215,1.8600000143051147,Z:edgedisk_hr2,,Z,4
PGC091228,12.170000076293945,Z:edgedisk_hr2,,Z,4
PGC091408,10.239999771118164,Z:edgedisk_hr2,,Z,4
PGC091413,9.069999694824219,Z:edgedisk_hr2,,Z,4
PGC1059326,11.130000114440918,D:expdisk_hr3,21.06999969482422,D;BAR,5
PGC1063216,12.84000015258789,D:expdisk_hr3,23.1200008392334,D;BAR;N,5
UGC00017,28.65999984741211,D:expdisk_hr3,,D;N,5
UGC00099,22.5,D:expdisk_hr3,20.670000076293945,D;BAR,5
UGC00122,19.799999237060547,D:expdisk_hr3,,D,5
UGC00132,16.3700008392334,D:expdisk_hr3,,D,5
UGC00156,24.510000228881836,D:expdisk_hr3,,D,5
UGC00191,19.889999389648438,D:expdisk_hr3,14.039999961853027,D;BAR,5
UGC00260,19.260000228881836,Z:edgedisk_hr2,,Z;N,4
UGC00290,19.440000534057617,D:expdisk_hr3,,D,5
UGC00313,8.489999771118164,D:expdisk_hr3,,D,5
UGC00320,9.979999542236328,Z:edgedisk_hr2,,Z,4
UGC00477,17.049999237060547,Z:edgedisk_hr2,,Z,4
UGC00634,18.299999237060547,D:expdisk_hr3,,D,5
UGC00711,22.360000610351562,Z:edgedisk_hr2,,Z,4
UGC00866,13.15999984741211,D:expdisk_hr3,,D,5
UGC00882,15.9399995803833,D:expdisk_hr3,,D,5
UGC00891,23.170000076293945,D:expdisk_hr3,,D,5
UGC00903,6.610000133514404,Z:edgedisk_hr2,,B;Z,4
UGC00941,13.430000305175781,D:expdisk_hr3,,D,5
UGC00958,8.800000190734863,Z:edgedisk_hr2,,Z,4
UGC00964,6.860000133514404,Z:edgedisk_hr2,,Z,4
UGC01014,11.489999771118164,D:expdisk_hr3,,D,5
UGC01020,17.1299991607666,D:expdisk_hr3,,B;D,3
UGC01104,10.40999984741211,D:expdisk_hr3,,D,5
UGC01110,19.770000457763672,D:expdisk_hr3,18.520000457763672,D;BAR,5
UGC01112,12.199999809265137,D:expdisk_hr3,,D,5
UGC01133,13.109999656677246,D:expdisk_hr3,,D,5
UGC01176,36.45000076293945,D:expdisk_hr3,,D,5
UGC01195,39.63999938964844,D:expdisk_hr3,,D,5
UGC01197,17.8799991607666,D:expdisk_hr3,,D,5
UGC01200,13.970000267028809,D:expdisk_hr3,,D,5
UGC01240,7.570000171661377,D:expdisk_hr3,,D,5
UGC01500,8.229999542236328,Z:edgedisk_hr2,,Z,4
UGC01547,16.719999313354492,D:expdisk_hr3,,D,5
UGC01551,22.5,D:expdisk_hr3,18.0,D;BAR;N,5
UGC01670,21.31999969482422,D:expdisk_hr3,,D,5
UGC01753,10.649999618530273,D:expdisk_hr3,,D,5
UGC01803,19.290000915527344,Z:edgedisk_hr2,,Z,4
UGC01839,18.959999084472656,Z:edgedisk_hr2,,Z,4
UGC01862,16.649999618530273,D:expdisk_hr3,19.5,D;BAR,5
UGC01945,26.260000228881836,D:expdisk_hr3,,D,5
UGC01970,5.170000076293945,Z:edgedisk_hr2,,Z,4
UGC01981,20.030000686645508,D:expdisk_hr3,,D,5
UGC01999,13.75,D:expdisk_hr3,,D,5
UGC02081,19.84000015258789,D:expdisk_hr3,,B;D,5
UGC02082,26.709999084472656,Z:edgedisk_hr2,,Z,4
UGC02275,34.68000030517578,D:expdisk_hr3,,D,5
UGC02302,37.16999816894531,D:expdisk_hr3,,D,4
UGC02345,31.65999984741211,D:expdisk_hr3,,DISL1;D,5
UGC02429,14.180000305175781,D:expdisk_hr3,,D,5
UGC02443,13.100000381469727,D:expdisk_hr3,,D;N,5
UGC03070,9.75,D:expdisk_hr3,,B;D,5
UGC04024,12.4399995803833,D:expdisk_hr3,,D;N,5
UGC04121,25.299999237060547,D:expdisk_hr3,,D;N,5
UGC04148,16.780000686645508,D:expdisk_hr3,,D,5
UGC04151,10.359999656677246,D:expdisk_hr3,,B;D,5
UGC04169,15.6899995803833,D:expdisk_hr3,,D,5
UGC04238,22.18000030517578,D:expdisk_hr3,30.489999771118164,D;BAR,5
UGC04241,10.279999732971191,D:expdisk_hr3,7.599999904632568,D;BAR;N,5
UGC04305,66.70999908447266,D:expdisk_hr3,,D,5
UGC04306,9.510000228881836,D:expdisk_hr3,11.229999542236328,D;BAR;N,5
UGC04390,22.489999771118164,D:expdisk_hr3,16.959999084472656,D;BAR,5
UGC04393,14.979999542236328,D:expdisk_hr3,15.59000015258789,D;BAR,5
UGC04413,18.15999984741211,Z:edgedisk_hr2,,Z,4
UGC04426,18.969999313354492,D:expdisk_hr3,,D,5
UGC04483,14.770000457763672,D:expdisk_hr3,,D,5
UGC04499,17.469999313354492,D:expdisk_hr3,,D,5
UGC04514,20.360000610351562,D:expdisk_hr3,52.040000915527344,D;BAR,5
UGC04543,23.34000015258789,D:expdisk_hr3,,D,5
UGC04549,13.1899995803833,D:expdisk_hr3,,D,5
UGC04550,6.429999828338623,Z:edgedisk_hr2,,Z,4
UGC04551,17.010000228881836,D:expdisk_hr3,,B;D,5
UGC04559,8.0,Z:edgedisk_hr2,,Z;N,5
UGC04621,8.84000015258789,D:expdisk_hr3,13.5,D;BAR;N,5
UGC04623,24.18000030517578,D:expdisk_hr3,,D;N,5
UGC04628,14.0,D:expdisk_hr3,,D,5
UGC04659,18.8799991607666,D:expdisk_hr3,14.859999656677246,D;BAR,5
UGC04701,25.18000030517578,D:expdisk_hr3,,D,5
UGC04704,31.8700008392334,Z:edgedisk_hr2,,Z,4
UGC04714,12.350000381469727,D:expdisk_hr3,14.460000038146973,D;BAR,5
UGC04722,14.890000343322754,D:expdisk_hr3,,D,5
UGC04725,10.3100004196167,Z:edgedisk_hr2,,Z;N,4
UGC04753,17.31999969482422,Z:edgedisk_hr2,,Z,4
UGC04777,18.299999237060547,D:expdisk_hr3,,D,5
UGC04787,17.690000534057617,D:expdisk_hr3,,D,5
UGC04797,24.010000228881836,D:expdisk_hr3,,D,5
UGC04800,13.970000267028809,D:expdisk_hr3,8.25,D;BAR,5
UGC04824,22.520000457763672,D:expdisk_hr3,7.599999904632568,D;BAR,5
UGC04834,12.600000381469727,D:expdisk_hr3,,D,5
UGC04837,15.5,D:expdisk_hr3,,D,5
UGC04841,37.560001373291016,D:expdisk_hr3,22.200000762939453,D;BAR,5
UGC04845,15.109999656677246,D:expdisk_hr3,7.269999980926514,D;BAR,5
UGC04867,19.719999313354492,D:expdisk_hr3,8.579999923706055,D;BAR,5
UGC04871,19.3799991607666,D:expdisk_hr3,,D,5
UGC04878,15.420000076293945,D:expdisk_hr3,28.06999969482422,D;BAR,5
UGC04922,31.93000030517578,D:expdisk_hr3,,B;D,5
UGC04953,11.529999732971191,D:expdisk_hr3,,D,5
UGC04970,6.590000152587891,Z:edgedisk_hr2,,Z,4
UGC04982,9.729999542236328,D:expdisk_hr3,,D;N,4
UGC04988,10.770000457763672,D:expdisk_hr3,,D;N,5
UGC05004,14.15999984741211,D:expdisk_hr3,15.569999694824219,D;BAR,5
UGC05015,22.110000610351562,D:expdisk_hr3,,D,5
UGC05020,15.949999809265137,D:expdisk_hr3,8.829999923706055,D;BAR,5
UGC05047,14.239999771118164,Z:edgedisk_hr2,,Z,4
UGC05050,4.610000133514404,Z:edgedisk_hr2,,Z,4
UGC05076,15.0,D:expdisk_hr3,,D,5
UGC05107,19.65999984741211,D:expdisk_hr3,37.91999816894531,D;BAR,5
UGC05114,10.489999771118164,D:expdisk_hr3,,D,5
UGC05139,,missing,,D,3
UGC05172,25.15999984741211,D:expdisk_hr3,16.5,D;BAR,3
UGC05179,16.670000076293945,D:expdisk_hr3,,B;D,5
UGC05203,13.220000267028809,Z:edgedisk_hr2,,Z,4
UGC05228,16.639999389648438,D:expdisk_hr3,20.25,D;BAR;N,5
UGC05238,20.559999465942383,D:expdisk_hr3,14.770000457763672,D;BAR,5
UGC05245,9.59000015258789,Z:edgedisk_hr2,,Z,4
UGC05249,25.5,D:expdisk_hr3,30.0,D;BAR;N,5
UGC05272,34.290000915527344,D:expdisk_hr3,,D,5
UGC05340,18.15999984741211,D:expdisk_hr3,,D,5
UGC05347,9.149999618530273,Z:edgedisk_hr2,,Z,4
UGC05349,25.239999771118164,D:expdisk_hr3,9.699999809265137,D;BAR,5
UGC05354,15.649999618530273,D:expdisk_hr3,13.050000190734863,D;BAR,5
UGC05358,16.309999465942383,D:expdisk_hr3,21.81999969482422,D;BAR,5
UGC05373,81.55999755859375,D:expdisk_hr3,,D,5
UGC05376,4.449999809265137,Z:edgedisk_hr2,,Z,4
UGC05391,26.940000534057617,D:expdisk_hr3,15.079999923706055,D;BAR,5
UGC05393,19.739999771118164,D:expdisk_hr3,19.219999313354492,D;BAR,5
UGC05401,22.93000030517578,D:expdisk_hr3,23.760000228881836,D;BAR,4
UGC05403,7.0,D:expdisk_hr3,6.849999904632568,D;BAR;N,5
UGC05421,16.010000228881836,Z:edgedisk_hr2,,Z,4
UGC05423,17.90999984741211,D:expdisk_hr3,,D,5
UGC05427,14.15999984741211,D:expdisk_hr3,,D,5
UGC05446,13.5600004196167,D:expdisk_hr3,11.630000114440918,D;BAR,5
UGC05451,22.690000534057617,D:expdisk_hr3,,D,5
UGC05456,17.829999923706055,D:expdisk_hr3,41.61000061035156,D;BAR,5
UGC05459,29.81999969482422,Z:edgedisk_hr2,,Z,4
UGC05464,14.069999694824219,D:expdisk_hr3,,D,5
UGC05478,22.920000076293945,D:expdisk_hr3,30.06999969482422,D;BAR,5
UGC05522,12.079999923706055,D:expdisk_hr3,,D;N,5
UGC05524,8.6899995803833,Z:edgedisk_hr2,,Z,5
UGC05540,9.8100004196167,Z:edgedisk_hr2,,Z,4
UGC05574,9.260000228881836,D:expdisk_hr3,,D,5
UGC05575,11.140000343322754,D:expdisk_hr3,,D,5
UGC05612,35.0,D:expdisk_hr3,48.790000915527344,D;BAR,5
UGC05633,30.600000381469727,D:expdisk_hr3,28.520000457763672,D;BAR,5
UGC05642,5.929999828338623,Z:edgedisk_hr2,,Z,4
UGC05646,14.069999694824219,D:expdisk_hr3,,D,5
UGC05672,13.859999656677246,D:expdisk_hr3,,D,5
UGC05676,18.18000030517578,D:expdisk_hr3,24.139999389648438,D;BAR,5
UGC05677,13.5,Z:edgedisk_hr2,,Z,4
UGC05688,36.29999923706055,D:expdisk_hr3,31.200000762939453,D;BAR,5
UGC05689,7.110000133514404,Z:edgedisk_hr2,,Z,4
UGC05695,11.319999694824219,D:expdisk_hr3,,D;N,5
UGC05707,17.450000762939453,D:expdisk_hr3,8.859999656677246,D;BAR,5
UGC05708,15.779999732971191,Z:edgedisk_hr2,,Z,4
UGC05720,10.260000228881836,D:expdisk_hr3,,B;D,5
UGC05739,10.760000228881836,D:expdisk_hr3,19.5,D;BAR,3
UGC05740,16.43000030517578,D:expdisk_hr3,,D,5
UGC05764,18.549999237060547,D:expdisk_hr3,,D,5
UGC05765,11.380000114440918,D:expdisk_hr3,9.75,D;BAR,5
UGC05791,8.270000457763672,D:expdisk_hr3,7.519999980926514,D;BAR,5
UGC05798,9.699999809265137,D:expdisk_hr3,33.959999084472656,D;BAR,4
UGC05814,10.390000343322754,D:expdisk_hr3,11.25,B;D;BAR,3
UGC05829,41.45000076293945,D:expdisk_hr3,,D,5
UGC05832,16.040000915527344,D:expdisk_hr3,19.899999618530273,D;BAR,3
UGC05833,10.319999694824219,D:expdisk_hr3,,B;D,5
UGC05841,13.119999885559082,D:expdisk_hr3,18.75,B;D;BAR,5
UGC05844,9.890000343322754,Z:edgedisk_hr2,,Z,4
UGC05846,24.799999237060547,D:expdisk_hr3,,D,5
UGC05897,23.450000762939453,D:expdisk_hr3,,B;D,5
UGC05898,15.84000015258789,D:expdisk_hr3,8.0,D;BAR,5
UGC05918,53.27000045776367,D:expdisk_hr3,,D,4
UGC05921,17.450000762939453,D:expdisk_hr3,17.579999923706055,D;BAR,5
UGC05922,9.109999656677246,D:expdisk_hr3,,D;N,5
UGC05934,26.229999542236328,D:expdisk_hr3,20.280000686645508,D;BAR,5
UGC05947,18.600000381469727,D:expdisk_hr3,,D,5
UGC05958,7.599999904632568,Z:edgedisk_hr2,,Z;N,4
UGC05976,15.65999984741211,D:expdisk_hr3,,D,5
UGC05979,16.299999237060547,D:expdisk_hr3,,D,5
UGC05989,11.859999656677246,D:expdisk_hr3,13.789999961853027,D;BAR,5
UGC05990,4.659999847412109,Z:edgedisk_hr2,,Z,4
UGC06014,12.930000305175781,D:expdisk_hr3,22.06999969482422,D;BAR,5
UGC06023,11.510000228881836,D:expdisk_hr3,,D;N,5
UGC06080,11.5,Z:edgedisk_hr2,,Z,4
