Name,xc,yc,PA,Ell,Rmin,Rmax,Flag,S4G,Simbad,NED,Nf,Comm,Tmag,q,PA1,n,Re,_RA,_DE
NGC1347,280.27,280.07,164.4,0.09,45,48,ok,S4G,Simbad,NED,1,,13.39,0.904,174.78,0.933,21.76,52.42412,-22.27892
NGC1350,392.96,706.95,4.7,0.473,187,262,ok,S4G,Simbad,NED,4,,9.05,0.608,19.64,7.799,210.08,52.78383,-33.62864
NGC1351A,470.7,782.15,132.1,0.854,37,45,z,S4G,Simbad,NED,2,,12.87,0.118,132.42,1.053,37.76,52.20299,-35.17816
NGC1353,540.2,459.46,137.3,0.581,90,105,ok,S4G,Simbad,NED,3,,10.39,0.518,141.91,3.018,53.71,53.0126,-20.81916
NGC1357,271.02,271.03,81.0,0.21,123,138,ok,S4G,Simbad,NED,3,,9.85,0.791,78.43,6.607,169.1,53.32122,-13.66416
NGC1359,277.7,274.01,135.2,0.194,45,48,ok,S4G,Simbad,NED,2,,12.4,0.424,88.92,3.587,73.5,53.44874,-19.49195
NGC1365,1112.09,934.8,31.7,0.412,277,352,ok,S4G,Simbad,NED,4,,7.99,0.781,66.88,16.057,352.39,53.40191,-36.14066
NGC1366,281.0,281.88,2.2,0.563,37,45,ok,S4G,Simbad,NED,2,,11.41,0.498,3.37,6.316,14.6,53.47357,-31.19411
NGC1367,616.83,593.55,133.4,0.312,135,150,ok,S4G,Simbad,NED,3,,9.69,0.702,120.63,5.613,115.55,53.755,-24.93361
NGC1385,273.35,280.62,172.3,0.344,97,105,ok,S4G,Simbad,NED,3,,10.71,0.941,32.74,1.37,28.42,54.36801,-24.50128
NGC1386,636.31,628.29,25.6,0.596,93,105,ok,S4G,Simbad,NED,3,,10.13,0.536,24.59,8.992,43.22,54.19266,-35.99927
NGC1389,292.45,289.82,32.4,0.45,75,112,ok,S4G,Simbad,NED,3,,11.04,0.649,27.54,3.494,16.12,54.29889,-35.74614
NGC1390,491.74,778.48,21.6,0.503,22,30,ok,S4G,Simbad,NED,1,,14.02,0.333,23.47,1.032,12.2,54.46733,-19.00835
NGC1398,1061.81,1338.12,93.4,0.259,187,210,ok,S4G,Simbad,NED,3,,8.81,0.962,41.33,5.311,73.46,54.71721,-26.33784
NGC1406,406.07,643.88,18.1,0.798,60,90,u,S4G,Simbad,NED,2,,10.81,0.223,17.16,1.184,36.12,54.84715,-31.3214
NGC1411,297.85,294.45,11.0,0.245,82,97,ok,S4G,Simbad,NED,2,,10.49,0.792,11.53,6.157,24.18,54.68689,-44.10062
NGC1414,311.81,275.87,169.8,0.734,26,33,ok,S4G,Simbad,NED,2,,14.19,0.26,168.59,1.433,20.65,55.23806,-21.71391
NGC1415,478.23,527.69,152.3,0.597,135,165,ok,S4G,Simbad,NED,4,,10.64,0.511,146.97,4.989,26.28,55.23689,-22.56446
NGC1421,489.05,1116.63,1.4,0.824,75,93,u,S4G,Simbad,NED,2,,10.61,0.282,4.95,2.255,61.88,55.62202,-13.48801
NGC1422,302.16,275.95,65.5,0.699,45,60,z,S4G,Simbad,NED,1,,13.11,0.201,65.67,1.412,26.41,55.37943,-21.68149
NGC1425,574.01,523.48,131.5,0.557,180,195,ok,S4G,Simbad,NED,3,,10.18,0.529,131.37,4.936,110.69,55.54806,-29.89351
NGC1427A,309.67,277.5,67.6,0.261,75,90,u,S4G,Simbad,NED,2,,13.41,0.568,97.73,0.734,41.99,55.03925,-35.62956
NGC1433,336.83,359.56,24.3,0.14,225,262,ok,S4G,Simbad,NED,3,,7.68,0.655,92.53,13.161,2616.97,55.50647,-47.22208
NGC1436,288.0,291.4,148.2,0.295,90,112,ok,S4G,Simbad,NED,3,,11.25,0.651,150.25,0.891,47.72,55.90452,-35.85299
NGC1437B,288.62,288.5,1.2,0.596,82,97,ok,S4G,Simbad,NED,2,,13.03,0.322,1.43,1.198,26.19,56.4786,-36.35692
NGC1438,313.23,271.21,69.4,0.522,56,63,ok,S4G,Simbad,NED,3,,11.96,0.429,61.48,1.376,32.05,56.32173,-23.0025
NGC1448,934.12,546.81,42.7,0.808,75,150,ok,S4G,Simbad,NED,2,,10.07,0.177,43.07,1.001,55.23,56.13298,-44.64483
NGC1452,265.95,269.3,113.7,0.402,90,93,ok,S4G,Simbad,NED,3,,11.03,0.789,35.61,3.911,23.03,56.34294,-18.63362
NGC1461,266.03,267.61,156.2,0.671,82,97,ok,S4G,Simbad,NED,3,,10.84,0.461,156.27,3.612,22.39,57.11308,-16.39293
NGC1473,281.04,283.98,40.7,0.356,37,48,ok,S4G,Simbad,NED,2,,13.11,0.556,38.69,0.805,22.76,56.85478,-68.22042
NGC1476,292.02,295.85,83.9,0.598,33,45,ok,S4G,Simbad,NED,2,,13.93,0.277,84.35,0.755,19.58,58.03625,-44.53239
NGC1482,279.65,277.68,118.5,0.429,78,112,ok,S4G,Simbad,NED,2,,10.66,0.409,106.15,2.946,6.62,58.6622,-20.50245
NGC1483,291.25,290.92,125.7,0.19,41,46,ok,S4G,Simbad,NED,2,,12.84,0.735,156.59,0.799,22.62,58.19837,-47.47752
NGC1484,466.6,777.2,78.2,0.772,30,45,z,S4G,Simbad,NED,3,,13.04,0.21,78.76,1.337,34.7,58.57496,-36.97064
NGC1487,279.17,264.84,51.6,0.615,150,165,u,S4G,Simbad,NED,0,Fit uncertain,11.84,0.757,18.05,2.287,33.37,58.94375,-42.36694
NGC1493,647.14,625.71,49.5,0.016,112,127,ok,S4G,Simbad,NED,3,,11.24,0.858,77.39,1.321,53.12,59.36409,-46.21074
NGC1494,296.84,617.72,174.2,0.386,97,112,ok,S4G,Simbad,NED,2,,11.96,0.625,175.38,1.196,48.71,59.42792,-48.9075
NGC1495,294.42,296.51,104.5,0.868,22,26,z,S4G,Simbad,NED,1,,12.29,0.132,105.11,0.921,34.31,59.59085,-44.46625
NGC1507,302.0,613.48,11.2,0.803,48,56,z,S4G,Simbad,NED,1,,12.16,0.205,10.99,0.928,44.79,61.114,-2.18614
NGC1510,260.53,262.14,121.6,0.089,52,56,ok,S4G,Simbad,NED,2,,13.28,0.902,70.46,3.152,10.91,60.886,-43.40016
NGC1511,1051.54,614.18,124.0,0.607,90,120,ok,S4G,Simbad,NED,2,,13.38,0.281,109.83,1.619,16.27,59.89875,-67.635
NGC1511A,290.53,291.01,107.1,0.714,60,75,ok,S4G,Simbad,NED,3,,13.38,0.281,109.83,1.619,16.27,60.0771,-67.80677
NGC1511B,287.4,305.37,95.0,0.762,48,63,ok,S4G,Simbad,NED,1,,15.03,0.202,95.36,0.697,33.28,60.22583,-67.61194
NGC1512,710.66,730.46,74.5,0.265,225,262,ok,S4G,Simbad,NED,3,,9.58,0.591,48.92,4.886,103.53,60.97617,-43.34885
NGC1515,434.49,700.96,17.7,0.742,135,157,ok,S4G,Simbad,NED,3,,10.16,0.459,11.9,2.524,51.52,61.01133,-54.10006
NGC1518,676.64,1063.03,32.1,0.582,120,135,ok,S4G,Simbad,NED,2,,11.84,0.301,26.68,1.09,45.65,61.70712,-21.17262
NGC1519,513.03,775.11,108.4,0.669,67,71,ok,S4G,Simbad,NED,2,,12.85,0.253,104.9,0.977,26.95,62.03163,-17.19291
NGC1532,916.13,942.16,34.3,0.686,337,487,u,S4G,Simbad,NED,2,,8.86,0.354,34.53,4.562,137.53,63.01806,-32.87421
NGC1533,296.69,296.23,127.0,0.037,97,112,ok,S4G,Simbad,NED,3,,9.89,0.811,160.43,6.596,49.87,62.46605,-56.11844
NGC1546,652.68,649.95,147.4,0.561,30,45,ok,S4G,Simbad,NED,3,,10.51,0.411,147.03,1.653,23.09,63.65226,-56.06081
NGC1553,1215.67,777.91,152.9,0.278,135,165,ok,S4G,Simbad,NED,3,,8.58,0.649,151.92,3.481,53.39,64.04361,-55.78014
NGC1556,299.79,297.57,172.0,0.517,37,45,ok,S4G,Simbad,NED,3,,13.24,0.309,168.07,1.038,17.17,64.43681,-50.16446
NGC1559,845.36,782.81,65.1,0.395,135,165,ok,S4G,Simbad,NED,2,,10.27,0.495,63.92,0.624,42.01,64.39909,-62.78369
NGC1566,706.44,716.03,85.9,0.154,255,270,ok,S4G,Simbad,NED,4,,9.06,0.779,179.08,3.633,76.13,65.00175,-54.93781
NGC1592,314.2,272.62,93.3,0.678,48,60,u,S4G,Simbad,NED,0,Fit uncertain,13.69,0.364,100.42,3.718,45.17,67.42024,-27.40869
NGC1596,387.3,605.22,18.7,0.701,67,82,z,S4G,Simbad,NED,2,,10.56,0.413,18.6,3.524,22.67,66.90878,-55.02783
NGC1602,285.87,299.34,84.0,0.381,67,75,u,S4G,Simbad,NED,1,,13.19,0.423,86.23,0.763,43.4,66.97907,-55.05784
NGC1637,234.88,269.58,32.7,0.22,75,112,ok,S4G,Simbad,NED,3,,10.1,0.78,51.86,3.218,83.62,70.36762,-2.85804
NGC1640,275.87,258.85,42.8,0.087,82,90,ok,S4G,Simbad,NED,4,,10.96,0.586,44.9,4.162,48.2,70.56056,-20.43478
NGC1672,916.27,381.63,148.5,0.106,210,225,ok,S4G,Simbad,NED,3,,8.46,0.647,95.5,12.128,378.65,71.4273,-59.24741
NGC1679,424.2,244.67,166.9,0.19,112,127,ok,S4G,Simbad,NED,2,,11.72,0.62,139.37,1.344,43.54,72.4816,-31.96551
NGC1688,293.72,289.03,1.5,0.362,105,112,ok,S4G,Simbad,NED,3,,11.72,0.407,140.71,2.881,49.51,72.09912,-59.80031
NGC1703,294.25,288.25,143.1,0.086,75,82,ok,S4G,Simbad,NED,2,,11.2,0.918,136.82,2.107,41.67,73.21727,-59.74222
NGC1705,305.88,307.9,48.2,0.323,60,67,ok,S4G,Simbad,NED,2,Fit fails,,,,,,73.55625,-53.36106
NGC1744,881.35,411.96,167.6,0.578,187,210,ok,S4G,Simbad,NED,3,,11.47,0.365,171.71,1.379,94.33,74.99084,-26.02221
NGC1792,706.66,594.02,136.1,0.478,157,172,ok,S4G,Simbad,NED,2,,9.42,0.406,137.39,0.804,57.33,76.31022,-37.98075
NGC1800,320.31,243.94,105.0,0.383,90,105,ok,S4G,Simbad,NED,2,,12.69,0.473,112.14,1.465,22.91,76.60724,-31.95422
NGC1808,922.51,295.34,125.8,0.268,262,277,ok,S4G,Simbad,NED,3,,8.76,0.479,141.27,7.284,55.03,76.92643,-37.51305
NGC1809,489.26,557.63,144.8,0.706,52,67,u,S4G,Simbad,NED,2,,11.49,0.285,144.89,1.44,74.38,75.52087,-69.56828
NGC1824,298.23,273.1,158.6,0.817,52,60,z,S4G,Simbad,NED,1,,12.95,0.212,159.74,0.981,53.02,76.73417,-59.72389
NGC1827,428.65,272.69,119.6,0.834,33,37,z,S4G,Simbad,NED,1,,12.45,0.169,120.45,1.138,41.84,77.51911,-36.96024
NGC1853,295.98,285.8,41.8,0.646,52,60,ok,S4G,Simbad,NED,2,,12.84,0.285,45.38,0.786,26.97,78.06889,-57.39904
NGC1879,401.76,268.85,52.3,0.31,90,97,ok,S4G,Simbad,NED,3,,13.01,0.556,63.88,1.1,39.63,79.95125,-32.14222
NGC1892,306.62,298.79,76.4,0.648,78,90,ok,S4G,Simbad,NED,3,,12.03,0.315,77.05,1.137,33.55,79.28749,-64.95981
NGC2101,745.88,655.26,73.3,0.601,67,75,u,S4G,Simbad,NED,1,,13.45,0.475,76.71,1.592,47.78,86.59625,-52.08917
NGC2104,280.32,273.04,167.3,0.518,60,75,ok,S4G,Simbad,NED,2,,13.01,0.547,166.83,1.172,24.13,86.76988,-51.55295
NGC2320,361.89,254.95,136.3,0.283,105,127,ok,S4G,Simbad,NED,1,,11.05,0.615,142.65,5.839,25.89,106.4251,50.5811
NGC2460,467.4,786.15,45.3,0.301,75,127,ok,S4G,Simbad,NED,2,,10.95,0.748,27.29,2.642,17.9,119.21779,60.34938
NGC2500,360.71,845.13,63.7,0.121,67,75,ok,S4G,Simbad,NED,3,,11.51,0.9,60.44,0.919,48.84,120.47177,50.7371
NGC2537,283.72,793.93,170.1,0.173,37,60,ok,S4G,Simbad,NED,3,,11.85,0.91,157.91,0.601,23.46,123.31101,45.98979
NGC2541,426.69,770.09,167.8,0.488,75,150,ok,S4G,Simbad,NED,2,,11.76,0.482,166.74,1.697,80.25,123.66697,49.06144
NGC2543,328.78,816.93,40.6,0.498,67,112,ok,S4G,Simbad,NED,3,,11.22,0.679,56.35,9.084,77.35,123.24148,36.25451
NGC2550,538.48,586.04,102.7,0.57,26,30,u,S4G,Simbad,NED,2,,12.77,0.357,100.13,1.462,16.23,126.14017,74.01231
NGC2551,543.3,588.24,57.1,0.359,52,82,ok,S4G,Simbad,NED,2,,11.64,0.613,55.85,6.356,18.08,126.20956,73.412
NGC2552,410.64,262.79,43.4,0.295,97,112,ok,S4G,Simbad,NED,1,,12.59,0.618,55.15,0.734,57.24,124.83158,50.00578
NGC2591,482.12,283.09,33.2,0.817,52,60,z,S4G,Simbad,NED,1,,11.75,0.198,34.0,1.916,36.33,129.35637,78.02644
NGC2604,373.94,820.08,46.6,0.129,45,60,ok,S4G,Simbad,NED,2,,12.53,0.746,48.45,1.848,38.51,128.34607,29.53862
NGC2608,365.16,819.2,37.8,0.282,63,78,ok,S4G,Simbad,NED,3,,11.69,0.577,70.79,1.926,34.16,128.82237,28.47352
NGC2633,851.39,1001.95,3.7,0.359,67,75,ok,S4G,Simbad,NED,3,,10.76,0.493,172.9,17.573,37.78,132.01936,74.09879
NGC2634A,669.94,233.38,67.9,0.72,60,75,ok,S4G,Simbad,NED,2,,13.97,0.247,65.71,1.617,20.82,132.15906,73.93932
NGC2648,655.0,913.23,145.6,0.711,90,105,ok,S4G,Simbad,NED,3,,11.03,0.465,149.72,4.907,20.48,130.66594,14.2855
NGC2654,837.45,975.13,64.9,0.73,67,112,ok,S4G,Simbad,NED,2,,10.93,0.33,65.54,2.982,25.15,132.29947,60.22112
NGC2655,640.67,300.11,109.8,0.058,120,150,ok,S4G,Simbad,NED,3,,9.45,0.733,83.56,4.866,38.58,133.90721,78.22308
NGC2681,437.82,769.35,116.6,0.019,75,101,ok,S4G,Simbad,NED,2,,9.42,0.884,62.53,13.009,87.63,133.38641,51.31371
NGC2683,1072.12,643.85,43.1,0.74,180,195,u,S4G,Simbad,NED,3,,8.86,0.28,40.47,1.151,63.39,133.17227,33.4218
NGC2684,496.03,761.24,50.2,0.193,22,45,ok,S4G,Simbad,NED,2,,12.71,0.746,45.14,1.181,15.03,133.72522,49.16042
NGC2685,651.89,308.55,49.9,0.367,52,75,ok,S4G,Simbad,NED,3,,10.79,0.398,37.17,4.186,26.18,133.89479,58.73441
NGC2701,509.99,753.12,16.6,0.287,52,75,ok,S4G,Simbad,NED,2,,11.98,0.765,28.2,1.574,28.6,134.77383,53.77176
NGC2710,529.72,694.36,118.6,0.56,63,86,ok,S4G,Simbad,NED,3,,12.86,0.559,121.85,1.269,23.89,134.95142,55.70644
NGC2712,424.3,329.85,179.5,0.509,75,97,ok,S4G,Simbad,NED,2,,11.16,0.55,12.36,6.266,56.47,134.87691,44.914
NGC2715,601.83,644.02,20.9,0.622,135,150,ok,S4G,Simbad,NED,2,,11.11,0.465,15.73,0.841,48.17,137.02582,78.08516
NGC2726,546.73,790.08,88.2,0.616,30,37,ok,S4G,Simbad,NED,2,,12.34,0.362,88.35,0.892,16.36,136.23691,59.93297
NGC2731,344.58,816.27,70.3,0.256,33,41,ok,S4G,Simbad,NED,2,,12.83,0.659,68.13,1.212,8.65,135.53497,8.30177
NGC2732,646.58,297.73,65.7,0.696,22,33,z,S4G,Simbad,NED,2,,11.44,0.322,65.61,3.983,17.21,138.3532,79.18738
NGC2735,435.88,269.19,94.6,0.637,22,26,u,S4G,Simbad,NED,3,,12.27,0.356,94.54,2.076,10.14,135.66098,25.93459
NGC2742,482.83,242.87,86.5,0.499,45,90,ok,S4G,Simbad,NED,2,,11.1,0.478,86.0,0.708,42.32,136.8897,60.47929
NGC2743,434.22,787.24,107.4,0.347,45,60,ok,S4G,Simbad,NED,2,,13.13,0.64,105.12,0.942,17.45,136.225,25.00405
NGC2748,531.86,443.64,41.2,0.705,22,45,ok,S4G,Simbad,NED,2,,11.09,0.311,41.41,1.481,24.45,138.42932,76.47534
NGC2750,375.99,819.6,98.4,0.109,75,82,ok,S4G,Simbad,NED,3,Fit fails,,,,,,136.44955,25.43736
NGC2764,419.81,790.72,22.0,0.669,11,18,ok,S4G,Simbad,NED,3,,12.13,0.339,21.15,1.637,12.65,137.07298,21.44345
NGC2768,555.0,282.6,86.8,0.323,225,262,u,S4G,Simbad,NED,2,,9.2,0.488,93.48,4.084,86.87,137.90627,60.03721
NGC2770,452.12,785.7,145.5,0.712,97,142,ok,S4G,Simbad,NED,3,,11.8,0.241,146.15,0.761,48.5,137.39009,33.12341
NGC2775,340.01,860.7,163.5,0.185,120,150,ok,S4G,Simbad,NED,3,,9.1,0.825,158.89,3.49,63.19,137.5838,7.03792
NGC2776,411.17,812.97,78.2,0.028,82,105,ok,S4G,Simbad,NED,2,,11.32,0.958,145.03,1.849,27.86,138.06055,44.95489
NGC2780,459.19,784.22,153.7,0.314,30,41,ok,S4G,Simbad,NED,3,,13.2,0.73,138.07,0.552,14.68,138.18486,34.92551
NGC2782,296.65,775.36,108.9,0.161,60,75,ok,S4G,Simbad,NED,2,,10.86,0.96,73.55,7.447,23.15,138.52133,40.1138
NGC2787,594.35,419.81,108.5,0.444,112,150,ok,S4G,Simbad,NED,3,,9.71,0.678,120.22,3.734,27.16,139.82724,69.2034
NGC2793,441.75,782.06,93.4,0.141,30,33,ok,S4G,Simbad,NED,0,Fit uncertain,13.66,0.79,104.94,0.303,19.4,139.19279,34.43167
NGC2798,594.85,1304.38,158.7,0.51,82,86,ok,S4G,Simbad,NED,3,,11.21,0.594,169.12,6.643,6.94,139.34564,41.99971
NGC2799,472.72,1275.85,121.1,0.729,11,18,u,S4G,Simbad,NED,2,,13.48,0.231,123.04,2.295,18.28,139.37932,41.99414
NGC2805,1151.58,301.54,139.6,0.215,135,150,ok,S4G,Simbad,NED,3,,11.07,0.959,70.9,3.204,120.52,140.08502,64.10277
NGC2814,710.0,1016.0,178.4,0.659,45,60,z,S4G,Simbad,NED,1,,13.61,0.229,179.18,0.95,16.16,140.29802,64.25326
NGC2820,414.76,1044.74,64.0,0.836,15,37,z,S4G,Simbad,NED,2,,12.03,0.143,62.92,1.293,27.79,140.43985,64.25802
NGC2841,507.46,1062.88,149.5,0.543,187,225,u,S4G,Simbad,NED,2,,8.29,0.485,151.41,3.842,114.03,140.51106,50.97648
NGC2844,335.13,756.67,13.5,0.443,75,82,ok,S4G,Simbad,NED,3,,12.2,0.504,10.2,4.27,13.06,140.4501,40.15122
NGC2854,522.15,942.94,52.8,0.493,37,48,u,S4G,Simbad,NED,3,,12.44,0.439,51.48,1.93,11.87,141.01315,49.20435
NGC2859,484.12,279.92,81.8,0.203,105,150,ok,S4G,Simbad,NED,4,,10.23,0.938,148.65,5.505,29.28,141.07729,34.51338
NGC2882,436.62,790.83,79.8,0.514,52,67,ok,S4G,Simbad,NED,2,,12.38,0.393,78.79,0.871,21.33,141.65051,7.95455
NGC2893,406.99,816.91,49.1,0.046,26,45,ok,S4G,Simbad,NED,3,,12.46,0.626,168.15,6.835,8.07,142.57062,29.53999
NGC2894,434.86,796.25,27.1,0.548,97,142,ok,S4G,Simbad,NED,2,,11.33,0.558,29.41,5.733,21.39,142.37604,7.71882
NGC2903,1159.04,750.04,19.6,0.513,337,375,ok,S4G,Simbad,NED,3,,8.36,0.476,16.61,1.482,90.55,143.04213,21.50083
NGC2906,377.32,840.76,81.8,0.41,52,60,ok,S4G,Simbad,NED,2,,11.59,0.584,83.56,1.463,19.07,143.02603,8.44191
NGC2919,441.83,792.3,156.6,0.608,52,67,ok,S4G,Simbad,NED,2,,12.51,0.331,157.76,0.709,23.07,143.69812,10.28373
NGC2938,584.51,361.7,93.1,0.383,52,67,ok,S4G,Simbad,NED,2,,13.67,0.538,97.37,1.311,24.61,144.59907,76.31962
NGC2962,442.34,792.43,8.5,0.344,75,112,ok,S4G,Simbad,NED,3,,10.73,0.634,178.28,7.366,59.85,145.22461,5.16582
NGC2964,500.75,266.73,98.0,0.403,97,112,ok,S4G,Simbad,NED,2,,10.8,0.71,98.68,1.3,25.85,145.72605,31.84721
NGC2966,449.06,791.99,43.1,0.19,90,105,ok,S4G,Simbad,NED,3,Fit fails,,,,,,145.54785,4.67315
NGC2967,512.0,288.89,64.0,0.041,90,101,ok,S4G,Simbad,NED,2,,11.15,0.904,137.82,1.121,26.25,145.51388,0.33648
NGC2968,817.74,657.04,67.6,0.27,90,112,ok,S4G,Simbad,NED,3,,10.81,0.68,53.39,3.669,21.22,145.80005,31.92884
NGC2974,648.2,303.79,47.2,0.303,120,150,ok,S4G,Simbad,NED,2,,10.0,0.615,42.58,3.822,31.42,145.63861,-3.69912
NGC2976,807.8,495.77,144.0,0.401,187,225,ok,S4G,Simbad,NED,2,,9.93,0.411,141.05,0.553,75.59,146.81441,67.91638
NGC2978,283.21,791.43,70.4,0.161,30,45,ok,S4G,Simbad,NED,2,,12.69,0.903,92.04,1.541,11.61,145.81981,-9.74565
NGC2985,988.93,631.35,175.0,0.214,150,300,ok,S4G,Simbad,NED,3,,9.52,0.831,178.46,4.761,58.23,147.59264,72.27865
NGC2986,645.85,298.75,33.7,0.164,120,150,ok,S4G,Simbad,NED,1,,9.71,0.847,33.13,6.076,56.82,146.06685,-21.27829
NGC3003,838.84,353.41,78.5,0.76,82,112,ok,S4G,Simbad,NED,2,,11.55,0.264,81.23,2.442,64.02,147.15021,33.42149
NGC3018,753.79,325.65,15.2,0.394,33,48,u,S4G,Simbad,NED,2,,13.6,0.383,33.51,1.674,14.65,147.42265,0.62121
NGC3020,534.38,338.75,99.3,0.503,82,112,ok,S4G,Simbad,NED,2,,12.81,0.377,99.03,1.737,38.94,147.5275,12.8136
NGC3021,507.83,281.27,106.5,0.33,45,67,ok,S4G,Simbad,NED,2,,11.57,0.509,102.69,1.061,16.88,147.73797,33.55347
NGC3023,533.32,315.56,78.2,0.435,67,86,ok,S4G,Simbad,NED,2,,12.6,0.708,117.55,2.198,31.93,147.46932,0.61788
NGC3024,454.88,789.39,124.5,0.788,11,26,z,S4G,Simbad,NED,2,,13.36,0.192,123.75,1.357,22.19,147.61414,12.76562
NGC3026,480.39,279.28,79.5,0.714,75,105,ok,S4G,Simbad,NED,2,,12.93,0.253,82.41,1.366,41.2,147.73045,28.55118
NGC3027,635.47,314.01,130.4,0.679,97,142,ok,S4G,Simbad,NED,2,,12.14,0.361,126.54,2.055,88.4,148.9193,72.20357
NGC3031,1455.27,1905.39,156.3,0.457,600,750,ok,S4G,Simbad,NED,2,,6.12,0.594,151.03,3.421,198.42,148.88822,69.06529
NGC3032,425.28,299.89,96.6,0.205,52,60,ok,S4G,Simbad,NED,2,,11.49,0.841,92.75,9.744,32.32,148.03412,29.23628
NGC3034,985.24,1099.83,66.9,0.655,97,120,z,S4G,Simbad,NED,1,,6.89,0.313,67.26,2.437,43.68,148.96846,69.6797
NGC3041,447.16,793.93,90.0,0.373,90,135,ok,S4G,Simbad,NED,2,,11.04,0.634,97.51,1.727,59.32,148.27977,16.67769
NGC3043,608.68,751.82,80.3,0.656,30,37,ok,S4G,Simbad,NED,1,,12.9,0.31,77.74,0.814,17.42,149.06189,59.30709
NGC3044,813.62,935.47,113.4,0.866,37,75,ok,S4G,Simbad,NED,2,,11.26,0.12,113.27,1.653,41.06,148.42035,1.57965
NGC3049,279.23,801.46,28.6,0.404,60,71,ok,S4G,Simbad,NED,3,,11.84,0.298,31.91,6.113,94.41,148.70688,9.27164
NGC3055,574.82,345.02,63.8,0.418,52,63,ok,S4G,Simbad,NED,3,,11.81,0.51,62.65,1.802,25.15,148.8252,4.27008
NGC3057,648.95,309.67,13.0,0.398,86,93,ok,S4G,Simbad,NED,2,,13.28,0.571,1.13,1.283,38.41,151.41377,80.28567
NGC3061,685.03,298.68,162.8,0.172,48,75,ok,S4G,Simbad,NED,3,,12.79,0.752,3.43,1.517,30.71,149.05025,75.86655
NGC3065,645.27,304.24,12.7,0.091,45,67,ok,S4G,Simbad,NED,2,,11.15,0.945,120.73,10.254,28.35,150.48044,72.17029
NGC3066,666.58,303.25,132.0,0.099,30,45,ok,S4G,Simbad,NED,3,,12.16,0.714,92.23,4.024,17.37,150.54544,72.12526
NGC3067,494.69,281.54,103.2,0.673,37,60,ok,S4G,Simbad,NED,3,,11.3,0.371,100.07,1.151,20.79,149.58774,32.36999
NGC3073,611.03,290.85,91.6,0.157,52,60,ok,S4G,Simbad,NED,2,,12.85,0.852,158.11,5.486,22.84,150.21684,55.61894
NGC3077,1095.62,703.25,63.8,0.222,217,240,ok,S4G,Simbad,NED,1,,9.27,0.768,55.78,3.154,86.3,150.82947,68.73396
NGC3079,1041.16,1356.25,165.0,0.742,236,255,z,S4G,Simbad,NED,2,,9.26,0.227,168.27,6.162,72.5,150.49085,55.67979
NGC3094,453.24,795.35,34.7,0.099,30,37,u,S4G,Simbad,NED,0,No fit,,,,,,150.35799,15.76994
NGC3098,492.05,281.54,89.0,0.73,22,45,z,S4G,Simbad,NED,3,,11.69,0.219,88.64,2.538,15.42,150.56946,24.71109
NGC3104,297.35,801.59,29.7,0.41,67,97,u,S4G,Simbad,NED,2,,13.23,0.65,33.66,0.954,50.03,150.98787,40.75597
NGC3115,323.08,862.83,44.1,0.567,187,225,u,S4G,Simbad,NED,1,,8.15,0.354,44.53,5.646,69.03,151.30824,-7.71858
NGC3118,507.98,283.14,39.2,0.752,45,60,ok,S4G,Simbad,NED,2,,13.68,0.282,38.91,2.055,23.59,151.7984,33.02787
NGC3147,382.78,313.68,151.7,0.174,108,127,ok,S4G,Simbad,NED,2,,9.57,0.887,140.7,3.848,43.39,154.22347,73.40065
NGC3153,476.0,791.81,164.6,0.542,67,86,ok,S4G,Simbad,NED,2,,12.88,0.424,166.04,1.439,26.68,153.21043,12.66669
NGC3155,665.79,300.12,33.8,0.468,30,36,u,S4G,Simbad,NED,3,,13.32,0.604,31.63,1.455,12.79,154.41615,74.34736
NGC3162,487.98,333.16,29.2,0.14,67,90,ok,S4G,Simbad,NED,3,,11.59,0.821,7.49,1.738,29.74,153.38155,22.73757
NGC3165,815.31,274.39,177.9,0.5,31,40,ok,S4G,Simbad,NED,1,,14.1,0.48,173.55,0.697,21.68,153.38083,3.3755
NGC3166,526.73,513.68,79.6,0.437,172,225,ok,S4G,Simbad,NED,3,,9.65,0.76,89.28,5.3,23.16,153.44031,3.42467
NGC3169,569.67,411.61,56.3,0.223,150,210,ok,S4G,Simbad,NED,2,,9.34,0.649,49.78,6.582,48.23,153.56291,3.46612
NGC3177,490.85,281.54,137.5,0.124,33,56,ok,S4G,Simbad,NED,3,,11.54,0.852,154.05,2.214,6.84,154.14233,21.12287
NGC3182,589.01,695.81,133.1,0.218,60,90,ok,S4G,Simbad,NED,1,,11.7,0.827,140.36,4.803,23.99,154.88756,58.20582
NGC3184,866.27,667.94,45.2,0.04,135,165,ok,S4G,Simbad,NED,3,,9.55,0.969,15.28,0.921,96.29,154.57077,41.42438
NGC3185,1162.07,429.32,136.3,0.35,86,97,ok,S4G,Simbad,NED,2,,11.28,0.569,124.61,5.195,50.33,154.41077,21.68828
NGC3187,491.21,280.9,79.9,0.621,75,112,u,S4G,Simbad,NED,3,,13.36,0.28,120.43,0.563,27.33,154.44937,21.87328
NGC3190,659.25,1121.0,111.1,0.316,157,165,ok,S4G,Simbad,NED,1,,9.86,0.358,117.51,4.132,30.27,154.52351,21.83194
NGC3193,493.06,281.07,3.7,0.201,90,150,ok,S4G,Simbad,NED,1,,10.28,0.86,1.83,5.393,27.48,154.60368,21.89398
