Name,xc,yc,PA,Ell,Rmin,Rmax,Flag,S4G,Simbad,NED,Nf,Comm,Tmag,q,PA1,n,Re,_RA,_DE
NGC5608,286.03,740.03,96.9,0.481,48,71,ok,S4G,Simbad,NED,1,,13.39,0.553,101.55,1.322,42.78,215.82404,41.77536
NGC5624,299.86,589.67,17.6,0.232,30,52,ok,S4G,Simbad,NED,1,,13.78,0.591,9.04,1.078,17.6,216.6475,51.58444
NGC5630,297.77,700.41,92.6,0.634,52,67,ok,S4G,Simbad,NED,2,,13.1,0.371,105.48,1.496,20.82,216.90242,41.25782
NGC5631,357.95,622.91,10.2,0.039,67,82,ok,S4G,Simbad,NED,2,,10.58,0.905,134.93,6.35,31.86,216.63869,56.58266
NGC5633,361.58,432.28,18.4,0.242,37,52,ok,S4G,Simbad,NED,2,,11.94,0.645,14.27,0.805,13.18,216.86827,46.14655
NGC5636,322.82,782.2,58.0,0.095,52,67,u,S4G,Simbad,NED,3,,12.44,0.634,62.67,2.536,44.31,217.41273,3.26622
NGC5645,287.31,797.12,73.8,0.373,82,97,ok,S4G,Simbad,NED,2,,12.04,0.674,103.97,2.183,32.7,217.66417,7.275
NGC5658,406.05,786.13,117.4,0.784,15,22,z,S4G,Simbad,NED,1,,13.53,0.173,117.41,1.562,20.85,218.11887,0.29415
NGC5660,331.79,403.21,7.9,0.081,52,90,ok,S4G,Simbad,NED,2,,11.6,0.879,43.23,1.81,30.66,217.4575,49.62261
NGC5661,289.71,796.03,23.0,0.608,37,48,u,S4G,Simbad,NED,2,,13.29,0.326,15.79,2.521,20.56,217.98917,6.25047
NGC5665,295.42,777.86,154.7,0.38,60,90,ok,S4G,Simbad,NED,2,,11.77,0.811,171.09,1.351,17.02,218.10748,8.07845
NGC5667,297.87,411.28,168.7,0.525,52,67,ok,S4G,Simbad,NED,2,,12.84,0.38,177.65,1.607,27.6,217.59537,59.46968
NGC5668,432.32,293.86,140.8,0.148,82,97,ok,S4G,Simbad,NED,2,,11.66,0.929,128.75,1.64,38.91,218.35138,4.45049
NGC5669,385.08,292.98,60.7,0.259,108,120,ok,S4G,Simbad,NED,2,,11.67,0.656,48.32,2.347,62.86,218.18115,9.89041
NGC5673,297.07,551.81,133.6,0.774,52,67,ok,S4G,Simbad,NED,1,,13.34,0.216,133.71,1.185,30.27,217.87885,49.95881
NGC5676,521.92,791.08,48.1,0.497,112,127,ok,S4G,Simbad,NED,2,,10.33,0.483,45.42,1.221,35.58,218.19522,49.45781
NGC5678,300.62,407.09,2.5,0.454,75,105,ok,S4G,Simbad,NED,2,,10.63,0.609,177.51,1.398,28.28,218.02327,57.92144
NGC5689,807.68,332.37,84.1,0.731,90,127,ok,S4G,Simbad,NED,3,,10.91,0.406,87.79,3.871,19.58,218.87362,48.74149
NGC5690,317.4,757.6,141.9,0.755,63,71,ok,S4G,Simbad,NED,1,,11.21,0.223,141.45,1.278,34.54,219.42114,2.29097
NGC5691,377.77,825.45,114.6,0.24,45,75,ok,S4G,Simbad,NED,2,,12.15,0.588,97.45,1.432,20.21,219.47225,-0.39887
NGC5693,296.75,690.51,175.7,0.077,41,60,ok,S4G,Simbad,NED,2,,13.11,0.839,67.64,1.469,26.97,219.04646,48.58453
NGC5701,311.24,782.05,50.2,0.035,127,157,ok,S4G,Simbad,NED,3,,10.44,0.743,0.78,4.119,43.03,219.796,5.3636
NGC5707,299.29,429.4,35.6,0.724,41,48,z,S4G,Simbad,NED,2,,11.76,0.404,35.54,4.408,15.25,219.37912,51.56161
NGC5708,287.52,786.63,176.8,0.617,41,60,ok,S4G,Simbad,NED,2,,12.97,0.384,176.52,0.567,21.9,219.56773,40.45676
NGC5713,292.24,786.82,13.8,0.12,97,108,ok,S4G,Simbad,NED,3,,10.64,0.756,97.21,2.347,24.03,220.04803,-0.28921
NGC5714,297.05,689.27,81.3,0.832,22,52,z,S4G,Simbad,NED,2,,12.31,0.129,81.42,1.38,26.67,219.5481,46.63836
NGC5719,418.75,783.32,99.9,0.648,48,63,ok,S4G,Simbad,NED,3,,10.63,0.367,97.51,3.756,16.31,220.23497,-0.31819
NGC5728,324.96,794.81,6.7,0.268,108,150,ok,S4G,Simbad,NED,3,,10.25,0.523,30.43,5.623,54.74,220.5997,-17.25317
NGC5729,279.22,795.92,164.3,0.745,45,60,ok,S4G,Simbad,NED,2,,11.7,0.275,165.85,1.226,29.81,220.52869,-9.00944
NGC5730,286.02,772.27,89.0,0.795,30,45,ok,S4G,Simbad,NED,2,,13.13,0.194,89.16,1.95,23.22,219.96745,42.74234
NGC5731,285.12,770.99,114.2,0.732,45,60,ok,S4G,Simbad,NED,2,,13.89,0.309,116.53,1.584,14.45,220.03808,42.77911
NGC5740,403.83,783.32,162.2,0.472,82,97,ok,S4G,Simbad,NED,3,,10.81,0.579,151.24,7.027,72.12,221.10176,1.67969
NGC5744,421.27,791.39,113.7,0.249,22,37,ok,S4G,Simbad,NED,3,,13.79,0.592,106.15,1.179,10.06,220.98272,-18.4839
NGC5746,411.72,293.51,169.6,0.808,150,165,z,S4G,Simbad,NED,2,,9.49,0.208,169.72,1.321,62.47,221.23335,1.95474
NGC5750,406.05,783.14,62.9,0.503,97,112,ok,S4G,Simbad,NED,4,,10.89,0.698,76.11,2.578,35.19,221.54627,-0.22305
NGC5756,270.76,798.02,59.9,0.582,90,112,ok,S4G,Simbad,NED,3,,11.3,0.415,40.77,4.067,39.07,221.89046,-14.85358
NGC5757,267.89,795.95,30.9,0.158,45,75,ok,S4G,Simbad,NED,3,,10.61,0.576,169.41,8.81,86.78,221.94321,-19.07854
NGC5762,396.77,784.32,136.0,0.167,41,45,ok,S4G,Simbad,NED,3,,12.61,0.85,124.91,11.424,35.94,222.17734,12.45708
NGC5768,315.18,788.13,120.6,0.072,60,90,ok,S4G,Simbad,NED,3,,12.12,0.76,127.79,1.508,19.78,223.03311,-2.52971
NGC5770,286.68,790.82,38.4,0.076,52,71,ok,S4G,Simbad,NED,4,,11.44,0.763,107.93,6.859,23.39,223.31265,3.95972
NGC5774,276.01,780.66,122.6,0.185,52,75,ok,S4G,Simbad,NED,3,,12.14,0.744,100.58,2.309,58.68,223.42815,3.58224
NGC5775,789.62,564.09,146.3,0.857,75,93,ok,S4G,Simbad,NED,2,,10.06,0.147,147.2,0.937,49.28,223.49022,3.54447
NGC5777,300.23,350.86,143.3,0.782,45,67,z,S4G,Simbad,NED,2,,11.59,0.277,143.07,4.181,17.53,222.82416,58.97781
NGC5781,266.56,800.46,35.0,0.488,60,75,ok,S4G,Simbad,NED,2,,12.53,0.354,29.55,1.129,13.11,224.17172,-17.24397
NGC5783,297.27,383.65,177.8,0.442,60,82,ok,S4G,Simbad,NED,2,,12.68,0.706,5.5,1.274,28.4,223.36833,52.07583
NGC5789,287.82,775.9,63.0,0.033,32,37,ok,S4G,Simbad,NED,1,,13.99,0.841,163.61,0.52,18.84,224.1471,30.23457
NGC5792,618.36,831.93,88.2,0.669,150,187,u,S4G,Simbad,NED,3,,9.38,0.571,81.48,7.769,174.62,224.59462,-1.09108
NGC5798,421.03,774.06,46.8,0.342,41,48,ok,S4G,Simbad,NED,1,,13.22,0.589,51.97,1.145,19.89,224.40819,29.96849
NGC5806,278.93,798.28,166.6,0.447,116,127,ok,S4G,Simbad,NED,3,,10.3,0.487,171.94,5.543,88.32,225.0018,1.89127
NGC5809,266.62,797.69,147.7,0.591,41,48,ok,S4G,Simbad,NED,3,,12.8,0.399,150.66,1.152,10.13,225.21811,-14.16517
NGC5821,304.21,750.68,146.1,0.412,45,60,ok,S4G,Simbad,NED,2,,13.41,0.556,144.73,1.297,20.6,224.74884,53.92317
NGC5832,798.48,476.82,48.4,0.366,102,114,ok,S4G,Simbad,NED,3,,12.25,0.761,29.95,0.958,37.05,224.44125,71.68153
NGC5846,1211.38,608.83,55.2,0.196,195,225,u,S4G,Simbad,NED,2,,9.01,0.941,59.22,4.134,71.16,226.62189,1.60564
NGC5850,501.98,314.75,169.4,0.191,123,150,ok,S4G,Simbad,NED,3,,9.73,0.689,119.1,8.233,194.56,226.78198,1.54428
NGC5854,272.65,799.34,54.5,0.675,45,60,ok,S4G,Simbad,NED,3,,11.35,0.434,58.03,3.184,21.57,226.94885,2.56856
NGC5861,268.89,798.33,145.3,0.374,90,105,ok,S4G,Simbad,NED,2,,10.9,0.547,152.62,0.982,41.55,227.31705,-11.32166
NGC5864,278.25,799.82,66.3,0.684,48,56,ok,S4G,Simbad,NED,3,,11.31,0.348,62.88,1.961,25.47,227.38979,3.05274
NGC5866B,298.61,294.43,10.4,0.427,75,97,u,S4G,Simbad,NED,2,,13.33,0.676,11.2,2.077,54.86,228.03029,55.78464
NGC5878,377.58,791.06,3.3,0.627,112,142,ok,S4G,Simbad,NED,3,,10.14,0.442,1.14,7.075,107.24,228.44038,-14.26978
NGC5879,482.0,262.97,3.9,0.615,105,127,ok,S4G,Simbad,NED,3,,11.12,0.362,3.61,2.339,23.42,227.4448,57.00021
NGC5885,268.72,797.96,61.7,0.191,67,90,ok,S4G,Simbad,NED,3,,11.2,0.776,61.57,1.446,50.55,228.76729,-10.08615
NGC5892,264.72,797.36,107.0,0.112,90,105,ok,S4G,Simbad,NED,2,,11.59,0.937,76.02,1.996,60.73,228.45088,-15.46367
NGC5894,303.98,699.96,13.6,0.852,37,60,ok,S4G,Simbad,NED,2,,11.48,0.161,13.63,0.84,35.57,227.92056,59.80882
NGC5899,357.79,746.11,19.6,0.612,75,97,ok,S4G,Simbad,NED,3,,11.0,0.436,21.37,1.796,29.69,228.76355,42.04985
NGC5900,292.97,739.82,127.8,0.764,22,30,z,S4G,Simbad,NED,3,,11.64,0.202,127.51,3.626,12.76,228.7709,42.20985
NGC5907,1285.16,766.23,155.2,0.89,187,225,z,S4G,Simbad,NED,1,,9.1,0.103,155.05,1.159,95.65,228.9737,56.32885
NGC5913,284.17,788.91,160.9,0.563,67,93,ok,S4G,Simbad,NED,3,,11.56,0.576,7.73,2.092,24.25,230.23099,-2.57804
NGC5915,717.94,1524.96,17.0,0.256,52,60,ok,S4G,Simbad,NED,2,,11.92,0.67,119.02,1.368,11.89,230.38782,-13.09173
NGC5916,265.47,796.33,11.7,0.627,97,105,u,S4G,Simbad,NED,3,,13.63,0.282,149.57,1.534,19.8,230.40808,-13.16922
NGC5916A,265.5,795.11,149.8,0.661,37,52,ok,S4G,Simbad,NED,2,,13.63,0.282,149.57,1.534,19.8,230.30768,-13.10062
NGC5921,289.18,782.17,144.6,0.166,120,150,ok,S4G,Simbad,NED,3,,8.81,0.658,12.69,14.97,2255.42,230.48567,5.07054
NGC5930,539.86,288.98,162.1,0.469,52,63,ok,S4G,Simbad,NED,3,,10.88,0.84,159.89,15.384,54.73,231.53328,41.67609
NGC5937,283.09,790.9,19.4,0.394,52,67,ok,S4G,Simbad,NED,2,,11.26,0.591,19.75,1.789,15.62,232.69223,-2.82953
NGC5949,781.87,240.07,142.7,0.547,37,52,ok,S4G,Simbad,NED,2,,11.75,0.451,143.29,0.604,28.85,232.00279,64.76315
NGC5950,296.27,796.96,42.8,0.484,48,56,ok,S4G,Simbad,NED,2,,13.12,0.751,45.63,2.043,20.19,232.87843,40.43014
NGC5951,281.43,780.55,1.9,0.736,90,120,ok,S4G,Simbad,NED,2,,12.45,0.225,3.53,1.351,42.1,233.42946,15.00729
NGC5953,215.86,222.04,35.9,0.063,52,67,ok,S4G,Simbad,NED,2,,11.51,0.832,47.04,2.628,6.14,233.63501,15.19383
NGC5954,164.67,252.71,4.5,0.383,26,33,u,S4G,Simbad,NED,2,,12.3,0.52,5.6,1.877,13.92,233.64656,15.19824
NGC5956,406.13,774.0,88.2,0.041,52,67,ok,S4G,Simbad,NED,3,,12.0,0.767,26.37,5.383,20.12,233.74377,11.75036
NGC5957,283.37,774.45,2.8,0.097,75,97,ok,S4G,Simbad,NED,4,,11.44,0.718,93.51,3.146,48.33,233.84683,12.04751
NGC5958,298.1,789.28,7.2,0.118,33,41,ok,S4G,Simbad,NED,3,,12.64,0.783,178.47,0.972,14.37,233.70468,28.65512
NGC5962,294.16,778.34,106.2,0.289,75,112,ok,S4G,Simbad,NED,3,,10.71,0.649,118.8,2.376,24.31,234.13185,16.60789
NGC5963,298.19,715.8,46.6,0.198,52,67,ok,S4G,Simbad,NED,3,,12.35,0.698,56.83,0.865,13.15,233.36579,56.55938
NGC5964,466.05,346.38,150.4,0.273,127,150,ok,S4G,Simbad,NED,2,,11.39,0.541,143.13,2.176,100.57,234.40158,5.97358
NGC5970,285.5,775.9,87.5,0.361,67,90,ok,S4G,Simbad,NED,3,,11.05,0.563,83.8,1.908,30.34,234.62492,12.18661
NGC5981,1273.09,503.77,139.8,0.853,37,45,z,S4G,Simbad,NED,2,,11.8,0.115,139.52,0.803,31.03,234.47273,59.39179
NGC5984,302.81,777.94,141.7,0.869,30,37,z,S4G,Simbad,NED,1,,12.38,0.198,142.71,1.068,37.55,235.72163,14.23142
NGC5985,870.08,331.77,14.8,0.487,142,172,ok,S4G,Simbad,NED,2,,10.64,0.503,13.37,0.898,56.15,234.90454,59.33195
NGC6010,278.18,795.3,103.3,0.744,30,41,z,S4G,Simbad,NED,2,,11.3,0.287,102.92,4.851,23.75,238.57977,0.54303
NGC6012,284.12,792.99,24.8,0.162,82,97,ok,S4G,Simbad,NED,3,,11.84,0.448,154.3,1.158,32.14,238.5581,14.60124
NGC6014,282.64,795.43,150.6,0.184,52,60,ok,S4G,Simbad,NED,3,,11.62,0.79,18.33,7.601,58.08,238.9891,5.93184
NGC6015,511.06,1176.03,29.1,0.593,142,187,ok,S4G,Simbad,NED,2,,10.8,0.484,30.77,0.983,50.54,237.85513,62.31003
NGC6063,286.52,795.24,152.4,0.468,52,60,ok,S4G,Simbad,NED,2,,12.92,0.581,153.38,0.804,21.66,241.80402,7.97901
NGC6070,586.11,941.45,59.6,0.533,112,127,ok,S4G,Simbad,NED,2,,10.72,0.478,62.4,1.711,51.44,242.49452,0.70931
NGC6106,281.94,800.96,141.2,0.483,67,78,ok,S4G,Simbad,NED,2,,12.01,0.607,140.1,1.26,22.98,244.6967,7.41101
NGC6118,591.93,1005.23,53.6,0.595,157,180,ok,S4G,Simbad,NED,2,,10.6,0.425,54.63,1.228,72.92,245.45259,-2.28342
NGC6140,777.03,653.42,99.2,0.144,105,120,ok,S4G,Simbad,NED,2,,11.76,0.626,79.01,1.89,55.87,245.24234,65.39055
NGC6155,296.64,729.29,139.1,0.252,48,60,ok,S4G,Simbad,NED,2,,12.3,0.713,148.0,1.007,16.97,246.53461,48.36692
NGC6168,287.52,794.98,108.7,0.716,63,75,z,S4G,Simbad,NED,1,,12.93,0.161,109.8,1.201,20.99,247.83672,20.18549
NGC6181,295.98,799.13,176.7,0.528,60,75,ok,S4G,Simbad,NED,3,,11.0,0.586,169.78,1.687,18.71,248.08737,19.8266
NGC6207,319.22,834.37,19.8,0.429,67,82,ok,S4G,Simbad,NED,2,,11.53,0.443,20.95,0.986,27.95,250.76562,36.83242
NGC6217,680.36,782.88,93.4,0.083,90,97,ok,S4G,Simbad,NED,3,Fit fails,,,,,,248.1634,78.19821
NGC6236,291.15,781.28,10.0,0.385,67,82,ok,S4G,Simbad,NED,2,,12.85,0.638,6.53,1.454,38.78,251.14457,70.78027
NGC6237,294.8,794.45,149.6,0.57,63,71,u,S4G,Simbad,NED,2,,13.69,0.435,157.07,1.46,39.69,251.59517,70.35506
NGC6239,295.98,704.13,113.4,0.615,82,97,ok,S4G,Simbad,NED,2,,12.32,0.379,111.95,1.724,21.05,252.52095,42.73984
NGC6255,295.94,714.32,82.9,0.608,82,90,ok,S4G,Simbad,NED,2,,12.86,0.293,91.37,2.517,94.88,253.69985,36.50088
NGC6267,297.72,746.85,41.1,0.301,41,48,ok,S4G,Simbad,NED,3,,12.46,0.885,5.82,0.945,21.19,254.53616,22.98506
NGC6278,297.35,797.69,127.4,0.423,52,60,ok,S4G,Simbad,NED,3,,11.29,0.595,121.84,7.238,24.41,255.20976,23.01096
NGC6339,291.33,763.75,4.2,0.408,82,112,ok,S4G,Simbad,NED,2,,12.05,0.634,119.09,3.444,67.61,259.2771,40.84496
NGC6340,603.99,322.74,165.6,0.116,41,48,u,S4G,Simbad,NED,0,Fit uncertain,9.47,0.925,154.58,7.781,194.82,257.604,72.30436
NGC6395,294.14,794.97,17.2,0.684,75,90,ok,S4G,Simbad,NED,2,,12.87,0.323,17.13,1.597,39.19,261.63037,71.09626
NGC6412,300.78,771.71,1.4,0.052,82,90,ok,S4G,Simbad,NED,3,,11.52,0.812,145.6,1.582,41.8,262.40634,75.70433
NGC6434,289.37,614.96,94.7,0.558,48,52,ok,S4G,Simbad,NED,3,,11.85,0.55,79.37,7.798,38.11,264.20346,72.08895
NGC6503,677.23,772.01,120.2,0.648,127,142,u,S4G,Simbad,NED,2,,9.8,0.303,120.74,0.741,51.3,267.36047,70.14434
NGC6861E,522.09,772.85,38.7,0.685,22,37,u,S4G,Simbad,NED,2,,14.0,0.287,38.24,1.451,14.1,302.75629,-48.69074
NGC6870,538.32,768.23,84.7,0.615,60,75,u,S4G,Simbad,NED,2,,11.37,0.412,85.31,2.545,24.52,302.54513,-48.2871
NGC6887,895.42,836.9,104.9,0.651,112,150,ok,S4G,Simbad,NED,3,,11.26,0.357,103.92,1.095,43.33,304.32199,-52.7968
NGC6889,558.87,756.04,72.6,0.276,48,63,ok,S4G,Simbad,NED,3,,12.83,0.717,59.4,1.569,21.32,304.72189,-53.95708
NGC6902,545.87,772.1,148.2,0.191,90,135,ok,S4G,Simbad,NED,3,,10.63,0.782,149.81,4.761,64.53,306.11725,-43.65353
NGC6902B,567.32,783.68,56.2,0.067,37,52,ok,S4G,Simbad,NED,2,,13.66,0.952,69.19,2.147,21.75,305.77942,-43.86855
NGC6923,486.22,782.33,73.9,0.33,82,90,ok,S4G,Simbad,NED,3,,10.46,0.535,72.93,9.317,113.91,307.91278,-30.83192
NGC6925,536.16,1163.04,7.0,0.673,97,127,ok,S4G,Simbad,NED,3,,10.32,0.508,5.37,3.459,37.22,308.58569,-31.98089
NGC7051,415.03,783.22,66.3,0.068,37,52,ok,S4G,Simbad,NED,3,,11.74,0.643,78.97,2.93,12.69,319.96387,-8.7829
NGC7059,936.55,783.97,101.4,0.595,127,165,ok,S4G,Simbad,NED,2,,11.69,0.624,103.4,2.626,39.12,321.83948,-60.01458
NGC7064,214.28,219.88,91.8,0.807,82,105,z,S4G,Simbad,NED,1,,13.1,0.153,90.21,0.615,50.58,322.25958,-52.76611
NGC7070,571.84,754.82,17.9,0.122,90,98,ok,S4G,Simbad,NED,2,,12.02,0.77,22.65,1.423,35.35,322.60559,-43.0871
NGC7079,578.38,749.7,75.5,0.375,75,90,ok,S4G,Simbad,NED,3,,10.92,0.706,70.13,4.74,25.43,323.14694,-44.06749
NGC7090,733.79,782.09,126.7,0.755,225,270,z,S4G,Simbad,NED,2,,10.53,0.165,128.63,1.35,88.48,324.12027,-54.55732
NGC7091,558.05,769.06,66.2,0.088,56,71,u,S4G,Simbad,NED,2,,13.3,0.543,81.89,1.777,37.06,323.53204,-36.65601
NGC7098,774.04,600.12,72.2,0.426,157,180,ok,S4G,Simbad,NED,4,,10.01,0.635,60.57,8.663,121.09,326.06699,-75.11134
NGC7107,594.53,739.95,100.6,0.124,75,97,ok,S4G,Simbad,NED,2,,12.77,0.7,129.14,1.491,40.61,325.61033,-44.79028
NGC7140,741.55,751.26,3.5,0.354,135,150,ok,S4G,Simbad,NED,3,,9.56,0.5,18.0,15.291,2119.65,328.06397,-55.56966
NGC7151,718.37,648.6,74.6,0.666,60,82,ok,S4G,Simbad,NED,2,,12.63,0.392,77.41,1.099,37.01,328.76542,-50.65611
NGC7154,594.22,744.97,74.8,0.185,67,97,ok,S4G,Simbad,NED,3,,12.41,0.569,132.66,2.085,34.64,328.83765,-34.81411
NGC7162,630.29,727.17,12.7,0.581,78,105,ok,S4G,Simbad,NED,2,,12.43,0.426,11.62,1.395,27.74,329.91272,-43.30622
NGC7162A,625.0,731.36,55.8,0.189,75,90,ok,S4G,Simbad,NED,2,,12.96,0.628,13.12,1.582,59.87,330.15,-43.13944
NGC7163,590.21,745.63,98.1,0.462,60,71,ok,S4G,Simbad,NED,3,Fit fails,,,,,,329.83511,-31.88308
NGC7167,556.04,760.61,118.5,0.102,33,45,u,S4G,Simbad,NED,2,,12.43,0.809,119.41,1.408,22.85,330.12765,-24.63259
NGC7171,487.9,777.98,119.9,0.463,60,90,ok,S4G,Simbad,NED,2,,11.76,0.514,115.44,1.137,34.24,330.25836,-13.26968
NGC7179,755.27,572.35,50.5,0.484,56,71,ok,S4G,Simbad,NED,3,,11.98,0.384,46.5,1.962,28.0,331.20541,-64.04687
NGC7180,534.15,769.04,64.4,0.542,15,30,ok,S4G,Simbad,NED,3,,12.18,0.435,64.24,2.071,12.65,330.57697,-20.54769
NGC7183,868.06,836.26,77.4,0.677,112,135,z,S4G,Simbad,NED,2,,10.66,0.342,79.22,4.187,42.13,330.59006,-18.91657
NGC7184,959.74,996.97,59.5,0.743,112,150,ok,S4G,Simbad,NED,3,,10.27,0.389,60.73,1.862,57.59,330.66592,-20.81282
NGC7188,531.13,768.99,46.3,0.515,30,60,ok,S4G,Simbad,NED,3,,13.18,0.499,46.64,0.849,24.15,330.87079,-20.31803
NGC7191,762.71,571.19,136.7,0.577,30,37,ok,S4G,Simbad,NED,3,,12.59,0.42,136.93,1.114,22.73,331.71582,-64.63455
NGC7205,995.48,833.95,67.0,0.497,97,120,ok,S4G,Simbad,NED,2,,10.28,0.524,68.83,1.175,47.76,332.14279,-57.44254
NGC7213,818.25,1088.74,159.2,0.061,300,375,ok,S4G,Simbad,NED,1,,8.86,0.976,169.43,8.01,83.01,332.31775,-47.16665
NGC7218,526.82,774.96,20.5,0.541,67,82,ok,S4G,Simbad,NED,3,,11.65,0.637,36.51,1.46,25.22,332.5488,-16.661
NGC7219,763.87,561.14,28.7,0.362,48,67,ok,S4G,Simbad,NED,3,,11.99,0.764,55.94,5.815,14.97,333.28763,-64.84895
NGC7241,368.11,790.06,23.0,0.832,15,52,ok,S4G,Simbad,NED,2,,11.17,0.144,23.23,1.356,32.55,333.95782,19.23236
NGC7247,556.83,760.26,2.2,0.362,26,41,ok,S4G,Simbad,NED,2,,12.08,0.682,2.34,1.17,12.64,334.42187,-23.73105
NGC7254,571.74,758.68,124.6,0.34,30,37,ok,S4G,Simbad,NED,2,,13.32,0.466,126.61,1.202,11.57,335.65103,-21.73722
NGC7280,384.88,781.9,74.8,0.343,52,67,ok,S4G,Simbad,NED,3,,10.83,0.647,66.09,12.869,109.99,336.6149,16.14827
NGC7290,305.71,295.5,158.4,0.449,37,60,ok,S4G,Simbad,NED,2,,13.14,0.599,162.63,0.839,13.18,337.11011,17.14745
NGC7307,741.82,1011.69,8.9,0.733,105,127,ok,S4G,Simbad,NED,2,,12.42,0.269,8.26,1.876,54.55,338.4689,-40.93274
NGC7314,210.23,465.01,2.7,0.607,75,97,ok,S4G,Simbad,NED,2,,10.6,0.362,179.54,0.634,54.24,338.94262,-26.05025
NGC7328,415.03,784.13,85.7,0.591,45,60,u,S4G,Simbad,NED,2,,12.16,0.557,84.95,1.571,16.78,339.37207,10.53158
NGC7347,411.05,782.05,130.4,0.832,20,24,z,S4G,Simbad,NED,2,,12.95,0.158,130.71,0.917,20.19,339.98401,11.02756
NGC7361,276.09,253.9,4.9,0.766,67,127,ok,S4G,Simbad,NED,2,,12.3,0.22,5.7,1.038,51.14,340.57672,-30.0553
NGC7368,693.36,678.14,128.0,0.799,30,45,z,S4G,Simbad,NED,2,,11.49,0.179,127.88,1.067,22.86,341.38205,-39.34186
NGC7371,526.77,770.42,69.0,0.049,67,90,ok,S4G,Simbad,NED,3,,11.32,0.945,146.16,2.83,35.07,341.5155,-11.00106
NGC7378,495.06,718.73,176.0,0.377,45,56,ok,S4G,Simbad,NED,2,Fit fails,,,,,,341.94873,-11.81663
NGC7412,1090.25,1015.4,62.7,0.165,127,142,ok,S4G,Simbad,NED,2,,10.97,0.987,35.84,1.539,44.63,343.94058,-42.64205
NGC7416,512.3,775.21,108.8,0.74,75,90,u,S4G,Simbad,NED,3,,11.6,0.548,104.16,2.114,22.74,343.92377,-5.49535
NGC7418,1066.39,1049.27,131.4,0.259,105,150,ok,S4G,Simbad,NED,3,,10.66,0.769,127.84,0.981,58.8,344.15067,-37.03008
NGC7418A,607.12,786.71,82.9,0.498,67,97,ok,S4G,Simbad,NED,3,,12.69,0.696,70.9,18.722,374.65,344.17187,-36.77277
NGC7421,679.49,689.37,64.6,0.116,60,82,ok,S4G,Simbad,NED,3,,11.54,0.739,86.5,1.755,38.48,344.22632,-37.3472
NGC7424,712.35,1098.54,29.3,0.096,240,270,ok,S4G,Simbad,NED,2,,9.85,0.848,122.13,3.734,274.51,344.32654,-41.07057
NGC7437,293.96,291.06,25.1,0.116,60,82,ok,S4G,Simbad,NED,2,,12.9,0.967,153.71,0.879,30.23,344.54187,14.30902
NGC7448,294.84,292.48,169.4,0.544,37,67,ok,S4G,Simbad,NED,2,,11.28,0.467,169.58,1.395,24.06,345.01495,15.98036
NGC7456,875.56,1066.99,22.9,0.654,187,225,ok,S4G,Simbad,NED,2,,11.73,0.346,23.74,1.166,68.8,345.54342,-39.5694
NGC7462,1139.94,753.89,75.2,0.805,75,97,ok,S4G,Simbad,NED,2,,11.82,0.177,74.78,1.133,51.27,345.69372,-40.8352
NGC7463,516.68,772.97,92.0,0.599,22,67,u,S4G,Simbad,NED,2,,12.61,0.456,82.26,1.129,15.5,345.46658,15.98185
NGC7465,556.07,771.86,157.7,0.267,24,33,ok,S4G,Simbad,NED,3,,11.84,0.632,139.32,6.902,5.86,345.50397,15.96487
NGC7479,326.08,321.19,19.5,0.248,131,142,ok,S4G,Simbad,NED,3,,9.97,0.431,12.8,4.62,95.45,346.23612,12.32288
NGC7496,606.23,744.1,33.2,0.041,112,127,ok,S4G,Simbad,NED,3,Fit fails,,,,,,347.44705,-43.42802
NGC7497,293.26,297.11,44.2,0.703,127,172,ok,S4G,Simbad,NED,2,,11.36,0.256,41.59,2.155,63.58,347.26428,18.17718
NGC7513,619.38,737.77,105.6,0.335,82,105,ok,S4G,Simbad,NED,3,,11.03,0.47,75.63,1.962,53.58,348.30844,-28.35748
NGC7531,858.0,984.3,21.3,0.463,112,150,u,S4G,Simbad,NED,3,,10.84,0.465,14.59,2.687,32.41,348.70209,-43.59994
NGC7537,288.76,285.93,77.1,0.688,37,52,u,S4G,Simbad,NED,2,,12.48,0.309,79.78,1.349,14.29,348.64374,4.49834
NGC7541,284.12,285.06,99.0,0.704,52,60,ok,S4G,Simbad,NED,2,,10.6,0.283,97.83,1.058,33.71,348.68274,4.5339
NGC7552,295.49,286.23,38.5,0.038,112,135,ok,S4G,Simbad,NED,3,,9.74,0.586,95.11,6.629,33.74,349.04486,-42.58483
NGC7582,1086.87,1213.25,151.1,0.539,150,187,ok,S4G,Simbad,NED,3,,9.14,0.368,155.79,10.588,138.06,349.59842,-42.37057
NGC7590,623.21,734.29,32.1,0.627,45,60,ok,S4G,Simbad,NED,2,,10.77,0.398,31.22,1.32,26.58,349.72848,-42.23907
NGC7599,1055.72,833.12,55.8,0.639,60,112,ok,S4G,Simbad,NED,2,,10.77,0.354,55.92,1.183,48.73,349.8381,-42.25684
NGC7606,1007.86,1203.98,145.8,0.609,105,150,ok,S4G,Simbad,NED,2,,10.25,0.416,144.35,1.15,54.39,349.77002,-8.48514
NGC7625,298.89,286.53,167.3,0.024,45,48,ok,S4G,Simbad,NED,3,,11.32,0.761,42.57,1.776,12.07,350.12555,17.2256
