audit_source,galaxy,available_best_model,split,formula_family,type_bin,manifest_confidence,manifest_caveat,matches_current_proxy_family,memory_history_proxy_class,source_memory_proxy_flags,claim_boundary
wide_fixed_tpg_proxy_ranks,NGC0055,FixedTPG,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,DDO154,FixedTPG,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3769,FixedTPG,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC04499,FixedTPG,holdout,K_scale_tail_spiral,late_T_6_8,0.85,large_distance_error,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC4183,FixedTPG,holdout,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_current_with_vertical_projection_memory_candidate,edge_or_projection_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC2683,FixedTPG,holdout,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC06930,FixedTPG,train,K_exponential_disk,late_T_6_8,0.8,low_inclination,False,expdisk_current_with_vertical_projection_memory_candidate,bar_component_caveat;inclination_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC01230,FixedTPG,train,K_scale_tail_spiral,irregular_T_ge_9,0.8,low_inclination,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,DDO168,FixedTPG,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC4559,FixedTPG,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,bar_component_caveat;distance_caveat;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC5055,FixedTPG,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC06818,FixedTPG,holdout,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC07323,FixedTPG,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC07524,FixedTPG,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC09133,FixedTPG,train,K_compact_finite,early_T_le_2,1.0,none,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,D631-7,FixedTPG,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC11820,FixedTPG,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,False,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC07151,FixedTPG,holdout,K_exponential_disk,late_T_6_8,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,none,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC0801,FixedTPG,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC09037,FixedTPG,train,K_exponential_disk,late_T_6_8,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,none,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,F568-3,FixedTPG,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3726,FixedTPG,holdout,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC1090,FixedTPG,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC06614,FixedTPG,train,K_compact_finite,early_T_le_2,0.8,low_inclination,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;inclination_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC11557,Newtonian,train,K_exponential_disk,late_T_6_8,0.65,low_inclination;large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;inclination_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC5371,FixedTPG,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3198,FixedTPG,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,True,current_readout_consistent_no_memory_proxy_flag,vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC4157,FixedTPG,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC6946,FixedTPG,holdout,K_compact_finite,late_T_6_8,0.65,low_inclination;large_distance_error,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;inclination_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC5907,FixedTPG,holdout,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,True,current_readout_consistent_no_memory_proxy_flag,vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC0100,FixedTPG,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_current_with_scale_tail_readout_memory_candidate,distance_caveat;edge_or_projection_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC02455,Newtonian,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC4088,Newtonian,holdout,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC2976,FixedTPG,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC4013,FixedTPG,holdout,K_compact_finite,mid_T_3_5,1.0,none,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC5585,FixedTPG,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC4010,FixedTPG,train,K_exponential_disk,late_T_6_8,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,edge_or_projection_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC11914,MOND,holdout,K_compact_finite,early_T_le_2,0.65,low_inclination;large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat;inclination_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC6195,FixedTPG,train,K_compact_finite,mid_T_3_5,1.0,none,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC02916,FixedTPG,train,K_compact_finite,early_T_le_2,1.0,none,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC03580,FixedTPG,holdout,K_compact_finite,early_T_le_2,0.85,large_distance_error,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC2955,FixedTPG,train,K_compact_finite,mid_T_3_5,1.0,none,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC11455,FixedTPG,train,K_exponential_disk,late_T_6_8,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,none,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3877,FixedTPG,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC7793,FixedTPG,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_current_with_vertical_projection_memory_candidate,rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC7331,FixedTPG,holdout,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3917,FixedTPG,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_current_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC05253,FixedTPG,train,K_compact_finite,early_T_le_2,0.65,low_inclination;large_distance_error,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;inclination_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3521,MOND,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGCA444,FixedTPG,holdout,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC0247,RAR,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_current_with_scale_tail_readout_memory_candidate,bar_component_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3953,MOND,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC0891,RAR,train,K_compact_finite,mid_T_3_5,1.0,none,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC4217,Newtonian,train,K_compact_finite,mid_T_3_5,1.0,none,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC4100,MOND,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC2998,MOND,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,True,current_readout_consistent_no_memory_proxy_flag,vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,IC4202,RAR,holdout,K_compact_finite,mid_T_3_5,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC06973,RAR,train,K_compact_finite,early_T_le_2,1.0,none,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,ESO563-G021,MOND,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,ESO079-G014,RAR,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3972,MOND,holdout,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3893,RAR,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC12632,RAR,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC2903,RAR,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC5033,RAR,train,K_compact_finite,mid_T_3_5,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC02885,MOND,train,K_compact_finite,mid_T_3_5,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC05829,RAR,holdout,K_scale_tail_spiral,irregular_T_ge_9,0.65,low_inclination;large_distance_error,False,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC03546,RAR,train,K_compact_finite,early_T_le_2,0.85,large_distance_error,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC02953,MOND,train,K_compact_finite,early_T_le_2,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC03205,MOND,train,K_compact_finite,early_T_le_2,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC5005,RAR,train,K_compact_finite,mid_T_3_5,1.0,none,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC5985,MOND,holdout,K_compact_finite,mid_T_3_5,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC00191,MOND,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC12506,MOND,holdout,K_exponential_disk,late_T_6_8,1.0,none,False,generic_current_vs_rotation_readout_mismatch_candidate,rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3992,MOND,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC7814,MOND,train,K_compact_finite,early_T_le_2,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC08699,MOND,holdout,K_compact_finite,early_T_le_2,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,F571-8,RAR,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
