audit_source,galaxy,available_best_model,split,formula_family,type_bin,manifest_confidence,manifest_caveat,matches_current_proxy_family,memory_history_proxy_class,source_memory_proxy_flags,claim_boundary
paper1_73_baseline_pivot,UGC05253,projection_fixed,train,K_compact_finite,early_T_le_2,0.65,low_inclination;large_distance_error,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;inclination_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC05716,mond_simple_mu,holdout,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC05721,mond_simple_mu,train,K_scale_tail_spiral,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC05764,mond_simple_mu,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC05829,rar_mcgaugh,holdout,K_scale_tail_spiral,irregular_T_ge_9,0.65,low_inclination;large_distance_error,False,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC05918,rar_mcgaugh,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC06399,mond_simple_mu,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC06446,mond_simple_mu,train,K_scale_tail_spiral,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC06818,projection_fixed,holdout,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC06917,mond_simple_mu,holdout,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC06973,rar_mcgaugh,train,K_compact_finite,early_T_le_2,1.0,none,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC07089,projection_fixed,train,K_exponential_disk,late_T_6_8,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,edge_or_projection_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC07323,projection_fixed,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC07399,mond_simple_mu,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC07524,projection_fixed,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC07577,newtonian_baryonic,holdout,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC07603,mond_simple_mu,holdout,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC08490,mond_simple_mu,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC08837,newtonian_baryonic,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC09133,projection_fixed,train,K_compact_finite,early_T_le_2,1.0,none,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC11820,projection_fixed,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,False,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC12632,rar_mcgaugh,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC12732,mond_simple_mu,train,K_scale_tail_spiral,irregular_T_ge_9,0.65,low_inclination;large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGCA442,rar_mcgaugh,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGCA444,projection_fixed,holdout,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
