galaxy,split,formula_family,n_points_x,rmse_tpg_v6,rmse_mond,rmse_matched_family,rmse_wrong_family_mean,best_family,matched_family_rank,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared,matched_minus_wrong_mean,matched_minus_tpg_v6,matched_minus_mond,matched_beats_wrong_mean,matched_beats_tpg_v6,matched_beats_mond,role,manifest_confidence,manifest_caveat,hub_type,type_bin,inc_bin,distance_quality,distance_frac_error,inclination_deg,inclination_error_deg,n_points_y,r_min,r_median,r_max,mean_gas,mean_bulge,max_bulge,mean_log_sbdisk,peak_log_sb,scale_radius_proxy_kpc,tail_inner_radius_proxy_kpc,tail_cutoff_radius_proxy_kpc,compact_support_radius_proxy_kpc,thickness_h_over_rs_proxy,ring_radius_proxy_kpc,ring_width_proxy_kpc,bar_m2_proxy,lopsided_m1_proxy,amplitude_policy,parameter_source,forbidden_inputs,rotation_inferred_family,rotation_inferred_confidence,matches_current_proxy_family,memory_history_proxy_class,source_memory_proxy_flags,winner_tau_tpg_mond,baseline_success_class,claim_boundary
NGC1705,train,K_scale_tail_spiral,14,20.59864390810048,16.95201559286103,17.353386930958422,40.884651131584405,K_scale_tail_spiral,1,77.24007777084682,17.353386930958422,23.54160612610431,21.872269497802087,-23.531264200625984,-3.245256977142059,0.4013713380973911,True,True,False,middle,1.0,none,11.0,irregular_T_ge_9,inc_edge_ge_80,2.0,0.050610820244,80.0,10.0,14,0.22,3.115,6.0,0.3380916901906999,0.0,0.0,0.2243524211784263,2.709990359852276,1.856376638855781,1.09025,7.014275070572101,3.115,0.2321412605858149,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC2366,train,K_scale_tail_spiral,26,8.175530891777854,11.387781875806942,11.179048179418931,37.91129702949528,K_exponential_disk,3,100.7357242621958,11.179048179418931,5.796668737637561,7.201498088652501,-26.73224885007635,3.0035172876410776,-0.2087336963880108,True,False,True,middle,1.0,none,10.0,irregular_T_ge_9,inc_high_60_80,2.0,0.048929663609,68.0,5.0,26,0.12,3.09,6.06,0.5932214289876663,0.0,0.0,-0.0439285545043581,1.7134905430939424,1.8414779499404053,1.0815,7.857460929832629,3.09,0.3469496430444498,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,MEDIUM,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
NGC2403,train,K_exponential_disk,73,9.860995949284607,6.239762201686606,10.64439715144618,20.393652469070723,K_scale_tail_spiral,3,42.54767684317661,8.411832353703565,10.64439715144618,10.221448210331992,-9.749255317624542,0.7834012021615742,4.404634949759576,True,False,False,middle,1.0,none,6.0,late_T_6_8,inc_high_60_80,2.0,0.050632911392,63.0,3.0,73,0.16,3.79,20.87,0.2240697473760753,0.0,0.0,1.254477272840949,3.043672658161538,2.2586412395709177,1.3265,23.20816781386935,3.79,0.1808313863192339,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC2841,train,K_compact_finite,50,59.09007494417434,53.02346081870857,54.87724264138518,59.83992329998708,K_compact_finite,1,54.87724264138518,58.28235405110214,61.17369303961691,60.063722809242186,-4.962680658601897,-4.21283230278916,1.8537818226766092,True,True,False,candidate,1.0,none,3.0,mid_T_3_5,inc_high_60_80,3.0,0.099290780142,76.0,10.0,50,3.44,13.33,63.64,0.1292219698933915,0.3327677068343596,0.7504850772761782,1.3326522610343003,2.748513625783343,7.9439809296781885,4.6655,67.75184308200772,17.765793532102013,0.1381498864520261,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_compact_finite,LOW,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory,mond,mond_success_possible_simple_radial_low_acceleration_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC2903,train,K_thick_flared,34,24.362146162225375,24.96300377208502,24.47346324263098,25.253203135481424,K_scale_tail_spiral,2,26.881021022956993,24.272898417962764,24.605689965524515,24.47346324263098,-0.7797398928504435,0.1113170804056054,-0.4895405294540396,True,False,True,candidate,0.75,large_distance_error;vertical_geometry_proxy_only,4.0,mid_T_3_5,inc_high_60_80,1.0,0.3,66.0,3.0,34,0.32,9.12,24.96,0.0496469477804444,0.0,0.0,1.3307327366895614,3.868854188993705,5.435041716328964,3.192,25.579593908299948,9.12,0.1023411265011999,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,LOW,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,tpg_v6,tpg_success_possible_closure_like_regularization_of_mismatched_proxy,baseline_success_morphology_audit_not_endpoint_not_validation
NGC2915,train,K_scale_tail_spiral,30,26.00786566771677,20.629433034344657,23.036865971923184,34.06954696672991,K_scale_tail_spiral,1,43.77180789168901,23.036865971923184,30.54052035517563,27.89631265332508,-11.032680994806723,-2.970999695793587,2.4074329375785304,True,True,False,candidate,1.0,none,11.0,irregular_T_ge_9,inc_mid_40_60,2.0,0.049261083744,56.0,4.0,30,0.34,5.185,10.04,0.424129996197886,0.0,0.0,-0.0381096255327059,2.5184481326981416,3.0899880810488676,1.8147499999999996,12.169132580913388,5.185,0.2708584982890487,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC2955,train,K_compact_finite,24,19.782113998497127,23.273161362253415,24.641523770508012,19.480887536567796,K_exponential_disk,4,24.641523770508012,20.33458377501467,18.80621135174853,19.301867482940185,5.160636233940217,4.859409772010885,1.3683624082545975,False,False,False,middle,1.0,none,3.0,mid_T_3_5,inc_mid_40_60,1.0,0.100102145046,56.0,7.0,24,0.75,9.035,35.43,0.0550017614935728,0.4673226415945107,0.9280103392460785,2.134365859482458,3.1435799525277397,5.3843861740166865,3.16225,36.40435620485864,13.257260066806404,0.1047507926721077,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_closure_like_regularization_of_mismatched_proxy,baseline_success_morphology_audit_not_endpoint_not_validation
NGC2976,train,K_thick_flared,27,5.11693008193194,5.678104979086942,4.791806857705614,67.96264209749198,K_exponential_disk,2,191.76576917721627,7.7232438061517295,4.398913309107924,4.791806857705614,-63.17083523978636,-0.325123224226326,-0.8862981213813272,True,True,True,control,0.9,vertical_geometry_proxy_only,5.0,mid_T_3_5,inc_high_60_80,2.0,0.050279329609,61.0,10.0,27,0.11,1.01,2.27,0.1027653613566688,0.0,0.0,2.30167128980786,2.603404221739564,0.601907032181168,0.3535,2.386638685139819,1.01,0.1262444126105009,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,tau_matched,tau_formula_specificity_with_possible_memory_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
NGC2998,train,K_thick_flared,13,27.11504519134483,27.07347466768693,27.16527082415665,27.83950094312291,K_thick_flared,1,28.958847402464453,27.17257534230701,27.387080084597272,27.16527082415665,-0.6742301189662605,0.05022563281182,0.0917961564697193,True,False,False,candidate,0.9,vertical_geometry_proxy_only,5.0,mid_T_3_5,inc_mid_40_60,1.0,0.149779735683,58.0,2.0,13,0.33,12.5,42.28,0.1083132521731512,0.0,0.0,1.6922306830143974,3.316031184383639,7.449344457687724,4.375,44.569742150940414,12.5,0.128740963477918,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_thick_flared,LOW,True,current_readout_consistent_no_memory_proxy_flag,vertical_geometry_proxy_only,mond,mond_success_possible_simple_radial_low_acceleration_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC3109,train,K_scale_tail_spiral,25,9.323880057063088,5.041785679362137,6.272043335416706,37.3264268874765,K_scale_tail_spiral,1,88.62348131638774,6.272043335416706,12.710898563022438,10.64490078301933,-31.054383552059797,-3.0518367216463815,1.2302576560545688,True,True,False,middle,1.0,none,9.0,irregular_T_ge_9,inc_high_60_80,2.0,0.052631578947,70.0,5.0,25,0.26,3.35,6.45,0.6611396570013207,0.0,0.0,0.3083921163548612,1.0232524596337116,1.99642431466031,1.1725,8.58217539382926,3.35,0.3775128456505943,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC3198,train,K_thick_flared,43,7.704000492040528,11.179050056995646,7.680393768171026,13.186518430436294,K_thick_flared,1,23.839413433311066,7.975273037405567,7.744868820592246,7.680393768171026,-5.506124662265268,-0.0236067238695021,-3.49865628882462,True,True,True,control,0.9,vertical_geometry_proxy_only,5.0,mid_T_3_5,inc_high_60_80,3.0,0.101449275362,73.0,3.0,43,0.32,7.06,44.08,0.1492655314504896,0.0,0.0,1.265010971105489,3.035397715291015,4.207389749702026,2.4709999999999996,47.36981231316879,7.06,0.1471694891527203,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_thick_flared,LOW,True,current_readout_consistent_no_memory_proxy_flag,vertical_geometry_proxy_only,tau_matched,current_morphology_readout_regular_candidate,baseline_success_morphology_audit_not_endpoint_not_validation
NGC3521,train,K_thick_flared,41,7.110920589361769,6.814883835390855,7.247916089313718,16.12850318349133,K_scale_tail_spiral,2,34.22107156620252,6.74585908508069,7.418578899190783,7.247916089313718,-8.88058709417761,0.1369954999519489,0.433032253922863,True,False,False,control,0.75,large_distance_error;vertical_geometry_proxy_only,4.0,mid_T_3_5,inc_high_60_80,1.0,0.298701298701,75.0,5.0,41,0.51,3.95,17.74,0.0168386498903978,0.0,0.0,2.5195889276611987,3.74763239520684,2.353992848629321,1.3825,17.88935882452783,3.95,0.087577392450679,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,LOW,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,mond,mond_success_possible_simple_radial_low_acceleration_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC3741,train,K_scale_tail_spiral,21,7.821498388140469,2.7212527031991094,3.894370209914949,42.93300360643685,K_scale_tail_spiral,1,108.48341253398524,3.894370209914949,11.19089759140991,9.124700693915395,-39.0386333965219,-3.92712817822552,1.1731175067158397,True,True,False,middle,1.0,none,10.0,irregular_T_ge_9,inc_high_60_80,2.0,0.052959501558,70.0,4.0,21,0.23,2.57,7.0,0.7272761755685594,0.0,0.0,-0.2425397198688019,1.5554572172046497,1.531585220500596,0.8994999999999999,9.54546661448996,2.57,0.4072742790058517,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC3769,train,K_thick_flared,12,11.2553126000523,15.980528592616563,10.512927499323023,15.81809169696382,K_exponential_disk,2,25.70221137112346,11.971266897886482,9.780796821881523,10.512927499323023,-5.305164197640796,-0.7423851007292743,-5.467601093293538,True,True,True,middle,0.9,vertical_geometry_proxy_only,3.0,mid_T_3_5,inc_high_60_80,4.0,0.138888888889,70.0,2.0,12,1.74,11.39,37.16,0.2583620174278137,0.0,0.0,0.859274475859463,2.560086048497414,6.7878426698450545,3.9865,41.960366283808774,11.39,0.1962629078425161,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,tau_matched,tau_formula_specificity_with_possible_memory_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
NGC3877,train,K_thick_flared,13,22.419419150236873,23.91875443404216,22.08734115885114,29.054377223358,K_exponential_disk,2,42.5352130015757,22.854557122222356,21.773361546275936,22.08734115885114,-6.9670360645068605,-0.3320779913857343,-1.8314132751910217,True,True,True,middle,0.9,vertical_geometry_proxy_only,5.0,mid_T_3_5,inc_high_60_80,4.0,0.138888888889,76.0,1.0,13,0.87,6.11,11.35,0.0249600317780229,0.0,0.0,2.2468720154381567,2.8772158014269795,3.6412395709177594,2.1385,11.49164818034028,6.11,0.0912320143001103,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,tau_matched,tau_formula_specificity_with_possible_memory_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
NGC3893,train,K_thick_flared,10,7.421761571780209,6.883534927974165,8.268422939237203,9.843076276171802,K_scale_tail_spiral,2,13.342815203373254,6.862305635245328,9.324107989896824,8.268422939237203,-1.574653336934599,0.8466613674569938,1.3848880112630375,True,False,False,control,0.9,vertical_geometry_proxy_only,5.0,mid_T_3_5,inc_mid_40_60,4.0,0.138888888889,49.0,2.0,10,1.74,9.855,19.05,0.1150984237906072,0.0,0.0,1.450096450609115,3.01651939857895,5.873063170441002,3.44925,20.146312486605535,9.855,0.1317942907057732,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,mond,mond_success_possible_simple_radial_low_acceleration_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC3917,train,K_exponential_disk,17,6.899654025227952,6.637702160319162,8.631088151285468,13.57175782726017,K_scale_tail_spiral,3,26.657385247505974,6.452191277429576,8.631088151285468,7.605696956844949,-4.940669675974702,1.7314341260575157,1.9933859909663056,True,False,False,control,1.0,none,6.0,late_T_6_8,inc_high_60_80,4.0,0.138888888889,79.0,2.0,17,0.87,7.85,14.86,0.0873836513534947,0.0,0.0,1.410959420870229,2.2756568095370144,4.67818831942789,2.7474999999999996,15.509260529556466,7.85,0.1193226431090726,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,False,expdisk_current_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch;rotation_external_family_mismatch,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC3953,train,K_thick_flared,8,10.449994650865388,10.343662263567392,10.55383538687841,13.573063796246238,K_scale_tail_spiral,2,19.43815980739362,10.437675468940183,10.843356112404912,10.55383538687841,-3.0192284093678285,0.1038407360130211,0.2101731233110175,True,False,False,middle,0.9,vertical_geometry_proxy_only,4.0,mid_T_3_5,inc_high_60_80,4.0,0.138888888889,62.0,1.0,8,3.5,9.595,15.68,0.0177415452346258,0.0,0.0,2.065113145238178,2.697525747861548,5.718116805721097,3.35825,15.819093714639466,9.595,0.0879836953555816,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,LOW,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,mond,mond_success_possible_simple_radial_low_acceleration_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC3992,train,K_thick_flared,9,21.62991458359259,18.53931925672739,23.63875115028724,22.094294615044948,K_compact_finite,3,19.004485845197102,21.126677197408743,26.151720802528995,23.63875115028724,1.5444565352422934,2.008836566694651,5.099431893559853,False,False,False,middle,0.9,vertical_geometry_proxy_only,4.0,mid_T_3_5,inc_mid_40_60,5.0,0.097046413502,56.0,2.0,9,9.19,27.52,46.02,0.0840148172865388,0.0,0.0,1.0276702834637474,2.326683976381879,16.400476758045293,9.632,47.95318094576326,27.52,0.1178066677789424,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_compact_finite,MEDIUM,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,mond,mond_success_possible_simple_radial_low_acceleration_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC4010,train,K_exponential_disk,12,10.799199499954586,11.798351296716527,9.44159669812727,22.95697576374381,K_exponential_disk,1,46.946356792641545,11.768591608366766,9.44159669812727,10.15597889022311,-13.51537906561654,-1.3576028018273156,-2.3567545985892586,True,True,True,middle,1.0,none,7.0,late_T_6_8,inc_edge_ge_80,4.0,0.138888888889,89.0,1.0,12,0.87,5.675000000000001,10.47,0.1212930468102482,0.0,0.0,1.6578795401868776,2.4078326232636313,3.382002383790227,1.98625,11.10496910005165,5.675000000000001,0.1345818710646117,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,True,current_readout_consistent_no_memory_proxy_flag,edge_or_projection_caveat,tau_matched,current_morphology_readout_regular_candidate,baseline_success_morphology_audit_not_endpoint_not_validation
NGC4051,train,K_thick_flared,7,23.162699244292835,25.364933901873997,22.321198124489968,30.767138064171817,K_exponential_disk,2,46.82075484942632,24.040045370873113,21.440613972216013,22.321198124489968,-8.44593993968185,-0.8415011198028672,-3.043735777384029,True,True,True,candidate,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,4.0,mid_T_3_5,inc_mid_40_60,4.0,0.138888888889,49.0,3.0,7,1.74,6.98,12.19,0.0334116549580295,0.0,0.0,2.119310762320387,2.5967729767595324,4.159713945172825,2.443,12.39364403696919,6.98,0.0950352447311132,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,tau_matched,tau_formula_specificity_with_possible_memory_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
NGC4068,train,K_scale_tail_spiral,6,9.789559083112076,11.389697947293712,14.042724437389454,67.42956671973123,K_exponential_disk,3,185.07924139893888,14.042724437389454,8.122367949148318,9.08709081110649,-53.386842282341775,4.253165354277378,2.6530264900957423,True,False,False,middle,0.8,few_rotation_points,10.0,irregular_T_ge_9,inc_mid_40_60,2.0,0.050343249428,44.0,6.0,6,0.21,1.27,2.33,0.3037921835610156,0.0,0.0,1.1018631630164677,1.6375897858387,0.7568533969010728,0.4444999999999999,2.6839178938485833,1.27,0.216706482602457,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,MEDIUM,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
NGC4085,train,K_thick_flared,7,21.45520895763762,23.247876990413115,20.992615149075316,38.08639234794842,K_exponential_disk,2,71.38902108824118,22.39740944845242,20.47274650715166,20.992615149075316,-17.093777198873102,-0.4625938085623033,-2.2552618413377985,True,True,True,middle,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,5.0,mid_T_3_5,inc_edge_ge_80,4.0,0.138888888889,82.0,2.0,7,0.87,3.58,6.2,0.0310189699612426,0.0,0.0,2.145288480459514,2.9485107688376573,2.1334922526817643,1.253,6.296158806879852,3.58,0.0939585364825591,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,tau_matched,tau_formula_specificity_with_possible_memory_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
NGC4100,train,K_thick_flared,24,10.799906207475212,9.873831807311648,11.777571748634417,12.316135202300249,K_scale_tail_spiral,2,13.48772836892042,10.33064825796098,13.130028980019343,11.777571748634417,-0.5385634536658301,0.9776655411592046,1.903739941322769,True,False,False,middle,0.9,vertical_geometry_proxy_only,4.0,mid_T_3_5,inc_high_60_80,4.0,0.138888888889,73.0,2.0,24,2.61,12.655,22.76,0.0818813008653056,0.0,0.0,0.959345007771734,2.5456410607205737,7.5417163289630516,4.42925,23.69180920384718,12.655,0.1168465853893875,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,mond,mond_success_possible_simple_radial_low_acceleration_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC4138,train,K_compact_finite,7,9.51519890085038,10.185247994852606,19.73416456468443,9.763873637930764,K_scale_tail_spiral,4,19.73416456468443,9.578341389474293,10.080711352430804,9.632568171887195,9.97029092675367,10.218965663834052,9.548916569831828,False,False,False,middle,0.8,few_rotation_points,0.0,early_T_le_2,inc_mid_40_60,4.0,0.138888888889,53.0,3.0,7,2.61,10.65,18.58,0.0439935766307571,0.2397298478570858,0.3331901700525024,0.6926189013281929,2.6583739527605146,6.3468414779499405,3.7275,18.988700326899735,13.203122879677965,0.0997971094838407,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,LOW,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_closure_like_regularization_of_mismatched_proxy,baseline_success_morphology_audit_not_endpoint_not_validation
NGC4157,train,K_thick_flared,17,20.2163892812284,23.480615178680974,18.880739807305662,22.153823927512928,K_exponential_disk,2,28.19517678007491,20.880007578798605,17.386287423665273,18.880739807305662,-3.273084120207266,-1.3356494739227394,-4.599875371375312,True,True,True,middle,0.9,vertical_geometry_proxy_only,3.0,mid_T_3_5,inc_edge_ge_80,4.0,0.138888888889,82.0,3.0,17,1.74,15.68,29.61,0.1146371143590203,0.0406263835324385,0.2918294965393529,0.7485886640063604,3.0507160785392387,9.34445768772348,5.4879999999999995,31.307202478085298,16.317021693788636,0.1315867014615591,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,thick_flared_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,tau_matched,tau_formula_specificity_with_possible_memory_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
NGC4217,train,K_compact_finite,19,52.35219166022327,55.35556407681141,55.742715665520755,51.93585552015994,K_exponential_disk,4,55.742715665520755,52.82660693651676,51.18414311647421,51.796816507488856,3.8068601453608153,3.390524005297486,0.3871515887093437,False,False,False,candidate,1.0,none,3.0,mid_T_3_5,inc_edge_ge_80,4.0,0.138888888889,86.0,2.0,19,0.87,8.72,16.72,0.029597365409038,0.8443493764507262,0.9843602996273886,1.0314022242396843,2.173681489728459,5.196662693682956,3.052,16.967433974819556,16.082726562650333,0.0933188144340671,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_closure_like_regularization_of_mismatched_proxy,baseline_success_morphology_audit_not_endpoint_not_validation
