quality_gate,split,formula_family,n_galaxies,matched_beats_wrong_fraction,matched_beats_tpg_v6_fraction,matched_beats_mond_fraction,mean_matched_minus_wrong,mean_matched_minus_tpg_v6,mean_matched_minus_mond
no_large_distance_error,holdout,K_compact_finite,2,0.5,0.5,1.0,0.7697467608105173,0.5776735823600366,-0.4657388454720479
no_large_distance_error,holdout,K_exponential_disk,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,-5.112449765601551,0.5192804679820119,-0.3454501492173243
no_large_distance_error,holdout,K_scale_tail_spiral,11,1.0,0.36363636363636365,0.7272727272727273,-21.355534307167897,0.2435829631121699,-0.9652079873363292
no_large_distance_error,holdout,K_thick_flared,10,0.9,0.7,0.7,-2.3496043403321893,-0.22972214179802314,-1.5888076039487609
no_large_distance_error,train,K_compact_finite,16,0.4375,0.4375,0.5,0.4322875534564008,0.6640413449432284,0.5307731933808026
no_large_distance_error,train,K_exponential_disk,17,0.7647058823529411,0.35294117647058826,0.47058823529411764,-3.937762356798377,0.49454727828905526,0.5946019763464294
no_large_distance_error,train,K_scale_tail_spiral,34,0.9411764705882353,0.4411764705882353,0.6470588235294118,-16.043397028030117,0.11519819383210311,-0.6273050520711522
no_large_distance_error,train,K_thick_flared,16,0.6875,0.5625,0.5625,-3.1483853311701546,-0.0020333407397873926,-1.1561771604242066
no_few_rotation_points,holdout,K_compact_finite,7,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.9341405369595738,0.9700214842229568,1.2192782329754668
no_few_rotation_points,holdout,K_exponential_disk,6,0.6666666666666666,0.3333333333333333,0.3333333333333333,-5.280529735330774,0.9380768279432811,1.7851238893006414
no_few_rotation_points,holdout,K_scale_tail_spiral,15,0.8666666666666667,0.4666666666666667,0.6,-13.320162547126518,0.15433495700936678,-0.16678499249171477
no_few_rotation_points,holdout,K_thick_flared,8,0.875,0.625,0.625,-1.0508987207450526,-0.19689545054837743,-1.359262196837287
no_few_rotation_points,train,K_compact_finite,21,0.5238095238095238,0.5238095238095238,0.6190476190476191,-0.3051312713653368,-0.07160573928133566,0.21830450834836107
no_few_rotation_points,train,K_exponential_disk,25,0.76,0.4,0.48,-4.405001809388536,0.33422072416678406,0.4997245598583116
no_few_rotation_points,train,K_scale_tail_spiral,39,0.9487179487179487,0.6410256410256411,0.5128205128205128,-11.319078590614323,-0.11310464546235795,-0.07760161304132145
no_few_rotation_points,train,K_thick_flared,22,0.6818181818181818,0.5,0.5454545454545454,-2.661635384259237,-0.10990153195779806,-1.5606015886403026
clean_manifest_proxy,holdout,K_compact_finite,2,0.5,0.5,1.0,0.7697467608105173,0.5776735823600366,-0.4657388454720479
clean_manifest_proxy,holdout,K_exponential_disk,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,-5.112449765601551,0.5192804679820119,-0.3454501492173243
clean_manifest_proxy,holdout,K_scale_tail_spiral,8,1.0,0.25,0.75,-20.30871638507541,0.44723979547555365,-1.1204107607166387
clean_manifest_proxy,holdout,K_thick_flared,7,1.0,0.7142857142857143,0.7142857142857143,-2.4500784796357786,-0.37930704669972787,-2.2115007110324094
clean_manifest_proxy,train,K_compact_finite,13,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.362587762294969,0.5631203428667557,0.1915381948984875
clean_manifest_proxy,train,K_exponential_disk,16,0.75,0.3125,0.4375,-3.9619655553737507,0.5607124162660407,0.8848591272762831
clean_manifest_proxy,train,K_scale_tail_spiral,18,0.9444444444444444,0.6111111111111112,0.5,-12.03962216807499,-0.0831635504013056,0.5559192246431172
clean_manifest_proxy,train,K_thick_flared,13,0.6923076923076923,0.5384615384615384,0.5384615384615384,-3.170487644581944,0.01172990277414004,-1.1976476419085569
confidence_ge_0_75_and_clean,holdout,K_compact_finite,2,0.5,0.5,1.0,0.7697467608105173,0.5776735823600366,-0.4657388454720479
confidence_ge_0_75_and_clean,holdout,K_exponential_disk,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,-5.112449765601551,0.5192804679820119,-0.3454501492173243
confidence_ge_0_75_and_clean,holdout,K_scale_tail_spiral,8,1.0,0.25,0.75,-20.30871638507541,0.44723979547555365,-1.1204107607166387
confidence_ge_0_75_and_clean,holdout,K_thick_flared,7,1.0,0.7142857142857143,0.7142857142857143,-2.4500784796357786,-0.37930704669972787,-2.2115007110324094
confidence_ge_0_75_and_clean,train,K_compact_finite,13,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.362587762294969,0.5631203428667557,0.1915381948984875
confidence_ge_0_75_and_clean,train,K_exponential_disk,16,0.75,0.3125,0.4375,-3.9619655553737507,0.5607124162660407,0.8848591272762831
confidence_ge_0_75_and_clean,train,K_scale_tail_spiral,18,0.9444444444444444,0.6111111111111112,0.5,-12.03962216807499,-0.0831635504013056,0.5559192246431172
confidence_ge_0_75_and_clean,train,K_thick_flared,13,0.6923076923076923,0.5384615384615384,0.5384615384615384,-3.170487644581944,0.01172990277414004,-1.1976476419085569
