galaxy,split,formula_family,n_points,rmse_body_matched,rmse_body_wrong_mean,rmse_newton,rmse_tpg_v6,rmse_mond,matched_minus_wrong,matched_minus_newton,matched_minus_tpg_v6,matched_minus_mond,rmse_body_K_compact_finite,rmse_body_K_scale_tail_spiral,rmse_body_K_exponential_disk,rmse_body_K_thick_flared
UGC04499,holdout,K_scale_tail_spiral,9,4.285250608689106,73.45269608889562,28.740791843283862,6.040634191372928,8.985021588452573,-69.16744548020651,-24.455541234594754,-1.7553835826838222,-4.699770979763468,186.5503130289577,4.285250608689106,15.86402055424465,17.94375468348449
UGC05414,holdout,K_scale_tail_spiral,6,17.123867238179745,107.42720104950705,19.4770280367091,6.4008126343112375,8.261884143933315,-90.3033338113273,-2.3531607985293554,10.723054603868508,8.86198309424643,294.3023933908044,17.123867238179745,13.249801292396425,14.729408465320327
UGC05716,holdout,K_scale_tail_spiral,12,4.763038689067035,62.3792954158142,38.595717422736016,5.844868825954693,5.605647282808069,-57.61625672674716,-33.83267873366898,-1.0818301368876577,-0.8426085937410335,138.00422021819085,4.763038689067035,23.82833911343722,25.30532691581453
UGC05829,holdout,K_scale_tail_spiral,11,14.027134002384829,88.52227519128915,24.75432036929144,6.222677845510406,8.606905396927852,-74.49514118890433,-10.727186366906613,7.804456156874423,5.420228605456977,222.14743482876872,14.027134002384829,20.865988419032217,22.553402326066525
UGC05986,holdout,K_scale_tail_spiral,15,27.626414151984694,53.45835363843302,54.03667362248708,17.532159853325275,15.059299363743824,-25.831939486448324,-26.410259470502385,10.094254298659418,12.56711478824087,136.4975350993634,27.626414151984694,14.64224597305691,9.235279842878755
UGC06818,holdout,K_scale_tail_spiral,8,15.002882665495997,86.219782438058,27.07042994637209,12.386120759877572,13.66362183441789,-71.216899772562,-12.067547280876093,2.616761905618425,1.3392608310781071,211.468397735065,15.002882665495997,22.024329777207402,25.16661980190157
UGC06917,holdout,K_scale_tail_spiral,11,20.39262193286189,47.42059623488954,46.43992237689648,6.430936477869006,4.61507933369384,-27.027974302027648,-26.047300444034594,13.961685454992883,15.777542599168049,130.85295063282098,20.39262193286189,4.2809886497178375,7.127849422129809
UGC06983,holdout,K_scale_tail_spiral,17,27.887317262503824,36.49589310576072,54.54130717033093,11.036839059186455,9.148970751386091,-8.608575843256897,-26.653989907827107,16.85047820331737,18.738346511117733,87.42104085182517,27.887317262503824,8.530591260569551,13.536047204887442
UGC07151,holdout,K_exponential_disk,11,4.716032186622375,83.90668576830537,27.222430951846494,4.3119123214161394,5.615951252005322,-79.190653581683,-22.50639876522412,0.4041198652062352,-0.8999190653829476,240.37676986264827,3.742383414227816,4.716032186622375,7.600904028039983
UGC07261,holdout,K_exponential_disk,7,6.5769145456695846,74.2965464167028,33.05085052090242,4.296839337715027,4.6168185611277694,-67.71963187103322,-26.473935975232838,2.2800752079545576,1.960095984541815,208.03203639700385,4.120166677169315,6.5769145456695846,10.73743617593521
UGC07577,holdout,K_scale_tail_spiral,9,45.54452020279472,192.55618625311408,2.444233288569486,10.601721967205515,13.125766123408509,-147.01166605031935,43.10028691422524,34.94279823558921,32.41875407938621,530.5123919846634,45.54452020279472,22.24358461596184,24.912582158717022
UGC07603,holdout,K_exponential_disk,12,4.043440975220702,101.55286133660168,31.453943634197763,9.318897295784359,6.8156573361002755,-97.50942036138098,-27.410502658977062,-5.275456320563657,-2.7722163608795736,294.4385209820704,7.179875595411849,4.043440975220702,3.040187432322846
UGC08699,holdout,K_compact_finite,41,25.159752689776845,34.07293509100389,57.25812439420853,15.184307759904634,13.478161966003247,-8.913182401227047,-32.098371704431685,9.97544492987221,11.681590723773597,25.159752689776845,42.595080429720355,32.227893622661206,27.395831220630104
UGC11914,holdout,K_compact_finite,65,44.58315534003378,44.851945128246975,53.5297580784848,33.820143068839116,30.19760108867859,-0.26878978821319777,-8.94660273845102,10.763012271194661,14.385554251355188,44.58315534003378,46.4236831729636,45.042229477972135,43.0899227338052
UGC12506,holdout,K_exponential_disk,31,40.354244688876165,73.97334170394372,116.02345816251234,40.697842583379504,38.12269540109571,-33.61909701506755,-75.66921347363618,-0.3435978945033398,2.231549287780453,81.02887649408828,103.45701933031826,40.354244688876165,37.434129287424604
UGCA444,holdout,K_scale_tail_spiral,36,31.741064642517685,146.81069300361978,14.471300240102812,3.0580094444767805,4.92757139254757,-115.06962836110209,17.26976440241487,28.683055198040904,26.813493249970115,414.6076612860859,31.741064642517685,13.503979242054475,12.320438482718998
D512-2,train,K_scale_tail_spiral,4,25.65552260164932,119.52805142642036,17.686144058692637,2.5139498188497846,6.561883790113319,-93.87252882477104,7.969378542956683,23.141572782799535,19.093638811536003,311.80326461591005,25.65552260164932,21.52452627032812,25.256363393022927
D564-8,train,K_scale_tail_spiral,6,38.15257542059671,141.97338134526024,11.653064328205572,3.399294537690645,7.16409055590109,-103.82080592466352,26.49951109239114,34.75328088290607,30.98848486469562,373.9282351970197,38.15257542059671,25.59434228259594,26.397566556165053
D631-7,train,K_scale_tail_spiral,16,16.994584696240832,88.4860303868581,26.330096093973044,10.35809255392164,10.521817679771978,-71.49144569061727,-9.335511397732212,6.636492142319192,6.472767016468854,219.9813920790532,16.994584696240832,23.343005244767404,22.133693836753725
DDO064,train,K_scale_tail_spiral,14,24.779559788783654,138.96478900730722,17.940281191340095,2.7332917850477236,3.548332793859171,-114.18522921852356,6.83927859744356,22.046268003735932,21.231226994924484,396.4131514922491,24.779559788783654,9.465479506934928,11.015736022737679
DDO154,train,K_scale_tail_spiral,12,20.120620774697528,97.45303438772704,23.71217692693497,3.544983778635305,4.451832612674567,-77.33241361302952,-3.591556152237441,16.575636996062222,15.668788162022961,250.16689711493353,20.120620774697528,21.500362804413903,20.691843243833734
DDO161,train,K_scale_tail_spiral,31,12.498403341558177,70.60963522534402,23.323029110647877,13.579219703882607,18.569662825271475,-58.11123188378585,-10.8246257690897,-1.0808163623244305,-6.071259483713298,146.6310643023072,12.498403341558177,32.85235750460456,32.345483869120294
DDO168,train,K_scale_tail_spiral,10,19.59075309544662,109.32201715876973,21.018874222272622,6.727638673752554,7.879974549733663,-89.73126406332311,-1.428121126826003,12.863114421694064,11.710778545712955,302.69738525065645,19.59075309544662,13.432164547147453,11.836501678505263
DDO170,train,K_scale_tail_spiral,8,10.18242725948547,75.1784838469015,27.33402059077279,7.480201139884626,14.370201282342645,-64.99605658741604,-17.151593331287323,2.7022261196008444,-4.187774022857175,147.66582642135413,10.18242725948547,39.18483477531904,38.684790344031306
ESO079-G014,train,K_thick_flared,15,23.883704931770673,50.877611247225495,55.74658403541774,12.522654026496923,11.397542407404476,-26.993906315454822,-31.862879103647067,11.36105090527375,12.486162524366197,86.59310757060997,37.816724349797326,28.223001821269182,23.883704931770673
ESO444-G084,train,K_scale_tail_spiral,7,10.514439503214417,111.66121510100099,33.349804034715035,13.917114692092932,10.513209179623457,-101.14677559778657,-22.835364531500616,-3.402675188878515,0.0012303235909598698,320.40127346381155,10.514439503214417,8.218930742057575,6.3634410971338555
ESO563-G021,train,K_thick_flared,30,64.76568265425072,88.92364007858309,117.979670125645,47.72714916375959,44.48667176928297,-24.157957424332366,-53.213987471394276,17.038533490491133,20.279010884967754,84.60667521479611,108.5337558795945,73.63048914135868,64.76568265425072
F563-V1,train,K_scale_tail_spiral,6,35.5490634769301,107.06511705280813,4.948718563402544,23.66949222725619,29.338957960123544,-71.51605357587803,30.600344913527557,11.879571249673912,6.210105516806557,221.35519628166384,35.5490634769301,48.84790715678229,50.992247719978224
F563-V2,train,K_scale_tail_spiral,10,27.17356194093862,61.573135539842546,59.03782298606215,26.238947803350438,23.428832485173935,-34.39957359890393,-31.864261045123534,0.9346141375881807,3.744729455764684,127.31302518179696,27.17356194093862,30.576877527672536,26.829503910058147
F565-V2,train,K_scale_tail_spiral,7,7.860267803641083,69.65988232490321,41.087913426981345,11.960771688430881,6.916649069723871,-61.79961452126213,-33.227645623340266,-4.1005038847897985,0.9436187339172122,174.85606516836697,7.860267803641083,17.671534461030678,16.45204734531197
F567-2,train,K_scale_tail_spiral,5,16.29699595179927,89.31139155472842,20.874317404506115,14.016635993218337,19.406231954265397,-73.01439560292914,-4.577321452706844,2.2803599585809344,-3.109236002466126,182.4117790609441,16.29699595179927,38.85960102584893,46.662794577392205
F568-3,train,K_exponential_disk,18,19.68867542431793,59.74142729017789,44.56354544414182,9.11490703879206,7.976415983117765,-40.05275186585996,-24.874870019823895,10.573768385525868,11.712259441200164,145.982772184012,14.821986298215075,19.68867542431793,18.419523388306605
F568-V1,train,K_exponential_disk,15,16.277253131338842,52.391174021249846,65.51997770587302,29.877210479611758,25.762065140172663,-36.113920889911,-49.24272457453418,-13.599957348272916,-9.48481200883382,113.87650651172977,32.31398476095018,16.277253131338842,10.9830307910696
F571-8,train,K_thick_flared,13,31.35079086846858,67.74485660522954,55.62174794317093,30.175376192122503,28.290592925853005,-36.394065736760965,-24.270957074702352,1.175414676346076,3.0601979426155737,135.15616412150982,33.881762954787284,34.196642739391514,31.35079086846858
F571-V1,train,K_scale_tail_spiral,7,7.249651742268898,58.86687124988677,39.794929421262424,3.5735232878164758,6.360130039546406,-51.617219507617875,-32.54527767899353,3.676128454452422,0.889521702722492,121.93255017402774,7.249651742268898,26.525800236038048,28.142263339594525
F574-1,train,K_exponential_disk,14,6.623477021445493,49.63231879759289,48.52533758837649,11.820788616096635,8.776912560877792,-43.00884177614739,-41.90186056693099,-5.197311594651143,-2.153435539432299,118.38643684262195,18.30959099384823,6.623477021445493,12.200928556308506
F574-2,train,K_scale_tail_spiral,5,33.39125523133589,104.03981225076139,2.7676256767833216,32.6388165436646,38.74115873241575,-70.6485570194255,30.62362955455257,0.7524386876712867,-5.349903501079858,184.81033228820397,33.39125523133589,60.29870628765159,67.01039817642862
F579-V1,train,K_thick_flared,14,12.068968574808666,52.42488336598539,55.68314744072652,19.63941142103888,18.38890176475787,-40.35591479117672,-43.61417886591786,-7.570442846230213,-6.319933189949202,112.4993770879931,30.189353907968506,14.585919101994572,12.068968574808666
F583-1,train,K_scale_tail_spiral,25,8.865032448942348,73.94493601455108,37.88119838848093,13.297286773674033,10.320140273858495,-65.07990356560873,-29.016165939538585,-4.4322543247316855,-1.4551078249161478,188.60383652491925,8.865032448942348,16.05910732007625,17.171864198657733
F583-4,train,K_thick_flared,12,24.77057096866559,72.15031032977136,28.256036139451535,2.089348476842753,5.381087823103697,-47.37973936110576,-3.485465170785943,22.681222491822837,19.389483145561893,191.93390664780011,5.307874663879359,19.209149677634624,24.77057096866559
KK98-251,train,K_scale_tail_spiral,15,37.6784669194744,151.10120615749312,9.24231819672141,8.181219377823203,10.870651981388162,-113.42273923801872,28.436148722752993,29.4972475416512,26.80781493808624,415.09267353665246,37.6784669194744,19.496858315894578,18.714086619932264
NGC0055,train,K_scale_tail_spiral,21,4.498119262418235,59.69583908995288,30.10483924708385,13.646013162608714,17.518196226309797,-55.19771982753464,-25.606719984665613,-9.147893900190478,-13.020076963891562,125.30973336452936,4.498119262418235,26.54839723123031,27.229386674098947
NGC0100,train,K_exponential_disk,21,11.628519034102387,61.99763317499677,37.32423045477865,7.537919334963079,6.061732881040405,-50.36911414089438,-25.69571142067626,4.090599699139308,5.566786153061982,162.6185330108143,8.616143675252149,11.628519034102387,14.758222838923858
NGC0247,train,K_exponential_disk,26,15.901833519505306,48.04437758686411,44.33874452179441,3.866312004062215,5.475417572666649,-32.1425440673588,-28.436911002289104,12.03552151544309,10.426415946838656,107.11323775949542,16.784659472475326,15.901833519505306,20.23523552862158
NGC0289,train,K_thick_flared,28,45.7109461001306,42.627786796346534,72.05791283517864,13.44827134683854,23.595309185371484,3.0831593037840648,-26.346966735048042,32.26267475329206,22.115636914759115,37.711710266524896,54.90388992145044,35.26776020106426,45.7109461001306
NGC0300,train,K_exponential_disk,25,9.38521465194606,53.15339285413034,46.47895971603302,9.83189803567648,5.607034629923943,-43.76817820218428,-37.09374506408696,-0.44668338373042005,3.7781800220221164,130.32043373833474,15.40467443050574,9.38521465194606,13.73507039355054
NGC0801,train,K_thick_flared,13,21.113350303762275,32.74623953480289,53.955412557620825,31.348134413644825,35.306528941160416,-11.632889231040615,-32.84206225385855,-10.23478410988255,-14.193178637398141,31.62826584809189,43.56362213556807,23.04683062074871,21.113350303762275
NGC0891,train,K_compact_finite,18,36.32249504139841,30.445828394848586,42.48873191442031,29.637636010909365,32.67571266789567,5.876666646549825,-6.1662368730219015,6.684859030489047,3.646782373502745,36.32249504139841,35.847268926674175,28.27475935164939,27.21545690622219
NGC1003,train,K_scale_tail_spiral,36,27.786454390243332,41.343279902339866,57.05520264141121,11.228797331872782,8.233924992844548,-13.556825512096534,-29.26874825116788,16.557657058370552,19.552529397398786,43.39145774297789,27.786454390243332,37.65998165863951,42.97840030540219
NGC1090,train,K_thick_flared,24,19.568704012673237,23.75270426701689,53.94427875610075,15.259685358845738,18.764009439287914,-4.184000254343655,-34.375574743427514,4.309018653827499,0.8046945733853228,20.517747945952514,39.5555572402305,11.184807614867664,19.568704012673237
NGC1705,train,K_scale_tail_spiral,14,11.408108045462653,81.24565609229013,44.86883854026655,20.59864390810048,16.95201559286103,-69.83754804682748,-33.4607304948039,-9.190535862637828,-5.543907547398378,223.37359708777365,11.408108045462653,10.193288763664029,10.170082425432728
NGC2366,train,K_scale_tail_spiral,26,18.996490142391348,95.27452959280733,18.91729119521532,8.175530891777854,11.387781875806942,-76.27803945041597,0.07919894717602816,10.820959250613495,7.608708266584406,247.27353365400936,18.996490142391348,19.056357095846682,19.493698028565955
NGC2403,train,K_exponential_disk,73,34.6610908159883,62.58354451337061,50.70104801512085,9.860995949284607,6.239762201686606,-27.92245369738231,-16.039957199132544,24.800094866703695,28.421328614301697,130.83377934724243,25.135276364651403,34.6610908159883,31.78157782821801
NGC2841,train,K_compact_finite,50,100.19230999192999,102.56045736840296,130.51149487715648,59.09007494417434,53.02346081870857,-2.368147376472976,-30.31918488522649,41.10223504775565,47.16884917322142,100.19230999192999,117.13311595967333,98.41689891620116,92.13135722933438
NGC2903,train,K_thick_flared,34,30.0067263628617,39.41046715598423,60.520087188359796,24.362146162225375,24.96300377208502,-9.40374079312253,-30.513360825498097,5.644580200636323,5.043722590776678,35.900764726144075,47.79267087824397,34.53796586356464,30.0067263628617
NGC2915,train,K_scale_tail_spiral,30,16.177863068814766,56.476382213950444,53.35994986959267,26.00786566771677,20.629433034344654,-40.29851914513568,-37.1820868007779,-9.830002598902006,-4.451569965529888,152.54724856156375,16.177863068814766,7.61868471825102,9.263213362036556
NGC2955,train,K_compact_finite,24,17.373692552938493,29.743168804207315,42.64993554277889,19.782113998497127,23.273161362253415,-12.369476251268821,-25.276242989840398,-2.408421445558634,-5.8994688093149215,17.373692552938493,34.43978172415499,28.72798580507387,26.061738883393083
NGC2976,train,K_thick_flared,27,7.677769289979859,161.9724767470175,14.260040448565771,5.11693008193194,5.678104979086942,-154.29470745703765,-6.582271158585912,2.560839208047919,1.9996643108929177,459.74926916040545,18.125444823254288,8.042716257392815,7.677769289979859
NGC2998,train,K_thick_flared,13,38.83010273402047,48.66311304409256,71.792278099358,27.11504519134483,27.07347466768693,-9.83301031007209,-32.96217536533753,11.715057542675641,11.75662806633354,42.78211968082364,60.45171714845151,42.755502303002544,38.83010273402047
NGC3109,train,K_scale_tail_spiral,25,12.77747847129218,87.92972271877413,32.07944925871144,9.323880057063088,5.041785679362137,-75.15224424748195,-19.30197078741926,3.453598414229093,7.7356927919300436,232.99888510990976,12.77747847129218,16.045796116041586,14.74448693037103
NGC3198,train,K_thick_flared,43,29.308851754034176,43.074010914967694,56.10018925823561,7.704000492040528,11.179050056995646,-13.765159160933518,-26.791337504201433,21.604851261993648,18.12980169703853,62.48719634640347,33.46926080448127,33.26557559401835,29.308851754034176
NGC3521,train,K_thick_flared,41,24.66296945828163,55.34707387568192,35.20819118432227,7.110920589361769,6.814883835390855,-30.68410441740029,-10.545221726040637,17.55204886891986,17.848085622890775,114.51892738489086,25.007238278481758,26.51505596367315,24.66296945828163
NGC3741,train,K_scale_tail_spiral,21,23.16859400254805,100.0622870002987,25.903475084314856,7.821498388140469,2.7212527031991094,-76.89369299775065,-2.7348810817668046,15.347095614407582,20.447341299348942,267.55090823374024,23.16859400254805,16.68327868850035,15.95267407865549
NGC3769,train,K_thick_flared,12,19.342114925936777,30.647248325328388,50.35656246265608,11.2553126000523,15.980528592616563,-11.305133399391611,-31.014447536719302,8.086802325884477,3.361586333320213,50.89887236630427,25.08737712561608,15.955495484064814,19.342114925936777
NGC3877,train,K_thick_flared,13,15.050612678301563,44.939329998689054,33.84095588590208,22.419419150236873,23.91875443404216,-29.888717320387492,-18.79034320760052,-7.36880647193531,-8.868141755740597,95.378089331765,23.34904169870565,16.090858965596517,15.050612678301563
NGC3893,train,K_thick_flared,10,12.073456769861734,31.90265135216467,58.424136708413236,7.421761571780209,6.883534927974165,-19.82919458230294,-46.3506799385515,4.651695198081525,5.1899218418875686,32.30869856302984,44.5485234330113,18.850732060452874,12.073456769861734
NGC3917,train,K_exponential_disk,17,8.799110939146232,38.824022053326736,50.96833813740423,6.899654025227952,6.637702160319162,-30.024911114180505,-42.169227198258,1.8994569139182795,2.1614087788270693,79.27929815022921,31.335298798349136,8.799110939146232,5.857469211401878
NGC3953,train,K_thick_flared,8,13.371964412849552,31.37977983368098,49.90378454420272,10.449994650865388,10.343662263567392,-18.007815420831427,-36.53182013135317,2.9219697619841636,3.02830214928216,34.50721066083773,40.41907632623552,19.213052513969693,13.371964412849552
NGC3992,train,K_thick_flared,9,20.35097801575087,63.85375349291331,105.26043069104036,21.62991458359259,18.53931925672739,-43.502775477162444,-84.90945267528949,-1.278936567841722,1.81165875902348,72.13435315564985,94.20854573739543,25.218361585694648,20.35097801575087
NGC4010,train,K_exponential_disk,12,12.93958418689763,52.759970581138674,36.86370394291005,10.799199499954586,11.798351296716529,-39.82038639424104,-23.92411975601242,2.140384686943044,1.1412328901811009,126.35477665930384,18.902006820191843,12.93958418689763,13.023128263920329
NGC4051,train,K_thick_flared,7,12.265829000382618,37.62921491743861,23.600374430425113,23.162699244292835,25.364933901873997,-25.363385917055993,-11.334545430042494,-10.896870243910216,-13.099104901491378,93.65588678609268,11.704971350543042,7.5267866156800896,12.265829000382618
NGC4068,train,K_scale_tail_spiral,6,32.403318042880684,151.577511879377,9.428676806463026,9.789559083112076,11.389697947293712,-119.17419383649631,22.97464123641766,22.61375895976861,21.013620095586973,422.1268425383783,32.403318042880684,15.689210188744884,16.91648291100782
NGC4085,train,K_thick_flared,7,18.21914195780698,73.22324094082727,21.937902793068105,21.45520895763762,23.247876990413115,-55.004098983020285,-3.7187608352611257,-3.2360669998306406,-5.028735032606136,185.4934792190975,16.553858460750376,17.62238514263389,18.21914195780698
NGC4100,train,K_thick_flared,24,11.350603014754498,30.609701552131636,66.37776887597958,10.799906207475212,9.873831807311648,-19.259098537377138,-55.027165861225086,0.5506968072792855,1.4767712074428498,24.904543410035583,51.8761521959261,15.048409050433216,11.350603014754498
NGC4138,train,K_compact_finite,7,37.90643737266374,21.01743951327442,55.13347538266021,9.51519890085038,10.185247994852606,16.888997859389317,-17.22703800999647,28.39123847181336,27.721189377811132,37.90643737266374,39.932289055900284,11.67368582303608,11.446343660886898
NGC4157,train,K_thick_flared,17,17.91226363807904,23.592304534583178,52.61576992556368,20.216389281228402,23.480615178680974,-5.6800408965041385,-34.70350628748464,-2.304125643149362,-5.568351540601935,17.321217130218063,39.95353303575206,13.50216343777942,17.91226363807904
NGC4217,train,K_compact_finite,19,43.877166028145844,45.817245912990444,47.85850745851352,52.35219166022327,55.35556407681141,-1.9400798848446001,-3.981341430367678,-8.475025632077426,-11.478398048665568,43.877166028145844,44.603164855447396,45.835199068293065,47.013373815230864
NGC4559,train,K_exponential_disk,32,17.876436551350228,35.89171203650754,39.983139647321316,15.385306161864646,18.985298676354127,-18.015275485157314,-22.10670309597109,2.4911303894855816,-1.108862125003899,63.73025311683076,20.10541617222706,17.876436551350228,23.839466820464807
NGC5005,train,K_compact_finite,18,53.89916520934328,24.389847637615684,32.137765803626486,12.481746631320759,13.97796581666026,29.509317571727596,21.761399405716794,41.41741857802252,39.92119939268302,53.89916520934328,25.79051617016718,24.55143481886055,22.827591923819313
