galaxy,split,formula_family,n_points,rmse_matched,rmse_wrong_mean,matched_minus_wrong,rmse_newton,rmse_tpg_v6,rmse_mond,matched_minus_newton,matched_minus_tpg_v6,matched_minus_mond,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared
NGC5907,holdout,K_thick_flared,19,37.69634531726334,47.640001699169886,-9.94365638190655,86.48374825501512,16.785509985459306,18.59536481497724,-48.78740293775178,20.91083533180403,19.100980502286095,55.82872810496713,59.75542574299809,27.33585124954445,37.69634531726334
NGC5985,holdout,K_compact_finite,33,95.96100203050374,50.26207114223096,45.69893088827278,136.4962034128173,72.28739039126062,69.40357999391347,-40.53520138231356,23.67361163924312,26.557422036590268,95.96100203050374,34.69461911031649,40.54726671504755,75.54432760132886
NGC6789,holdout,K_scale_tail_spiral,4,12.506194326708592,20.265292415198825,-7.759098088490234,26.49840257662861,15.897752239176857,15.396246199577478,-13.992208249920019,-3.391557912468265,-2.890051872868886,23.012648835462866,12.506194326708592,17.238170734334,20.54505767579962
NGC6946,holdout,K_compact_finite,58,16.521258311813682,52.10963206987705,-35.58837375806337,42.149896326484296,15.025447425206579,17.728143095419597,-25.628638014670614,1.495810886607103,-1.206884783605915,16.521258311813682,85.01801275724429,47.64754487260383,23.663338579783016
NGC7331,holdout,K_thick_flared,36,56.16514124287736,92.32685026380024,-36.16170902092288,59.354351789327744,25.485065060071012,29.311675230419702,-3.189210546450383,30.68007618280635,26.85346601245766,36.12763386522571,147.20128532371413,93.65163160246088,56.16514124287736
UGC00731,holdout,K_scale_tail_spiral,12,17.09741957539725,27.725603783383193,-10.628184207985942,38.17360738121145,12.845453066903099,11.466827035781066,-21.076187805814197,4.251966508494151,5.630592539616185,32.01040951896082,17.09741957539725,23.19004079717663,27.976361034012125
UGC00891,holdout,K_scale_tail_spiral,5,8.76750630716827,18.789627163191778,-10.022120856023507,28.400063073702132,5.958365558298525,7.682081654505746,-19.63255676653386,2.809140748869745,1.0854246526625246,22.718037416624124,8.76750630716827,14.516023915531251,19.134820157419956
UGC02023,holdout,K_scale_tail_spiral,5,15.071802723195821,8.350034760766203,6.7217679624296185,15.027147630460606,12.198048884046239,13.979836766957423,0.04465509273521562,2.8737538391495825,1.0919659562383988,9.191627802782122,15.071802723195821,8.137929570300306,7.720546909216178
UGC02259,holdout,K_exponential_disk,8,27.106094032788796,31.142814000966002,-4.036719968177206,48.104127634342866,16.43514083306515,13.66144175213647,-20.99803360155407,10.670953199723645,13.444652280652326,40.22450279633346,18.54385306187992,27.106094032788796,34.66008614468463
UGC03580,holdout,K_compact_finite,47,36.074281988245126,62.0089209634007,-25.934638975155572,36.01201131349121,25.49452615076704,27.172706555031343,0.06227067475391834,10.579755837478086,8.901575433213782,36.074281988245126,82.70906262169622,58.52365478789441,44.79404548061146
UGC04305,holdout,K_scale_tail_spiral,22,24.052250856755425,10.813731084677343,13.238519772078082,6.361564686999685,23.999621706482884,26.588364190715332,17.69068616975574,0.05262915027254067,-2.536113333959907,6.877822531802011,24.052250856755425,15.8160413073231,9.747329414906915
UGC04499,holdout,K_scale_tail_spiral,9,6.5648462047147795,13.645083284432038,-7.080237079717259,28.740791843283862,6.040634191372928,8.985021588452573,-22.175945638569083,0.5242120133418515,-2.420175383737794,19.887423312705476,6.5648462047147795,6.671764257687804,14.376062282902833
UGC05414,holdout,K_scale_tail_spiral,6,9.89881702489693,8.164302600614903,1.7345144242820272,19.4770280367091,6.4008126343112375,8.261884143933315,-9.57821101181217,3.4980043905856926,1.6369328809636148,12.397922139899562,9.89881702489693,3.622829654725058,8.472156007220088
UGC05716,holdout,K_scale_tail_spiral,12,12.92320665990206,26.76243065634856,-13.8392239964465,38.595717422736016,5.844868825954693,5.605647282808069,-25.672510762833955,7.0783378339473675,7.317559377093992,31.902629172250577,12.92320665990206,21.15675959494417,27.227903201850935
UGC05829,holdout,K_scale_tail_spiral,11,6.943427875421401,14.561577804187749,-7.618149928766348,24.75432036929144,6.222677845510406,8.606905396927852,-17.810892493870043,0.7207500299109952,-1.6634775215064508,18.621008031759732,6.943427875421401,10.205702404708832,14.858022976094679
UGC05986,holdout,K_scale_tail_spiral,15,15.125099684007287,33.707688422531035,-18.582588738523746,54.03667362248708,17.532159853325275,15.059299363743824,-38.91157393847979,-2.4070601693179885,0.06580032026346316,41.95141919280461,15.125099684007287,24.235309790750698,34.93633628403781
UGC06818,holdout,K_scale_tail_spiral,8,15.870416303051089,17.3904083366855,-1.519992033634411,27.07042994637209,12.386120759877572,13.66362183441789,-11.200013643321002,3.4842955431735163,2.2067944686331984,20.510114230271235,15.870416303051089,14.182689283989983,17.47842149579529
UGC06917,holdout,K_scale_tail_spiral,11,6.314504368874913,24.60778295198287,-18.293278583107956,46.43992237689648,6.430936477869006,4.61507933369384,-40.12541800802157,-0.11643210899409251,1.699425035181073,33.47674529402802,6.314504368874913,14.401408701742097,25.945194860178493
UGC06983,holdout,K_scale_tail_spiral,17,9.393806237196149,33.46637558865507,-24.07256935145892,54.54130717033093,11.036839059186455,9.148970751386091,-45.14750093313478,-1.6430328219903068,0.2448354858100572,42.36061673058825,9.393806237196149,23.47698821986863,34.56152181550833
UGC07151,holdout,K_exponential_disk,11,3.4360724232466184,12.962875182445154,-9.526802759198535,27.222430951846494,4.3119123214161394,5.615951252005322,-23.786358528599877,-0.875839898169521,-2.179878828758704,17.75812139602551,9.461782415343377,3.4360724232466184,11.668721735966574
UGC07261,holdout,K_exponential_disk,7,11.857139940348956,17.721910716900105,-5.864770776551149,33.05085052090242,4.296839337715027,4.6168185611277694,-21.193710580553464,7.560300602633929,7.240321379221187,24.637346663133773,9.510132828026004,11.857139940348956,19.018252659540536
UGC07577,holdout,K_scale_tail_spiral,9,7.4820969579368635,3.007433243986675,4.474663713950188,2.444233288569486,10.601721967205515,13.125766123408509,5.037863669367377,-3.1196250092686517,-5.643669165471645,1.735502243912791,7.4820969579368635,4.719768832063135,2.5670286559841
UGC07603,holdout,K_exponential_disk,12,16.686513210784334,19.599511361721714,-2.91299815093738,31.453943634197763,9.318897295784359,6.8156573361002755,-14.76743042341343,7.367615914999975,9.870855874684057,25.58642925769071,11.33755461046307,16.686513210784334,21.874550217011365
UGC08699,holdout,K_compact_finite,41,28.881749773120823,48.80323774226421,-19.921487969143385,57.25812439420853,15.184307759904634,13.478161966003247,-28.376374621087706,13.69744201321619,15.403587807117576,28.881749773120823,78.25512294850903,39.97703981168243,28.177550466601176
UGC11914,holdout,K_compact_finite,65,28.023758050710637,103.00853075758543,-74.9847727068748,53.5297580784848,33.820143068839116,30.19760108867859,-25.50600002777416,-5.796385018128479,-2.173843037967952,28.023758050710637,173.85358740496935,94.65975457057293,40.51225029721399
UGC12506,holdout,K_exponential_disk,31,47.76092634177443,65.22997500324313,-17.469048661468698,116.02345816251234,40.697842583379504,38.12269540109571,-68.2625318207379,7.063083758394924,9.638230940678717,88.59838293948285,36.12778621728613,47.76092634177443,70.96375585296043
UGCA444,holdout,K_scale_tail_spiral,36,4.765332395845131,8.67959168607378,-3.9142592902286486,14.471300240102812,3.0580094444767805,4.92757139254757,-9.705967844257682,1.7073229513683503,-0.16223899670243913,11.039074488889483,4.765332395845131,6.130758315353621,8.868942253978233
D512-2,train,K_scale_tail_spiral,4,3.3436106493323807,11.21526670210236,-7.871656052769979,17.686144058692637,2.5139498188497846,6.561883790113319,-14.342533409360257,0.8296608304825961,-3.218273140780938,14.107703915074245,3.3436106493323807,8.04713855720134,11.490957634031496
D564-8,train,K_scale_tail_spiral,6,4.250693872008832,8.101646026847817,-3.8509521548389847,11.653064328205572,3.399294537690645,7.16409055590109,-7.402370456196739,0.8513993343181872,-2.913396683892258,9.576222615399343,4.250693872008832,6.439166847452754,8.289548617691352
D631-7,train,K_scale_tail_spiral,16,13.770233303622243,18.851470061301907,-5.0812367576796635,26.330096093973044,10.35809255392164,10.521817679771978,-12.5598627903508,3.412140749700603,3.2484156238502653,21.603475760962713,13.770233303622243,15.963450869361207,18.987483553581797
DDO064,train,K_scale_tail_spiral,14,3.0159798726835874,10.235194379627096,-7.2192145069435085,17.940281191340095,2.7332917850477236,3.548332793859171,-14.924301318656507,0.2826880876358637,-0.5323529211755837,13.349007603223443,3.0159798726835874,6.7263896384071105,10.630185897250733
DDO154,train,K_scale_tail_spiral,12,8.067759837835728,16.52846892406072,-8.460709086224993,23.71217692693497,3.544983778635305,4.451832612674567,-15.64441708909924,4.522776059200424,3.615927225161162,19.560788527964284,8.067759837835728,13.22914175905278,16.795476485165096
DDO161,train,K_scale_tail_spiral,31,12.42685046806905,11.828428046712956,0.5984224213560942,23.323029110647877,13.579219703882607,18.569662825271475,-10.896178642578827,-1.1523692358135573,-6.142812357202425,16.192546053916768,12.42685046806905,7.593512450341746,11.699225635880351
DDO168,train,K_scale_tail_spiral,10,8.849770608826352,11.97697855778246,-3.127207948956107,21.018874222272622,6.727638673752554,7.879974549733663,-12.16910361344627,2.1221319350737984,0.9697960590926895,15.310682984824531,8.849770608826352,8.683456021234077,11.936796667288766
DDO170,train,K_scale_tail_spiral,8,4.728028401643501,15.67130090003081,-10.943272498387309,27.33402059077279,7.480201139884626,14.370201282342645,-22.60599218912929,-2.752172738241125,-9.642172880699144,20.72862532864623,4.728028401643501,10.152922753814094,16.132354617632103
ESO079-G014,train,K_thick_flared,15,24.65932880367972,24.43541316522804,0.22391563845167894,55.74658403541774,12.522654026496923,11.397542407404476,-31.08725523173802,12.136674777182797,13.261786396275244,37.849954257829644,22.995947145297432,12.460338092557048,24.65932880367972
ESO444-G084,train,K_scale_tail_spiral,7,16.781778479096992,25.630549515831543,-8.84877103673455,33.349804034715035,13.917114692092932,10.513209179623457,-16.568025555618043,2.8646637870040603,6.268569299473535,29.308483089519864,16.781778479096992,21.98799202323906,25.595173434735703
ESO563-G021,train,K_thick_flared,30,53.68296784936239,56.7981595544118,-3.115191705049405,117.979670125645,47.72714916375959,44.48667176928297,-64.29670227628262,5.9558186856028,9.19629608007942,80.87894340939728,62.314256958465606,27.201278295372514,53.68296784936239
F563-V1,train,K_scale_tail_spiral,6,16.96578112635197,6.05741821325874,10.908362913093232,4.948718563402544,23.66949222725619,29.338957960123544,12.017062562949427,-6.7037111009042185,-12.373176833771574,3.0526855751173687,16.96578112635197,10.029712677716644,5.0898563869422055
F563-V2,train,K_scale_tail_spiral,10,24.920117159108017,43.493589005891266,-18.57347184678325,59.03782298606215,26.238947803350438,23.428832485173935,-34.117705826954136,-1.3188306442424214,1.4912846739340822,51.63907803141738,24.920117159108017,35.34059922956954,43.50108975668687
F565-V2,train,K_scale_tail_spiral,7,17.77491545943478,30.767961224792668,-12.993045765357888,41.087913426981345,11.960771688430881,6.916649069723871,-23.312997967546565,5.814143771003899,10.85826638971091,35.133573477763726,17.77491545943478,25.892630584707906,31.27767961190636
F567-2,train,K_scale_tail_spiral,5,6.017535156890167,11.372763786612607,-5.35522862972244,20.874317404506115,14.016635993218337,19.406231954265397,-14.856782247615948,-7.99910083632817,-13.38869679737523,15.244793439732115,6.017535156890167,7.224387508743242,11.649110411362459
F568-3,train,K_exponential_disk,18,20.30939814295846,23.470261114176214,-3.160862971217753,44.56354544414182,9.11490703879206,7.976415983117765,-24.254147301183362,11.194491104166401,12.332982159840697,35.89628258523935,6.077970321479189,20.30939814295846,28.43653043581011
F568-V1,train,K_exponential_disk,15,43.447099891230216,46.30832438207437,-2.861224490844151,65.51997770587302,29.877210479611758,25.762065140172663,-22.0728778146428,13.569889411618458,17.685034751057554,57.133447474896364,30.376697185681433,43.447099891230216,51.41482848564531
F571-8,train,K_thick_flared,13,44.86376148372684,48.29945100238641,-3.435689518659572,55.62174794317093,30.175376192122503,28.290592925853005,-10.75798645944409,14.688385291604337,16.573168557873835,47.88353304918981,52.445418651135114,44.56940130683431,44.86376148372684
F571-V1,train,K_scale_tail_spiral,7,8.788866366920935,25.413603248228654,-16.62473688130772,39.794929421262424,3.5735232878164758,6.360130039546406,-31.00606305434149,5.215343079104459,2.428736327374529,31.567374112531024,8.788866366920935,18.60396866594513,26.069466966209813
F574-1,train,K_exponential_disk,14,24.62551289637664,28.923512839938137,-4.297999943561496,48.52533758837649,11.820788616096635,8.776912560877792,-23.899824691999846,12.804724280280006,15.84860033549885,39.35102786230684,13.99072435707188,24.62551289637664,33.42878630043569
F574-2,train,K_scale_tail_spiral,5,24.602059256654346,10.40990295055006,14.192156306104286,2.7676256767833216,32.6388165436646,38.74115873241575,21.834433579871025,-8.036757287010257,-14.139099475761402,5.590704724315234,24.602059256654346,16.21496722200393,9.424036905331018
F579-V1,train,K_thick_flared,14,36.82256826330432,29.629171326163654,7.193396937140665,55.68314744072652,19.63941142103888,18.38890176475787,-18.860579177422203,17.18315684226544,18.43366649854645,44.8649713527515,17.481747794003436,26.540794831736026,36.82256826330432
F583-1,train,K_scale_tail_spiral,25,16.416981928054447,29.00357494314012,-12.586593015085672,37.88119838848093,13.297286773674033,10.320140273858495,-21.464216460426485,3.1196951543804143,6.096841654195952,33.007401112315534,16.416981928054447,24.66806142994555,29.335262287159267
F583-4,train,K_thick_flared,12,17.756636935237744,13.464750831042913,4.29188610419483,28.256036139451535,2.089348476842753,5.381087823103697,-10.499399204213791,15.66728845839499,12.375549112134046,21.535983107884032,6.88884215750058,11.969427227744125,17.756636935237744
KK98-251,train,K_scale_tail_spiral,15,6.971716369637903,3.4003930457087574,3.5713233239291458,9.24231819672141,8.181219377823203,10.870651981388162,-2.2706018270835067,-1.2095030081852993,-3.898935611750259,5.482216985636278,6.971716369637903,1.7681506303846588,2.950811521105337
NGC0055,train,K_scale_tail_spiral,21,17.75571542383814,12.073816867086146,5.681898556751994,30.10483924708385,13.646013162608714,17.518196226309797,-12.349123823245709,4.109702261229426,0.23751919752834283,18.318151138222774,17.75571542383814,6.205210258249509,11.69808920478616
NGC0100,train,K_exponential_disk,21,16.08723706893035,22.035561629265143,-5.948324560334793,37.32423045477865,7.537919334963079,6.061732881040405,-21.2369933858483,8.549317733967271,10.025504187889943,28.70149840250179,14.070736170636607,16.08723706893035,23.334450314657023
NGC0247,train,K_exponential_disk,26,16.394852700306707,23.080106091243834,-6.6852533909371274,44.33874452179441,3.866312004062215,5.475417572666649,-27.943891821487703,12.528540696244491,10.919435127640057,33.204889472407366,9.638000176365953,16.394852700306707,26.397428624958174
NGC0289,train,K_thick_flared,28,38.56527697611617,34.92211209507084,3.6431648810453297,72.05791283517864,13.44827134683854,23.595309185371484,-33.492635859062474,25.117005629277628,14.969967790744683,52.89063732203701,27.87605320137431,23.999645761801204,38.56527697611617
NGC0300,train,K_exponential_disk,25,23.17437557677277,27.87648896054864,-4.70211338377587,46.47895971603302,9.83189803567648,5.607034629923943,-23.304584139260246,13.342477541096292,17.56734094684883,37.20575481312608,14.814423127648414,23.17437557677277,31.609288940871437
NGC0801,train,K_thick_flared,13,22.696472276512633,56.69045790219124,-33.993985625678604,53.955412557620825,31.348134413644825,35.306528941160416,-31.258940281108192,-8.651662137132192,-12.610056664647782,32.106110310672115,91.37732225580004,46.58794114010157,22.696472276512633
NGC0891,train,K_compact_finite,18,41.694619443269254,119.16866579889654,-77.47404635562728,42.48873191442031,29.637636010909365,32.67571266789567,-0.7941124711510597,12.056983432359889,9.018906775373587,41.694619443269254,171.37360748114008,114.90541341858788,71.22697649696167
NGC1003,train,K_scale_tail_spiral,36,23.51566038509253,39.594393808028265,-16.078733422935734,57.05520264141121,11.228797331872782,8.233924992844548,-33.53954225631868,12.286863053219749,15.281735392247983,46.80461630812024,23.51566038509253,31.7171147861956,40.261450329768955
NGC1090,train,K_thick_flared,24,17.48253926538088,33.74714052971838,-16.2646012643375,53.94427875610075,15.259685358845738,18.764009439287914,-36.46173949071987,2.222853906535141,-1.281470173907035,29.9770407878914,50.621000343216515,20.643380458047222,17.48253926538088
NGC1705,train,K_scale_tail_spiral,14,23.684388708629317,34.81257263411905,-11.128183925489733,44.86883854026655,20.59864390810048,16.95201559286103,-21.184449831637234,3.085744800528836,6.7323731157682865,39.33273444758456,23.684388708629317,29.864425873831276,35.24055758094131
NGC2366,train,K_scale_tail_spiral,26,6.499508111333921,8.284925813913238,-1.7854177025793172,18.91729119521532,8.175530891777854,11.387781875806942,-12.4177830838814,-1.6760227804439323,-4.888273764473021,12.436627831693638,6.499508111333921,3.985000222974357,8.433149387071719
NGC2403,train,K_exponential_disk,73,28.913004798775916,35.92052830015452,-7.007523501378607,50.70104801512085,9.860995949284607,6.239762201686606,-21.78804321634493,19.05200884949131,22.67324259708931,40.30875241688524,35.85513254638433,28.913004798775916,31.597699937194005
NGC2841,train,K_compact_finite,50,91.2816832286719,75.53746052971303,15.744222698958865,130.51149487715648,59.09007494417434,53.02346081870857,-39.229811648484585,32.191608284497555,38.258222409963324,91.2816832286719,90.57285918242692,63.23020332158577,72.80931908512638
NGC2903,train,K_thick_flared,34,43.76232950845597,66.97799274126812,-23.215663232812155,60.520087188359796,24.362146162225375,24.96300377208502,-16.757757679903825,19.400183346230595,18.79932573637095,43.14271740574404,96.24987703125747,61.54138378680287,43.76232950845597
NGC2915,train,K_scale_tail_spiral,30,31.70030344866071,43.38977105792504,-11.68946760926433,53.35994986959267,26.00786566771677,20.629433034344654,-21.65964642093196,5.692437780943937,11.070870414316055,47.66716823019823,31.70030344866071,38.66149271854379,43.84065222503309
NGC2955,train,K_compact_finite,24,42.37912971140398,129.08621173741753,-86.70708202601355,42.64993554277889,19.782113998497127,23.273161362253415,-0.27080583137490777,22.597015712906856,19.10596834915057,42.37912971140398,202.79729590287096,117.59422350873072,66.86711580065086
NGC2976,train,K_thick_flared,27,4.8864811407227196,16.218067825107475,-11.331586684384757,14.260040448565771,5.11693008193194,5.678104979086942,-9.373559307843053,-0.23044894120922077,-0.791623838364222,3.975825057044729,29.093137182112113,15.585241236165588,4.8864811407227196
NGC2998,train,K_thick_flared,13,36.40582984911838,52.01525482505622,-15.609424975937834,71.792278099358,27.11504519134483,27.07347466768693,-35.38644825023962,9.290784657773553,9.332355181431453,52.70195542515721,67.38438078728106,35.95942826273037,36.40582984911838
NGC3109,train,K_scale_tail_spiral,25,14.9234997662854,24.102074580254243,-9.178574813968844,32.07944925871144,9.323880057063088,5.041785679362137,-17.155949492426043,5.599619709222312,9.881714086923262,27.411139093204618,14.9234997662854,20.412317589783786,24.482767057774318
NGC3198,train,K_thick_flared,43,32.421847235172486,38.35778086143711,-5.935933626264621,56.10018925823561,7.704000492040528,11.179050056995646,-23.678342023063124,24.717846743131958,21.24279717817684,42.48563417901129,42.993448783088944,29.59425962221109,32.421847235172486
NGC3521,train,K_thick_flared,41,50.9942107877018,98.26787571643594,-47.273664928734135,35.20819118432227,7.110920589361769,6.814883835390855,15.786019603379536,43.883290198340035,44.179326952310944,32.49876886706365,170.05567729517384,92.24918098707033,50.9942107877018
NGC3741,train,K_scale_tail_spiral,21,14.045051394992436,20.408953990268948,-6.363902595276512,25.903475084314856,7.821498388140469,2.7212527031991094,-11.85842368932242,6.223553006851967,11.323798691793327,23.047110039151598,14.045051394992436,17.716436305573076,20.46331562608217
NGC3769,train,K_thick_flared,12,29.379520222294094,34.27096185821303,-4.891441635918934,50.35656246265608,11.2553126000523,15.980528592616563,-20.977042240361985,18.124207622241794,13.39899162967753,37.561996891434745,38.011674729314194,27.23921395389014,29.379520222294094
NGC3877,train,K_thick_flared,13,26.16168300924219,52.362493159473495,-26.200810150231305,33.84095588590208,22.419419150236873,23.91875443404216,-7.679272876659894,3.742263859005316,2.242928575200029,17.592610135099008,86.23574236822525,53.259126975096216,26.16168300924219
NGC3893,train,K_thick_flared,10,24.002485151588708,46.7365316675372,-22.734046515948492,58.424136708413236,7.421761571780209,6.883534927974165,-34.42165155682453,16.5807235798085,17.118950223614544,32.50899652364096,70.95800326809629,36.742595210874335,24.002485151588708
NGC3917,train,K_exponential_disk,17,7.986347825118279,25.59549530711422,-17.60914748199594,50.96833813740423,6.899654025227952,6.637702160319162,-42.98199031228595,1.0866937998903268,1.3486456647991165,33.10029629065107,21.198950117595054,7.986347825118279,22.48723951309654
NGC3953,train,K_thick_flared,8,19.41391578930314,59.85665585800165,-40.44274006869851,49.90378454420272,10.449994650865388,10.343662263567392,-30.489868754899582,8.963921138437751,9.070253525735748,11.18059605652446,109.03338477508841,59.35598674239207,19.41391578930314
NGC3992,train,K_thick_flared,9,47.935323598068905,51.80459267256588,-3.8692690744969767,105.26043069104036,21.62991458359259,18.53931925672739,-57.32510709297145,26.305409014476314,29.396004341341516,69.27887218287078,57.85044719650468,28.284458638322175,47.935323598068905
NGC4010,train,K_exponential_disk,12,18.6376029108781,24.207766797156363,-5.570163886278262,36.86370394291005,10.799199499954586,11.798351296716529,-18.22610103203195,7.838403410923515,6.839251614161572,20.746740807814053,36.561780813745614,18.6376029108781,15.314778769909422
NGC4051,train,K_thick_flared,7,27.42402700495685,52.89523481837606,-25.47120781341921,23.600374430425113,23.162699244292835,25.364933901873997,3.8236525745317387,4.261327760664017,2.059093103082855,10.510812580602726,91.57767819511577,56.59721367940968,27.42402700495685
NGC4068,train,K_scale_tail_spiral,6,10.58934709219859,4.4566305803076425,6.132716511890948,9.428676806463026,9.789559083112076,11.389697947293712,1.1606702857355646,0.7997880090865142,-0.8003508550951217,5.0922872969938915,10.58934709219859,4.9979844169943,3.2796200269347375
NGC4085,train,K_thick_flared,7,32.514645467783645,52.666061847086006,-20.15141637930236,21.937902793068105,21.45520895763762,23.247876990413115,10.57674267471554,11.059436510146025,9.26676847737053,18.373021721152018,84.50619801912065,55.11896580098536,32.514645467783645
NGC4100,train,K_thick_flared,24,26.858884383360344,38.94623071892128,-12.087346335560934,66.37776887597958,10.799906207475212,9.873831807311648,-39.518884492619236,16.05897817588513,16.985052576048695,39.860617600349556,52.671664374019656,24.306410182394636,26.858884383360344
NGC4138,train,K_compact_finite,7,28.8295997657184,38.43916633446058,-9.609566568742181,55.13347538266021,9.51519890085038,10.185247994852606,-26.30387561694181,19.31440086486802,18.644351770865793,28.8295997657184,60.23657364130407,31.89318735212233,23.18773800995534
NGC4157,train,K_thick_flared,17,34.63775005363223,61.304976078855255,-26.667226025223023,52.61576992556368,20.216389281228402,23.480615178680974,-17.97801987193145,14.42136077240383,11.157134874951257,29.409835222684542,97.27899845844387,57.22609455543735,34.63775005363223
NGC4217,train,K_compact_finite,19,59.90812230113488,125.03058584956885,-65.12246354843397,47.85850745851352,52.35219166022327,55.35556407681141,12.04961484262136,7.555930640911612,4.5525582243234695,59.90812230113488,170.00713330838533,121.16162539681378,83.92299884350739
NGC4559,train,K_exponential_disk,32,17.51086075732719,25.053233733357654,-7.542372976030464,39.983139647321316,15.385306161864646,18.985298676354127,-22.472278889994126,2.1255545954625443,-1.4744379190269363,22.605913904931388,37.42219608572761,17.51086075732719,15.13159120941395
NGC5005,train,K_compact_finite,18,44.94024879951749,138.52266494131786,-93.58241614180037,32.137765803626486,12.481746631320759,13.97796581666026,12.802482995891005,32.45850216819673,30.962282982857232,44.94024879951749,205.2133654883423,133.2367605287542,77.11786880685708
