star_scale,h2_scale,height_pc,radius_kpc,vobs_km_s,vobs_error_km_s,vbar_km_s,dark_discrepancy_ratio,delta_v2_km2_s2
0.7,1.3,600,3.334302959784743,153.62964013002227,0.6701733598026943,123.0638998649713,1.5584349496007497,8457.342876504463
0.7,1.3,600,4.286960948294669,158.8047410177566,0.6636871568350399,125.60585691768289,1.5984797772708608,9442.114477691324
0.7,1.3,600,5.239618936804596,163.05047281610953,0.5580974480626919,125.27271205766232,1.694069274562624,10892.2042992749
0.7,1.3,600,6.1922769253145225,166.13549743976645,0.5385983182734696,122.63693018785851,1.8351954787347664,12561.186863656963
0.7,1.3,600,7.144934913824449,169.86579822664316,0.5657370151104272,125.4388627762542,1.8337818604940455,13119.481112574716
0.7,1.3,600,8.097592902334375,176.49473898283327,0.7036771719934145,124.47120909854463,2.0106001569494056,15657.310994164824
0.7,1.3,600,9.050250890844302,183.97979871645208,0.8800818482819364,123.25853379642142,2.227954329637431,18655.900182102665
0.7,1.3,600,10.002908879354228,196.99141192423437,2.466807083805094,119.82087852424208,2.7028975646474076,24448.573441582208
0.7,1.3,600,10.955566867864157,,,121.01977639595762,,
1.0,0.7,100,0.4763289942549633,54.52743543622388,4.677145178394439,68.51506403645952,0.6333707577512155,-1721.0727846685845
1.0,0.7,100,1.4289869827648898,109.28503789126859,2.0218333338728773,131.72543272351112,0.6883069369543494,-5408.370119300245
1.0,0.7,100,2.381644971274816,141.5127105405909,0.8595435931450939,143.17913159634028,0.9768580303888544,-474.41648013706435
1.0,0.7,100,3.334302959784743,153.62964013002227,0.6701733598026943,146.05877051776883,1.1063556176651705,2268.901881317888
1.0,0.7,100,4.286960948294669,158.8047410177566,0.6636871568350399,146.00798059758304,1.1829700215109156,3900.6153715325636
1.0,0.7,100,5.239618936804596,163.05047281610953,0.5580974480626919,141.7502274846644,1.323111962423892,6492.3296936027655
1.0,0.7,100,6.1922769253145225,166.13549743976645,0.5385983182734696,138.4253289971823,1.4404352591842255,8439.431801580486
1.0,0.7,100,7.144934913824449,169.86579822664316,0.5657370151104272,141.68387539996812,1.4373781338039366,8780.068858820956
1.0,0.7,100,8.097592902334375,176.49473898283327,0.7036771719934145,140.28464709360532,1.582862683943171,11470.610678441059
1.0,0.7,100,9.050250890844302,183.97979871645208,0.8800818482819364,138.94625109401622,1.753261158444215,14542.505642664823
1.0,0.7,100,10.002908879354228,196.99141192423437,2.466807083805094,135.16092562269878,2.1241846755298686,20537.140556718674
1.0,0.7,100,10.955566867864157,,,140.2489260546977,,
1.0,0.7,300,0.4763289942549633,54.52743543622388,4.677145178394439,60.52810937702132,0.8115512049616801,-690.4108095050929
1.0,0.7,300,1.4289869827648898,109.28503789126859,2.0218333338728773,119.40873052557366,0.8376242689232343,-2315.225418833057
1.0,0.7,300,2.381644971274816,141.5127105405909,0.8595435931450939,136.13485255679424,1.0805683639471328,1493.1491638849548
1.0,0.7,300,3.334302959784743,153.62964013002227,0.6701733598026943,141.2541402879188,1.182898970970213,3649.3341780011033
1.0,0.7,300,4.286960948294669,158.8047410177566,0.6636871568350399,142.20058157799696,1.2471657699235477,4997.940368596181
1.0,0.7,300,5.239618936804596,163.05047281610953,0.5580974480626919,139.52750994134183,1.3656029226739343,7117.530655125629
1.0,0.7,300,6.1922769253145225,166.13549743976645,0.5385983182734696,136.3459815619564,1.48470505350193,9010.776821465293
1.0,0.7,300,7.144934913824449,169.86579822664316,0.5657370151104272,139.6462573539329,1.479630541516444,9353.31221421379
1.0,0.7,300,8.097592902334375,176.49473898283327,0.7036771719934145,138.5420695111918,1.6229314904365562,11956.487864174542
1.0,0.7,300,9.050250890844302,183.97979871645208,0.8800818482819364,137.40370704476643,1.7928476205314847,14968.787626102228
