galaxy,r,vobs,v_v6,v_mond,scalar_kernel_K_thick_flared,scalar_v_K_thick_flared,closure_source_kernel_K_thick_flared,closure_source_v_K_thick_flared,post22_policy,closure_policy,locality_width_kpc,closure_minus_scalar_kernel,closure_minus_scalar_v,accepted_endpoint_ready,endpoint_scores_allowed,endpoint_scores_computed,claim_boundary
NGC2683,34.62,151.0,159.0282518636722,171.31311319176228,0.07185775138497694,158.9100564161082,1.239887798933141e-14,159.02825186367218,post22_hold_plateau_upper,flare_gradient_source,2.20964580039598,-0.07185775138496454,0.11819544756397704,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,2.89,189.0,182.57254209976787,186.12443395598484,0.3038169885153724,182.13689478704524,0.00018904588012474806,182.57227134752267,post22_hold_plateau_upper,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.30362794263524767,0.43537656047743667,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,5.77,212.0,205.56864510633676,209.5771422919674,0.3766178918518042,205.08903206081536,0.010506794351233676,205.55528015239497,post22_hold_plateau_upper,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.3661110975005705,0.4662480915796152,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,8.66,206.0,195.64916509459607,198.6571645172199,0.3160977746167923,195.2262501146387,0.18579629317297727,195.40069455882121,post22_hold_plateau_upper,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.130301481443815,0.17444444418251237,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,11.54,200.0,196.70526142594747,199.23787024790695,0.24500341109735052,196.3793075713338,0.8889625251736004,195.51998979671097,post22_hold_plateau_upper,flare_gradient_plus_ring_offset_source,2.20964580039598,0.64395911407625,-0.8593177746228378,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,14.43,172.0,187.4279088764902,189.83588634373183,0.19131466300897648,187.16081523898893,1.4740084096075297,185.36011140787102,post22_hold_plateau_upper,flare_gradient_plus_ring_offset_source,2.20964580039598,1.2826937465985533,-1.8007038311179144,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,17.31,190.0,181.7602782353024,184.7993948227998,0.15457584076646716,181.53776874449616,0.9451638527699229,180.39543822643623,post22_hold_plateau_upper,flare_gradient_plus_ring_offset_source,2.20964580039598,0.7905880120034557,-1.1423305180599357,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,20.2,169.0,176.5568570911684,180.7381105181678,0.12916950845671588,176.36545314863014,0.20714468933593108,176.2498085718046,post22_hold_plateau_upper,flare_gradient_plus_ring_offset_source,2.20964580039598,0.0779751808792152,-0.11564457682553098,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,23.08,150.0,171.799957872427,177.44750044150263,0.11108188223284346,171.63080708706644,0.07959021774914801,171.6787781865262,post22_hold_plateau_upper,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.03149166448369545,0.04797109945974398,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,28.85,160.0,164.68501847149776,173.6060661295253,0.08709726177474804,164.54667048038692,0.01721982336776098,164.65767518928863,post22_hold_plateau_upper,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.06987743840698706,0.111004708901703,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,31.74,155.0,161.7099539887288,172.32238891390995,0.07871035561685308,161.5826312076643,0.001478296687258267,161.70756360265472,post22_hold_plateau_upper,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.07723205892959481,0.12493239499042375,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,34.62,151.0,159.0282518636722,171.31311319176228,0.07185775138497694,158.9100564161082,4.646225450818233e-05,159.0281754684693,post22_hold_plateau_upper,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.07181128913046876,0.1181190523610951,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,2.89,189.0,182.57254209976787,186.12443395598484,0.3038169885153724,182.13689478704524,0.0001890460639125786,182.5722713472595,post22_linear_taper_to_inner_height,flare_gradient_source,2.20964580039598,-0.30362794245145985,0.43537656021425164,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,5.77,212.0,205.56864510633676,209.5771422919674,0.3766178918518042,205.08903206081536,0.010506804562236042,205.55528013940585,post22_linear_taper_to_inner_height,flare_gradient_source,2.20964580039598,-0.3661110872895682,0.4662480785904961,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,8.66,206.0,195.64916509459607,198.6571645172199,0.3160977746167923,195.2262501146387,0.18579647040686945,195.40069432165072,post22_linear_taper_to_inner_height,flare_gradient_source,2.20964580039598,-0.13030130420992284,0.1744442070120158,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,11.54,200.0,196.70526142594747,199.23787024790695,0.24500341109735052,196.3793075713338,0.8889623788687762,195.51998999237344,post22_linear_taper_to_inner_height,flare_gradient_source,2.20964580039598,0.6439589677714257,-0.859317578960372,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,14.43,172.0,187.4279088764902,189.83588634373183,0.19131466300897648,187.16081523898893,1.4739143978686147,185.36024402683736,post22_linear_taper_to_inner_height,flare_gradient_source,2.20964580039598,1.2825997348596383,-1.8005712121515671,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,17.31,190.0,181.7602782353024,184.7993948227998,0.15457584076646716,181.53776874449616,0.9423965529752403,180.39944934797546,post22_linear_taper_to_inner_height,flare_gradient_source,2.20964580039598,0.7878207122087731,-1.1383193965207,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,20.2,169.0,176.5568570911684,180.7381105181678,0.12916950845671588,176.36545314863014,0.18190696778102852,176.2872468060717,post22_linear_taper_to_inner_height,flare_gradient_source,2.20964580039598,0.05273745932431265,-0.07820634255844539,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,23.08,150.0,171.799957872427,177.44750044150263,0.11108188223284346,171.63080708706644,0.008359274953694205,171.7872345178792,post22_linear_taper_to_inner_height,flare_gradient_source,2.20964580039598,-0.10272260727914925,0.15642743081275512,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,28.85,160.0,164.68501847149776,173.6060661295253,0.08709726177474804,164.54667048038692,1.4935433475033487e-07,164.68501823435835,post22_linear_taper_to_inner_height,flare_gradient_source,2.20964580039598,-0.08709711242041329,0.13834775397143062,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,31.74,155.0,161.7099539887288,172.32238891390995,0.07871035561685308,161.5826312076643,5.325145873563923e-11,161.7099539886427,post22_linear_taper_to_inner_height,flare_gradient_source,2.20964580039598,-0.07871035556360162,0.12732278097840322,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,34.62,151.0,159.0282518636722,171.31311319176228,0.07185775138497694,158.9100564161082,4.2850831882637945e-15,159.0282518636722,post22_linear_taper_to_inner_height,flare_gradient_source,2.20964580039598,-0.07185775138497265,0.11819544756400546,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,2.89,189.0,182.57254209976787,186.12443395598484,0.3038169885153724,182.13689478704524,0.00018904588012474806,182.57227134752267,post22_linear_taper_to_inner_height,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.30362794263524767,0.43537656047743667,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,5.77,212.0,205.56864510633676,209.5771422919674,0.3766178918518042,205.08903206081536,0.010506794351233676,205.55528015239497,post22_linear_taper_to_inner_height,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.3661110975005705,0.4662480915796152,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,8.66,206.0,195.64916509459607,198.6571645172199,0.3160977746167923,195.2262501146387,0.18579629317297727,195.40069455882121,post22_linear_taper_to_inner_height,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.130301481443815,0.17444444418251237,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,11.54,200.0,196.70526142594747,199.23787024790695,0.24500341109735052,196.3793075713338,0.8889625251736004,195.51998979671097,post22_linear_taper_to_inner_height,flare_gradient_plus_ring_offset_source,2.20964580039598,0.64395911407625,-0.8593177746228378,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,14.43,172.0,187.4279088764902,189.83588634373183,0.19131466300897648,187.16081523898893,1.4740084096075297,185.36011140787102,post22_linear_taper_to_inner_height,flare_gradient_plus_ring_offset_source,2.20964580039598,1.2826937465985533,-1.8007038311179144,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,17.31,190.0,181.7602782353024,184.7993948227998,0.15457584076646716,181.53776874449616,0.9451638527699229,180.39543822643623,post22_linear_taper_to_inner_height,flare_gradient_plus_ring_offset_source,2.20964580039598,0.7905880120034557,-1.1423305180599357,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,20.2,169.0,176.5568570911684,180.7381105181678,0.12916950845671588,176.36545314863014,0.2071446893359309,176.2498085718046,post22_linear_taper_to_inner_height,flare_gradient_plus_ring_offset_source,2.20964580039598,0.07797518087921501,-0.11564457682553098,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,23.08,150.0,171.799957872427,177.44750044150263,0.11108188223284346,171.63080708706644,0.07959021774914604,171.6787781865262,post22_linear_taper_to_inner_height,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.03149166448369742,0.04797109945974398,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,28.85,160.0,164.68501847149776,173.6060661295253,0.08709726177474804,164.54667048038692,0.017219823367754045,164.65767518928863,post22_linear_taper_to_inner_height,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.069877438406994,0.111004708901703,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,31.74,155.0,161.7099539887288,172.32238891390995,0.07871035561685308,161.5826312076643,0.0014782966872507132,161.70756360265472,post22_linear_taper_to_inner_height,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.07723205892960236,0.12493239499042375,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
NGC2683,34.62,151.0,159.0282518636722,171.31311319176228,0.07185775138497694,158.9100564161082,4.646225450006854e-05,159.0281754684693,post22_linear_taper_to_inner_height,flare_gradient_plus_ring_offset_source,2.20964580039598,-0.07181128913047687,0.1181190523610951,False,False,True,s4g75_ngc2683_flare_closure_source_prototype_not_validation
