galaxy,split,component_family,intake_weight,component_evidence_status,evidence_gate,orientation_sign,orientation_sign_proof_status,evidence_gate_proof_status,closure_fraction_c,source_vn2_median,kernel_scale,signed_source_strength_v2,beta_source_normalized,uses_vobs_or_residual,claim_boundary
NGC3972,holdout,K_thick_flared,0.121858330194059,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.5887466864328924,4670.377574999999,0.47596881801221086,-117.27453924366205,-246.39122313397723,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4013,holdout,K_compact_finite,0.3183692660409564,SOURCE_CANDIDATE_COMPACT_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.649767453635865,11524.013209999997,0.03015169394838097,2383.9263704757063,79064.42585139447,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4013,holdout,K_scale_tail_spiral,0.2864132608303025,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.649767453635865,11524.013209999997,0.4969854360588392,2144.6420813102545,4315.301668229057,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4013,holdout,K_exponential_disk,0.287092282790896,SOURCE_CANDIDATE_S4G_SCALE_READY,1.0,-1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.649767453635865,11524.013209999997,2.000025605369872,-2149.7265493499012,-1074.849513715273,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4013,holdout,K_thick_flared,0.1081251903378448,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.649767453635865,11524.013209999997,1.84812241032651,-283.37180129716654,-153.32956286542887,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4088,holdout,K_compact_finite,0.329002204088653,SOURCE_CANDIDATE_COMPACT_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.4913862281851751,21386.747325,0.05207407109695825,3457.5345333936957,66396.47065342769,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4088,holdout,K_scale_tail_spiral,0.3445494031288835,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.4913862281851751,21386.747325,0.508505760506508,3620.9224284020142,7120.710736482744,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4088,holdout,K_exponential_disk,0.3264483927824635,SOURCE_CANDIDATE_S4G_SCALE_READY,1.0,-1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.4913862281851751,21386.747325,1.2002243459261015,-3430.696139385423,-2858.3790614064524,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4088,holdout,K_thick_flared,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.4913862281851751,21386.747325,1.112868475904623,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4183,holdout,K_compact_finite,0.2080653071807955,SOURCE_CANDIDATE_COMPACT_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.765563445114896,3135.4038,0.053690725007217124,499.42967139686084,9301.97294467019,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4183,holdout,K_scale_tail_spiral,0.2869569881582913,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.765563445114896,3135.4038,0.5241362871851312,688.7973600346397,1314.1569795402247,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4183,holdout,K_exponential_disk,0.3259460381869133,SOURCE_CANDIDATE_S4G_SCALE_READY,1.0,-1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.765563445114896,3135.4038,1.0840865710402006,-782.3847471282039,-721.6995100100647,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4183,holdout,K_thick_flared,0.1790316664739998,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.765563445114896,3135.4038,0.9733525123577138,-150.4085647381211,-154.52630247369711,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4214,holdout,K_compact_finite,0.3067899409704425,SOURCE_CANDIDATE_COMPACT_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7378930370059062,1010.7861750000001,0.19995210727969348,228.81991572913088,1144.373614472875,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4214,holdout,K_scale_tail_spiral,0.2748601395244087,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7378930370059062,1010.7861750000001,0.5142098009404261,205.00500689275137,398.6796955597162,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4214,holdout,K_exponential_disk,0.4183499195051487,SOURCE_CANDIDATE_S4G_SCALE_READY,1.0,-1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7378930370059062,1010.7861750000001,0.3072410871281813,-312.0271578124511,-1015.5775737190808,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4214,holdout,K_thick_flared,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7378930370059062,1010.7861750000001,0.27947058364753735,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4389,holdout,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.39427404276791456,9588.5405,0.20634451296781278,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4389,holdout,K_scale_tail_spiral,0.3673340928385478,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.39427404276791456,9588.5405,0.48855026890958014,1388.7111763694293,2842.5144038278054,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4389,holdout,K_exponential_disk,0.6326659071614523,SOURCE_CANDIDATE_S4G_SCALE_READY,1.0,-1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.39427404276791456,9588.5405,0.336956357983268,-2391.801450809452,-7098.252916563812,False,tau_side_source_normalization_formula_conditional_not_validation
NGC4389,holdout,K_thick_flared,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.39427404276791456,9588.5405,0.3166965542242119,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5907,holdout,K_compact_finite,0.2187210918963451,SOURCE_CANDIDATE_COMPACT_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.6634000298195578,18479.847650000003,0.0220799293442261,2681.418111896162,121441.42628777715,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5907,holdout,K_scale_tail_spiral,0.258488563150226,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.6634000298195578,18479.847650000003,0.5090347331960808,3168.9486776954645,6225.407562659936,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5907,holdout,K_exponential_disk,0.3728079833226833,SOURCE_CANDIDATE_S4G_SCALE_READY,1.0,-1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.6634000298195578,18479.847650000003,2.9693124162242563,-4570.451208311793,-1539.2288070931677,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5907,holdout,K_thick_flared,0.1499823616307455,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.6634000298195578,18479.847650000003,2.7223140375489385,-643.5497194586128,-236.39804614093637,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5985,holdout,K_compact_finite,0.3155837368589197,SOURCE_CANDIDATE_COMPACT_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.4985669207261346,23564.50022,0.03457814661134163,3707.6293196328224,107224.63992378124,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5985,holdout,K_scale_tail_spiral,0.3505023762385207,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.4985669207261346,23564.50022,0.5217861043913078,4117.870266945551,7891.874145918993,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5985,holdout,K_exponential_disk,0.3339138869025597,SOURCE_CANDIDATE_S4G_SCALE_READY,1.0,-1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.4985669207261346,23564.50022,1.6460914422242694,-3922.980726557351,-2383.2094778747232,False,tau_side_source_normalization_formula_conditional_not_validation
NGC5985,holdout,K_thick_flared,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.4985669207261346,23564.50022,1.5378575636291716,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6789,holdout,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.6443592395334848,269.894775,1.3816288644498875,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6789,holdout,K_scale_tail_spiral,0.4003230995544382,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.6443592395334848,269.894775,0.4940678198450004,69.61986677166358,140.91155905176097,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6789,holdout,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.6443592395334848,269.894775,0.04141085386241353,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6789,holdout,K_thick_flared,0.5996769004455618,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.6443592395334848,269.894775,0.03559732958673798,-36.501263820489086,-1025.3933158538912,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6946,holdout,K_compact_finite,0.4314391726256514,SOURCE_CANDIDATE_COMPACT_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.5293732897996126,16298.57157,0.05139236060218325,3722.4694563095813,72432.35011375297,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6946,holdout,K_scale_tail_spiral,0.5685608273743487,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.5293732897996126,16298.57157,0.5135266126102571,4905.558994735758,9552.68699668901,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6946,holdout,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.5293732897996126,16298.57157,1.0813148546843576,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6946,holdout,K_thick_flared,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.5293732897996126,16298.57157,1.0143211979644478,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
NGC7331,holdout,K_compact_finite,0.3116598671481627,SOURCE_CANDIDATE_COMPACT_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.4681867590527362,35524.89925,0.029690026081220598,5183.616495644707,174591.17352959907,False,tau_side_source_normalization_formula_conditional_not_validation
NGC7331,holdout,K_scale_tail_spiral,0.5122912776343747,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.4681867590527362,35524.89925,0.5169510946007936,8520.575785454004,16482.363369467028,False,tau_side_source_normalization_formula_conditional_not_validation
NGC7331,holdout,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.4681867590527362,35524.89925,1.819822000594907,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
NGC7331,holdout,K_thick_flared,0.1760488552174627,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.4681867590527362,35524.89925,1.7082817906956558,-1024.8333075518194,-599.92052431495,False,tau_side_source_normalization_formula_conditional_not_validation
