baryonic_sensitivity,radius_kpc,radius_over_bar,inside_source_support,q_required,q_morph_prefrozen,q_response_fraction,q_post_open_scaled_diagnostic
vbar_alpha5.50_h0.5_km_s,4.079703294305869,1.1269898603054886,True,0.5694548704668327,0.1954079802767588,0.3431491948019788,0.830047870190272
vbar_alpha5.50_h0.5_km_s,4.319685841029743,1.193283381499929,True,0.5812482999692183,0.1959538693642558,0.33712592256120677,0.8323666806799729
vbar_alpha5.50_h0.5_km_s,4.559668387753618,1.2595769026943695,True,0.5946999036211806,0.1962237128995601,0.32995416966563546,0.8335129135587259
vbar_alpha5.50_h0.5_km_s,4.7996509344774925,1.32587042388881,True,0.651818163579077,0.1964935564348643,0.3014545580563991,0.8346591464374785
vbar_alpha5.50_h0.5_km_s,5.039633481201367,1.3921639450832506,True,0.7515016924351838,0.1966917549579629,0.26173161942004186,0.8355010478876642
vbar_alpha5.50_h0.5_km_s,5.2796160279252415,1.458457466277691,True,0.8553540277502127,0.1968591148216046,0.23014928139099491,0.8362119538505342
vbar_alpha5.50_h0.5_km_s,5.519598574649116,1.5247509874721314,True,0.926449123532493,0.1970327443410862,0.21267519104536747,0.8369494918602088
vbar_alpha5.50_h0.5_km_s,5.7595811213729915,1.591044508666572,True,0.7984818494894466,0.1972218516845706,0.2469960360535124,0.8377527760836794
vbar_alpha5.50_h0.5_km_s,5.999563668096866,1.6573380298610128,True,0.97974702230827,0.1974109590280551,0.20149176729617171,0.8385560603071504
vbar_alpha5.50_h0.5_km_s,6.239546214820741,1.7236315510554532,True,1.0374967824420223,0.1977450905615264,0.1905982687445846,0.8399753737217225
vbar_alpha5.50_h0.5_km_s,6.479528761544615,1.7899250722498936,True,0.9729728571321801,0.1981078530270057,0.20361087318604654,0.8415163047084182
vbar_alpha5.50_h0.5_km_s,6.71951130826849,1.856218593444334,False,1.092160892627959,0.1983492473126655,0.18161174663139357,0.842541691759675
