galaxy,model_id,model_family,branch_id,epsilon_cross,lambda_multiplier,scenario_role,endpoint_selected,r_kpc,x_R_over_RHI,vobs_kms,vpred_kms,residual_kms,uses_vobs_for_generation,uses_vobs_for_scoring,validation_claim_allowed,claim_boundary
NGC4088,TPG_V6_v_v6,TPG_v6_proxy,,,,baseline,False,5.24,0.235474299367733,162.0,202.51799266900144,40.517992669001444,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TPG_V6_v_v6,TPG_v6_proxy,,,,baseline,False,6.98,0.3136661468677054,179.0,226.41930653075633,47.41930653075633,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TPG_V6_v_v6,TPG_v6_proxy,,,,baseline,False,8.72,0.3918579943676778,182.0,222.42097515571095,40.42097515571095,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TPG_V6_v_v6,TPG_v6_proxy,,,,baseline,False,10.47,0.4704992203015581,179.0,222.03399227198597,43.033992271985966,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TPG_V6_v_v6,TPG_v6_proxy,,,,baseline,False,12.19,0.5477923109337147,174.0,222.10930118504243,48.109301185042426,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TPG_V6_v_v6,TPG_v6_proxy,,,,baseline,False,13.94,0.626433536867595,171.0,215.381726767486,44.381726767485986,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TPG_V6_v_v6,TPG_v6_proxy,,,,baseline,False,15.68,0.7046253843675674,168.0,210.570287905297,42.57028790529699,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TPG_V6_v_v6,TPG_v6_proxy,,,,baseline,False,17.42,0.7828172318675399,165.0,207.1220306994978,42.1220306994978,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TPG_V6_v_v6,TPG_v6_proxy,,,,baseline,False,19.28,0.866401620574407,171.0,203.71557098320503,32.715570983205026,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TPG_V6_v_v6,TPG_v6_proxy,,,,baseline,False,21.48,0.965264876034142,174.0,199.86006002694677,25.86006002694677,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,1.74,0.0781918474999724,84.9,117.44130195086554,32.54130195086553,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,3.5,0.1572824518677605,136.0,157.33782165524056,21.33782165524056,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,5.24,0.235474299367733,162.0,206.5140908238078,44.514090823807805,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,6.98,0.3136661468677054,179.0,230.83703463110368,51.83703463110368,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,8.72,0.3918579943676778,182.0,226.38794443510452,44.387944435104515,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,10.47,0.4704992203015581,179.0,225.59386786491223,46.59386786491223,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,12.19,0.5477923109337147,174.0,225.32345364652272,51.32345364652272,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,13.94,0.626433536867595,171.0,218.14456220987327,47.14456220987327,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,15.68,0.7046253843675674,168.0,213.15657813085653,45.15657813085653,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,17.42,0.7828172318675399,165.0,209.7649343684222,44.76493436842219,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,19.28,0.866401620574407,171.0,206.6286972418807,35.6286972418807,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,MOND_v_mond,MOND_proxy,,,,baseline,False,21.48,0.965264876034142,174.0,203.33421260713777,29.334212607137772,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,1.74,0.0781918474999724,84.9,96.9584818362994,12.058481836299393,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,3.5,0.1572824518677605,136.0,127.47013944449893,-8.529860555501074,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,5.24,0.235474299367733,162.0,171.20843495575795,9.208434955757951,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,6.98,0.3136661468677054,179.0,190.38077052127497,11.380770521274968,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,8.72,0.3918579943676778,182.0,180.8664485153445,-1.1335514846554986,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,10.47,0.4704992203015581,179.0,176.26519585747448,-2.734804142525519,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,12.19,0.5477923109337147,174.0,173.07554093306152,-0.924459066938482,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,13.94,0.626433536867595,171.0,163.7615125461167,-7.238487453883295,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,15.68,0.7046253843675674,168.0,157.62176310925892,-10.378236890741078,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,17.42,0.7828172318675399,165.0,153.78072057299877,-11.219279427001226,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,19.28,0.866401620574407,171.0,150.83986584559918,-20.160134154400822,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps0,TauCore_warp_preflight,p1,0.0,1.0,predeclared_fixed_epsilon_zero,False,21.48,0.965264876034142,174.0,148.5333200102567,-25.466679989743312,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,1.74,0.0781918474999724,84.9,96.9584818362994,12.058481836299393,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,3.5,0.1572824518677605,136.0,127.47013944449893,-8.529860555501074,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,5.24,0.235474299367733,162.0,171.20843495575795,9.208434955757951,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,6.98,0.3136661468677054,179.0,189.58158188290682,10.581581882906818,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,8.72,0.3918579943676778,182.0,177.90655049890282,-4.093449501097183,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,10.47,0.4704992203015581,179.0,172.06627521122806,-6.93372478877194,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,12.19,0.5477923109337147,174.0,167.74920357569886,-6.250796424301143,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,13.94,0.626433536867595,171.0,157.52617429175925,-13.473825708240753,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,15.68,0.7046253843675674,168.0,151.6244148297709,-16.3755851702291,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,17.42,0.7828172318675399,165.0,148.13012306058206,-16.869876939417935,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,19.28,0.866401620574407,171.0,147.08810847129263,-23.911891528707372,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps0,TauCore_warp_preflight,p2,0.0,1.0,predeclared_fixed_epsilon_zero,False,21.48,0.965264876034142,174.0,147.55180464497263,-26.448195355027366,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,1.74,0.0781918474999724,84.9,96.9584818362994,12.058481836299393,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,3.5,0.1572824518677605,136.0,127.47013944449893,-8.529860555501074,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,5.24,0.235474299367733,162.0,171.20843495575795,9.208434955757951,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,6.98,0.3136661468677054,179.0,189.72384052573818,10.723840525738183,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,8.72,0.3918579943676778,182.0,178.4360999669715,-3.5639000330284887,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,10.47,0.4704992203015581,179.0,171.95661383277928,-7.043386167220717,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,12.19,0.5477923109337147,174.0,166.84855206076094,-7.151447939239063,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,13.94,0.626433536867595,171.0,155.15804086216409,-15.841959137835914,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,15.68,0.7046253843675674,168.0,146.55127618609228,-21.44872381390772,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,17.42,0.7828172318675399,165.0,140.2056990972892,-24.794300902710802,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,19.28,0.866401620574407,171.0,134.518634058072,-36.481365941928004,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.687500,TauCore_warp_bounded_sensitivity,p1,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,21.48,0.965264876034142,174.0,128.90452207116965,-45.09547792883035,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,1.74,0.0781918474999724,84.9,96.9584818362994,12.058481836299393,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,3.5,0.1572824518677605,136.0,127.47013944449893,-8.529860555501074,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,5.24,0.235474299367733,162.0,171.20843495575795,9.208434955757951,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,6.98,0.3136661468677054,179.0,190.0525893642469,11.052589364246899,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,8.72,0.3918579943676778,182.0,179.65538395769943,-2.344616042300572,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,10.47,0.4704992203015581,179.0,174.12423196027228,-4.875768039727717,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,12.19,0.5477923109337147,174.0,169.99056178806563,-4.009438211934366,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,13.94,0.626433536867595,171.0,159.51778997274397,-11.48221002725603,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,15.68,0.7046253843675674,168.0,152.18721489902433,-15.812785100975674,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,17.42,0.7828172318675399,165.0,147.14983533682653,-17.850164663173473,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,19.28,0.866401620574407,171.0,142.9124347934214,-28.087565206578603,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_-0.343750,TauCore_warp_bounded_sensitivity,p1,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,21.48,0.965264876034142,174.0,139.06567326926148,-34.93432673073852,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,1.74,0.0781918474999724,84.9,96.9584818362994,12.058481836299393,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,3.5,0.1572824518677605,136.0,127.47013944449893,-8.529860555501074,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,5.24,0.235474299367733,162.0,171.20843495575795,9.208434955757951,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,6.98,0.3136661468677054,179.0,190.70838692751212,11.708386927512123,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,8.72,0.3918579943676778,182.0,182.06945765866143,0.06945765866143461,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,10.47,0.4704992203015581,179.0,178.3804652578106,-0.6195347421893871,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,12.19,0.5477923109337147,174.0,176.10648665373333,2.1064866537333273,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,13.94,0.626433536867595,171.0,167.89800673324092,-3.101993266759081,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,15.68,0.7046253843675674,168.0,162.87508106711982,-5.124918932880178,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,17.42,0.7828172318675399,165.0,160.13727236420098,-4.862727635799018,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,19.28,0.866401620574407,171.0,158.37097662783034,-12.629023372169655,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.343750,TauCore_warp_bounded_sensitivity,p1,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,21.48,0.965264876034142,174.0,157.43262947910654,-16.567370520893462,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,1.74,0.0781918474999724,84.9,96.9584818362994,12.058481836299393,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,3.5,0.1572824518677605,136.0,127.47013944449893,-8.529860555501074,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,5.24,0.235474299367733,162.0,171.20843495575795,9.208434955757951,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,6.98,0.3136661468677054,179.0,191.035441488518,12.03544148851799,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,8.72,0.3918579943676778,182.0,183.2645700229165,1.2645700229165016,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,10.47,0.4704992203015581,179.0,180.4709436460953,1.470943646095293,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,12.19,0.5477923109337147,174.0,179.08614243924978,5.086142439249784,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,13.94,0.626433536867595,171.0,171.9350119626567,0.935011962656688,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,15.68,0.7046253843675674,168.0,167.96417433360716,-0.035825666392838684,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
