geometry_variant,stellar_psf_scenario,h2_conversion_factor,harmonic,q_shape_proxy,delta_uv,determinant_norm,minimum_role_pixels,role_0_pixels,role_1_pixels,role_2_pixels,role_3_pixels,phase_anchor_deg,phase_amplitude,flux_phase_anchor_deg,phase_estimator_difference_deg
s4g_global_pa_minus_1sigma,psf_2arcsec_control,0.7,1,-0.01560950092,0.9805925002,0.0426338135,104,106,104,106,106,7.427605399,0.2618788362,27.29028637,19.86268098
s4g_global_pa_minus_1sigma,psf_2arcsec_control,0.7,2,0.0902686413,0.9807508004,0.03222804592,104,104,106,105,107,85.98523841,0.5296450537,88.90377312,2.918534705
s4g_global_pa_minus_1sigma,psf_2arcsec_control,1,1,-0.02219598538,0.9805925002,0.0426338135,104,106,104,106,106,7.427605399,0.2618788362,27.29028637,19.86268098
s4g_global_pa_minus_1sigma,psf_2arcsec_control,1,2,0.09671510512,0.9807508004,0.03222804592,104,104,106,105,107,85.98523841,0.5296450537,88.90377312,2.918534705
s4g_global_pa_minus_1sigma,psf_2arcsec_control,1.3,1,-0.02635824682,0.9805925002,0.0426338135,104,106,104,106,106,7.427605399,0.2618788362,27.29028637,19.86268098
s4g_global_pa_minus_1sigma,psf_2arcsec_control,1.3,2,0.1008733626,0.9807508004,0.03222804592,104,104,106,105,107,85.98523841,0.5296450537,88.90377312,2.918534705
s4g_global_pa_minus_1sigma,psf_4arcsec_control,0.7,1,-0.01598249308,0.9801660762,0.04267353978,104,106,104,106,106,7.374304978,0.2622680853,27.3678053,19.99350032
s4g_global_pa_minus_1sigma,psf_4arcsec_control,0.7,2,0.09053284,0.9803491155,0.0323161795,104,104,106,105,107,85.99066914,0.528956165,88.90987652,2.919207375
s4g_global_pa_minus_1sigma,psf_4arcsec_control,1,1,-0.0225784886,0.9801660762,0.04267353978,104,106,104,106,106,7.374304978,0.2622680853,27.3678053,19.99350032
s4g_global_pa_minus_1sigma,psf_4arcsec_control,1,2,0.09698058781,0.9803491155,0.0323161795,104,104,106,105,107,85.99066914,0.528956165,88.90987652,2.919207375
s4g_global_pa_minus_1sigma,psf_4arcsec_control,1.3,1,-0.0267467881,0.9801660762,0.04267353978,104,106,104,106,106,7.374304978,0.2622680853,27.3678053,19.99350032
s4g_global_pa_minus_1sigma,psf_4arcsec_control,1.3,2,0.1011396397,0.9803491155,0.0323161795,104,104,106,105,107,85.99066914,0.528956165,88.90987652,2.919207375
s4g_global_pa_plus_1sigma,psf_0arcsec_primary,0.7,1,0.01453506905,0.9992744311,0.05563338777,102,102,106,104,105,11.449336,0.3144374834,34.0962116,22.6468756
s4g_global_pa_plus_1sigma,psf_0arcsec_primary,0.7,2,0.0897154668,0.9951560091,0.03862847018,103,103,106,104,104,82.23986933,0.5582076264,82.39452193,0.154652596
s4g_global_pa_plus_1sigma,psf_0arcsec_primary,1,1,0.006765770297,0.9992744311,0.05563338777,102,102,106,104,105,11.449336,0.3144374834,34.0962116,22.6468756
s4g_global_pa_plus_1sigma,psf_0arcsec_primary,1,2,0.096887447,0.9951560091,0.03862847018,103,103,106,104,104,82.23986933,0.5582076264,82.39452193,0.154652596
s4g_global_pa_plus_1sigma,psf_0arcsec_primary,1.3,1,0.001910744774,0.9992744311,0.05563338777,102,102,106,104,105,11.449336,0.3144374834,34.0962116,22.6468756
s4g_global_pa_plus_1sigma,psf_0arcsec_primary,1.3,2,0.1014151343,0.9951560091,0.03862847018,103,103,106,104,104,82.23986933,0.5582076264,82.39452193,0.154652596
s4g_global_pa_plus_1sigma,psf_2arcsec_control,0.7,1,0.01433916647,0.9992637027,0.05563732811,102,102,106,104,105,11.44801979,0.3145619399,34.13081738,22.68279759
s4g_global_pa_plus_1sigma,psf_2arcsec_control,0.7,2,0.08978274709,0.9951800645,0.03868235145,103,103,106,104,104,82.23905242,0.5580092837,82.38675319,0.1477007636
s4g_global_pa_plus_1sigma,psf_2arcsec_control,1,1,0.006561542951,0.9992637027,0.05563732811,102,102,106,104,105,11.44801979,0.3145619399,34.13081738,22.68279759
s4g_global_pa_plus_1sigma,psf_2arcsec_control,1,2,0.0969552228,0.9951800645,0.03868235145,103,103,106,104,104,82.23905242,0.5580092837,82.38675319,0.1477007636
s4g_global_pa_plus_1sigma,psf_2arcsec_control,1.3,1,0.001701329418,0.9992637027,0.05563732811,102,102,106,104,105,11.44801979,0.3145619399,34.13081738,22.68279759
s4g_global_pa_plus_1sigma,psf_2arcsec_control,1.3,2,0.1014832182,0.9951800645,0.03868235145,103,103,106,104,104,82.23905242,0.5580092837,82.38675319,0.1477007636
s4g_global_pa_plus_1sigma,psf_4arcsec_control,0.7,1,0.01374756228,0.9992305296,0.0556471286,102,102,106,104,105,11.44320648,0.3149416765,34.23558397,22.79237749
s4g_global_pa_plus_1sigma,psf_4arcsec_control,0.7,2,0.08998612232,0.9952538444,0.03884543962,103,103,106,104,104,82.23620199,0.5573860153,82.36306727,0.1268652803
s4g_global_pa_plus_1sigma,psf_4arcsec_control,1,1,0.005944835396,0.9992305296,0.0556471286,102,102,106,104,105,11.44320648,0.3149416765,34.23558397,22.79237749
s4g_global_pa_plus_1sigma,psf_4arcsec_control,1,2,0.09716008909,0.9952538444,0.03884543962,103,103,106,104,104,82.23620199,0.5573860153,82.36306727,0.1268652803
s4g_global_pa_plus_1sigma,psf_4arcsec_control,1.3,1,0.001068977447,0.9992305296,0.0556471286,102,102,106,104,105,11.44320648,0.3149416765,34.23558397,22.79237749
s4g_global_pa_plus_1sigma,psf_4arcsec_control,1.3,2,0.1016890116,0.9952538444,0.03884543962,103,103,106,104,104,82.23620199,0.5573860153,82.36306727,0.1268652803
s4g_global_ellipticity_minus_1sigma,psf_0arcsec_primary,0.7,1,-0.00715983625,0.9939427912,0.04927793791,106,107,106,108,107,9.528143903,0.3133006673,28.39080498,18.86266108
s4g_global_ellipticity_minus_1sigma,psf_0arcsec_primary,0.7,2,0.08689667129,0.994409001,0.03603182859,107,107,107,107,107,83.36695021,0.5144155499,85.35277736,1.985827153
s4g_global_ellipticity_minus_1sigma,psf_0arcsec_primary,1,1,-0.01464391897,0.9939427912,0.04927793791,106,107,106,108,107,9.528143903,0.3133006673,28.39080498,18.86266108
s4g_global_ellipticity_minus_1sigma,psf_0arcsec_primary,1,2,0.09463210216,0.994409001,0.03603182859,107,107,107,107,107,83.36695021,0.5144155499,85.35277736,1.985827153
s4g_global_ellipticity_minus_1sigma,psf_0arcsec_primary,1.3,1,-0.01936655586,0.9939427912,0.04927793791,106,107,106,108,107,9.528143903,0.3133006673,28.39080498,18.86266108
s4g_global_ellipticity_minus_1sigma,psf_0arcsec_primary,1.3,2,0.0994941111,0.994409001,0.03603182859,107,107,107,107,107,83.36695021,0.5144155499,85.35277736,1.985827153
s4g_global_ellipticity_minus_1sigma,psf_2arcsec_control,0.7,1,-0.007312765829,0.9938803246,0.04928589802,106,107,106,108,107,9.518541227,0.3133957801,28.41433474,18.89579351
s4g_global_ellipticity_minus_1sigma,psf_2arcsec_control,0.7,2,0.08700507269,0.9943632966,0.03606735416,107,107,107,107,107,83.36746281,0.5141713539,85.35101944,1.983556634
s4g_global_ellipticity_minus_1sigma,psf_2arcsec_control,1,1,-0.01480197737,0.9938803246,0.04928589802,106,107,106,108,107,9.518541227,0.3133957801,28.41433474,18.89579351
s4g_global_ellipticity_minus_1sigma,psf_2arcsec_control,1,2,0.09474201629,0.9943632966,0.03606735416,107,107,107,107,107,83.36746281,0.5141713539,85.35101944,1.983556634
s4g_global_ellipticity_minus_1sigma,psf_2arcsec_control,1.3,1,-0.01952788107,0.9938803246,0.04928589802,106,107,106,108,107,9.518541227,0.3133957801,28.41433474,18.89579351
s4g_global_ellipticity_minus_1sigma,psf_2arcsec_control,1.3,2,0.09960502118,0.9943632966,0.03606735416,107,107,107,107,107,83.36746281,0.5141713539,85.35101944,1.983556634
s4g_global_ellipticity_minus_1sigma,psf_4arcsec_control,0.7,1,-0.007774905855,0.9936902009,0.04930904537,106,107,106,108,107,9.489753509,0.3136827392,28.48556606,18.99581255
s4g_global_ellipticity_minus_1sigma,psf_4arcsec_control,0.7,2,0.08733409855,0.9942253064,0.0361742801,107,107,107,107,107,83.36906072,0.513434486,85.34550448,1.976443758
s4g_global_ellipticity_minus_1sigma,psf_4arcsec_control,1,1,-0.01527959333,0.9936902009,0.04930904537,106,107,106,108,107,9.489753509,0.3136827392,28.48556606,18.99581255
s4g_global_ellipticity_minus_1sigma,psf_4arcsec_control,1,2,0.09507561652,0.9942253064,0.0361742801,107,107,107,107,107,83.36906072,0.513434486,85.34550448,1.976443758
s4g_global_ellipticity_minus_1sigma,psf_4arcsec_control,1.3,1,-0.02001535459,0.9936902009,0.04930904537,106,107,106,108,107,9.489753509,0.3136827392,28.48556606,18.99581255
s4g_global_ellipticity_minus_1sigma,psf_4arcsec_control,1.3,2,0.09994163367,0.9942253064,0.0361742801,107,107,107,107,107,83.36906072,0.513434486,85.34550448,1.976443758
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,0.7,1,-0.006132301485,0.9967374858,0.05180858321,101,102,103,102,101,9.146680974,0.2924220371,19.1596276,10.01294662
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,0.7,2,0.08207976947,0.9925317038,0.04041012036,101,104,102,101,101,85.15977557,0.5730091616,86.9545507,1.794775133
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1,1,-0.01324259597,0.9967374858,0.05180858321,101,102,103,102,101,9.146680974,0.2924220371,19.1596276,10.01294662
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1,2,0.08916409169,0.9925317038,0.04041012036,101,104,102,101,101,85.15977557,0.5730091616,86.9545507,1.794775133
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1.3,1,-0.01768608135,0.9967374858,0.05180858321,101,102,103,102,101,9.146680974,0.2924220371,19.1596276,10.01294662
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1.3,2,0.09367528707,0.9925317038,0.04041012036,101,104,102,101,101,85.15977557,0.5730091616,86.9545507,1.794775133
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,0.7,1,-0.006318284121,0.9967049376,0.0518197751,101,102,103,102,101,9.140304831,0.2925457342,19.19034841,10.05004358
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,0.7,2,0.08220782545,0.992494363,0.04045443447,101,104,102,101,101,85.16111425,0.5728168262,86.9539257,1.792811445
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1,1,-0.01343482563,0.9967049376,0.0518197751,101,102,103,102,101,9.140304831,0.2925457342,19.19034841,10.05004358
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1,2,0.08929401091,0.992494363,0.04045443447,101,104,102,101,101,85.16111425,0.5728168262,86.9539257,1.792811445
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1.3,1,-0.0178822257,0.9967049376,0.0518197751,101,102,103,102,101,9.140304831,0.2925457342,19.19034841,10.05004358
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1.3,2,0.09380634221,0.992494363,0.04045443447,101,104,102,101,101,85.16111425,0.5728168262,86.9539257,1.792811445
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,0.7,1,-0.006881084366,0.9966060612,0.05185265915,101,102,103,102,101,9.121176001,0.2929193773,19.28329235,10.16211635
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,0.7,2,0.08259636571,0.9923820881,0.04058794645,101,104,102,101,101,85.16522022,0.5722359771,86.95190392,1.786683702
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1,1,-0.01401649699,0.9966060612,0.05185265915,101,102,103,102,101,9.121176001,0.2929193773,19.28329235,10.16211635
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1,2,0.0896881837,0.9923820881,0.04058794645,101,104,102,101,101,85.16522022,0.5722359771,86.95190392,1.786683702
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1.3,1,-0.0184757227,0.9966060612,0.05185265915,101,102,103,102,101,9.121176001,0.2929193773,19.28329235,10.16211635
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1.3,2,0.09420394821,0.9923820881,0.04058794645,101,104,102,101,101,85.16522022,0.5722359771,86.95190392,1.786683702
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,0.7,1,-0.01530762951,0.9924850479,0.04899648358,101,104,105,102,101,7.164859122,0.3121628248,14.73512259,7.570263463
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,0.7,2,0.08328727034,0.9887884764,0.04093561942,101,106,103,102,101,85.02928798,0.5634308066,85.3487436,0.3194556219
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1,1,-0.02259567975,0.9924850479,0.04899648358,101,104,105,102,101,7.164859122,0.3121628248,14.73512259,7.570263463
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1,2,0.0906451244,0.9887884764,0.04093561942,101,106,103,102,101,85.02928798,0.5634308066,85.3487436,0.3194556219
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1.3,1,-0.02716447879,0.9924850479,0.04899648358,101,104,105,102,101,7.164859122,0.3121628248,14.73512259,7.570263463
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1.3,2,0.09520207362,0.9887884764,0.04093561942,101,106,103,102,101,85.02928798,0.5634308066,85.3487436,0.3194556219
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,0.7,1,-0.01550142623,0.9924360146,0.04901256416,101,104,105,102,101,7.156972278,0.3122927896,14.76487682,7.607904539
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,0.7,2,0.08341261368,0.9887364797,0.04097939704,101,106,103,102,101,85.03025517,0.5632195969,85.34742187,0.3171666937
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1,1,-0.02279557872,0.9924360146,0.04901256416,101,104,105,102,101,7.156972278,0.3122927896,14.76487682,7.607904539
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1,2,0.09077253281,0.9887364797,0.04097939704,101,106,103,102,101,85.03025517,0.5632195969,85.34742187,0.3171666937
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1.3,1,-0.0273682499,0.9924360146,0.04901256416,101,104,105,102,101,7.156972278,0.3122927896,14.76487682,7.607904539
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1.3,2,0.09533081185,0.9887364797,0.04097939704,101,106,103,102,101,85.03025517,0.5632195969,85.34742187,0.3171666937
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,0.7,1,-0.01608790557,0.992287568,0.04906038767,101,104,105,102,101,7.133278394,0.3126852604,14.85493201,7.721653612
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,0.7,2,0.08379297611,0.9885797118,0.04111129996,101,106,103,102,101,85.03323486,0.5625817761,85.34328927,0.3100544027
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1,1,-0.02340048977,0.992287568,0.04906038767,101,104,105,102,101,7.133278394,0.3126852604,14.85493201,7.721653612
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1,2,0.0911591428,0.9885797118,0.04111129996,101,106,103,102,101,85.03323486,0.5625817761,85.34328927,0.3100544027
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1.3,1,-0.02798485696,0.992287568,0.04906038767,101,104,105,102,101,7.133278394,0.3126852604,14.85493201,7.721653612
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1.3,2,0.0957214456,0.9885797118,0.04111129996,101,106,103,102,101,85.03323486,0.5625817761,85.34328927,0.3100544027
s4g_disk_component_1,psf_0arcsec_primary,0.7,1,0.01549751563,0.9999978449,0.054752097,105,105,108,109,107,13.95750728,0.3222857208,35.22402589,21.26651861
s4g_disk_component_1,psf_0arcsec_primary,0.7,2,0.07043005896,0.9865851875,0.03811315514,103,110,107,109,103,82.07326935,0.536433336,81.21759734,0.8556720184
s4g_disk_component_1,psf_0arcsec_primary,1,1,0.007550593192,0.9999978449,0.054752097,105,105,108,109,107,13.95750728,0.3222857208,35.22402589,21.26651861
s4g_disk_component_1,psf_0arcsec_primary,1,2,0.07855410458,0.9865851875,0.03811315514,103,110,107,109,103,82.07326935,0.536433336,81.21759734,0.8556720184
s4g_disk_component_1,psf_0arcsec_primary,1.3,1,0.002652537201,0.9999978449,0.054752097,105,105,108,109,107,13.95750728,0.3222857208,35.22402589,21.26651861
s4g_disk_component_1,psf_0arcsec_primary,1.3,2,0.08368946743,0.9865851875,0.03811315514,103,110,107,109,103,82.07326935,0.536433336,81.21759734,0.8556720184
s4g_disk_component_1,psf_2arcsec_control,0.7,1,0.01531523601,0.9999984984,0.05475089078,105,105,108,109,107,13.95153468,0.3223914975,35.25467618,21.3031415
s4g_disk_component_1,psf_2arcsec_control,0.7,2,0.07054486987,0.9866421841,0.0381638507,103,110,107,109,103,82.07137624,0.536203245,81.2060644,0.8653118459
s4g_disk_component_1,psf_2arcsec_control,1,1,0.007359932138,0.9999984984,0.05475089078,105,105,108,109,107,13.95153468,0.3223914975,35.25467618,21.3031415
s4g_disk_component_1,psf_2arcsec_control,1,2,0.07867093991,0.9866421841,0.0381638507,103,110,107,109,103,82.07137624,0.536203245,81.2060644,0.8653118459
s4g_disk_component_1,psf_2arcsec_control,1.3,1,0.002456592738,0.9999984984,0.05475089078,105,105,108,109,107,13.95153468,0.3223914975,35.25467618,21.3031415
s4g_disk_component_1,psf_2arcsec_control,1.3,2,0.08380759616,0.9866421841,0.0381638507,103,110,107,109,103,82.07137624,0.536203245,81.2060644,0.8653118459
s4g_disk_component_1,psf_4arcsec_control,0.7,1,0.01474168489,0.9999997123,0.05474492257,105,105,108,109,107,13.93621028,0.3227060175,35.34751493,21.41130465
s4g_disk_component_1,psf_4arcsec_control,0.7,2,0.07089703734,0.9868025844,0.03831710575,103,110,107,109,103,82.0658668,0.5354892094,81.17094366,0.8949231415
s4g_disk_component_1,psf_4arcsec_control,1,1,0.006760041986,0.9999997123,0.05474492257,105,105,108,109,107,13.93621028,0.3227060175,35.34751493,21.41130465
s4g_disk_component_1,psf_4arcsec_control,1,2,0.07902929947,0.9868025844,0.03831710575,103,110,107,109,103,82.0658668,0.5354892094,81.17094366,0.8949231415
s4g_disk_component_1,psf_4arcsec_control,1.3,1,0.0018400988,0.9999997123,0.05474492257,105,105,108,109,107,13.93621028,0.3227060175,35.34751493,21.41130465
s4g_disk_component_1,psf_4arcsec_control,1.3,2,0.08416991203,0.9868025844,0.03831710575,103,110,107,109,103,82.0658668,0.5354892094,81.17094366,0.8949231415
s4g_disk_component_2,psf_0arcsec_primary,0.7,1,-0.09684019407,0.8551056853,0.03308606335,101,103,106,101,102,-9.702376821,0.2883577321,-6.188129456,3.514247365
s4g_disk_component_2,psf_0arcsec_primary,0.7,2,0.0466555834,0.8103328165,0.03098953065,101,103,102,106,101,-89.87180762,0.5278223458,-88.60870828,1.263099337
s4g_disk_component_2,psf_0arcsec_primary,1,1,-0.09732104466,0.8551056853,0.03308606335,101,103,106,101,102,-9.702376821,0.2883577321,-6.188129456,3.514247365
s4g_disk_component_2,psf_0arcsec_primary,1,2,0.04801020281,0.8103328165,0.03098953065,101,103,102,106,101,-89.87180762,0.5278223458,-88.60870828,1.263099337
s4g_disk_component_2,psf_0arcsec_primary,1.3,1,-0.09765124321,0.8551056853,0.03308606335,101,103,106,101,102,-9.702376821,0.2883577321,-6.188129456,3.514247365
s4g_disk_component_2,psf_0arcsec_primary,1.3,2,0.04886942481,0.8103328165,0.03098953065,101,103,102,106,101,-89.87180762,0.5278223458,-88.60870828,1.263099337
s4g_disk_component_2,psf_2arcsec_control,0.7,1,-0.09682213501,0.8546684796,0.03309912863,101,103,106,101,102,-9.722414301,0.2884109535,-6.166218443,3.556195858
s4g_disk_component_2,psf_2arcsec_control,0.7,2,0.0466504497,0.8098421845,0.03100650399,101,103,102,106,101,-89.86867905,0.5275939071,-88.60159241,1.267086645
s4g_disk_component_2,psf_2arcsec_control,1,1,-0.09730303656,0.8546684796,0.03309912863,101,103,106,101,102,-9.722414301,0.2884109535,-6.166218443,3.556195858
s4g_disk_component_2,psf_2arcsec_control,1,2,0.04800507881,0.8098421845,0.03100650399,101,103,102,106,101,-89.86867905,0.5275939071,-88.60159241,1.267086645
s4g_disk_component_2,psf_2arcsec_control,1.3,1,-0.09763326285,0.8546684796,0.03309912863,101,103,106,101,102,-9.722414301,0.2884109535,-6.166218443,3.556195858
s4g_disk_component_2,psf_2arcsec_control,1.3,2,0.0488643044,0.8098421845,0.03100650399,101,103,102,106,101,-89.86867905,0.5275939071,-88.60159241,1.267086645
s4g_disk_component_2,psf_4arcsec_control,0.7,1,-0.09720800157,0.8474120896,0.03338655206,101,104,106,101,101,-9.782913566,0.2885725878,-6.099783848,3.683129718
s4g_disk_component_2,psf_4arcsec_control,0.7,2,0.04663450575,0.8083638328,0.03105732199,101,103,102,106,101,-89.85925311,0.5269053712,-88.58012252,1.279130596
s4g_disk_component_2,psf_4arcsec_control,1,1,-0.09766223678,0.8474120896,0.03338655206,101,104,106,101,101,-9.782913566,0.2885725878,-6.099783848,3.683129718
s4g_disk_component_2,psf_4arcsec_control,1,2,0.04798916499,0.8083638328,0.03105732199,101,103,102,106,101,-89.85925311,0.5269053712,-88.58012252,1.279130596
s4g_disk_component_2,psf_4arcsec_control,1.3,1,-0.09796485696,0.8474120896,0.03338655206,101,104,106,101,101,-9.782913566,0.2885725878,-6.099783848,3.683129718
s4g_disk_component_2,psf_4arcsec_control,1.3,2,0.0488484017,0.8083638328,0.03105732199,101,103,102,106,101,-89.85925311,0.5269053712,-88.58012252,1.279130596
