channel,s4g_name,normalized_name,asymmetry,asymmetry_error
4.5um,NGC6118,NGC6118,0.45,0.01
4.5um,NGC0613,NGC613,0.24,0.02
4.5um,NGC6140,NGC6140,0.41,0.03
4.5um,NGC0615,NGC615,0.48,0.01
4.5um,NGC6155,NGC6155,0.18,0.11
4.5um,NGC6168,NGC6168,0.22,0.24
4.5um,NGC6181,NGC6181,0.26,0.16
4.5um,NGC6207,NGC6207,0.43,0.02
4.5um,NGC6217,NGC6217,0.21,0.1
4.5um,NGC6236,NGC6236,0.49,0.03
4.5um,NGC6239,NGC6239,0.32,0.16
4.5um,NGC0625,NGC625,0.49,0.01
4.5um,NGC6255,NGC6255,0.99,0.0
4.5um,NGC6267,NGC6267,0.23,0.11
4.5um,NGC6278,NGC6278,0.19,0.19
4.5um,NGC0628,NGC628,0.87,0.01
4.5um,NGC0063,NGC63,0.12,0.04
4.5um,NGC6339,NGC6339,0.31,0.1
4.5um,NGC6340,NGC6340,0.27,0.07
4.5um,NGC6395,NGC6395,0.49,0.02
4.5um,NGC6412,NGC6412,0.31,0.04
4.5um,NGC6434,NGC6434,0.42,0.05
4.5um,NGC6503,NGC6503,0.99,0.0
4.5um,NGC0658,NGC658,0.16,0.02
4.5um,NGC0660,NGC660,0.28,0.03
4.5um,NGC0672,NGC672,0.51,0.01
4.5um,NGC0676,NGC676,0.51,0.03
4.5um,NGC0678,NGC678,0.48,0.02
4.5um,NGC0680,NGC680,0.15,0.06
4.5um,NGC0681,NGC681,0.36,0.02
4.5um,NGC0685,NGC685,0.99,0.0
4.5um,NGC6861E,NGC6861E,0.2,0.01
4.5um,NGC6870,NGC6870,0.35,0.03
4.5um,NGC6887,NGC6887,0.33,0.01
4.5um,NGC6889,NGC6889,0.27,0.01
4.5um,NGC6902,NGC6902,0.41,0.01
4.5um,NGC6902B,NGC6902B,0.1,0.02
4.5um,NGC0691,NGC691,0.38,0.01
4.5um,NGC6923,NGC6923,0.37,0.02
4.5um,NGC6925,NGC6925,0.46,0.01
4.5um,NGC0693,NGC693,0.13,0.02
4.5um,NGC0007,NGC7,0.89,0.0
4.5um,NGC0701,NGC701,0.12,0.02
4.5um,NGC7051,NGC7051,0.12,0.05
4.5um,NGC7059,NGC7059,0.29,0.1
4.5um,NGC7064,NGC7064,1.0,0.0
4.5um,NGC7070,NGC7070,0.15,0.03
4.5um,NGC7079,NGC7079,0.17,0.03
4.5um,NGC7090,NGC7090,0.45,0.01
4.5um,NGC7091,NGC7091,0.11,0.01
4.5um,NGC7098,NGC7098,0.18,0.05
4.5um,NGC7107,NGC7107,0.2,0.01
4.5um,NGC7140,NGC7140,0.59,0.01
4.5um,NGC7151,NGC7151,0.56,0.04
4.5um,NGC7154,NGC7154,0.23,0.01
4.5um,NGC7162,NGC7162,0.51,0.01
4.5um,NGC7162A,NGC7162A,0.57,0.04
4.5um,NGC7163,NGC7163,0.2,0.03
4.5um,NGC7167,NGC7167,0.25,0.01
4.5um,NGC7171,NGC7171,0.2,0.03
4.5um,NGC7179,NGC7179,0.36,0.03
4.5um,NGC0718,NGC718,0.11,0.01
4.5um,NGC7180,NGC7180,0.13,0.04
4.5um,NGC7183,NGC7183,0.14,0.02
4.5um,NGC7184,NGC7184,0.19,0.01
4.5um,NGC7188,NGC7188,0.14,0.03
4.5um,NGC7191,NGC7191,0.4,0.04
4.5um,NGC7205,NGC7205,0.28,0.05
4.5um,NGC7213,NGC7213,0.12,0.01
4.5um,NGC7218,NGC7218,0.19,0.03
4.5um,NGC7219,NGC7219,0.35,0.12
4.5um,NGC0723,NGC723,0.12,0.03
4.5um,NGC7241,NGC7241,0.26,0.07
4.5um,NGC7247,NGC7247,0.23,0.07
4.5um,NGC7254,NGC7254,0.16,0.03
4.5um,NGC7280,NGC7280,0.15,0.02
4.5um,NGC7290,NGC7290,0.14,0.03
4.5um,NGC7307,NGC7307,0.7,0.02
4.5um,NGC7314,NGC7314,0.21,0.01
4.5um,NGC7328,NGC7328,0.19,0.04
4.5um,NGC7347,NGC7347,0.2,0.04
4.5um,NGC7361,NGC7361,0.63,0.02
4.5um,NGC7368,NGC7368,0.37,0.14
4.5um,NGC7371,NGC7371,0.12,0.02
4.5um,NGC7378,NGC7378,0.2,0.03
4.5um,NGC7412,NGC7412,0.49,0.03
4.5um,NGC7416,NGC7416,0.13,0.02
4.5um,NGC7418,NGC7418,0.27,0.01
4.5um,NGC7418A,NGC7418A,0.25,0.01
4.5um,NGC7421,NGC7421,0.21,0.02
4.5um,NGC7424,NGC7424,0.36,0.0
4.5um,NGC7437,NGC7437,0.22,0.01
4.5um,NGC7448,NGC7448,0.16,0.05
4.5um,NGC7456,NGC7456,0.48,0.01
4.5um,NGC7462,NGC7462,0.62,0.01
4.5um,NGC7463,NGC7463,0.37,0.02
4.5um,NGC7465,NGC7465,0.16,0.05
4.5um,NGC7479,NGC7479,0.67,0.02
4.5um,NGC7496,NGC7496,0.17,0.02
4.5um,NGC7497,NGC7497,0.44,0.03
4.5um,NGC7513,NGC7513,0.19,0.01
4.5um,NGC7531,NGC7531,0.33,0.03
4.5um,NGC7537,NGC7537,0.18,0.02
4.5um,NGC7541,NGC7541,0.71,0.02
4.5um,NGC0755,NGC755,0.43,0.02
4.5um,NGC7552,NGC7552,1.0,4.79
4.5um,NGC7582,NGC7582,0.17,0.03
4.5um,NGC7590,NGC7590,0.16,0.02
4.5um,NGC7599,NGC7599,0.5,0.02
4.5um,NGC7606,NGC7606,0.1,0.0
4.5um,NGC7625,NGC7625,0.2,0.09
4.5um,NGC7661,NGC7661,0.19,0.02
4.5um,NGC7689,NGC7689,0.22,0.08
4.5um,NGC7690,NGC7690,0.18,0.24
4.5um,NGC7694,NGC7694,0.12,0.02
4.5um,NGC7709,NGC7709,0.1,0.02
4.5um,NGC7713,NGC7713,0.47,0.01
4.5um,NGC7714,NGC7714,0.33,0.04
4.5um,NGC7715,NGC7715,0.77,0.02
4.5um,NGC7716,NGC7716,0.19,0.03
4.5um,NGC0772,NGC772,0.7,0.02
4.5um,NGC7721,NGC7721,0.31,0.01
4.5um,NGC7723,NGC7723,0.52,0.02
4.5um,NGC7724,NGC7724,0.08,0.04
4.5um,NGC7727,NGC7727,0.39,0.01
4.5um,NGC7731,NGC7731,0.47,0.05
4.5um,NGC7732,NGC7732,0.46,0.03
4.5um,NGC7741,NGC7741,0.62,0.02
4.5um,NGC7742,NGC7742,0.16,0.04
4.5um,NGC7743,NGC7743,0.51,0.01
4.5um,NGC7750,NGC7750,0.11,0.04
4.5um,NGC7755,NGC7755,0.14,0.01
4.5um,NGC7757,NGC7757,0.09,0.02
4.5um,NGC7764,NGC7764,0.43,0.05
4.5um,NGC0779,NGC779,0.22,0.06
4.5um,NGC7793,NGC7793,0.77,0.01
4.5um,NGC7798,NGC7798,0.24,0.06
4.5um,NGC7800,NGC7800,0.17,0.01
4.5um,NGC7814,NGC7814,0.58,0.01
4.5um,NGC7817,NGC7817,0.57,0.01
4.5um,NGC0784,NGC784,0.18,0.01
4.5um,NGC0803,NGC803,0.23,0.01
4.5um,NGC0814,NGC814,0.24,0.03
4.5um,NGC0855,NGC855,0.53,0.02
4.5um,NGC0864,NGC864,0.12,0.01
4.5um,NGC0865,NGC865,0.19,0.06
4.5um,NGC0895,NGC895,0.12,0.01
4.5um,NGC0899,NGC899,0.13,0.02
4.5um,NGC0907,NGC907,0.26,0.04
4.5um,NGC0908,NGC908,1.0,0.0
4.5um,NGC0918,NGC918,0.52,0.02
4.5um,NGC0936,NGC936,0.18,0.01
4.5um,NGC0941,NGC941,0.14,0.03
4.5um,NGC0955,NGC955,0.45,0.03
4.5um,NGC0986,NGC986,0.31,0.05
4.5um,NGC0988,NGC988,0.39,0.0
4.5um,NGC0991,NGC991,0.13,0.03
4.5um,PGC000143,PGC000143,1.0,0.0
4.5um,PGC002492,PGC002492,0.12,0.02
4.5um,PGC002689,PGC002689,0.14,0.01
4.5um,PGC002805,PGC002805,0.46,0.01
4.5um,PGC003062,PGC003062,0.08,0.01
4.5um,PGC003853,PGC003853,0.09,0.01
4.5um,PGC003855,PGC003855,0.16,0.02
4.5um,PGC004143,PGC004143,0.11,0.03
4.5um,PGC005329,PGC005329,0.41,0.01
4.5um,PGC005341,PGC005341,0.43,0.02
4.5um,PGC006048,PGC006048,0.08,0.03
4.5um,PGC006190,PGC006190,0.09,0.03
4.5um,PGC006228,PGC006228,0.09,0.01
4.5um,PGC006244,PGC006244,0.13,0.02
4.5um,PGC006626,PGC006626,0.14,0.01
4.5um,PGC006667,PGC006667,0.33,0.01
4.5um,PGC006703,PGC006703,0.17,0.01
4.5um,PGC006706,PGC006706,0.11,0.01
4.5um,PGC006864,PGC006864,0.12,0.01
4.5um,PGC006898,PGC006898,0.19,0.02
4.5um,PGC007109,PGC007109,0.11,0.02
4.5um,PGC007324,PGC007324,0.42,0.02
4.5um,PGC007654,PGC007654,0.08,0.05
4.5um,PGC007682,PGC007682,0.16,0.02
4.5um,PGC007900,PGC007900,0.5,0.03
4.5um,PGC007998,PGC007998,0.13,0.02
4.5um,PGC008295,PGC008295,0.3,0.02
4.5um,PGC008962,PGC008962,0.11,0.01
4.5um,PGC009272,PGC009272,0.2,0.02
4.5um,PGC009354,PGC009354,0.17,0.02
4.5um,PGC009559,PGC009559,0.08,0.02
4.5um,PGC010813,PGC010813,0.36,0.02
4.5um,PGC011248,PGC011248,0.25,0.02
4.5um,PGC011367,PGC011367,0.16,0.03
4.5um,PGC011677,PGC011677,0.09,0.03
4.5um,PGC011744,PGC011744,0.11,0.04
4.5um,PGC012068,PGC012068,0.13,0.02
4.5um,PGC012130,PGC012130,0.12,0.01
4.5um,PGC012439,PGC012439,0.14,0.01
4.5um,PGC012608,PGC012608,0.09,0.04
4.5um,PGC012633,PGC012633,0.1,0.03
4.5um,PGC012664,PGC012664,0.12,0.01
4.5um,PGC012798,PGC012798,0.43,0.02
4.5um,PGC012981,PGC012981,0.15,0.01
4.5um,PGC013612,PGC013612,0.21,0.03
4.5um,PGC013646,PGC013646,0.75,0.02
4.5um,PGC013684,PGC013684,0.24,0.01
4.5um,PGC013716,PGC013716,0.16,0.04
4.5um,PGC013821,PGC013821,0.24,0.04
4.5um,PGC014037,PGC014037,0.15,0.04
4.5um,PGC014487,PGC014487,0.1,0.02
4.5um,PGC014600,PGC014600,0.18,0.02
4.5um,PGC014626,PGC014626,0.15,0.02
4.5um,PGC014768,PGC014768,0.17,0.02
4.5um,PGC015214,PGC015214,0.14,0.03
4.5um,PGC015625,PGC015625,0.12,0.02
4.5um,PGC015869,PGC015869,0.12,0.02
4.5um,PGC016090,PGC016090,0.12,0.02
4.5um,PGC016389,PGC016389,0.26,0.02
4.5um,PGC016784,PGC016784,0.22,0.01
4.5um,PGC024469,PGC024469,0.33,0.01
4.5um,PGC027616,PGC027616,0.11,0.02
4.5um,PGC027747,PGC027747,0.4,0.24
4.5um,PGC027810,PGC027810,0.19,0.23
4.5um,PGC027825,PGC027825,0.29,0.24
4.5um,PGC027833,PGC027833,0.44,0.07
4.5um,PGC028308,PGC028308,0.17,0.03
4.5um,PGC028380,PGC028380,0.14,0.03
4.5um,PGC029086,PGC029086,0.43,0.01
4.5um,PGC029300,PGC029300,0.17,0.01
4.5um,PGC029466,PGC029466,0.09,0.04
4.5um,PGC029653,PGC029653,0.32,0.0
4.5um,PGC030591,PGC030591,0.12,0.02
4.5um,PGC031979,PGC031979,0.15,0.02
4.5um,PGC032091,PGC032091,0.16,0.02
4.5um,PGC032548,PGC032548,0.12,0.01
4.5um,PGC035271,PGC035271,0.1,0.03
4.5um,PGC035684,PGC035684,0.19,0.03
4.5um,PGC035705,PGC035705,0.15,0.02
4.5um,PGC036217,PGC036217,0.13,0.02
4.5um,PGC036274,PGC036274,0.22,0.01
4.5um,PGC036551,PGC036551,0.16,0.02
4.5um,PGC036643,PGC036643,0.12,0.02
4.5um,PGC037238,PGC037238,0.15,0.04
4.5um,PGC037373,PGC037373,0.17,0.01
4.5um,PGC038250,PGC038250,0.46,0.03
4.5um,PGC039317,PGC039317,0.24,0.01
4.5um,PGC039799,PGC039799,0.1,0.03
4.5um,PGC040408,PGC040408,0.14,0.03
4.5um,PGC040447,PGC040447,0.77,0.06
4.5um,PGC040552,PGC040552,0.33,0.25
4.5um,PGC041725,PGC041725,0.15,0.01
4.5um,PGC041743,PGC041743,0.1,0.03
4.5um,PGC041965,PGC041965,0.15,0.02
4.5um,PGC042068,PGC042068,0.1,0.04
4.5um,PGC042160,PGC042160,0.15,0.01
4.5um,PGC042559,PGC042559,0.08,0.02
4.5um,PGC042868,PGC042868,0.15,0.02
4.5um,PGC043020,PGC043020,0.21,0.02
4.5um,PGC043236,PGC043236,0.17,0.01
4.5um,PGC043341,PGC043341,0.09,0.01
4.5um,PGC043345,PGC043345,0.2,0.02
4.5um,PGC043458,PGC043458,0.2,0.02
4.5um,PGC043679,PGC043679,0.23,0.02
4.5um,PGC043851,PGC043851,0.23,0.02
4.5um,PGC043970,PGC043970,0.19,0.01
4.5um,PGC044157,PGC044157,0.2,0.01
4.5um,PGC044278,PGC044278,0.24,0.01
4.5um,PGC044358,PGC044358,0.2,0.03
4.5um,PGC044506,PGC044506,0.25,0.01
4.5um,PGC044532,PGC044532,0.6,0.01
4.5um,PGC044735,PGC044735,0.15,0.01
4.5um,PGC044906,PGC044906,0.14,0.02
4.5um,PGC044952,PGC044952,0.15,0.02
4.5um,PGC044954,PGC044954,0.21,0.03
4.5um,PGC044982,PGC044982,0.17,0.03
4.5um,PGC045084,PGC045084,0.24,0.01
4.5um,PGC045195,PGC045195,0.14,0.01
4.5um,PGC045257,PGC045257,0.11,0.02
4.5um,PGC045359,PGC045359,0.11,0.01
4.5um,PGC045650,PGC045650,0.22,0.03
4.5um,PGC045652,PGC045652,0.38,0.01
4.5um,PGC045824,PGC045824,0.18,0.02
4.5um,PGC045877,PGC045877,0.32,0.03
4.5um,PGC045958,PGC045958,0.59,0.01
4.5um,PGC046261,PGC046261,0.37,0.04
4.5um,PGC046382,PGC046382,0.17,0.01
4.5um,PGC047721,PGC047721,0.16,0.02
4.5um,PGC047846,PGC047846,0.26,0.02
4.5um,PGC048087,PGC048087,0.09,0.02
4.5um,PGC048179,PGC048179,0.12,0.03
4.5um,PGC049521,PGC049521,0.1,0.02
4.5um,PGC050229,PGC050229,0.2,0.02
4.5um,PGC051291,PGC051291,0.17,0.03
4.5um,PGC051523,PGC051523,0.14,0.03
4.5um,PGC052336,PGC052336,1.0,
4.5um,PGC052460,PGC052460,0.17,0.05
4.5um,PGC052809,PGC052809,0.65,0.01
4.5um,PGC052853,PGC052853,0.21,0.03
4.5um,PGC052935,PGC052935,0.25,0.02
4.5um,PGC052940,PGC052940,0.24,0.01
4.5um,PGC053093,PGC053093,0.14,0.04
4.5um,PGC053134,PGC053134,0.15,0.02
4.5um,PGC053415,PGC053415,0.15,0.04
4.5um,PGC053568,PGC053568,0.21,0.02
4.5um,PGC053634,PGC053634,0.16,0.02
4.5um,PGC053724,PGC053724,0.11,0.03
4.5um,PGC053764,PGC053764,0.14,0.01
4.5um,PGC053779,PGC053779,0.19,0.01
4.5um,PGC053796,PGC053796,0.2,0.02
4.5um,PGC054817,PGC054817,0.24,0.04
4.5um,PGC054944,PGC054944,0.19,0.03
4.5um,PGC065367,PGC065367,0.25,0.03
4.5um,PGC066242,PGC066242,0.15,0.02
4.5um,PGC066559,PGC066559,0.13,0.03
4.5um,PGC066738,PGC066738,0.14,0.02
4.5um,PGC067871,PGC067871,0.14,0.02
4.5um,PGC068030,PGC068030,0.14,0.04
4.5um,PGC068061,PGC068061,0.36,0.03
4.5um,PGC068771,PGC068771,0.11,0.02
4.5um,PGC069114,PGC069114,0.14,0.03
4.5um,PGC069224,PGC069224,0.15,0.03
4.5um,PGC069293,PGC069293,0.1,0.03
4.5um,PGC069339,PGC069339,0.09,0.04
4.5um,PGC069404,PGC069404,0.17,0.04
4.5um,PGC069415,PGC069415,0.19,0.03
4.5um,PGC069448,PGC069448,0.14,0.02
4.5um,PGC069691,PGC069691,0.15,0.02
4.5um,PGC070657,PGC070657,0.1,0.02
4.5um,PGC071479,PGC071479,0.13,0.02
4.5um,PGC072006,PGC072006,0.12,0.02
4.5um,PGC072252,PGC072252,0.16,0.02
4.5um,PGC090540,PGC090540,0.08,0.04
4.5um,PGC090553,PGC090553,0.1,0.04
4.5um,PGC090694,PGC090694,0.16,0.02
4.5um,PGC091215,PGC091215,0.17,0.02
4.5um,PGC091228,PGC091228,0.81,0.09
4.5um,PGC091408,PGC091408,0.22,0.02
4.5um,PGC091413,PGC091413,0.15,0.03
4.5um,PGC1059326,PGC1059326,0.15,0.05
4.5um,PGC1063216,PGC1063216,0.1,0.02
4.5um,UGC10014,UGC10014,0.29,0.03
4.5um,UGC10020,UGC10020,0.22,0.12
4.5um,UGC10025,UGC10025,0.25,0.02
4.5um,UGC10041,UGC10041,0.18,0.02
4.5um,UGC10043,UGC10043,0.2,0.05
4.5um,UGC10054,UGC10054,0.48,0.05
4.5um,UGC10061,UGC10061,0.92,0.0
4.5um,UGC01014,UGC1014,0.18,0.03
4.5um,UGC10194,UGC10194,0.74,0.04
4.5um,UGC01020,UGC1020,0.13,0.05
4.5um,UGC10288,UGC10288,0.28,0.01
4.5um,UGC10290,UGC10290,0.16,0.02
4.5um,UGC10297,UGC10297,0.33,0.02
4.5um,UGC10310,UGC10310,1.0,0.0
4.5um,UGC10413,UGC10413,0.15,0.25
4.5um,UGC10437,UGC10437,0.38,0.19
4.5um,UGC10445,UGC10445,0.54,0.01
4.5um,UGC10477,UGC10477,0.48,0.19
4.5um,UGC10608,UGC10608,0.84,0.06
4.5um,UGC10650,UGC10650,0.65,0.07
4.5um,UGC10713,UGC10713,0.39,0.13
4.5um,UGC10721,UGC10721,0.12,0.29
4.5um,UGC10736,UGC10736,0.96,0.0
4.5um,UGC10791,UGC10791,0.54,0.01
4.5um,UGC10803,UGC10803,0.14,0.2
4.5um,UGC10806,UGC10806,0.42,0.15
4.5um,UGC10854,UGC10854,0.28,0.19
4.5um,UGC10887,UGC10887,0.66,0.08
4.5um,UGC01104,UGC1104,0.14,0.02
4.5um,UGC01110,UGC1110,0.12,0.02
4.5um,UGC01112,UGC1112,0.09,0.04
4.5um,UGC01133,UGC1133,0.12,0.01
4.5um,UGC01176,UGC1176,0.65,0.02
4.5um,UGC11782,UGC11782,0.24,0.02
4.5um,UGC11921,UGC11921,0.13,0.02
4.5um,UGC01195,UGC1195,0.1,0.01
4.5um,UGC01197,UGC1197,0.17,0.02
4.5um,UGC01200,UGC1200,0.2,0.02
4.5um,UGC12010,UGC12010,0.21,0.04
4.5um,UGC12054,UGC12054,0.14,0.02
4.5um,UGC12151,UGC12151,0.09,0.02
4.5um,UGC12178,UGC12178,0.32,0.02
4.5um,UGC00122,UGC122,0.16,0.01
4.5um,UGC12281,UGC12281,0.39,0.02
4.5um,UGC12307,UGC12307,0.11,0.03
4.5um,UGC12308,UGC12308,0.23,0.01
4.5um,UGC12313,UGC12313,0.24,0.01
4.5um,UGC12350,UGC12350,0.14,0.01
4.5um,UGC01240,UGC1240,0.07,0.03
4.5um,UGC12518,UGC12518,0.1,0.03
4.5um,UGC12613,UGC12613,0.66,0.01
4.5um,UGC12641,UGC12641,0.32,0.02
4.5um,UGC12681,UGC12681,0.17,0.03
4.5um,UGC12682,UGC12682,0.23,0.01
4.5um,UGC12692,UGC12692,0.13,0.03
4.5um,UGC12707,UGC12707,0.17,0.01
4.5um,UGC12709,UGC12709,0.35,0.02
4.5um,UGC12732,UGC12732,0.44,0.02
4.5um,UGC12791,UGC12791,0.15,0.02
4.5um,UGC12843,UGC12843,0.2,0.02
4.5um,UGC12846,UGC12846,0.27,0.02
4.5um,UGC12856,UGC12856,0.17,0.02
4.5um,UGC12857,UGC12857,0.13,0.02
4.5um,UGC12893,UGC12893,0.09,0.02
4.5um,UGC00132,UGC132,0.1,0.02
4.5um,UGC01500,UGC1500,0.09,0.04
4.5um,UGC01547,UGC1547,0.11,0.01
4.5um,UGC01551,UGC1551,0.4,0.02
4.5um,UGC00156,UGC156,0.12,0.05
4.5um,UGC01670,UGC1670,0.1,0.02
4.5um,UGC00017,UGC17,0.27,0.02
4.5um,UGC01753,UGC1753,0.17,0.01
4.5um,UGC01803,UGC1803,0.1,0.02
4.5um,UGC01839,UGC1839,0.12,0.03
4.5um,UGC01862,UGC1862,0.12,0.03
4.5um,UGC00191,UGC191,0.13,0.02
4.5um,UGC01945,UGC1945,0.1,0.02
4.5um,UGC01970,UGC1970,0.1,0.02
4.5um,UGC01981,UGC1981,0.09,0.02
4.5um,UGC01999,UGC1999,0.14,0.02
4.5um,UGC02081,UGC2081,0.13,0.02
4.5um,UGC02082,UGC2082,0.2,0.01
4.5um,UGC02275,UGC2275,0.28,0.0
4.5um,UGC02302,UGC2302,0.25,0.0
4.5um,UGC02345,UGC2345,0.5,0.02
4.5um,UGC02429,UGC2429,0.13,0.02
4.5um,UGC02443,UGC2443,0.11,0.01
4.5um,UGC00260,UGC260,0.13,0.02
4.5um,UGC00290,UGC290,0.09,0.02
4.5um,UGC03070,UGC3070,0.71,0.03
4.5um,UGC00313,UGC313,0.08,0.06
4.5um,UGC00320,UGC320,0.08,0.01
4.5um,UGC04024,UGC4024,0.14,0.29
4.5um,UGC04121,UGC4121,0.39,0.01
4.5um,UGC04148,UGC4148,0.17,0.02
4.5um,UGC04151,UGC4151,0.23,0.03
4.5um,UGC04169,UGC4169,0.13,0.02
4.5um,UGC04238,UGC4238,0.53,0.02
4.5um,UGC04241,UGC4241,0.16,0.04
4.5um,UGC04305,UGC4305,0.34,0.0
4.5um,UGC04306,UGC4306,0.18,0.05
4.5um,UGC04390,UGC4390,0.34,0.14
4.5um,UGC04393,UGC4393,0.15,0.02
4.5um,UGC04413,UGC4413,0.64,0.03
4.5um,UGC04426,UGC4426,0.24,0.01
4.5um,UGC04483,UGC4483,0.96,0.02
4.5um,UGC04499,UGC4499,0.15,0.02
4.5um,UGC04514,UGC4514,0.18,0.01
4.5um,UGC04543,UGC4543,0.46,0.01
4.5um,UGC04549,UGC4549,0.14,0.02
4.5um,UGC04550,UGC4550,0.59,0.06
4.5um,UGC04551,UGC4551,0.14,0.03
4.5um,UGC04559,UGC4559,0.23,0.01
4.5um,UGC04621,UGC4621,0.13,0.03
4.5um,UGC04623,UGC4623,0.47,0.04
4.5um,UGC04628,UGC4628,0.14,0.01
4.5um,UGC04659,UGC4659,0.13,0.02
4.5um,UGC04701,UGC4701,0.28,0.23
4.5um,UGC04704,UGC4704,0.7,0.02
4.5um,UGC04714,UGC4714,0.43,0.04
4.5um,UGC04722,UGC4722,0.14,0.01
4.5um,UGC04725,UGC4725,0.11,0.02
4.5um,UGC04753,UGC4753,0.64,0.07
4.5um,UGC00477,UGC477,0.48,0.01
4.5um,UGC04777,UGC4777,0.11,0.02
4.5um,UGC04787,UGC4787,0.23,0.01
4.5um,UGC04797,UGC4797,0.23,0.01
4.5um,UGC04800,UGC4800,0.47,0.15
4.5um,UGC04824,UGC4824,0.18,0.02
4.5um,UGC04834,UGC4834,0.18,0.02
4.5um,UGC04837,UGC4837,0.46,0.03
4.5um,UGC04841,UGC4841,0.4,0.14
4.5um,UGC04845,UGC4845,0.17,0.03
4.5um,UGC04867,UGC4867,0.18,0.02
4.5um,UGC04871,UGC4871,0.12,0.02
4.5um,UGC04878,UGC4878,0.09,0.02
4.5um,UGC04922,UGC4922,0.19,0.02
4.5um,UGC04953,UGC4953,0.16,0.03
4.5um,UGC04970,UGC4970,0.16,0.02
4.5um,UGC04982,UGC4982,0.14,0.03
4.5um,UGC04988,UGC4988,0.13,0.02
4.5um,UGC05004,UGC5004,0.08,0.04
4.5um,UGC05015,UGC5015,0.11,0.01
4.5um,UGC05020,UGC5020,0.16,0.01
4.5um,UGC05047,UGC5047,0.37,0.01
4.5um,UGC05050,UGC5050,0.5,0.14
4.5um,UGC05076,UGC5076,0.15,0.02
4.5um,UGC05107,UGC5107,0.17,0.03
4.5um,UGC05114,UGC5114,0.79,0.05
4.5um,UGC05139,UGC5139,0.51,0.01
4.5um,UGC05172,UGC5172,0.23,0.03
4.5um,UGC05179,UGC5179,0.24,0.04
4.5um,UGC05203,UGC5203,0.61,0.08
4.5um,UGC05228,UGC5228,0.29,0.01
4.5um,UGC05238,UGC5238,0.47,0.06
4.5um,UGC05245,UGC5245,0.7,0.12
4.5um,UGC05249,UGC5249,0.17,0.02
4.5um,UGC05272,UGC5272,0.52,0.01
4.5um,UGC05336,UGC5336,0.21,0.02
4.5um,UGC05340,UGC5340,0.12,0.01
4.5um,UGC05347,UGC5347,0.09,0.02
4.5um,UGC05349,UGC5349,0.22,0.01
4.5um,UGC05354,UGC5354,0.52,0.02
4.5um,UGC05358,UGC5358,0.16,0.02
4.5um,UGC05364,UGC5364,0.34,0.0
4.5um,UGC05373,UGC5373,0.23,0.0
4.5um,UGC05376,UGC5376,0.11,0.03
4.5um,UGC05391,UGC5391,0.14,0.01
4.5um,UGC05393,UGC5393,0.53,0.02
4.5um,UGC05401,UGC5401,0.1,0.02
4.5um,UGC05403,UGC5403,0.07,0.02
4.5um,UGC05421,UGC5421,0.34,0.01
4.5um,UGC05423,UGC5423,0.22,0.02
4.5um,UGC05427,UGC5427,0.1,0.02
4.5um,UGC05446,UGC5446,0.14,0.02
4.5um,UGC05451,UGC5451,0.12,0.01
4.5um,UGC05456,UGC5456,0.12,0.02
4.5um,UGC05459,UGC5459,0.95,0.0
4.5um,UGC05464,UGC5464,0.59,0.02
4.5um,UGC05478,UGC5478,0.2,0.01
4.5um,UGC05522,UGC5522,0.13,0.04
4.5um,UGC05524,UGC5524,0.15,0.01
4.5um,UGC05540,UGC5540,0.11,0.03
4.5um,UGC05571,UGC5571,0.09,0.03
4.5um,UGC05574,UGC5574,0.09,0.01
4.5um,UGC05575,UGC5575,0.09,0.02
4.5um,UGC05612,UGC5612,0.96,0.02
4.5um,UGC05633,UGC5633,0.15,0.01
4.5um,UGC05642,UGC5642,0.1,0.02
4.5um,UGC05646,UGC5646,0.1,0.02
4.5um,UGC05672,UGC5672,0.17,0.02
4.5um,UGC05676,UGC5676,0.19,0.03
4.5um,UGC05677,UGC5677,0.14,0.02
4.5um,UGC05688,UGC5688,0.87,0.01
4.5um,UGC05689,UGC5689,0.51,0.14
4.5um,UGC05695,UGC5695,0.13,0.03
4.5um,UGC05707,UGC5707,0.11,0.03
4.5um,UGC05708,UGC5708,0.19,0.02
4.5um,UGC05720,UGC5720,0.15,0.06
4.5um,UGC05739,UGC5739,0.09,0.03
4.5um,UGC05740,UGC5740,0.17,0.03
4.5um,UGC05764,UGC5764,0.12,0.02
4.5um,UGC05765,UGC5765,0.6,0.04
4.5um,UGC05791,UGC5791,0.32,0.02
4.5um,UGC05798,UGC5798,0.36,0.02
4.5um,UGC05814,UGC5814,0.17,0.2
4.5um,UGC05829,UGC5829,0.86,0.01
4.5um,UGC05832,UGC5832,0.16,0.03
4.5um,UGC05833,UGC5833,0.12,0.04
4.5um,UGC05841,UGC5841,0.28,0.03
4.5um,UGC05844,UGC5844,0.12,0.04
4.5um,UGC05846,UGC5846,0.25,0.01
4.5um,UGC05897,UGC5897,0.45,0.01
4.5um,UGC05898,UGC5898,0.11,0.03
4.5um,UGC05918,UGC5918,0.24,0.02
4.5um,UGC05921,UGC5921,0.13,0.01
4.5um,UGC05922,UGC5922,0.18,0.02
4.5um,UGC05934,UGC5934,0.13,0.02
4.5um,UGC05947,UGC5947,0.12,0.01
4.5um,UGC05958,UGC5958,0.16,0.01
4.5um,UGC05976,UGC5976,0.18,0.04
4.5um,UGC05979,UGC5979,0.69,0.01
